Demand,Normalized_net,Temprature
1042.4,0.517980355,-8.1
991.2,0.492538496,-8.0
961.5,0.47778023,-7.9
947.1,0.470624707,-7.7
951.2,0.472662043,-7.7
970.6,0.482302123,-7.7
994.6,0.494227994,-7.6
1013.7,0.503719001,-7.3
1016.704114,0.505211779,-7.1
967.6658596,0.480844115,-7.2
1065.309075,0.529364134,-7.2
1086.332469,0.539810896,-7.1
1042.933079,0.518245248,-6.7
978.5403234,0.486247759,-6.6
995.9874823,0.49491745,-6.5
1049.974655,0.521744287,-6.3
1182.5,0.587597631,-4.8
1291.7,0.641860346,-3.6
1271.1,0.631623973,-2.3
1244.8,0.618555206,-1.5
1207.6,0.600070105,-1.3
1156.0,0.574429481,-0.6
1080.4,0.536862985,0.0
1015.3,0.504514059,-0.2
972.2,0.483097181,-0.4
939.7,0.466947563,-0.4
922.1,0.458201924,-0.5
914.0,0.454176942,-0.6
930.4,0.462326288,-0.6
982.5,0.488215368,-0.6
1058.9,0.526179392,-1.0
1123.3,0.558180481,-1.4
1146.012049,0.569466355,-1.6
1152.643635,0.572761665,-1.7
1150.054476,0.571475083,-1.7
1159.079064,0.575959503,-1.6
1046.220958,0.519879033,-1.7
1056.11264,0.524794321,-2.6
1130.043467,0.561531386,-3.2
1122.585999,0.557825686,-3.2
1235.428417,0.61389836,-2.6
1343.1,0.667401588,-2.1
1323.6,0.657711817,-1.9
1284.1,0.63808382,-1.7
1247.1,0.619698102,-1.6
1196.7,0.594653771,-1.8
1125.0,0.55902523,-2.0
1052.2,0.522850086,-2.1
996.3,0.495072744,-2.2
963.1,0.478575288,-2.6
944.9,0.469531502,-2.9
934.6,0.464413316,-4.5
940.0,0.467096637,-5.1
970.3,0.482153049,-5.3
1014.3,0.504017147,-6.8
1065.1,0.529260242,-7.7
1045.626796,0.519583787,-8.0
1106.795855,0.549979384,-8.0
1078.237199,0.535788265,-7.3
1113.988964,0.553553722,-7.0
1032.822719,0.513221296,-6.3
1042.5292,0.518044556,-5.2
1066.746297,0.530078306,-3.9
1122.423585,0.55774498,-3.0
1254.88615,0.623567128,-2.9
1309.8,0.650854441,-3.2
1280.3,0.636195557,-2.7
1244.6,0.618455823,-1.7
1207.1,0.599821649,-0.7
1147.7,0.570305117,-0.1
1070.7,0.532042946,0.5
992.8,0.493333554,0.9
931.8,0.463021964,1.4
884.6,0.43956775,1.7
852.2,0.423467823,2.0
837.6,0.416212918,2.0
834.0,0.414424037,2.5
847.0,0.420883884,3.1
878.0,0.436288135,3.9
919.0,0.456661499,4.3
942.7535313,0.468464897,4.7
980.1091691,0.487027337,4.5
991.4684757,0.492671905,4.3
1019.12225,0.506413378,4.5
1017.394595,0.505554887,5.6
1031.758457,0.512692452,4.9
1066.10155,0.529757924,6.7
1096.674509,0.544949973,7.2
1173.3,0.583026047,8.2
1269.3,0.630729533,9.2
1259.8,0.626008875,10.3
1227.4,0.609908949,10.6
1186.9,0.58978404,11.2
1120.1,0.556590365,10.9
1044.1,0.518825105,8.5
980.5,0.487221545,6.2
940.8,0.467494166,5.6
923.7,0.458996982,4.5
925.0,0.459642967,3.6
939.1,0.466649416,2.8
976.5,0.4852339,2.2
1077.5,0.535421942,1.8
1221.0,0.606728716,0.5
1312.4,0.652146411,-1.0
1312.089669,0.651992204,-2.1
1309.409609,0.650660451,-3.1
1315.111859,0.653493964,-4.3
1333.705913,0.66273356,-5.3
1319.521431,0.65568513,-6.5
1309.051442,0.650482474,-7.2
1326.477921,0.659141889,-8.1
1339.457351,0.665591514,-8.2
1409.900435,0.70059548,-8.8
1533.9,0.762212267,-9.9
1535.9,0.76320609,-9.4
1512.5,0.751578365,-11.0
1458.8,0.724894227,-11.4
1370.4,0.680967267,-11.8
1253.4,0.622828643,-12.1
1160.5,0.576665582,-12.3
1108.0,0.550577738,-12.2
1078.2,0.53576978,-12.4
1065.9,0.529657771,-12.8
1064.9,0.52916086,-12.8
1091.1,0.542179936,-12.9
1163.8,0.578305389,-12.9
1297.1,0.644543667,-13.0
1393.1,0.692247154,-13.2
1398.330759,0.694846377,-13.1
1395.141087,0.693261393,-13.1
1384.647619,0.68804707,-12.7
1349.660825,0.670661736,-12.6
1304.272847,0.648107936,-12.3
1302.343889,0.647149415,-12.2
1281.07276,0.63657955,-11.7
1368.589879,0.680067797,-11.2
1442.585598,0.716837107,-10.8
1542.6,0.766535395,-10.4
1545.5,0.767976438,-10.2
1502.8,0.746758325,-9.7
1452.2,0.721614612,-9.9
1366.6,0.679079004,-10.2
1243.6,0.617958912,-11.5
1159.4,0.576118979,-12.9
1101.9,0.547546579,-13.4
1072.1,0.532738621,-12.2
1058.1,0.525781863,-11.2
1062.2,0.527819199,-11.2
1095.5,0.544366346,-11.1
1172.6,0.582678209,-11.0
1310.9,0.651401044,-11.0
1401.4,0.696371518,-10.8
1408.147207,0.699724281,-10.5
1417.891519,0.70456634,-10.3
1417.466346,0.704355067,-10.9
1438.582343,0.714847845,-11.0
1434.097027,0.71261904,-11.1
1442.704685,0.716896283,-11.0
1449.862268,0.720452967,-11.4
1470.526319,0.730721168,-11.9
1525.2,0.757889138,-12.7
1629.2,0.809567915,-14.0
1616.8,0.803406215,-15.2
1587.6,0.788896405,-15.9
1538.8,0.764647132,-16.3
1447.2,0.719130056,-16.4
1329.4,0.660593903,-16.5
1244.4,0.618356441,-16.8
1181.6,0.58715041,-17.0
1144.1,0.568516236,-17.3
1125.8,0.559422759,-17.4
1130.8,0.561907316,-17.4
1177.2,0.584964001,-17.3
1247.0,0.61964841,-17.5
1375.9,0.683700279,-17.7
1457.1,0.724049478,-17.3
1418.750021,0.704992939,-17.1
1433.120689,0.712133887,-16.9
1391.190513,0.691298308,-17.2
1360.364309,0.675980418,-17.1
1389.377124,0.690397214,-16.4
1344.992799,0.668342141,-16.2
1356.19314,0.673907717,-15.3
1381.080794,0.686274674,-14.0
1445.304977,0.718188397,-12.5
1552.4,0.771405126,-11.2
1554.7,0.772548022,-10.0
1525.9,0.758236976,-9.7
1482.7,0.736770408,-10.0
1399.7,0.695526768,-10.3
1273.8,0.632965634,-11.0
1176.7,0.584715545,-11.3
1120.1,0.556590365,-11.3
1093.3,0.543273141,-11.2
1080.4,0.536862985,-11.0
1079.6,0.536465456,-11.0
1098.0,0.545608624,-10.7
1160.1,0.576466817,-10.4
1286.5,0.639276407,-10.2
1379.4,0.685439469,-10.1
1371.460097,0.681494041,-9.9
1355.895183,0.673759659,-9.7
1344.384152,0.668039698,-9.6
1307.739201,0.649830407,-9.5
1242.438849,0.617381923,-9.3
1256.086176,0.624163434,-8.9
1267.684592,0.629926818,-7.7
1270.342873,0.631247748,-6.4
1350.155224,0.670907409,-6.6
1456.8,0.723900404,-6.7
1451.4,0.721217083,-6.1
1413.4,0.702334453,-6.4
1377.7,0.684594719,-7.7
1324.7,0.65825842,-8.2
1239.0,0.61567312,-8.2
1160.0,0.576417126,-8.6
1105.7,0.549434842,-9.1
1076.7,0.535024413,-9.5
1062.1,0.527769508,-10.1
1053.1,0.523297306,-10.4
1064.2,0.528813022,-11.1
1092.3,0.54277623,-11.6
1148.4,0.570652955,-12.0
1206.5,0.599523502,-12.4
1242.962129,0.617641947,-13.1
1257.097202,0.624665824,-13.4
1245.426726,0.618866633,-14.0
1246.792909,0.619545505,-14.7
1234.159351,0.613267747,-15.4
1225.999377,0.609212963,-15.4
1228.702901,0.610556375,-14.5
1251.746033,0.622006768,-13.4
1300.065438,0.646017227,-12.4
1403.0,0.697166576,-11.5
1412.5,0.701887233,-10.5
1378.7,0.685091631,-9.8
1344.6,0.668146955,-9.8
1290.2,0.641114979,-10.4
1209.8,0.60116331,-11.1
1139.6,0.566280135,-12.2
1076.7,0.535024413,-12.5
1040.4,0.516986533,-12.4
1019.4,0.506551395,-12.9
1003.1,0.498451741,-14.3
1002.1,0.497954829,-16.1
1018.3,0.506004793,-14.8
1058.7,0.52608001,-13.3
1100.8,0.546999976,-12.0
1143.066909,0.568002882,-10.8
1176.337725,0.584535526,-10.3
1180.238972,0.5864741,-10.0
1187.494255,0.590079332,-10.0
1135.383682,0.564184999,-9.7
1133.099465,0.563049946,-9.1
1132.931177,0.562966322,-8.5
1118.265964,0.555679011,-7.7
1236.123893,0.61424395,-6.4
1339.8,0.665761781,-5.1
1328.9,0.660345447,-3.9
1289.4,0.64071745,-3.1
1244.8,0.618555206,-2.5
1173.6,0.58317512,-2.0
1086.0,0.539645689,-1.6
1015.1,0.504414676,-1.6
968.2,0.481109536,-1.5
941.3,0.467742621,-1.2
934.1,0.46416486,-0.8
933.8,0.464015786,-0.7
960.8,0.477432392,-0.8
1043.7,0.51862634,-1.0
1179.4,0.586057206,-1.4
1270.2,0.631176753,-2.3
1217.674104,0.605076041,-2.0
1180.317932,0.586513336,-2.1
1155.818389,0.574339236,-2.2
1146.45708,0.569687496,-2.3
1138.14075,0.565555017,-2.1
1152.59828,0.572739128,-1.8
