DateTime,Location,Year,Month,Day,Weekday,Hour,Load,Temperature
2020-07-01 00:00:00,MIDATL,2020,7,1,1,0,29484.63607,21
2020-07-01 01:00:00,MIDATL,2020,7,1,1,1,27882.81499,21
2020-07-01 02:00:00,MIDATL,2020,7,1,1,2,26875.14232,21
2020-07-01 03:00:00,MIDATL,2020,7,1,1,3,26248.06463,20
2020-07-01 04:00:00,MIDATL,2020,7,1,1,4,26199.81493,20
2020-07-01 05:00:00,MIDATL,2020,7,1,1,5,26814.89366,20
2020-07-01 06:00:00,MIDATL,2020,7,1,1,6,28077.51103,21
2020-07-01 07:00:00,MIDATL,2020,7,1,1,7,29740.16065,21
2020-07-01 08:00:00,MIDATL,2020,7,1,1,8,31303.10988,22
2020-07-01 09:00:00,MIDATL,2020,7,1,1,9,32371.12534,23
2020-07-01 10:00:00,MIDATL,2020,7,1,1,10,33768.6293,24
2020-07-01 11:00:00,MIDATL,2020,7,1,1,11,35206.62891,25
2020-07-01 12:00:00,MIDATL,2020,7,1,1,12,36759.69387,26
2020-07-01 13:00:00,MIDATL,2020,7,1,1,13,37689.24817,27
2020-07-01 14:00:00,MIDATL,2020,7,1,1,14,38511.17572,27
2020-07-01 15:00:00,MIDATL,2020,7,1,1,15,38828.87225,27
2020-07-01 16:00:00,MIDATL,2020,7,1,1,16,39282.66693,27
2020-07-01 17:00:00,MIDATL,2020,7,1,1,17,39722.79825,26
2020-07-01 18:00:00,MIDATL,2020,7,1,1,18,39692.32881,25
2020-07-01 19:00:00,MIDATL,2020,7,1,1,19,38864.18571,23
2020-07-01 20:00:00,MIDATL,2020,7,1,1,20,37583.84036,21
2020-07-01 21:00:00,MIDATL,2020,7,1,1,21,36641.93951,20
2020-07-01 22:00:00,MIDATL,2020,7,1,1,22,34420.30602,19
2020-07-01 23:00:00,MIDATL,2020,7,1,1,23,31910.2967,18
2020-07-02 00:00:00,MIDATL,2020,7,2,1,0,28939.86928,17
2020-07-02 01:00:00,MIDATL,2020,7,2,1,1,27371.54563,17
2020-07-02 02:00:00,MIDATL,2020,7,2,1,2,26338.19579,16
2020-07-02 03:00:00,MIDATL,2020,7,2,1,3,25746.34496,16
2020-07-02 04:00:00,MIDATL,2020,7,2,1,4,25685.7547,15
2020-07-02 05:00:00,MIDATL,2020,7,2,1,5,26201.09398,16
2020-07-02 06:00:00,MIDATL,2020,7,2,1,6,27441.16352,18
2020-07-02 07:00:00,MIDATL,2020,7,2,1,7,29096.90075,20
2020-07-02 08:00:00,MIDATL,2020,7,2,1,8,30597.61773,22
2020-07-02 09:00:00,MIDATL,2020,7,2,1,9,31922.7979,23
2020-07-02 10:00:00,MIDATL,2020,7,2,1,10,33600.14974,24
2020-07-02 11:00:00,MIDATL,2020,7,2,1,11,35345.34643,25
2020-07-02 12:00:00,MIDATL,2020,7,2,1,12,37299.17543,26
2020-07-02 13:00:00,MIDATL,2020,7,2,1,13,39131.84111,26
2020-07-02 14:00:00,MIDATL,2020,7,2,1,14,40726.21996,26
2020-07-02 15:00:00,MIDATL,2020,7,2,1,15,42119.07339,25
2020-07-02 16:00:00,MIDATL,2020,7,2,1,16,43528.48127,25
2020-07-02 17:00:00,MIDATL,2020,7,2,1,17,44395.59035,24
2020-07-02 18:00:00,MIDATL,2020,7,2,1,18,44374.74793,22
2020-07-02 19:00:00,MIDATL,2020,7,2,1,19,43341.64409,20
2020-07-02 20:00:00,MIDATL,2020,7,2,1,20,41815.26404,18
2020-07-02 21:00:00,MIDATL,2020,7,2,1,21,40461.06857,18
2020-07-02 22:00:00,MIDATL,2020,7,2,1,22,37849.42536,17
2020-07-02 23:00:00,MIDATL,2020,7,2,1,23,35055.30517,16
2020-07-03 00:00:00,MIDATL,2020,7,3,1,0,30275.01016,16
2020-07-03 01:00:00,MIDATL,2020,7,3,1,1,28400.01544,16
2020-07-03 02:00:00,MIDATL,2020,7,3,1,2,27094.49049,16
2020-07-03 03:00:00,MIDATL,2020,7,3,1,3,26250.37888,16
2020-07-03 04:00:00,MIDATL,2020,7,3,1,4,25884.63244,15
2020-07-03 05:00:00,MIDATL,2020,7,3,1,5,25887.90713,16
2020-07-03 06:00:00,MIDATL,2020,7,3,1,6,26230.05283,18
2020-07-03 07:00:00,MIDATL,2020,7,3,1,7,27412.68536,20
2020-07-03 08:00:00,MIDATL,2020,7,3,1,8,29250.47542,22
2020-07-03 09:00:00,MIDATL,2020,7,3,1,9,31259.43092,24
2020-07-03 10:00:00,MIDATL,2020,7,3,1,10,33109.03835,25
2020-07-03 11:00:00,MIDATL,2020,7,3,1,11,35024.87412,26
2020-07-03 12:00:00,MIDATL,2020,7,3,1,12,36981.75454,27
2020-07-03 13:00:00,MIDATL,2020,7,3,1,13,38660.54426,28
2020-07-03 14:00:00,MIDATL,2020,7,3,1,14,39948.40034,29
2020-07-03 15:00:00,MIDATL,2020,7,3,1,15,41042.83357,29
2020-07-03 16:00:00,MIDATL,2020,7,3,1,16,42243.34264,28
2020-07-03 17:00:00,MIDATL,2020,7,3,1,17,43268.38518,27
2020-07-03 18:00:00,MIDATL,2020,7,3,1,18,43468.30162,26
2020-07-03 19:00:00,MIDATL,2020,7,3,1,19,42395.90474,23
2020-07-03 20:00:00,MIDATL,2020,7,3,1,20,40606.42139,21
2020-07-03 21:00:00,MIDATL,2020,7,3,1,21,38940.77869,20
2020-07-03 22:00:00,MIDATL,2020,7,3,1,22,36522.13234,20
2020-07-03 23:00:00,MIDATL,2020,7,3,1,23,33938.41548,19
2020-07-04 00:00:00,MIDATL,2020,7,4,0,0,30787.12416,19
2020-07-04 01:00:00,MIDATL,2020,7,4,0,1,28901.80522,18
2020-07-04 02:00:00,MIDATL,2020,7,4,0,2,27480.87296,18
2020-07-04 03:00:00,MIDATL,2020,7,4,0,3,26494.27301,18
2020-07-04 04:00:00,MIDATL,2020,7,4,0,4,25880.04705,18
2020-07-04 05:00:00,MIDATL,2020,7,4,0,5,25606.22647,19
2020-07-04 06:00:00,MIDATL,2020,7,4,0,6,25487.54685,21
2020-07-04 07:00:00,MIDATL,2020,7,4,0,7,26269.63942,23
2020-07-04 08:00:00,MIDATL,2020,7,4,0,8,27811.72319,24
2020-07-04 09:00:00,MIDATL,2020,7,4,0,9,29579.29087,26
2020-07-04 10:00:00,MIDATL,2020,7,4,0,10,31402.50994,27
2020-07-04 11:00:00,MIDATL,2020,7,4,0,11,33110.95018,28
2020-07-04 12:00:00,MIDATL,2020,7,4,0,12,34671.86151,29
2020-07-04 13:00:00,MIDATL,2020,7,4,0,13,36024.70992,29
2020-07-04 14:00:00,MIDATL,2020,7,4,0,14,37228.17196,29
2020-07-04 15:00:00,MIDATL,2020,7,4,0,15,38447.81044,28
2020-07-04 16:00:00,MIDATL,2020,7,4,0,16,39508.69794,27
2020-07-04 17:00:00,MIDATL,2020,7,4,0,17,40337.59282,26
2020-07-04 18:00:00,MIDATL,2020,7,4,0,18,40187.92276,25
2020-07-04 19:00:00,MIDATL,2020,7,4,0,19,39173.6785,23
2020-07-04 20:00:00,MIDATL,2020,7,4,0,20,37714.11836,22
2020-07-04 21:00:00,MIDATL,2020,7,4,0,21,36431.6857,22
2020-07-04 22:00:00,MIDATL,2020,7,4,0,22,34657.07543,22
2020-07-04 23:00:00,MIDATL,2020,7,4,0,23,32547.58212,21
2020-07-05 00:00:00,MIDATL,2020,7,5,0,0,31031.73124,21
2020-07-05 01:00:00,MIDATL,2020,7,5,0,1,29325.97613,20
2020-07-05 02:00:00,MIDATL,2020,7,5,0,2,28100.03411,20
2020-07-05 03:00:00,MIDATL,2020,7,5,0,3,27275.81675,21
2020-07-05 04:00:00,MIDATL,2020,7,5,0,4,26900.91518,21
2020-07-05 05:00:00,MIDATL,2020,7,5,0,5,26861.86933,21
2020-07-05 06:00:00,MIDATL,2020,7,5,0,6,27050.0266,21
2020-07-05 07:00:00,MIDATL,2020,7,5,0,7,28016.94479,23
2020-07-05 08:00:00,MIDATL,2020,7,5,0,8,29688.10119,25
2020-07-05 09:00:00,MIDATL,2020,7,5,0,9,31677.16536,26
2020-07-05 10:00:00,MIDATL,2020,7,5,0,10,33937.04242,27
2020-07-05 11:00:00,MIDATL,2020,7,5,0,11,36131.3189,28
2020-07-05 12:00:00,MIDATL,2020,7,5,0,12,38145.61783,29
2020-07-05 13:00:00,MIDATL,2020,7,5,0,13,39742.96691,29
2020-07-05 14:00:00,MIDATL,2020,7,5,0,14,41160.6765,29
2020-07-05 15:00:00,MIDATL,2020,7,5,0,15,42452.63228,28
2020-07-05 16:00:00,MIDATL,2020,7,5,0,16,43689.10547,27
2020-07-05 17:00:00,MIDATL,2020,7,5,0,17,44848.31563,27
2020-07-05 18:00:00,MIDATL,2020,7,5,0,18,45231.83298,26
2020-07-05 19:00:00,MIDATL,2020,7,5,0,19,44354.6765,25
2020-07-05 20:00:00,MIDATL,2020,7,5,0,20,42737.07813,23
2020-07-05 21:00:00,MIDATL,2020,7,5,0,21,41371.35361,23
2020-07-05 22:00:00,MIDATL,2020,7,5,0,22,38748.42629,22
2020-07-05 23:00:00,MIDATL,2020,7,5,0,23,35857.60971,22
2020-07-06 00:00:00,MIDATL,2020,7,6,1,0,32595.33177,22
2020-07-06 01:00:00,MIDATL,2020,7,6,1,1,30753.64846,21
2020-07-06 02:00:00,MIDATL,2020,7,6,1,2,29498.01662,21
2020-07-06 03:00:00,MIDATL,2020,7,6,1,3,28673.40062,20
2020-07-06 04:00:00,MIDATL,2020,7,6,1,4,28551.41573,19
2020-07-06 05:00:00,MIDATL,2020,7,6,1,5,29139.60112,19
2020-07-06 06:00:00,MIDATL,2020,7,6,1,6,30400.15706,19
2020-07-06 07:00:00,MIDATL,2020,7,6,1,7,32427.68865,20
2020-07-06 08:00:00,MIDATL,2020,7,6,1,8,34351.81431,21
2020-07-06 09:00:00,MIDATL,2020,7,6,1,9,36274.80327,22
2020-07-06 10:00:00,MIDATL,2020,7,6,1,10,38543.51833,23
2020-07-06 11:00:00,MIDATL,2020,7,6,1,11,40815.63791,24
2020-07-06 12:00:00,MIDATL,2020,7,6,1,12,43215.49671,24
2020-07-06 13:00:00,MIDATL,2020,7,6,1,13,44990.58734,25
2020-07-06 14:00:00,MIDATL,2020,7,6,1,14,45431.22085,25
