Net,Temperature
25462.305,2.0
24346.259000000002,2.0
23413.986,1.0
22790.648999999998,1.0
22588.849,1.0
22869.26,1.0
23400.071,1.0
23673.797000000002,2.0
24077.120000000003,4.0
24912.061,6.0
25613.347,7.0
25986.823,8.0
25424.529000000002,8.0
25004.56,8.0
25806.627000000004,8.0
26715.564,7.0
28634.817000000003,5.0
31086.772999999997,5.0
31219.238999999998,6.0
30964.052000000003,5.0
30347.210000000003,4.0
29230.906,3.0
27558.132,2.0
25964.853,2.0
24891.869000000002,2.0
24348.965,2.0
24210.127,3.0
24535.316000000003,3.0
25460.513999999996,4.0
27748.445,4.0
31075.37,4.0
33008.427,5.0
32847.397000000004,5.0
32339.392000000003,6.0
31949.698999999997,6.0
31558.193,7.0
31337.52,7.0
31887.832000000002,7.0
32191.806,7.0
32793.915,6.0
34445.501,5.0
36267.469000000005,5.0
36119.945,5.0
35501.429000000004,5.0
34585.985,4.0
32914.64,4.0
30525.086,4.0
28345.427000000003,4.0
26818.253999999997,5.0
25898.844999999998,5.0
25475.035,5.0
25422.209,5.0
26088.001,5.0
27944.548,5.0
31134.981,5.0
32893.668,5.0
32800.072,6.0
32328.403,8.0
32073.447,10.0
31708.04,11.0
31274.212,12.0
31404.52,13.0
31400.066,14.0
31841.132000000005,12.0
33656.297999999995,11.0
36079.631,11.0
36345.386000000006,11.0
36087.763999999996,11.0
35411.447,11.0
34076.789000000004,11.0
32049.101000000002,11.0
30245.151,11.0
28953.825,11.0
28293.357,10.0
28112.312,10.0
28279.777000000002,10.0
29159.877000000004,10.0
31290.148999999998,10.0
34457.581000000006,10.0
36039.114,11.0
35373.959,12.0
34150.378,13.0
33051.384999999995,14.0
31992.432999999997,15.0
31650.592999999997,16.0
31959.925000000003,16.0
32180.529,15.0
32598.579999999998,14.0
33842.83,12.0
35318.064,11.0
34898.892,10.0
34053.426,9.0
33035.036,8.0
31775.602000000003,8.0
29975.841000000004,8.0
28178.232,8.0
26536.970999999998,8.0
25568.787,9.0
24960.304,9.0
24664.225000000002,9.0
24769.804,9.0
25398.243,9.0
26476.377,9.0
27705.719,9.0
28817.692,9.0
29808.428,10.0
30384.906000000003,10.0
30414.698,11.0
30258.452999999998,11.0
29845.732000000004,11.0
29616.783,10.0
29611.317,9.0
30334.928999999996,8.0
32192.734,7.0
32316.407,7.0
