Month,Day,Weekday,Hour,Temperature,Demand
4,9,1,20,61.0,43.79259639
4,9,1,21,53.0,34.476642223
4,9,1,22,46.0,33.359348334
4,9,1,23,41.0,30.830288614000004
4,10,1,0,37.0,32.414381666000004
4,10,1,1,38.0,31.857808054999996
4,10,1,2,39.0,31.144105000000007
4,10,1,3,35.0,30.902850832
4,10,1,4,33.0,28.172815556
4,10,1,5,33.0,25.24787528
4,10,1,6,34.0,27.615254444999998
4,10,1,7,36.0,33.607720557
4,10,1,8,36.0,34.748751668
4,10,1,9,36.0,23.882626944000002
4,10,1,10,35.0,12.608735001
4,10,1,11,36.0,9.526751390000001
4,10,1,12,39.0,-1.6324180489999986
4,10,1,13,35.0,-10.320756665000001
4,10,1,14,34.0,-11.115510832
4,10,1,15,28.0,-30.051499168
4,10,1,16,36.0,-24.981959725
4,10,1,17,38.0,-16.199499169000006
4,10,1,18,39.0,1.4622033329999995
4,10,1,19,35.0,7.824256947000001
4,10,1,20,34.0,28.243164442999998
4,10,1,21,33.0,32.505639165999995
4,10,1,22,33.0,27.940451943
4,10,1,23,33.0,24.770744443999995
4,11,0,0,33.0,23.075449166
4,11,0,1,32.0,23.678641943
4,11,0,2,32.0,25.518861111000003
4,11,0,3,31.0,25.570093332999996
4,11,0,4,31.0,27.0377325
4,11,0,5,32.0,28.856711111000003
4,11,0,6,34.0,25.952843613
4,11,0,7,35.0,26.059630556000002
4,11,0,8,33.0,24.814282222
4,11,0,9,33.0,18.079605280000003
4,11,0,10,33.0,8.398998056
4,11,0,11,32.0,-0.6069880529999994
4,11,0,12,32.0,-13.205158053
4,11,0,13,32.0,-15.369524170999995
4,11,0,14,32.0,-12.145049165
4,11,0,15,29.0,-0.8841986120000014
4,11,0,16,28.0,4.664963612000001
4,11,0,17,26.0,15.671711667
4,11,0,18,25.0,19.854354444
4,11,0,19,36.0,25.055213889
4,11,0,20,34.0,34.298845833
4,11,0,21,36.0,40.037696391
4,11,0,22,31.0,38.020016112
4,11,0,23,31.0,31.759136113000007
4,12,0,0,31.0,27.231145000999994
4,12,0,1,31.0,25.603594167
4,12,0,2,31.0,22.65975111
4,12,0,3,33.0,24.367645276999998
4,12,0,4,31.0,23.910974447000005
4,12,0,5,33.0,25.820897221
4,12,0,6,35.0,24.681146667999997
4,12,0,7,34.0,24.918998613
4,12,0,8,34.0,21.396146388
4,12,0,9,33.0,18.824612224
4,12,0,10,32.0,11.693991387999999
4,12,0,11,33.0,2.8448088890000003
4,12,0,12,35.0,-3.4793541670000003
4,12,0,13,36.0,-13.488082778999999
4,12,0,14,34.0,-27.112486116000003
4,12,0,15,36.0,-18.580201388999996
4,12,0,16,34.0,-2.9876713909999992
4,12,0,17,34.0,8.799088609999998
4,12,0,18,35.0,16.521508612
4,12,0,19,39.0,18.891235
4,12,0,20,37.0,33.903246667
4,12,0,21,36.0,37.977106111999994
4,12,0,22,35.0,34.701693889999994
4,12,0,23,36.0,30.829756667999998
4,13,1,0,36.0,28.663185000000002
4,13,1,1,36.0,26.051872778000003
4,13,1,2,36.0,29.459261942999998
4,13,1,3,44.0,28.332614164
4,13,1,4,50.0,22.732372223999995
4,13,1,5,51.0,22.600392498999998
4,13,1,6,52.0,23.993406942000004
4,13,1,7,53.0,28.864682778000002
4,13,1,8,52.0,29.417973611
4,13,1,9,50.0,22.269976109999998
4,13,1,10,43.0,1.3093347199999992
4,13,1,11,35.0,-19.985815000000002
4,13,1,12,33.0,-33.929029719999996
4,13,1,13,31.0,-40.521565002
4,13,1,14,28.0,-39.38675083599999
4,13,1,15,25.0,-30.42793083800001
4,13,1,16,24.0,-9.736815001999998
4,13,1,17,25.0,14.036710834
4,13,1,18,26.0,18.907569166
4,13,1,19,25.0,20.406688331999998
4,13,1,20,25.0,26.394837221999996
4,13,1,21,24.0,27.356370001
4,13,1,22,24.0,32.24891611300001
4,13,1,23,24.0,25.874111943
4,14,1,0,33.0,28.039224166999997
4,14,1,1,34.0,20.980719445
4,14,1,2,33.0,25.993442501
4,14,1,3,33.0,24.531635556
4,14,1,4,31.0,21.789650276000003
4,14,1,5,33.0,21.689868055
4,14,1,6,33.0,22.27871639
4,14,1,7,26.0,29.977126666000004
4,14,1,8,23.0,28.606038888
4,14,1,9,23.0,23.114960553
4,14,1,10,26.0,7.432339167
4,14,1,11,24.0,-8.117131665000002
4,14,1,12,14.0,-17.446424999999994
4,14,1,13,16.0,-26.820413049
4,14,1,14,17.0,-31.561947503
4,14,1,15,16.0,-28.531758606000004
4,14,1,16,16.0,-21.964299724
4,14,1,17,14.0,-12.980751110999996
4,14,1,18,16.0,-0.21333638999999982
4,14,1,19,18.0,15.606394722000001
4,14,1,20,21.0,26.337964167
4,14,1,21,24.0,26.906822499999997
4,14,1,22,26.0,23.438710553999996
4,14,1,23,29.0,21.795239445
4,15,1,0,29.0,25.478296111
4,15,1,1,28.0,21.284056945000003
4,15,1,2,29.0,18.137517224
4,15,1,3,24.0,23.991824999000006
4,15,1,4,25.0,21.938240279000002
4,15,1,5,25.0,20.680409442000002
4,15,1,6,22.0,24.752349999
4,15,1,7,22.0,30.121906942
4,15,1,8,24.0,22.741217222999996
4,15,1,9,28.0,11.681583057000001
4,15,1,10,30.0,-8.136579999000002
4,15,1,11,31.0,-23.334579996999995
4,15,1,12,31.0,-38.167110556999994
4,15,1,13,31.0,-46.06444443799999
4,15,1,14,30.0,-46.39865222
4,15,1,15,31.0,-35.96919055400001
4,15,1,16,30.0,-14.910597500999998
4,15,1,17,28.0,-2.7015930559999974
4,15,1,18,28.0,15.059153614000003
4,15,1,19,30.0,17.993785834
4,15,1,20,31.0,32.48896360999999
4,15,1,21,30.0,31.497912499999998
4,15,1,22,25.0,34.725155554
4,15,1,23,25.0,30.824942223
4,16,1,0,27.0,20.971879445
4,16,1,1,28.0,20.673894722000004
4,16,1,2,36.0,22.318440834
4,16,1,3,40.0,26.712937778000004
4,16,1,4,42.0,24.555363610999997
4,16,1,5,41.0,22.993407223
4,16,1,6,42.0,31.520964444
4,16,1,7,41.0,29.850746111
4,16,1,8,39.0,26.920504725
4,16,1,9,39.0,16.552734721
4,16,1,10,39.0,5.282642499999999
4,16,1,11,41.0,-4.9490102779999985
4,16,1,12,41.0,-9.491916113000002
4,16,1,13,42.0,-16.199150556
4,16,1,14,43.0,-3.1467072220000003
4,16,1,15,43.0,9.180595556000002
4,16,1,16,42.0,17.677395002
4,16,1,17,41.0,23.125161669
4,16,1,18,41.0,21.356360831999996
4,16,1,19,40.0,21.327636387000002
4,16,1,20,40.0,30.096340559
4,16,1,21,40.0,27.773694999
4,16,1,22,40.0,29.573951945000005
4,16,1,23,40.0,30.551396389000004
4,17,1,0,41.0,27.844535835000002
4,17,1,1,41.0,21.057336943
4,17,1,2,40.0,20.897866944
4,17,1,3,42.0,19.585801112000002
4,17,1,4,41.0,22.257828054999997
4,17,1,5,43.0,24.267727777
4,17,1,6,49.0,24.679907778000004
4,17,1,7,49.0,30.923022778
4,17,1,8,48.0,26.626426945
4,17,1,9,48.0,12.490537499000002
4,17,1,10,44.0,8.028864999
4,17,1,11,45.0,4.449019721999998
4,17,1,12,44.0,3.9137683399999994
4,17,1,13,46.0,6.577989449999999
4,17,1,14,46.0,9.731883332
4,17,1,15,44.0,14.908006392999997
4,17,1,16,45.0,31.186475554
4,17,1,17,45.0,27.137741109999993
4,17,1,18,45.0,21.757692499
4,17,1,19,45.0,20.590279444
4,17,1,20,46.0,22.961606388000007
4,17,1,21,46.0,29.571611386999997
4,17,1,22,47.0,25.181619999999995
4,17,1,23,46.0,24.499503333999996
4,18,0,0,47.0,20.651432224
4,18,0,1,46.0,19.462150279
4,18,0,2,46.0,18.703590833
4,18,0,3,46.0,18.424766666
4,18,0,4,46.0,19.96075611
4,18,0,5,46.0,20.456775275999995
4,18,0,6,44.0,22.141095000999997
4,18,0,7,39.0,22.694629167000002
4,18,0,8,38.0,18.061682777
4,18,0,9,37.0,11.765404446999998
4,18,0,10,37.0,3.0611394449999985
4,18,0,11,37.0,-7.253238054999998
4,18,0,12,36.0,-21.628575277000003
4,18,0,13,36.0,-30.410424718000005
4,18,0,14,36.0,-29.765633608
4,18,0,15,34.0,-19.553560555
4,18,0,16,32.0,-1.7116702770000003
4,18,0,17,32.0,3.610248887000001
4,18,0,18,32.0,13.227892777
4,18,0,19,33.0,25.9306175
4,18,0,20,34.0,27.26913333200001
4,18,0,21,33.0,37.60679055599999
4,18,0,22,34.0,31.579303611999997
4,18,0,23,35.0,20.669133331999998
4,19,0,0,35.0,20.296619445999998
4,19,0,1,31.0,20.444773332
4,19,0,2,32.0,20.001219444
4,19,0,3,33.0,20.109659164
4,19,0,4,34.0,22.005447501000003
4,19,0,5,34.0,20.303546666
4,19,0,6,33.0,21.640166942999997
4,19,0,7,33.0,23.742567223
4,19,0,8,34.0,19.520774724000002
4,19,0,9,35.0,17.902579999000004
4,19,0,10,35.0,-8.167203057
4,19,0,11,37.0,-29.218538890999994
4,19,0,12,36.0,-39.71448055699999
4,19,0,13,35.0,-45.553431389
4,19,0,14,35.0,-40.384628888000016
4,19,0,15,41.0,-32.523162498
4,19,0,16,45.0,-14.672661113000006
4,19,0,17,48.0,-0.6389861130000027
4,19,0,18,49.0,15.669894446
4,19,0,19,47.0,21.933169997999997
4,19,0,20,47.0,36.69818277900001
4,19,0,21,46.0,37.755708889
4,19,0,22,46.0,37.977978333
4,19,0,23,46.0,31.560041667999997
4,20,1,0,47.0,24.173392501000002
4,20,1,1,48.0,24.993264724000003
4,20,1,2,48.0,22.688518056000003
4,20,1,3,48.0,21.666581392000005
4,20,1,4,48.0,26.823112499
4,20,1,5,49.0,25.296644442000005
4,20,1,6,49.0,26.823899722999997
4,20,1,7,47.0,29.50203111
4,20,1,8,45.0,29.554867501
4,20,1,9,42.0,14.684820278
4,20,1,10,38.0,-6.309865834
4,20,1,11,38.0,-16.256237779
4,20,1,12,38.0,-23.809680834
4,20,1,13,38.0,-31.844317221000004
4,20,1,14,35.0,-34.396066666
4,20,1,15,34.0,-17.744435000000006
4,20,1,16,31.0,-8.788746110999991
4,20,1,17,31.0,3.5162838899999995
4,20,1,18,30.0,13.830808334000002
4,20,1,19,29.0,15.424980837
4,20,1,20,30.0,24.586842501
4,20,1,21,33.0,25.469277501
4,20,1,22,33.0,25.623403054999997
4,20,1,23,33.0,23.26657861
4,21,1,0,32.0,23.04294361
4,21,1,1,30.0,23.548502777
4,21,1,2,30.0,24.010124166
4,21,1,3,29.0,22.232896388999997
4,21,1,4,28.0,22.065962223
4,21,1,5,28.0,22.169611391999997
4,21,1,6,29.0,23.555597499999998
4,21,1,7,28.0,32.414215557
4,21,1,8,28.0,39.094712224
4,21,1,9,26.0,24.607766946
4,21,1,10,23.0,9.170968056999998
4,21,1,11,26.0,6.985911111999998
4,21,1,12,27.0,4.2998616690000055
4,21,1,13,23.0,-1.2509002819999955
4,21,1,14,27.0,-16.781913890000006
4,21,1,15,24.0,-16.748107223000005
4,21,1,16,24.0,-13.845964999000005
4,21,1,17,24.0,-0.8105269429999952
4,21,1,18,24.0,10.366484723999996
4,21,1,19,23.0,20.380188613
4,21,1,20,22.0,38.88877139
4,21,1,21,22.0,32.027065834
4,21,1,22,23.0,35.559993608999996
4,21,1,23,24.0,34.508904445
4,22,1,0,25.0,30.191317221999995
4,22,1,1,26.0,28.760246388000002
4,22,1,2,26.0,31.393569444
4,22,1,3,26.0,30.920517778999997
4,22,1,4,27.0,24.804875275999994
4,22,1,5,24.0,28.711784723
4,22,1,6,21.0,27.228337502000002
4,22,1,7,20.0,34.420594721
4,22,1,8,19.0,35.92894027799999
4,22,1,9,20.0,27.369819444999997
4,22,1,10,21.0,19.960242498
4,22,1,11,23.0,6.425150559000001
4,22,1,12,23.0,3.419875829000001
4,22,1,13,24.0,3.7823605570000014
4,22,1,14,23.0,0.39873860800000127
4,22,1,15,24.0,6.270094717999999
4,22,1,16,21.0,0.9340299959999975
4,22,1,17,21.0,7.958085553999998
4,22,1,18,22.0,20.065787777999997
4,22,1,19,23.0,24.042114167
4,22,1,20,23.0,42.28752277899999
4,22,1,21,24.0,39.233324724
4,22,1,22,25.0,36.45227722
4,22,1,23,26.0,32.38409778
4,23,1,0,24.0,29.536530834000004
4,23,1,1,25.0,31.713534164000002
4,23,1,2,23.0,27.404809444
4,23,1,3,24.0,25.578256112000002
4,23,1,4,24.0,21.908475555
4,23,1,5,23.0,25.951316946
4,23,1,6,25.0,30.938755556000004
4,23,1,7,21.0,37.091796667000004
4,23,1,8,21.0,32.934700555
4,23,1,9,18.0,25.594593331
4,23,1,10,20.0,11.846385831
4,23,1,11,18.0,4.390904445000002
4,23,1,12,17.0,-0.33594889500000036
4,23,1,13,17.0,-9.833364721999995
4,23,1,14,15.0,-14.915669168
4,23,1,15,24.0,-12.182835830999998
4,23,1,16,25.0,-7.447928337000003
4,23,1,17,25.0,5.423603608999999
4,23,1,18,25.0,13.076576943000003
4,23,1,19,24.0,24.21299583
4,23,1,20,24.0,30.349212779000005
4,23,1,21,26.0,30.287978890999995
4,23,1,22,26.0,34.146635277
4,23,1,23,26.0,33.701750276000006
4,24,1,0,26.0,31.629500279000002
4,24,1,1,25.0,27.875648054
4,24,1,2,25.0,29.869222777000004
4,24,1,3,24.0,27.799010835
4,24,1,4,25.0,28.234342498999997
4,24,1,5,28.0,28.978156666000004
4,24,1,6,27.0,28.876033889
4,24,1,7,27.0,34.111954167
4,24,1,8,19.0,33.503512500999996
4,24,1,9,15.0,29.009842778999996
4,24,1,10,14.0,23.072444446
4,24,1,11,22.0,18.818303332
4,24,1,12,23.0,22.546865279999995
4,24,1,13,20.0,15.52267472
4,24,1,14,33.0,14.309290552999999
4,24,1,15,30.0,11.716979442999998
4,24,1,16,27.0,21.058804163999994
4,24,1,17,29.0,29.580222777000003
4,24,1,18,33.0,23.090582501000007
4,24,1,19,34.0,26.095961667000008
4,24,1,20,35.0,32.424759443
4,24,1,21,35.0,42.126847221
4,24,1,22,35.0,39.746619167999995
4,24,1,23,36.0,35.50955055399999
4,25,0,0,37.0,36.445093887999995
4,25,0,1,37.0,28.980920278000003
4,25,0,2,37.0,26.456323335
4,25,0,3,37.0,25.503871945
4,25,0,4,37.0,26.539693890000002
4,25,0,5,37.0,27.085911109999994
4,25,0,6,37.0,26.683993611
4,25,0,7,37.0,26.986348333000002
4,25,0,8,38.0,25.038977221999993
4,25,0,9,38.0,11.157906945999999
4,25,0,10,38.0,-8.455171947999998
4,25,0,11,39.0,-17.677178611000006
4,25,0,12,40.0,-31.326299165000005
4,25,0,13,40.0,-44.75092750100001
4,25,0,14,39.0,-33.719625556
4,25,0,15,38.0,-23.10496888700001
4,25,0,16,34.0,-16.346363887
4,25,0,17,32.0,5.324199445000001
4,25,0,18,30.0,15.420768333999998
4,25,0,19,28.0,30.851623330999995
4,25,0,20,27.0,42.441775832000005
4,25,0,21,28.0,43.25717888800001
4,25,0,22,28.0,42.462543335999996
4,25,0,23,29.0,45.503896667999996
4,26,0,0,29.0,31.696434443
4,26,0,1,29.0,21.185745279000002
4,26,0,2,29.0,25.073045277
4,26,0,3,29.0,26.792369166999997
4,26,0,4,29.0,24.877381388999996
4,26,0,5,30.0,23.647535278
4,26,0,6,29.0,28.914616389
4,26,0,7,28.0,25.644943609
4,26,0,8,28.0,24.682360833
4,26,0,9,29.0,5.148160834
4,26,0,10,30.0,-10.826744721000003
4,26,0,11,27.0,-26.246276111000004
4,26,0,12,28.0,-38.30381860899999
4,26,0,13,27.0,-36.573623887
4,26,0,14,26.0,-27.497395554999997
4,26,0,15,25.0,-27.524411388
4,26,0,16,25.0,-13.377673333999997
4,26,0,17,23.0,7.351218057999999
4,26,0,18,24.0,21.418068057
4,26,0,19,23.0,31.918923890000002
4,26,0,20,25.0,30.606808054999995
4,26,0,21,27.0,29.942300277
4,26,0,22,29.0,29.697959166000004
4,26,0,23,29.0,29.848015278000005
4,27,1,0,30.0,26.46658111
4,27,1,1,30.0,24.015278332
4,27,1,2,30.0,30.817514445000008
4,27,1,3,30.0,27.047378888
4,27,1,4,29.0,19.864017222999998
4,27,1,5,30.0,21.509881942999996
4,27,1,6,31.0,21.825691111
4,27,1,7,33.0,26.727823332000003
4,27,1,8,33.0,27.085395278
4,27,1,9,33.0,10.393617221000001
4,27,1,10,33.0,-12.10017722
4,27,1,11,33.0,-30.691181109000002
4,27,1,12,34.0,-31.853468337
4,27,1,13,34.0,-37.726862503
4,27,1,14,33.0,-40.114429445999995
4,27,1,15,33.0,-36.138366107
4,27,1,16,32.0,-28.173512225
4,27,1,17,32.0,-11.939005000000003
4,27,1,18,31.0,9.285959447
4,27,1,19,32.0,23.347961390000002
4,27,1,20,32.0,28.084895277
4,27,1,21,33.0,25.284763610999995
4,27,1,22,33.0,25.507788335
4,27,1,23,33.0,20.91722889
4,28,1,0,32.0,21.276011943999997
4,28,1,1,31.0,22.407164445000003
4,28,1,2,31.0,20.949147779
4,28,1,3,32.0,22.194003889
4,28,1,4,31.0,19.741216110000003
4,28,1,5,33.0,18.983117499
4,28,1,6,34.0,21.217257777
4,28,1,7,35.0,25.338873335000002
4,28,1,8,35.0,24.527939721999996
4,28,1,9,34.0,6.103850000000003
4,28,1,10,35.0,-3.568431944999995
4,28,1,11,35.0,-7.895809723999997
4,28,1,12,35.0,-4.615587778
4,28,1,13,34.0,3.1085763899999987
4,28,1,14,34.0,-5.7571144469999975
4,28,1,15,33.0,6.3526055549999985
4,28,1,16,32.0,13.999871668
4,28,1,17,32.0,13.9207125
4,28,1,18,32.0,15.501248334
4,28,1,19,32.0,15.530328332
4,28,1,20,33.0,25.772046665000005
4,28,1,21,33.0,27.39221
4,28,1,22,34.0,24.663051388
4,28,1,23,33.0,24.176476665
4,29,1,0,33.0,22.187156942999998
4,29,1,1,33.0,20.365846666999996
4,29,1,2,32.0,22.184880001999996
4,29,1,3,33.0,19.492224443999998
4,29,1,4,33.0,20.216913611
4,29,1,5,35.0,21.105300559000007
4,29,1,6,36.0,21.539004723999998
4,29,1,7,36.0,31.419091942999998
4,29,1,8,35.0,26.15902611
4,29,1,9,35.0,9.771040832
4,29,1,10,36.0,-14.718399723000001
4,29,1,11,36.0,-32.879156114
4,29,1,12,36.0,-41.95014055
4,29,1,13,35.0,-47.233508891
4,29,1,14,38.0,-50.679802775999995
4,29,1,15,37.0,-49.19263195100001
4,29,1,16,36.0,-33.62994805199999
4,29,1,17,35.0,-19.325839445
4,29,1,18,34.0,-2.9556369419999986
4,29,1,19,33.0,12.420110554999999
4,29,1,20,33.0,29.042179999
4,29,1,21,33.0,25.080195001
4,29,1,22,32.0,25.790813334999996
4,29,1,23,33.0,24.991228889000002
4,30,1,0,32.0,21.915879444
4,30,1,1,31.0,18.950520833000002
4,30,1,2,31.0,22.74023028
4,30,1,3,31.0,21.157260835000002
4,30,1,4,32.0,21.822284167000003
4,30,1,5,32.0,19.337801388000003
4,30,1,6,33.0,21.159856666999996
4,30,1,7,32.0,27.632486391
4,30,1,8,33.0,24.91297389
4,30,1,9,34.0,3.6799466679999977
4,30,1,10,36.0,-16.80368111
4,30,1,11,36.0,-32.092361112000006
4,30,1,12,37.0,-43.041427498
4,30,1,13,37.0,-47.57975278000001
4,30,1,14,36.0,-43.50171166300001
4,30,1,15,36.0,-42.409802779
4,30,1,16,35.0,-31.848463612
4,30,1,17,35.0,-18.308026666000004
4,30,1,18,35.0,-5.424407222999998
4,30,1,19,35.0,9.007078609
4,30,1,20,35.0,22.246391943
4,30,1,21,35.0,25.184499444999997
4,30,1,22,34.0,27.777655833000004
4,30,1,23,34.0,24.996488610999997
5,1,1,0,34.0,25.742068333
5,1,1,1,34.0,21.986772499999994
5,1,1,2,34.0,23.270422223
5,1,1,3,33.0,19.355666111999998
5,1,1,4,34.0,20.523191667
5,1,1,5,37.0,20.189979995999998
5,1,1,6,38.0,20.776601110999998
5,1,1,7,39.0,26.347195834
5,1,1,8,40.0,20.801233891
5,1,1,9,40.0,7.538787220999998
5,1,1,10,41.0,-10.684711944
5,1,1,11,40.0,-22.656189168000008
5,1,1,12,41.0,-36.64509249899999
5,1,1,13,41.0,-42.50653500099999
5,1,1,14,40.0,-42.053972503
5,1,1,15,39.0,-29.949288612999997
5,1,1,16,39.0,-25.26485388400001
5,1,1,17,39.0,-9.23667611
5,1,1,18,39.0,2.205079167000002
5,1,1,19,40.0,13.301894442
5,1,1,20,40.0,25.580122501
5,1,1,21,40.0,34.799049998
5,1,1,22,40.0,32.578794722
5,1,1,23,41.0,25.670464443999997
5,2,0,0,41.0,21.677006111999997
5,2,0,1,43.0,21.199645279000002
5,2,0,2,42.0,23.982884441
5,2,0,3,42.0,21.652299446
5,2,0,4,40.0,19.372823886000003
5,2,0,5,43.0,20.085263055000006
5,2,0,6,41.0,20.450011946000004
5,2,0,7,38.0,20.157474166
5,2,0,8,35.0,13.165119997000001
5,2,0,9,36.0,-2.5274663899999985
5,2,0,10,34.0,-21.857928610000002
5,2,0,11,35.0,-34.878016391
5,2,0,12,36.0,-40.907151666999994
5,2,0,13,35.0,-50.133302777999994
5,2,0,14,36.0,-50.743729996000006
5,2,0,15,37.0,-42.280616111
5,2,0,16,35.0,-22.44352888900001
5,2,0,17,34.0,-11.25880972
5,2,0,18,35.0,10.013406944
5,2,0,19,36.0,21.976195
5,2,0,20,39.0,29.423999445
5,2,0,21,40.0,34.098549723
5,2,0,22,40.0,33.250547223
5,2,0,23,39.0,27.243217499
5,3,0,0,41.0,26.870504997999998
5,3,0,1,41.0,22.061515832999994
5,3,0,2,42.0,19.840926666
5,3,0,3,41.0,21.705497499
5,3,0,4,43.0,20.598197221
5,3,0,5,45.0,20.310851389999996
5,3,0,6,45.0,20.045337778
5,3,0,7,44.0,19.305073611
5,3,0,8,45.0,14.294538333
5,3,0,9,46.0,3.3245963910000005
5,3,0,10,46.0,-8.911456388000001
5,3,0,11,47.0,-12.193516384999995
5,3,0,12,48.0,-21.416569171000003
5,3,0,13,48.0,-29.063322499999998
5,3,0,14,48.0,-38.036050834000015
5,3,0,15,48.0,-33.946130834
5,3,0,16,52.0,-18.409654720000002
5,3,0,17,59.0,0.38615111200000296
5,3,0,18,60.0,8.115806389
5,3,0,19,58.0,16.544924721999998
5,3,0,20,56.0,26.899248611
5,3,0,21,53.0,35.594300557
5,3,0,22,54.0,31.342482225
5,3,0,23,49.0,34.698271389
5,4,1,0,47.0,31.620300276000002
5,4,1,1,50.0,29.618478335000002
5,4,1,2,53.0,23.213250000999995
5,4,1,3,54.0,21.212225555
5,4,1,4,53.0,20.381357222000002
5,4,1,5,55.0,22.54487139
5,4,1,6,55.0,23.590699722
5,4,1,7,56.0,28.199730001
5,4,1,8,56.0,29.912747781
5,4,1,9,57.0,19.187673056
5,4,1,10,57.0,1.2552458320000004
5,4,1,11,57.0,-8.902289168
5,4,1,12,55.0,-23.198969995000006
5,4,1,13,56.0,-15.187770553999998
5,4,1,14,55.0,-14.889104997999999
5,4,1,15,51.0,-14.505583891
5,4,1,16,47.0,0.009480835000000187
5,4,1,17,47.0,17.740061667
5,4,1,18,39.0,18.861371111000004
5,4,1,19,38.0,25.103572223
5,4,1,20,37.0,30.555522775000007
5,4,1,21,37.0,30.056376668000002
5,4,1,22,36.0,28.454886111
5,4,1,23,37.0,29.392280276999998
5,5,1,0,44.0,25.674491111
5,5,1,1,45.0,23.268129722999998
5,5,1,2,46.0,22.333361111000006
5,5,1,3,46.0,25.995432777
5,5,1,4,46.0,26.46973778
5,5,1,5,48.0,21.501124722
5,5,1,6,48.0,22.336242224
5,5,1,7,48.0,31.286089998999998
5,5,1,8,47.0,29.651586109000004
5,5,1,9,47.0,20.196574164999998
5,5,1,10,47.0,7.1823480559999995
5,5,1,11,47.0,-0.03303416699999917
5,5,1,12,48.0,-0.5088519449999994
5,5,1,13,47.0,2.245040278000002
5,5,1,14,46.0,-3.2946905539999993
5,5,1,15,45.0,4.6311463879999994
5,5,1,16,46.0,14.460941666999998
5,5,1,17,46.0,27.668634443000002
5,5,1,18,47.0,26.279278059
5,5,1,19,46.0,25.29794389
5,5,1,20,46.0,28.306094164999998
5,5,1,21,45.0,32.741647224
5,5,1,22,45.0,28.352026111
5,5,1,23,44.0,31.914994999999998
5,6,1,0,44.0,26.114107777
5,6,1,1,45.0,24.593451108999997
5,6,1,2,45.0,28.777706388000002
5,6,1,3,45.0,26.762614723
5,6,1,4,45.0,24.226418332999998
5,6,1,5,47.0,25.527693610999997
5,6,1,6,49.0,26.701746111999995
5,6,1,7,52.0,34.694462779999995
5,6,1,8,54.0,30.200899168000003
5,6,1,9,56.0,32.633221943
5,6,1,10,57.0,13.519533888999998
5,6,1,11,55.0,5.498821113000002
5,6,1,12,54.0,-3.369573058999996
5,6,1,13,54.0,-16.510859167
5,6,1,14,54.0,-15.199744445000004
5,6,1,15,53.0,-9.471742778999998
5,6,1,16,53.0,8.062703333000005
5,6,1,17,53.0,5.7636880569999995
5,6,1,18,52.0,15.109851669000001
5,6,1,19,50.0,35.742029442
5,6,1,20,48.0,43.351357224000004
5,6,1,21,47.0,34.398511113000005
5,6,1,22,47.0,35.110210278
5,6,1,23,47.0,33.483116667000004
5,7,1,0,46.0,29.681523332
5,7,1,1,46.0,25.025698612
5,7,1,2,47.0,22.080852777999997
5,7,1,3,47.0,25.084635556
5,7,1,4,47.0,26.044675555000005
5,7,1,5,50.0,22.382120277000002
5,7,1,6,56.0,24.346843608
5,7,1,7,57.0,28.598429165
5,7,1,8,57.0,27.198118609999998
5,7,1,9,55.0,19.231208890999994
5,7,1,10,53.0,16.265144444
5,7,1,11,52.0,17.130098333
5,7,1,12,49.0,10.481971391000002
5,7,1,13,53.0,2.697879721
5,7,1,14,49.0,11.425892223000004
5,7,1,15,49.0,21.127319721000003
5,7,1,16,47.0,11.145965
5,7,1,17,49.0,33.039995833
5,7,1,18,50.0,24.445459445
5,7,1,19,57.0,36.16412805499999
5,7,1,20,59.0,40.754727778
5,7,1,21,59.0,34.352928611
5,7,1,22,60.0,34.922239444000006
5,7,1,23,60.0,40.551470556999995
5,8,1,0,60.0,36.044004166
5,8,1,1,61.0,22.792525276
5,8,1,2,61.0,22.941278612
5,8,1,3,61.0,24.118021387
5,8,1,4,61.0,22.272775558000003
5,8,1,5,61.0,20.983077502
5,8,1,6,62.0,25.36141889
5,8,1,7,62.0,31.180836389000003
5,8,1,8,63.0,33.330313612999994
5,8,1,9,64.0,25.292892778000002
5,8,1,10,63.0,23.037376668
5,8,1,11,63.0,28.915941390000004
5,8,1,12,62.0,26.682036944
5,8,1,13,60.0,19.247437497999996
5,8,1,14,59.0,31.843230833
5,8,1,15,63.0,32.415154444
5,8,1,16,61.0,33.835045
5,8,1,17,64.0,27.000270001
5,8,1,18,65.0,19.681759164999995
5,8,1,19,65.0,24.949053056000004
5,8,1,20,65.0,31.165612223000004
5,8,1,21,65.0,39.40922889
5,8,1,22,63.0,34.874916391
5,8,1,23,62.0,27.300999445999995
5,9,0,0,61.0,30.954071944
5,9,0,1,61.0,29.750082222000003
5,9,0,2,61.0,29.743328332999997
5,9,0,3,61.0,27.771634166
5,9,0,4,52.0,24.077664165
5,9,0,5,50.0,28.821453333999994
5,9,0,6,50.0,24.501636389999998
5,9,0,7,50.0,26.149224722
5,9,0,8,50.0,23.750107779
5,9,0,9,50.0,15.221086389
5,9,0,10,48.0,-3.2290136109999996
5,9,0,11,48.0,-17.221615274999998
5,9,0,12,47.0,-17.918174718
5,9,0,13,47.0,-20.478259168999998
5,9,0,14,45.0,-13.346339167000002
5,9,0,15,45.0,-8.246923056
5,9,0,16,44.0,0.8586661120000005
5,9,0,17,42.0,2.222119166999999
5,9,0,18,42.0,15.049823612000003
5,9,0,19,42.0,27.517590278000004
