MIDATL: QR,MIDATL: GB,MIDATL: RF,MIDATL: LSTM,MIDATL: DNN,MIDATL: GRU,SOUTH: QR,SOUTH: GB,SOUTH: RF,SOUTH: LSTM,SOUTH: DNN,SOUTH: GRU,WEST: QR,WEST: GB,WEST: RF,WEST: LSTM,WEST: DNN,WEST: GRU
961.7573862445109,937.3549310041376,987.2415182730628,1144.8516798517658,1174.860495413351,1097.3062631090552,375.99129003549785,372.4740494428969,393.86814884705564,461.94962018995557,515.487567555359,450.6536569705179,1182.2981621004078,1140.3517832672776,1246.0187527123649,1458.0422972890674,1497.9285399993496,1410.2179333467348
