ept,tmp,month,hour,dayofweek,mw_2,mw_7
2015-01-08 00:00:00,14.8,1,0,3,3416.89094594838,3607.904502880765
2015-01-08 01:00:00,12.5,1,1,3,3328.9975954661927,3609.619438404625
2015-01-08 02:00:00,10.9,1,2,3,3310.251772636904,3573.15836331026
2015-01-08 03:00:00,10.4,1,3,3,3326.862273177748,3538.420320152908
2015-01-08 04:00:00,10.1,1,4,3,3404.965896613502,3542.905393926578
2015-01-08 05:00:00,8.9,1,5,3,3626.72727634314,3590.3443472559006
2015-01-08 06:00:00,7.8,1,6,3,4091.539467518681,3669.451533701773
2015-01-08 07:00:00,7.0,1,7,3,4161.943712993132,3682.712543494673
2015-01-08 08:00:00,6.6,1,8,3,3932.509422216207,3744.364302599496
2015-01-08 09:00:00,5.8,1,9,3,3721.345474672356,3859.062895184358
2015-01-08 10:00:00,5.0,1,10,3,3480.3993894442474,3937.9367764989775
2015-01-08 11:00:00,4.5,1,11,3,3198.0752570192262,3969.953126742439
2015-01-08 12:00:00,3.9,1,12,3,2982.170864731904,3967.556123531037
2015-01-08 13:00:00,3.4,1,13,3,2835.071347630605,3920.763788442516
2015-01-08 14:00:00,3.2,1,14,3,2720.7945072176,3878.5784253955007
2015-01-08 15:00:00,3.3,1,15,3,2650.9847868123043,3858.698855828256
2015-01-08 16:00:00,3.9,1,16,3,2640.053622131972,3875.5403116582174
2015-01-08 17:00:00,3.9,1,17,3,2743.2295510719914,3987.037034305128
2015-01-08 18:00:00,4.4,1,18,3,3052.689098064036,4141.517713087753
2015-01-08 19:00:00,5.1,1,19,3,3140.26070404046,4116.605547048075
2015-01-08 20:00:00,5.5,1,20,3,3176.774177642776,4087.276012627725
2015-01-08 21:00:00,5.9,1,21,3,3132.726869233172,4002.026837045764
2015-01-08 22:00:00,6.1,1,22,3,2979.866073857243,3849.898227360785
2015-01-08 23:00:00,6.0,1,23,3,2756.7314999999994,3666.6517
2015-01-09 00:00:00,6.0,1,0,4,2601.7526620064887,3509.6163806719446
2015-01-09 01:00:00,6.0,1,1,4,2528.89832062918,3385.177676263378
2015-01-09 02:00:00,5.7,1,2,4,2506.132791421694,3312.469778332398
2015-01-09 03:00:00,5.7,1,3,4,2508.586239028925,3285.934531733172
2015-01-09 04:00:00,5.8,1,4,4,2578.5990257414705,3314.376455564336
2015-01-09 05:00:00,5.9,1,5,4,2789.335829814131,3419.7322252039
2015-01-09 06:00:00,6.0,1,6,4,3222.954953344669,3603.6270714018815
2015-01-09 07:00:00,6.1,1,7,4,3313.8604181974606,3726.3280098909822
2015-01-09 08:00:00,6.2,1,8,4,3129.182562254738,3800.1695948605056
2015-01-09 09:00:00,6.0,1,9,4,3023.242119739288,3886.2633977663154
2015-01-09 10:00:00,5.9,1,10,4,2914.972565436637,3953.8406987687554
2015-01-09 11:00:00,5.9,1,11,4,2851.4570451652257,3951.435613447949
2015-01-09 12:00:00,5.8,1,12,4,2816.719620967411,3913.321955941139
2015-01-09 13:00:00,5.6,1,13,4,2810.942593032593,3866.447224380197
2015-01-09 14:00:00,5.5,1,14,4,2811.415597636238,3810.5841901987023
2015-01-09 15:00:00,5.7,1,15,4,2848.07983660758,3773.4405835889447
2015-01-09 16:00:00,6.1,1,16,4,2960.095881919489,3787.3038827941127
2015-01-09 17:00:00,6.4,1,17,4,3159.2962478473623,3876.0730428498086
2015-01-09 18:00:00,6.7,1,18,4,3498.041869367203,4010.934291978564
2015-01-09 19:00:00,6.9,1,19,4,3631.759326624624,3996.2975431305376
2015-01-09 20:00:00,6.9,1,20,4,3748.71046668914,3937.632078677399
2015-01-09 21:00:00,6.7,1,21,4,3774.9156221158273,3839.4379564936153
2015-01-09 22:00:00,6.4,1,22,4,3668.129665194287,3707.213331545587
2015-01-09 23:00:00,5.8,1,23,4,3487.0581000000006,3535.2514
2015-01-10 00:00:00,5.2,1,0,5,3425.4267211889382,3391.2229834804725
2015-01-10 01:00:00,5.0,1,1,5,3434.2214079944647,3272.867768127608
2015-01-10 02:00:00,4.7,1,2,5,3482.4118479004146,3181.2050820513973
2015-01-10 03:00:00,4.3,1,3,5,3576.147399357375,3125.574468753276
2015-01-10 04:00:00,3.9,1,4,5,3732.4059620965295,3127.6909813854645
2015-01-10 05:00:00,3.6,1,5,5,4057.907373443559,3188.894968079669
2015-01-10 06:00:00,3.5,1,6,5,4624.49768738991,3295.547713371762
2015-01-10 07:00:00,3.2,1,7,5,4769.131051613464,3379.4571160670457
2015-01-10 08:00:00,2.8,1,8,5,4661.111864601464,3464.1425881019763
2015-01-10 09:00:00,2.4,1,9,5,4656.07540260575,3533.5185015913703
2015-01-10 10:00:00,2.0,1,10,5,4628.180396710204,3527.4665474641606
2015-01-10 11:00:00,1.9,1,11,5,4520.049470464588,3459.262196779722
2015-01-10 12:00:00,1.9,1,12,5,4373.929640454276,3406.557125672716
2015-01-10 13:00:00,1.9,1,13,5,4252.684080031794,3301.162105703855
2015-01-10 14:00:00,2.0,1,14,5,4158.346473799807,3146.3332836579
2015-01-10 15:00:00,2.2,1,15,5,4108.649363563245,2989.478905584974
2015-01-10 16:00:00,2.4,1,16,5,4164.897402576404,2888.739104281511
2015-01-10 17:00:00,2.8,1,17,5,4346.258483133635,2927.9248790199026
2015-01-10 18:00:00,3.3,1,18,5,4615.782676901848,3224.109439123495
2015-01-10 19:00:00,3.6,1,19,5,4675.150869989855,3322.209899181199
2015-01-10 20:00:00,3.6,1,20,5,4658.262680038281,3377.3841448152257
2015-01-10 21:00:00,3.6,1,21,5,4519.739590958769,3402.368052645756
2015-01-10 22:00:00,3.7,1,22,5,4257.544669100827,3375.77303099286
2015-01-10 23:00:00,3.7,1,23,5,3953.6877,3288.7618000000007
2015-01-11 00:00:00,3.7,1,0,6,3759.156842898647,3206.254842512676
2015-01-11 01:00:00,3.7,1,1,6,3655.8958338512566,3145.586293542164
2015-01-11 02:00:00,3.6,1,2,6,3613.7837391009807,3103.3587984618
2015-01-11 03:00:00,3.5,1,3,6,3609.3132545428152,3087.6846570377047
2015-01-11 04:00:00,3.5,1,4,6,3686.0588808327393,3108.010205618303
2015-01-11 05:00:00,3.5,1,5,6,3927.753627907703,3184.3569885793386
2015-01-11 06:00:00,3.5,1,6,6,4394.432403032115,3301.3648266512578
2015-01-11 07:00:00,3.5,1,7,6,4487.180142400985,3388.169890348957
2015-01-11 08:00:00,3.5,1,8,6,4336.1506484526735,3458.6595107476
2015-01-11 09:00:00,3.5,1,9,6,4333.656800946942,3456.893347981807
2015-01-11 10:00:00,3.5,1,10,6,4342.590657158782,3377.4677669670195
2015-01-11 11:00:00,3.5,1,11,6,4331.606804939285,3233.3399370261523
2015-01-11 12:00:00,3.5,1,12,6,4316.630715998399,3086.954953337825
2015-01-11 13:00:00,3.5,1,13,6,4325.059634826844,2973.3051733735592
2015-01-11 14:00:00,3.5,1,14,6,4336.863251446939,2857.111010138969
2015-01-11 15:00:00,3.5,1,15,6,4365.777298360847,2780.013774679545
2015-01-11 16:00:00,8.4,1,16,6,4460.336538417749,2770.531570815265
2015-01-11 17:00:00,9.8,1,17,6,4630.651696085707,2930.5805066501302
2015-01-11 18:00:00,10.8,1,18,6,4831.90151303036,3231.2079671535603
2015-01-11 19:00:00,12.2,1,19,6,4858.902567903632,3439.9214730920075
2015-01-11 20:00:00,13.5,1,20,6,4840.472491577728,3527.479346033781
2015-01-11 21:00:00,14.1,1,21,6,4746.04955218642,3546.387845742181
2015-01-11 22:00:00,13.9,1,22,6,4630.856073319228,3465.247973312124
2015-01-11 23:00:00,13.0,1,23,6,4462.6869,3311.63
2015-01-12 00:00:00,11.4,1,0,0,4340.961262033872,3225.901179411955
2015-01-12 01:00:00,10.2,1,1,0,4284.653059944827,3190.52542091364
2015-01-12 02:00:00,9.3,1,2,0,4273.679727990894,3209.53387307052
2015-01-12 03:00:00,8.2,1,3,0,4290.864602803588,3272.445679649257
2015-01-12 04:00:00,7.2,1,4,0,4354.286065044529,3408.2055106724406
2015-01-12 05:00:00,6.4,1,5,0,4487.48854281186,3705.4633770864552
2015-01-12 06:00:00,5.9,1,6,0,4649.78877991332,4178.246970290058
2015-01-12 07:00:00,5.2,1,7,0,4800.723461270035,4351.795146929674
2015-01-12 08:00:00,5.1,1,8,0,4973.150755592392,4301.41404444792
