ept,tmpf,month,hour,dayofweek,mw2day,mw7day
2019-01-09 20:00:00,37.9,1,20,2,37042.615,34581.37
2019-01-09 21:00:00,36.0,1,21,2,35239.189,32909.805
2019-01-09 22:00:00,35.1,1,22,2,32962.52,30520.251
2019-01-09 23:00:00,35.1,1,23,2,30758.343,28340.727
2019-01-10 00:00:00,34.0,1,0,3,29074.686,26813.369
2019-01-10 01:00:00,34.0,1,1,3,28274.848,25893.925
2019-01-10 02:00:00,32.0,1,2,3,27875.257,25470.29
2019-01-10 03:00:00,30.9,1,3,3,27739.332,25417.264
2019-01-10 04:00:00,30.9,1,4,3,28347.379,26083.216
2019-01-10 05:00:00,32.0,1,5,3,30266.113,27939.903
2019-01-10 06:00:00,30.9,1,6,3,33351.062,31130.201
2019-01-10 07:00:00,32.0,1,7,3,35094.843,32901.238
2019-01-10 08:00:00,33.1,1,8,3,34960.958,32958.902
2019-01-10 09:00:00,34.0,1,9,3,34583.547,32750.488
2019-01-10 10:00:00,34.0,1,10,3,34345.454,32652.112
2019-01-10 11:00:00,35.1,1,11,3,33955.925,32493.525
2019-01-10 12:00:00,36.0,1,12,3,33351.189,32128.002
2019-01-10 13:00:00,37.0,1,13,3,32885.451,32106.98
2019-01-10 14:00:00,39.0,1,14,3,32324.208,31953.731
2019-01-10 15:00:00,39.0,1,15,3,32279.778,32158.982
2019-01-10 16:00:00,39.0,1,16,3,33329.228,33698.353
2019-01-10 17:00:00,37.0,1,17,3,35313.093,36074.701
2019-01-10 18:00:00,35.1,1,18,3,35371.561,36340.766
2019-01-10 19:00:00,34.0,1,19,3,34865.87,36082.939
2019-01-10 20:00:00,33.1,1,20,3,33994.287,35406.732
2019-01-10 21:00:00,33.1,1,21,3,32348.852,34072.004
2019-01-10 22:00:00,30.9,1,22,3,30158.709,32044.111
2019-01-10 23:00:00,30.0,1,23,3,28000.92,30240.206
2019-01-11 00:00:00,30.0,1,0,4,26618.478,28948.81
2019-01-11 01:00:00,30.0,1,1,4,25898.73,28288.272
2019-01-11 02:00:00,28.9,1,2,4,25637.622,28107.367
2019-01-11 03:00:00,28.9,1,3,4,25838.972,28274.692
2019-01-11 04:00:00,28.9,1,4,4,26696.575,29154.797
2019-01-11 05:00:00,28.0,1,5,4,28905.583,31285.139
2019-01-11 06:00:00,28.0,1,6,4,32402.17,34452.516
2019-01-11 07:00:00,27.0,1,7,4,34047.554,36066.839
2019-01-11 08:00:00,26.1,1,8,4,33676.279,35694.239
2019-01-11 09:00:00,27.0,1,9,4,33001.99,34894.428
2019-01-11 10:00:00,28.0,1,10,4,32401.447,34080.13
2019-01-11 11:00:00,28.9,1,11,4,32330.278,33238.473
2019-01-11 12:00:00,30.0,1,12,4,32373.335,32686.118
2019-01-11 13:00:00,30.9,1,13,4,32702.974,32638.705
2019-01-11 14:00:00,32.0,1,14,4,33095.184,32526.194
2019-01-11 15:00:00,34.0,1,15,4,33803.595,32737.315
2019-01-11 16:00:00,33.1,1,16,4,35279.385,33851.53
2019-01-11 17:00:00,32.0,1,17,4,37400.194,35313.174
2019-01-11 18:00:00,32.0,1,18,4,37724.652,34894.332
2019-01-11 19:00:00,30.9,1,19,4,37341.75,34048.631
2019-01-11 20:00:00,30.0,1,20,4,36786.526,33030.366
2019-01-11 21:00:00,28.0,1,21,4,35471.743,31771.027
2019-01-11 22:00:00,27.0,1,22,4,33343.303,29971.101
2019-01-11 23:00:00,28.0,1,23,4,31528.608,28173.397
2019-01-12 00:00:00,27.0,1,0,5,30423.179,26532.301
2019-01-12 01:00:00,24.1,1,1,5,29810.677,25563.932
2019-01-12 02:00:00,25.0,1,2,5,29731.451,24955.569
2019-01-12 03:00:00,23.0,1,3,5,29891.684,24659.255
2019-01-12 04:00:00,23.0,1,4,5,30786.751,24765.029
2019-01-12 05:00:00,24.1,1,5,5,32936.843,25393.538
2019-01-12 06:00:00,23.0,1,6,5,36409.486,26471.572
2019-01-12 07:00:00,23.0,1,7,5,38089.504,27712.789
2019-01-12 08:00:00,23.0,1,8,5,37664.243,28903.682
2019-01-12 09:00:00,25.0,1,9,5,36734.384,29969.103
2019-01-12 10:00:00,27.0,1,10,5,36316.33,30644.576
2019-01-12 11:00:00,28.9,1,11,5,35895.106,30765.088
2019-01-12 12:00:00,30.9,1,12,5,35565.453,30597.163
2019-01-12 13:00:00,33.1,1,13,5,35150.506,30338.317
2019-01-12 14:00:00,34.0,1,14,5,34927.141,30053.743
2019-01-12 15:00:00,34.0,1,15,5,35252.166,29746.217
2019-01-12 16:00:00,34.0,1,16,5,36908.521,30379.079
2019-01-12 17:00:00,34.0,1,17,5,39470.03,32187.694
2019-01-12 18:00:00,34.0,1,18,5,39875.394,32311.737
2019-01-12 19:00:00,33.1,1,19,5,39540.527,31854.947
2019-01-12 20:00:00,32.0,1,20,5,38840.31,31288.969
2019-01-12 21:00:00,28.0,1,21,5,37540.431,30370.776
2019-01-12 22:00:00,27.0,1,22,5,35244.71,29116.733
2019-01-12 23:00:00,27.0,1,23,5,33325.525,27673.849
2019-01-13 00:00:00,27.0,1,0,6,31949.121,26316.103
2019-01-13 01:00:00,27.0,1,1,6,31320.914,25398.397
2019-01-13 02:00:00,28.0,1,2,6,31155.985,24945.985
2019-01-13 03:00:00,28.0,1,3,6,31287.3,24790.966
2019-01-13 04:00:00,27.0,1,4,6,32212.068,24916.312
2019-01-13 05:00:00,27.0,1,5,6,34486.031,25463.396
2019-01-13 06:00:00,27.0,1,6,6,37811.72,26312.605
2019-01-13 07:00:00,27.0,1,7,6,39526.409,27265.662
2019-01-13 08:00:00,28.0,1,8,6,38761.698,28017.342
2019-01-13 09:00:00,27.0,1,9,6,37423.985,28532.585
2019-01-13 10:00:00,28.0,1,10,6,36403.359,28571.068
2019-01-13 11:00:00,28.9,1,11,6,35484.05,27964.27
2019-01-13 12:00:00,30.0,1,12,6,34765.345,27452.456
2019-01-13 13:00:00,28.9,1,13,6,34328.605,27237.863
2019-01-13 14:00:00,28.9,1,14,6,34127.79,27368.635
2019-01-13 15:00:00,28.9,1,15,6,34670.777,27986.963
2019-01-13 16:00:00,30.0,1,16,6,36211.091,29638.411
2019-01-13 17:00:00,30.0,1,17,6,38597.939,32348.137
2019-01-13 18:00:00,30.0,1,18,6,38785.495,33049.138
2019-01-13 19:00:00,28.9,1,19,6,38332.755,32798.274
2019-01-13 20:00:00,30.0,1,20,6,37751.375,32625.448
2019-01-13 21:00:00,30.0,1,21,6,36640.339,31621.982
2019-01-13 22:00:00,30.0,1,22,6,35136.396,30043.866
2019-01-13 23:00:00,28.9,1,23,6,33434.044,28590.459
2019-01-14 00:00:00,28.0,1,0,0,32199.41,27544.941
2019-01-14 01:00:00,28.0,1,1,0,31557.088,27111.195
2019-01-14 02:00:00,26.1,1,2,0,31232.792,27168.998
2019-01-14 03:00:00,26.1,1,3,0,31185.797,27590.271
2019-01-14 04:00:00,26.1,1,4,0,31526.23,28703.062
2019-01-14 05:00:00,24.1,1,5,0,32414.251,31114.644
2019-01-14 06:00:00,21.9,1,6,0,33734.789,34667.82
2019-01-14 07:00:00,21.9,1,7,0,34899.219,36438.65
2019-01-14 08:00:00,21.9,1,8,0,35630.463,36236.238
2019-01-14 09:00:00,24.1,1,9,0,35458.107,35668.499
2019-01-14 10:00:00,25.0,1,10,0,34833.908,35349.368
2019-01-14 11:00:00,28.9,1,11,0,34205.617,34904.738
2019-01-14 12:00:00,30.0,1,12,0,33572.572,34725.302
2019-01-14 13:00:00,32.0,1,13,0,33069.196,34984.116
2019-01-14 14:00:00,33.1,1,14,0,33033.059,35266.227
2019-01-14 15:00:00,34.0,1,15,0,33398.045,35794.804
2019-01-14 16:00:00,34.0,1,16,0,34715.29,37068.127
2019-01-14 17:00:00,34.0,1,17,0,36652.819,38794.717
2019-01-14 18:00:00,33.1,1,18,0,36765.802,38710.893
2019-01-14 19:00:00,32.0,1,19,0,36313.513,38047.225
2019-01-14 20:00:00,30.0,1,20,0,35758.295,37042.615
2019-01-14 21:00:00,28.0,1,21,0,34753.268,35239.189
2019-01-14 22:00:00,28.0,1,22,0,33394.376,32962.52
2019-01-14 23:00:00,27.0,1,23,0,31932.792,30758.343
2019-01-15 00:00:00,26.1,1,0,1,30646.051,29074.686
2019-01-15 01:00:00,26.1,1,1,1,29806.681,28274.848
2019-01-15 02:00:00,24.1,1,2,1,29450.78,27875.257
2019-01-15 03:00:00,24.1,1,3,1,29380.726,27739.332
2019-01-15 04:00:00,25.0,1,4,1,29647.226,28347.379
2019-01-15 05:00:00,24.1,1,5,1,30326.798,30266.113
2019-01-15 06:00:00,23.0,1,6,1,31319.11,33351.062
2019-01-15 07:00:00,25.0,1,7,1,32335.027,35094.843
2019-01-15 08:00:00,26.1,1,8,1,33499.328,34960.958
2019-01-15 09:00:00,30.0,1,9,1,34456.572,34583.547
2019-01-15 10:00:00,33.1,1,10,1,34813.298,34345.454
2019-01-15 11:00:00,34.0,1,11,1,34865.627,33955.925
2019-01-15 12:00:00,35.1,1,12,1,34800.405,33351.189
2019-01-15 13:00:00,37.0,1,13,1,34621.269,32885.451
2019-01-15 14:00:00,37.9,1,14,1,34631.813,32324.208
2019-01-15 15:00:00,37.0,1,15,1,34936.91,32279.778
2019-01-15 16:00:00,37.9,1,16,1,36004.172,33329.228
2019-01-15 17:00:00,35.1,1,17,1,37782.003,35313.093
2019-01-15 18:00:00,34.0,1,18,1,37978.983,35371.561
2019-01-15 19:00:00,33.1,1,19,1,37303.494,34865.87
2019-01-15 20:00:00,30.9,1,20,1,36860.939,33994.287
2019-01-15 21:00:00,30.0,1,21,1,35427.658,32348.852
2019-01-15 22:00:00,30.0,1,22,1,33541.58,30158.709
2019-01-15 23:00:00,28.0,1,23,1,31881.955,28000.92
2019-01-16 00:00:00,28.0,1,0,2,30854.032,26618.478
2019-01-16 01:00:00,28.9,1,1,2,30342.443,25898.73
2019-01-16 02:00:00,28.0,1,2,2,30314.735,25637.622
2019-01-16 03:00:00,26.1,1,3,2,30634.865,25838.972
2019-01-16 04:00:00,28.0,1,4,2,31627.365,26696.575
2019-01-16 05:00:00,27.0,1,5,2,33919.106,28905.583
2019-01-16 06:00:00,27.0,1,6,2,37136.302,32402.17
2019-01-16 07:00:00,27.0,1,7,2,39099.988,34047.554
2019-01-16 08:00:00,30.0,1,8,2,39199.637,33676.279
2019-01-16 09:00:00,32.0,1,9,2,38533.949,33001.99
2019-01-16 10:00:00,32.0,1,10,2,37601.226,32401.447
2019-01-16 11:00:00,34.0,1,11,2,36563.227,32330.278
2019-01-16 12:00:00,35.1,1,12,2,35660.133,32373.335
2019-01-16 13:00:00,37.0,1,13,2,34919.124,32702.974
2019-01-16 14:00:00,37.0,1,14,2,34459.675,33095.184
2019-01-16 15:00:00,37.9,1,15,2,34711.425,33803.595
2019-01-16 16:00:00,39.0,1,16,2,36087.961,35279.385
2019-01-16 17:00:00,39.0,1,17,2,39026.212,37400.194
2019-01-16 18:00:00,39.0,1,18,2,39802.122,37724.652
2019-01-16 19:00:00,39.0,1,19,2,39582.138,37341.75
2019-01-16 20:00:00,37.9,1,20,2,38974.493,36786.526
2019-01-16 21:00:00,36.0,1,21,2,37538.772,35471.743
2019-01-16 22:00:00,37.0,1,22,2,35519.088,33343.303
2019-01-16 23:00:00,34.0,1,23,2,33718.821,31528.608
2019-01-17 00:00:00,35.1,1,0,3,32480.253,30423.179
2019-01-17 01:00:00,34.0,1,1,3,32114.063,29810.677
2019-01-17 02:00:00,33.1,1,2,3,31976.404,29731.451
2019-01-17 03:00:00,32.0,1,3,3,32298.956,29891.684
2019-01-17 04:00:00,30.0,1,4,3,33268.912,30786.751
2019-01-17 05:00:00,30.0,1,5,3,35514.711,32936.843
2019-01-17 06:00:00,28.9,1,6,3,38805.571,36409.486
2019-01-17 07:00:00,27.0,1,7,3,40488.212,38089.504
2019-01-17 08:00:00,28.0,1,8,3,39490.211,37664.243
2019-01-17 09:00:00,28.9,1,9,3,37595.43,36734.384
2019-01-17 10:00:00,30.0,1,10,3,36332.755,36316.33
2019-01-17 11:00:00,30.9,1,11,3,35295.528,35895.106
2019-01-17 12:00:00,32.0,1,12,3,34537.018,35565.453
2019-01-17 13:00:00,33.1,1,13,3,34194.941,35150.506
2019-01-17 14:00:00,34.0,1,14,3,34304.686,34927.141
2019-01-17 15:00:00,34.0,1,15,3,34652.802,35252.166
2019-01-17 16:00:00,34.0,1,16,3,35847.235,36908.521
2019-01-17 17:00:00,30.9,1,17,3,38501.626,39470.03
2019-01-17 18:00:00,32.0,1,18,3,39258.296,39875.394
2019-01-17 19:00:00,32.0,1,19,3,39101.678,39540.527
2019-01-17 20:00:00,32.0,1,20,3,38466.697,38840.31
2019-01-17 21:00:00,32.0,1,21,3,37059.213,37540.431
2019-01-17 22:00:00,30.9,1,22,3,34943.996,35244.71
2019-01-17 23:00:00,30.9,1,23,3,33125.621,33325.525
2019-01-18 00:00:00,30.0,1,0,4,31963.726,31949.121
2019-01-18 01:00:00,28.9,1,1,4,31501.823,31320.914
2019-01-18 02:00:00,28.9,1,2,4,31278.847,31155.985
2019-01-18 03:00:00,30.0,1,3,4,31554.737,31287.3
2019-01-18 04:00:00,30.0,1,4,4,32487.984,32212.068
2019-01-18 05:00:00,30.0,1,5,4,34602.291,34486.031
2019-01-18 06:00:00,30.0,1,6,4,37898.512,37811.72
2019-01-18 07:00:00,30.0,1,7,4,39507.386,39526.409
2019-01-18 08:00:00,30.9,1,8,4,38926.384,38761.698
2019-01-18 09:00:00,32.0,1,9,4,38127.094,37423.985
2019-01-18 10:00:00,33.1,1,10,4,37544.811,36403.359
2019-01-18 11:00:00,33.1,1,11,4,36815.959,35484.05
2019-01-18 12:00:00,35.1,1,12,4,36176.629,34765.345
2019-01-18 13:00:00,35.1,1,13,4,35843.594,34328.605
2019-01-18 14:00:00,35.1,1,14,4,35480.15,34127.79
2019-01-18 15:00:00,37.0,1,15,4,35624.689,34670.777
2019-01-18 16:00:00,37.0,1,16,4,36637.389,36211.091
2019-01-18 17:00:00,37.0,1,17,4,38483.516,38597.939
2019-01-18 18:00:00,37.0,1,18,4,38521.719,38785.495
2019-01-18 19:00:00,36.0,1,19,4,37971.665,38332.755
2019-01-18 20:00:00,36.0,1,20,4,37051.779,37751.375
2019-01-18 21:00:00,35.1,1,21,4,35400.614,36640.339
2019-01-18 22:00:00,35.1,1,22,4,33196.965,35136.396
2019-01-18 23:00:00,35.1,1,23,4,31270.913,33434.044
2019-01-19 00:00:00,35.1,1,0,5,29922.243,32199.41
2019-01-19 01:00:00,35.1,1,1,5,29354.291,31557.088
2019-01-19 02:00:00,35.1,1,2,5,29229.827,31232.792
2019-01-19 03:00:00,36.0,1,3,5,29448.231,31185.797
2019-01-19 04:00:00,34.0,1,4,5,30481.319,31526.23
2019-01-19 05:00:00,33.1,1,5,5,32786.018,32414.251
2019-01-19 06:00:00,34.0,1,6,5,36248.23,33734.789
2019-01-19 07:00:00,33.1,1,7,5,38022.819,34899.219
2019-01-19 08:00:00,34.0,1,8,5,37658.408,35630.463
2019-01-19 09:00:00,35.1,1,9,5,36771.413,35458.107
2019-01-19 10:00:00,35.1,1,10,5,36053.725,34833.908
2019-01-19 11:00:00,36.0,1,11,5,35696.926,34205.617
2019-01-19 12:00:00,36.0,1,12,5,35635.296,33572.572
2019-01-19 13:00:00,37.0,1,13,5,35554.441,33069.196
2019-01-19 14:00:00,37.0,1,14,5,35659.349,33033.059
2019-01-19 15:00:00,37.0,1,15,5,35969.397,33398.045
2019-01-19 16:00:00,37.0,1,16,5,37023.221,34715.29
2019-01-19 17:00:00,37.0,1,17,5,38985.702,36652.819
2019-01-19 18:00:00,37.0,1,18,5,39201.964,36765.802
2019-01-19 19:00:00,37.0,1,19,5,38788.787,36313.513
2019-01-19 20:00:00,36.0,1,20,5,37962.641,35758.295
2019-01-19 21:00:00,37.0,1,21,5,36298.159,34753.268
2019-01-19 22:00:00,37.0,1,22,5,34049.262,33394.376
2019-01-19 23:00:00,37.9,1,23,5,32132.361,31932.792
2019-01-20 00:00:00,39.0,1,0,6,30867.78,30646.051
2019-01-20 01:00:00,39.9,1,1,6,30119.797,29806.681
2019-01-20 02:00:00,39.9,1,2,6,29906.745,29450.78
2019-01-20 03:00:00,41.0,1,3,6,30016.297,29380.726
2019-01-20 04:00:00,41.0,1,4,6,30688.583,29647.226
2019-01-20 05:00:00,42.1,1,5,6,32569.244,30326.798
2019-01-20 06:00:00,42.1,1,6,6,35300.891,31319.11
2019-01-20 07:00:00,43.0,1,7,6,37020.168,32335.027
2019-01-20 08:00:00,43.0,1,8,6,37460.991,33499.328
2019-01-20 09:00:00,44.1,1,9,6,37340.038,34456.572
2019-01-20 10:00:00,48.0,1,10,6,36941.511,34813.298
2019-01-20 11:00:00,48.0,1,11,6,36422.018,34865.627
2019-01-20 12:00:00,43.0,1,12,6,35676.639,34800.405
2019-01-20 13:00:00,39.9,1,13,6,35059.303,34621.269
2019-01-20 14:00:00,35.1,1,14,6,34445.617,34631.813
2019-01-20 15:00:00,30.0,1,15,6,34283.2,34936.91
2019-01-20 16:00:00,28.9,1,16,6,35003.335,36004.172
2019-01-20 17:00:00,27.0,1,17,6,36748.492,37782.003
2019-01-20 18:00:00,25.0,1,18,6,36896.711,37978.983
2019-01-20 19:00:00,24.1,1,19,6,36353.482,37303.494
2019-01-20 20:00:00,23.0,1,20,6,35471.728,36860.939
2019-01-20 21:00:00,23.0,1,21,6,34191.836,35427.658
2019-01-20 22:00:00,19.9,1,22,6,32354.426,33541.58
2019-01-20 23:00:00,19.0,1,23,6,30678.108,31881.955
2019-01-21 00:00:00,17.1,1,0,0,29355.569,30854.032
2019-01-21 01:00:00,16.0,1,1,0,28606.009,30342.443
2019-01-21 02:00:00,14.0,1,2,0,28146.961,30314.735
2019-01-21 03:00:00,12.9,1,3,0,28053.422,30634.865
2019-01-21 04:00:00,12.0,1,4,0,28298.421,31627.365
2019-01-21 05:00:00,10.9,1,5,0,29111.867,33919.106
2019-01-21 06:00:00,10.9,1,6,0,30334.864,37136.302
2019-01-21 07:00:00,10.0,1,7,0,31506.215,39099.988
2019-01-21 08:00:00,10.0,1,8,0,32692.605,39199.637
2019-01-21 09:00:00,10.9,1,9,0,33527.831,38533.949
2019-01-21 10:00:00,12.0,1,10,0,33943.924,37601.226
2019-01-21 11:00:00,12.9,1,11,0,34016.909,36563.227
2019-01-21 12:00:00,15.1,1,12,0,33823.043,35660.133
2019-01-21 13:00:00,16.0,1,13,0,33584.599,34919.124
2019-01-21 14:00:00,17.1,1,14,0,33443.817,34459.675
2019-01-21 15:00:00,18.0,1,15,0,33669.741,34711.425
2019-01-21 16:00:00,19.0,1,16,0,34554.319,36087.961
2019-01-21 17:00:00,19.0,1,17,0,35968.64,39026.212
2019-01-21 18:00:00,18.0,1,18,0,35918.992,39802.122
2019-01-21 19:00:00,18.0,1,19,0,35251.768,39582.138
2019-01-21 20:00:00,17.1,1,20,0,34446.567,38974.493
2019-01-21 21:00:00,17.1,1,21,0,33247.625,37538.772
2019-01-21 22:00:00,16.0,1,22,0,31509.006,35519.088
2019-01-21 23:00:00,15.1,1,23,0,29882.566,33718.821
2019-01-22 00:00:00,15.1,1,0,1,28393.993,32480.253
2019-01-22 01:00:00,15.1,1,1,1,27591.965,32114.063
2019-01-22 02:00:00,15.1,1,2,1,26905.393,31976.404
2019-01-22 03:00:00,14.0,1,3,1,26539.08,32298.956
2019-01-22 04:00:00,14.0,1,4,1,26370.574,33268.912
2019-01-22 05:00:00,14.0,1,5,1,26688.679,35514.711
2019-01-22 06:00:00,14.0,1,6,1,27336.611,38805.571
2019-01-22 07:00:00,12.9,1,7,1,28305.707,40488.212
2019-01-22 08:00:00,14.0,1,8,1,29392.054,39490.211
2019-01-22 09:00:00,16.0,1,9,1,30649.575,37595.43
2019-01-22 10:00:00,19.0,1,10,1,31612.269,36332.755
2019-01-22 11:00:00,21.9,1,11,1,32173.861,35295.528
2019-01-22 12:00:00,25.0,1,12,1,32444.33,34537.018
2019-01-22 13:00:00,28.9,1,13,1,32622.191,34194.941
2019-01-22 14:00:00,28.0,1,14,1,32687.71,34304.686
2019-01-22 15:00:00,30.0,1,15,1,33368.151,34652.802
2019-01-22 16:00:00,30.9,1,16,1,35492.597,35847.235
2019-01-22 17:00:00,30.0,1,17,1,38713.898,38501.626
2019-01-22 18:00:00,28.9,1,18,1,40004.579,39258.296
2019-01-22 19:00:00,28.0,1,19,1,40316.686,39101.678
2019-01-22 20:00:00,28.9,1,20,1,40100.991,38466.697
2019-01-22 21:00:00,28.0,1,21,1,39315.575,37059.213
2019-01-22 22:00:00,28.9,1,22,1,38556.779,34943.996
2019-01-22 23:00:00,28.0,1,23,1,37568.075,33125.621
2019-01-23 00:00:00,28.0,1,0,2,36863.376,31963.726
2019-01-23 01:00:00,28.0,1,1,2,36791.938,31501.823
2019-01-23 02:00:00,28.0,1,2,2,37048.739,31278.847
2019-01-23 03:00:00,28.9,1,3,2,37578.763,31554.737
2019-01-23 04:00:00,28.9,1,4,2,38614.577,32487.984
2019-01-23 05:00:00,30.0,1,5,2,40543.369,34602.291
2019-01-23 06:00:00,30.0,1,6,2,42984.021,37898.512
2019-01-23 07:00:00,30.9,1,7,2,44502.5,39507.386
2019-01-23 08:00:00,32.0,1,8,2,44862.954,38926.384
2019-01-23 09:00:00,34.0,1,9,2,44733.649,38127.094
2019-01-23 10:00:00,35.1,1,10,2,44405.815,37544.811
2019-01-23 11:00:00,37.0,1,11,2,43977.458,36815.959
2019-01-23 12:00:00,39.9,1,12,2,43466.185,36176.629
2019-01-23 13:00:00,42.1,1,13,2,42753.52,35843.594
2019-01-23 14:00:00,45.0,1,14,2,42409.487,35480.15
2019-01-23 15:00:00,46.9,1,15,2,42758.389,35624.689
2019-01-23 16:00:00,46.9,1,16,2,44327.275,36637.389
2019-01-23 17:00:00,46.9,1,17,2,47034.938,38483.516
2019-01-23 18:00:00,44.1,1,18,2,47605.957,38521.719
2019-01-23 19:00:00,46.0,1,19,2,47113.838,37971.665
2019-01-23 20:00:00,46.0,1,20,2,46297.528,37051.779
2019-01-23 21:00:00,48.0,1,21,2,44570.469,35400.614
2019-01-23 22:00:00,50.0,1,22,2,42238.98,33196.965
2019-01-23 23:00:00,52.0,1,23,2,40355.621,31270.913
2019-01-24 00:00:00,53.1,1,0,3,39024.292,29922.243
2019-01-24 01:00:00,53.1,1,1,3,38422.408,29354.291
2019-01-24 02:00:00,53.1,1,2,3,38162.362,29229.827
2019-01-24 03:00:00,53.1,1,3,3,38358.044,29448.231
2019-01-24 04:00:00,55.0,1,4,3,39193.359,30481.319
2019-01-24 05:00:00,55.9,1,5,3,41248.982,32786.018
2019-01-24 06:00:00,55.0,1,6,3,44248.189,36248.23
2019-01-24 07:00:00,55.0,1,7,3,45577.663,38022.819
2019-01-24 08:00:00,57.0,1,8,3,44526.858,37658.408
2019-01-24 09:00:00,57.9,1,9,3,42616.608,36771.413
2019-01-24 10:00:00,59.0,1,10,3,40864.733,36053.725
2019-01-24 11:00:00,57.9,1,11,3,39334.486,35696.926
2019-01-24 12:00:00,59.0,1,12,3,38080.944,35635.296
2019-01-24 13:00:00,59.0,1,13,3,37312.0,35554.441
2019-01-24 14:00:00,55.0,1,14,3,36913.359,35659.349
2019-01-24 15:00:00,52.0,1,15,3,37449.18,35969.397
2019-01-24 16:00:00,50.0,1,16,3,39068.151,37023.221
2019-01-24 17:00:00,46.0,1,17,3,41659.175,38985.702
2019-01-24 18:00:00,43.0,1,18,3,42109.137,39201.964
2019-01-24 19:00:00,41.0,1,19,3,41803.128,38788.787
2019-01-24 20:00:00,37.9,1,20,3,40894.197,37962.641
2019-01-24 21:00:00,37.0,1,21,3,39309.68,36298.159
2019-01-24 22:00:00,36.0,1,22,3,36859.548,34049.262
2019-01-24 23:00:00,35.1,1,23,3,34839.359,32132.361
2019-01-25 00:00:00,34.0,1,0,4,33208.258,30867.78
2019-01-25 01:00:00,34.0,1,1,4,32505.549,30119.797
2019-01-25 02:00:00,34.0,1,2,4,32222.266,29906.745
2019-01-25 03:00:00,33.1,1,3,4,32236.579,30016.297
2019-01-25 04:00:00,32.0,1,4,4,32928.856,30688.583
2019-01-25 05:00:00,33.1,1,5,4,34821.955,32569.244
2019-01-25 06:00:00,33.1,1,6,4,37851.534,35300.891
2019-01-25 07:00:00,33.1,1,7,4,39146.87,37020.168
2019-01-25 08:00:00,33.1,1,8,4,38704.064,37460.991
2019-01-25 09:00:00,35.1,1,9,4,38177.336,37340.038
2019-01-25 10:00:00,37.0,1,10,4,37387.575,36941.511
2019-01-25 11:00:00,37.9,1,11,4,36607.289,36422.018
2019-01-25 12:00:00,39.9,1,12,4,35574.799,35676.639
2019-01-25 13:00:00,39.9,1,13,4,34919.782,35059.303
