date,netload,tmpf,month,hour,dayofweek,kw_2,kw_7,poten_2,poten_7
2015-01-09 20:00:00,386.512583891,23.0,1,20,4,366.622209998,334.774319722,86.54596297428577,54.69807269828573
2015-01-09 21:00:00,337.009754721,21.92,1,21,4,374.76913861,349.007161943,103.50550757742856,77.74353091042855
2015-01-09 22:00:00,338.654063057,19.04,1,22,4,379.018928611,362.275908887,111.62261559385712,94.87959586985716
2015-01-09 23:00:00,328.950197775,19.04,1,23,4,361.368804166,353.874861387,99.17748071414292,91.68353793514292
2015-01-10 00:00:00,310.749576389,21.92,1,0,5,310.394275,361.823360833,56.10327174614278,107.53235757914275
2015-01-10 01:00:00,301.519198335,23.0,1,1,5,282.033191668,357.531675,41.923678492857135,117.42216182485716
2015-01-10 02:00:00,288.217559998,23.0,1,2,5,264.792191666,349.96540611,26.34956690414282,111.5227813481428
2015-01-10 03:00:00,287.646595559,24.08,1,3,5,258.46202361,348.236620555,20.449241545285787,110.22383849028576
2015-01-10 04:00:00,286.067545835,24.98,1,4,5,245.055921112,336.333731667,5.043079525428595,96.3208900804286
2015-01-10 05:00:00,283.021150002,30.02,1,5,5,246.212475001,360.536769162,3.773883890000008,118.098178051
2015-01-10 06:00:00,280.620086389,35.96,1,6,5,253.072088333,346.761620837,11.602599641571487,105.29213214557149
2015-01-10 07:00:00,285.645350558,37.94,1,7,5,288.272580557,357.143053051,36.7293651994286,105.59983769342855
2015-01-10 08:00:00,279.067141948,33.08,1,8,5,375.239204999,374.483734723,106.36580658571432,105.61033630971434
2015-01-10 09:00:00,271.118980276,37.94,1,9,5,430.985588336,380.227710835,162.8441979785714,112.0863204775714
2015-01-10 10:00:00,275.99911389,46.04,1,10,5,382.430515552,304.006118055,145.847387536,67.42299003900001
2015-01-10 11:00:00,249.857811668,53.96,1,11,5,312.287436388,268.315925556,122.1880358727143,78.21652504071432
2015-01-10 12:00:00,198.984275835,55.04,1,12,5,261.977633891,252.113940556,118.82643730285712,108.96274396785714
2015-01-10 13:00:00,176.218260835,55.94,1,13,5,204.377213889,237.489329166,76.28298825342858,109.3951035304286
2015-01-10 14:00:00,126.76840389,50.0,1,14,5,215.350815559,236.164777219,102.81733555785718,123.63129721785717
2015-01-10 15:00:00,141.647845556,50.0,1,15,5,245.192622498,256.850510558,124.10359436299998,135.761482423
2015-01-10 16:00:00,189.906431111,48.02,1,16,5,253.068196113,299.43311722,100.0924666282857,146.4573877352857
2015-01-10 17:00:00,215.189077225,37.94,1,17,5,252.537199443,357.097428056,60.20716892742854,164.76739754042856
2015-01-10 18:00:00,265.24982639,35.96,1,18,5,300.084674722,406.662218889,52.33310400814287,158.91064817514285
2015-01-10 19:00:00,307.134035,33.98,1,19,5,355.018411943,413.404856946,55.61181809442854,113.99826309742856
2015-01-10 20:00:00,267.096525277,35.06,1,20,5,336.437578331,414.299603332,56.36133130728575,134.22335630828576
2015-01-10 21:00:00,268.615545556,35.96,1,21,5,349.122330833,418.85486222,77.8586998004285,147.5912311874285
2015-01-10 22:00:00,274.464622775,35.96,1,22,5,348.025441945,436.620835554,80.62912892785715,169.22452253685714
2015-01-10 23:00:00,270.967753056,35.06,1,23,5,328.024246945,434.905970002,65.83292349314291,172.7146465501429
2015-01-11 00:00:00,264.898505277,33.08,1,0,6,314.751501387,424.233697226,60.460498133142806,169.9426939721428
2015-01-11 01:00:00,269.049967779,30.92,1,1,6,310.019469444,420.929784445,69.90995626885714,180.8202712698572
2015-01-11 02:00:00,271.951719724,30.92,1,2,6,311.103648612,421.702396386,72.66102385014278,183.2597716241428
2015-01-11 03:00:00,261.687278887,30.02,1,3,6,316.003435831,430.508571946,77.99065376628576,192.4957898812858
2015-01-11 04:00:00,268.445217502,32.0,1,4,6,315.858867497,433.159506112,75.84602591042861,193.14666452542852
2015-01-11 05:00:00,281.260904999,30.92,1,5,6,306.180154719,407.269235556,63.74156360799998,164.83064444500002
2015-01-11 06:00:00,278.297174999,28.04,1,6,6,319.286106665,404.015538333,77.81661797357145,162.54604964157147
2015-01-11 07:00:00,292.903921387,30.92,1,7,6,339.354594446,424.231284725,87.8113790884286,172.6880693674286
2015-01-11 08:00:00,300.037287222,33.98,1,8,6,427.037328611,427.88273528,158.16393019771436,159.00933686671436
2015-01-11 09:00:00,284.16831861,35.06,1,9,6,482.891827499,411.194863888,214.7504371415714,143.0534735305714
2015-01-11 10:00:00,324.217495278,35.96,1,10,6,426.950723611,390.042502498,190.367595595,153.459374482
2015-01-11 11:00:00,307.277527499,39.02,1,11,6,382.854683608,338.700715833,192.7552830927143,148.6013153177143
2015-01-11 12:00:00,298.878838057,37.94,1,12,6,358.110524163,308.310354442,214.9593275748572,165.15915785385715
2015-01-11 13:00:00,265.339199722,39.92,1,13,6,366.214644166,262.241418612,238.12041853042865,134.1471929764286
2015-01-11 14:00:00,193.426835554,39.92,1,14,6,352.359460277,219.501576944,239.82598027585715,106.96809694285716
2015-01-11 15:00:00,205.798596946,39.02,1,15,6,344.346450283,188.064850832,223.257422148,66.97582269699998
2015-01-11 16:00:00,228.272702224,37.94,1,16,6,312.625182502,210.084992223,159.64945301728568,57.10926273828571
2015-01-11 17:00:00,242.749053888,37.04,1,17,6,312.749123336,271.919545277,120.41909282042856,79.58951476142855
2015-01-11 18:00:00,254.400251946,33.98,1,18,6,392.162482778,340.916953892,144.4109120641429,93.16538317814286
2015-01-11 19:00:00,283.694766947,33.08,1,19,6,426.401141111,367.300638058,126.99454726242855,67.89404420942856
2015-01-11 20:00:00,289.888885837,32.0,1,20,6,386.512583891,350.80582417,106.43633686728576,70.72957714628575
2015-01-11 21:00:00,309.015262778,30.02,1,21,6,337.009754721,355.896115832,65.7461236884285,84.63248479942854
2015-01-11 22:00:00,306.271136389,28.94,1,22,6,338.654063057,367.959654444,71.25775003985711,100.56334142685716
2015-01-11 23:00:00,316.190450831,28.04,1,23,6,328.950197775,371.875632222,66.75887432314289,109.68430877014288
2015-01-12 00:00:00,293.687467223,26.96,1,0,0,310.749576389,365.197253055,56.458573135142814,110.90624980114276
2015-01-12 01:00:00,293.031134442,26.06,1,1,0,301.519198335,371.685756671,61.40968515985716,131.57624349585714
2015-01-12 02:00:00,286.670359998,24.08,1,2,0,288.217559998,380.112568892,49.77493523614282,141.66994413014282
2015-01-12 03:00:00,307.113770277,21.92,1,3,0,287.646595559,386.549492223,49.63381349428576,148.5367101582858
2015-01-12 04:00:00,293.425315558,21.92,1,4,0,286.067545835,382.652796665,46.05470424842858,142.6399550784286
2015-01-12 05:00:00,326.675504447,23.0,1,5,0,283.021150002,391.739513611,40.58255889100002,149.3009225
2015-01-12 06:00:00,326.246907778,21.92,1,6,0,280.620086389,377.318041388,39.15059769757147,135.84855269657146
2015-01-12 07:00:00,344.876570553,21.92,1,7,0,285.645350558,418.400866115,34.10213520042859,166.85765075742856
2015-01-12 08:00:00,446.656911111,21.92,1,8,0,279.067141948,487.317692775,10.193743534714372,218.4442943617144
2015-01-12 09:00:00,494.35502028,24.08,1,9,0,271.118980276,525.629490557,2.977589918571425,257.4881001995715
2015-01-12 10:00:00,502.581996945,24.98,1,10,0,275.99911389,518.151211946,39.415985874,281.56808393
2015-01-12 11:00:00,479.036594166,26.06,1,11,0,249.857811668,495.963509999,59.7584111527143,305.8641094837143
2015-01-12 12:00:00,424.771187498,26.96,1,12,0,198.984275835,438.559726666,55.83307924685715,295.4085300778572
2015-01-12 13:00:00,431.629747778,28.04,1,13,0,176.218260835,415.832974998,48.12403519942859,287.7387493624286
2015-01-12 14:00:00,416.830031668,26.96,1,14,0,126.76840389,370.383864724,14.234923888857168,257.85038472285714
2015-01-12 15:00:00,382.314657777,26.06,1,15,0,141.647845556,344.119484999,20.558817420999983,223.030456864
2015-01-12 16:00:00,396.621106668,26.06,1,16,0,189.906431111,323.105221388,36.930701626285696,170.12949190328573
2015-01-12 17:00:00,383.123173887,24.08,1,17,0,215.189077225,316.800704167,22.859046709428554,124.47067365142854
2015-01-12 18:00:00,414.394900557,23.0,1,18,0,265.24982639,353.875775278,17.49825567614289,106.12420456414289
2015-01-12 19:00:00,435.239875275,21.92,1,19,0,307.134035,370.711912224,7.727441151428536,71.30531837542856
2015-01-12 20:00:00,432.907857223,21.92,1,20,0,267.096525277,359.189646667,0.0,79.11339964328573
2015-01-12 21:00:00,419.93576639,21.92,1,21,0,268.615545556,352.691068334,0.0,81.42743730142854
2015-01-12 22:00:00,429.298057776,23.0,1,22,0,274.464622775,344.665038056,7.068309757857151,77.26872503885716
2015-01-12 23:00:00,390.630837224,23.0,1,23,0,270.967753056,307.019335555,8.77642960414289,44.828012103142896
2015-01-13 00:00:00,360.733239724,23.0,1,0,1,264.898505277,253.264593054,10.607502023142814,0.0
2015-01-13 01:00:00,341.93459361,23.0,1,1,1,269.049967779,248.170986948,28.940454603857148,8.06147377285717
2015-01-13 02:00:00,329.982769721,23.0,1,2,1,271.951719724,266.301315836,33.5090949621428,27.858691074142826
2015-01-13 03:00:00,338.47338889,23.0,1,3,1,261.687278887,267.87226,23.67449682228576,29.85947793528576
2015-01-13 04:00:00,319.96488389,23.0,1,4,1,268.445217502,284.251484166,28.4323759154286,44.23864257942861
2015-01-13 05:00:00,337.770819723,24.08,1,5,1,281.260904999,285.403110278,38.822313888,42.96451916699999
2015-01-13 06:00:00,333.113287499,23.0,1,6,1,278.297174999,305.897483333,36.82768630757147,64.4279946415715
2015-01-13 07:00:00,365.925684719,23.0,1,7,1,292.903921387,330.363699443,41.3607060294286,78.82048408542855
2015-01-13 08:00:00,435.499830832,23.0,1,8,1,300.037287222,423.139978891,31.16388880871432,154.26658047771434
2015-01-13 09:00:00,497.08916861,23.0,1,9,1,284.16831861,455.365482499,16.026928252571395,187.22409214157145
2015-01-13 10:00:00,455.391522221,24.08,1,10,1,324.217495278,386.574917502,87.63436726200001,149.99178948600002
2015-01-13 11:00:00,425.546058609,26.06,1,11,1,307.277527499,317.976925556,117.17812698371426,127.87752504071432
2015-01-13 12:00:00,399.398362226,26.96,1,12,1,298.878838057,273.89344472,155.72764146885714,130.74224813185714
2015-01-13 13:00:00,401.67836889,30.92,1,13,1,265.339199722,265.270578892,137.24497408642858,137.1763532564286
2015-01-13 14:00:00,374.387393054,30.02,1,14,1,193.426835554,233.572385833,80.89335555285717,121.03890583185716
2015-01-13 15:00:00,392.422907777,30.92,1,15,1,205.798596946,259.656065836,84.709568811,138.56703770099998
2015-01-13 16:00:00,408.41689111,30.92,1,16,1,228.272702224,288.013074445,75.2969727392857,135.03734496028568
2015-01-13 17:00:00,380.211681945,30.02,1,17,1,242.749053888,279.499213056,50.41902337242854,87.16918254042852
2015-01-13 18:00:00,392.859763055,30.02,1,18,1,254.400251946,317.471726666,6.648681232142877,69.72015595214287
2015-01-13 19:00:00,427.453556112,30.02,1,19,1,283.694766947,339.972443887,0.0,40.56585003842855
2015-01-13 20:00:00,414.856576944,30.02,1,20,1,289.888885837,315.624661387,9.81263881328573,35.54841436328576
2015-01-13 21:00:00,406.693692222,28.94,1,21,1,309.015262778,295.666867778,37.75163174542854,24.4032367454285
2015-01-13 22:00:00,416.826599998,30.02,1,22,1,306.271136389,312.058726113,38.87482337185713,44.66241309585712
2015-01-13 23:00:00,400.508960002,28.94,1,23,1,316.190450831,299.214584721,53.99912737914292,37.02326126914289
2015-01-14 00:00:00,344.177963613,28.04,1,0,2,293.687467223,264.77631944,39.39646396914279,10.485316186142796
2015-01-14 01:00:00,307.35126778,26.06,1,1,2,293.031134442,264.269096947,52.92162126685716,24.159583771857143
2015-01-14 02:00:00,302.730449444,24.08,1,2,2,286.670359998,279.482778611,48.22773523614279,41.040153849142825
2015-01-14 03:00:00,295.366560556,26.06,1,3,2,307.113770277,291.211625278,69.10098821228578,53.19884321328576
2015-01-14 04:00:00,296.169336945,26.96,1,4,2,293.425315558,305.317736391,53.41247397142863,65.30489480442859
2015-01-14 05:00:00,296.397494446,23.0,1,5,2,326.675504447,314.984001664,84.23691333599999,72.54541055300001
2015-01-14 06:00:00,304.900853054,19.04,1,6,2,326.246907778,304.195066668,84.77741908657146,62.72557797657146
2015-01-14 07:00:00,338.378198054,19.94,1,7,2,344.876570553,337.232167224,93.3333551954286,85.6889518664286
2015-01-14 08:00:00,442.193056945,21.02,1,8,2,446.656911111,421.961772224,177.78351269771434,153.08837381071436
2015-01-14 09:00:00,494.210890554,26.96,1,9,2,494.35502028,504.306546109,226.21362992257144,236.16515575157143
2015-01-14 10:00:00,449.04499611,30.92,1,10,2,502.581996945,450.748668335,265.998868929,214.165540319
2015-01-14 11:00:00,374.036469442,33.08,1,11,2,479.036594166,434.752226945,288.9371936507143,244.6528264297143
2015-01-14 12:00:00,313.06358333,35.96,1,12,2,424.771187498,396.89517111,281.6199909098572,253.74397452185715
2015-01-14 13:00:00,268.866768057,37.04,1,13,2,431.629747778,379.651451669,303.5355221424286,251.55722603342852
2015-01-14 14:00:00,235.259232223,39.92,1,14,2,416.830031668,352.420924723,304.2965516668572,239.88744472185715
2015-01-14 15:00:00,247.199992779,39.92,1,15,2,382.314657777,340.039454447,261.22562964199994,218.950426312
2015-01-14 16:00:00,279.38785472,41.0,1,16,2,396.621106668,306.075483056,243.6453771832857,153.0997535712857
2015-01-14 17:00:00,264.46472722,33.08,1,17,2,383.123173887,289.936617499,190.79314337142856,97.60658698342856
2015-01-14 18:00:00,315.033958335,30.92,1,18,2,414.394900557,331.805177499,166.6433298431429,84.0536067851429
2015-01-14 19:00:00,362.572354722,26.96,1,19,2,435.239875275,384.65340361,135.83328142642853,85.24680976142855
2015-01-14 20:00:00,365.550273616,30.02,1,20,2,432.907857223,366.622209998,152.83161019928576,86.54596297428577
2015-01-14 21:00:00,359.631990557,30.92,1,21,2,419.93576639,374.76913861,148.67213535742854,103.50550757742856
2015-01-14 22:00:00,377.690010002,30.92,1,22,2,429.298057776,379.018928611,161.90174475885715,111.62261559385712
2015-01-14 23:00:00,343.161636112,30.02,1,23,2,390.630837224,361.368804166,128.4395137721429,99.17748071414292
2015-01-15 00:00:00,293.041013056,30.02,1,0,3,360.733239724,310.394275,106.44223647014276,56.10327174614278
2015-01-15 01:00:00,293.085995277,30.02,1,1,3,341.93459361,282.033191668,101.82508043485714,41.923678492857135
2015-01-15 02:00:00,297.144048055,30.02,1,2,3,329.982769721,264.792191666,91.54014495914282,26.34956690414282
2015-01-15 03:00:00,290.384297499,32.0,1,3,3,338.47338889,258.46202361,100.4606068252858,20.449241545285787
2015-01-15 04:00:00,288.77254722,28.94,1,4,3,319.96488389,245.055921112,79.95204230342861,5.043079525428595
2015-01-15 05:00:00,296.526533889,24.98,1,5,3,337.770819723,246.212475001,95.332228612,3.773883890000008
2015-01-15 06:00:00,313.264805,24.08,1,6,3,333.113287499,253.072088333,91.6437988075715,11.602599641571487
2015-01-15 07:00:00,335.510414443,24.08,1,7,3,365.925684719,288.272580557,114.38246936142858,36.7293651994286
2015-01-15 08:00:00,428.275975834,28.04,1,8,3,435.499830832,375.239204999,166.62643241871433,106.36580658571432
2015-01-15 09:00:00,459.122990557,35.06,1,9,3,497.08916861,430.985588336,228.94777825257145,162.8441979785714
2015-01-15 10:00:00,395.30841722,41.0,1,10,3,455.391522221,382.430515552,218.808394205,145.847387536
2015-01-15 11:00:00,314.713568612,44.06,1,11,3,425.546058609,312.287436388,235.4466580937143,122.1880358727143
2015-01-15 12:00:00,265.352763613,50.0,1,12,3,399.398362226,261.977633891,256.2471656378572,118.82643730285712
2015-01-15 13:00:00,238.355486945,50.0,1,13,3,401.67836889,204.377213889,273.58414325442857,76.28298825342858
2015-01-15 14:00:00,223.412928334,53.96,1,14,3,374.387393054,215.350815559,261.85391305285714,102.81733555785718
2015-01-15 15:00:00,230.602715557,53.96,1,15,3,392.422907777,245.192622498,271.33387964199994,124.10359436299998
2015-01-15 16:00:00,235.645601388,51.98,1,16,3,408.41689111,253.068196113,255.4411616252857,100.0924666282857
2015-01-15 17:00:00,238.569210276,42.98,1,17,3,380.211681945,252.537199443,187.88165142942856,60.20716892742854
2015-01-15 18:00:00,289.874874167,37.04,1,18,3,392.859763055,300.084674722,145.10819234114285,52.33310400814287
2015-01-15 19:00:00,339.29528528,33.08,1,19,3,427.453556112,355.018411943,128.04696226342855,55.61181809442854
2015-01-15 20:00:00,363.753511945,37.04,1,20,3,414.856576944,336.437578331,134.78032992028574,56.36133130728575
2015-01-15 21:00:00,345.741913333,39.92,1,21,3,406.693692222,349.122330833,135.4300611894285,77.8586998004285
2015-01-15 22:00:00,344.059450274,39.92,1,22,3,416.826599998,348.025441945,149.43028698085715,80.62912892785715
2015-01-15 23:00:00,320.640518333,37.94,1,23,3,400.508960002,328.024246945,138.31763655014288,65.83292349314291
2015-01-16 00:00:00,266.094992224,35.96,1,0,4,344.177963613,314.751501387,89.88696035914276,60.460498133142806
2015-01-16 01:00:00,245.993939725,35.06,1,1,4,307.35126778,310.019469444,67.24175460485716,69.90995626885714
2015-01-16 02:00:00,247.978196389,35.06,1,2,4,302.730449444,311.103648612,64.2878246821428,72.66102385014278
2015-01-16 03:00:00,234.891321665,30.92,1,3,4,295.366560556,316.003435831,57.353778491285794,77.99065376628576
2015-01-16 04:00:00,238.541890832,39.02,1,4,4,296.169336945,315.858867497,56.1564953584286,75.84602591042861
2015-01-16 05:00:00,249.694106664,42.08,1,5,4,296.397494446,306.180154719,53.958903335,63.74156360799998
2015-01-16 06:00:00,265.933993614,39.02,1,6,4,304.900853054,319.286106665,63.43136436257146,77.81661797357145
2015-01-16 07:00:00,290.851441666,39.02,1,7,4,338.378198054,339.354594446,86.83498269642857,87.8113790884286
2015-01-16 08:00:00,378.27020361,41.0,1,8,4,442.193056945,427.037328611,173.31965853171437,158.16393019771436
2015-01-16 09:00:00,425.613238888,44.96,1,9,4,494.210890554,482.891827499,226.06950019657145,214.7504371415714
2015-01-16 10:00:00,420.230914998,46.04,1,10,4,449.04499611,426.950723611,212.461868094,190.367595595
2015-01-16 11:00:00,378.930926108,48.02,1,11,4,374.036469442,382.854683608,183.9370689267143,192.7552830927143
2015-01-16 12:00:00,362.749858335,48.92,1,12,4,313.06358333,358.110524163,169.91238674185712,214.9593275748572
2015-01-16 13:00:00,366.012574441,51.08,1,13,4,268.866768057,366.214644166,140.7725424214286,238.12041853042865
2015-01-16 14:00:00,258.37254472,57.02,1,14,4,235.259232223,352.359460277,122.72575222185716,239.82598027585715
2015-01-16 15:00:00,216.363446669,57.02,1,15,4,247.199992779,344.346450283,126.110964644,223.257422148
2015-01-16 16:00:00,237.285219443,55.04,1,16,4,279.38785472,312.625182502,126.41212523528571,159.64945301728568
2015-01-16 17:00:00,228.192963888,55.04,1,17,4,264.46472722,312.749123336,72.13469670442853,120.41909282042856
2015-01-16 18:00:00,284.091382499,57.02,1,18,4,315.033958335,392.162482778,67.2823876211429,144.4109120641429
2015-01-16 19:00:00,318.426321667,53.06,1,19,4,362.572354722,426.401141111,63.16576087342855,126.99454726242855
2015-01-16 20:00:00,309.107291943,50.0,1,20,4,365.550273616,386.512583891,85.47402659228578,106.43633686728576
2015-01-16 21:00:00,283.953210834,48.02,1,21,4,359.631990557,337.009754721,88.36835952442851,65.7461236884285
2015-01-16 22:00:00,266.745718331,51.98,1,22,4,377.690010002,338.654063057,110.29369698485716,71.25775003985711
2015-01-16 23:00:00,266.064139999,50.0,1,23,4,343.161636112,328.950197775,80.9703126601429,66.75887432314289
2015-01-17 00:00:00,234.791138612,48.92,1,0,5,293.041013056,310.749576389,38.75000980214279,56.458573135142814
2015-01-17 01:00:00,223.957045277,48.02,1,1,5,293.085995277,301.519198335,52.97648210185716,61.40968515985716
2015-01-17 02:00:00,221.89982028,44.06,1,2,5,297.144048055,288.217559998,58.7014232931428,49.77493523614282
2015-01-17 03:00:00,215.73918056,42.08,1,3,5,290.384297499,287.646595559,52.37151543428578,49.63381349428576
2015-01-17 04:00:00,220.270660276,42.08,1,4,5,288.77254722,286.067545835,48.75970563342858,46.05470424842858
2015-01-17 05:00:00,222.653236665,39.02,1,5,5,296.526533889,283.021150002,54.08794277800001,40.58255889100002
2015-01-17 06:00:00,220.28946528,39.02,1,6,5,313.264805,280.620086389,71.7953163085715,39.15059769757147
2015-01-17 07:00:00,236.626163334,37.94,1,7,5,335.510414443,285.645350558,83.96719908542858,34.10213520042859
2015-01-17 08:00:00,261.023193888,39.02,1,8,5,428.275975834,279.067141948,159.40257742071435,10.193743534714372
2015-01-17 09:00:00,253.866910278,42.98,1,9,5,459.122990557,271.118980276,190.9816001995714,2.977589918571425
2015-01-17 10:00:00,187.310172777,46.04,1,10,5,395.30841722,275.99911389,158.72528920400003,39.415985874
2015-01-17 11:00:00,110.856843055,48.02,1,11,5,314.713568612,249.857811668,124.61416809671432,59.7584111527143
2015-01-17 12:00:00,57.154433057,51.08,1,12,5,265.352763613,198.984275835,122.20156702485713,55.83307924685715
2015-01-17 13:00:00,23.470328331,51.98,1,13,5,238.355486945,176.218260835,110.2612613094286,48.12403519942859
2015-01-17 14:00:00,27.607236947,53.06,1,14,5,223.412928334,126.76840389,110.87944833285717,14.234923888857168
2015-01-17 15:00:00,57.160123055,51.98,1,15,5,230.602715557,141.647845556,109.513687422,20.558817420999983
2015-01-17 16:00:00,111.709101112,48.02,1,16,5,235.645601388,189.906431111,82.6698719032857,36.930701626285696
2015-01-17 17:00:00,177.135872224,46.94,1,17,5,238.569210276,215.189077225,46.23917976042856,22.859046709428554
2015-01-17 18:00:00,222.207378054,44.96,1,18,5,289.874874167,265.24982639,42.12330345314285,17.49825567614289
2015-01-17 19:00:00,290.661906944,41.0,1,19,5,339.29528528,307.134035,39.888691431428526,7.727441151428536
2015-01-17 20:00:00,272.896646109,39.02,1,20,5,363.753511945,267.096525277,83.67726492128577,0.0
2015-01-17 21:00:00,263.276976664,37.04,1,21,5,345.741913333,268.615545556,74.47828230042853,0.0
2015-01-17 22:00:00,269.032101947,39.92,1,22,5,344.059450274,274.464622775,76.66313725685717,7.068309757857151
2015-01-17 23:00:00,266.361984444,39.02,1,23,5,320.640518333,270.967753056,58.44919488114289,8.77642960414289
2015-01-18 00:00:00,245.343696389,41.0,1,0,6,266.094992224,264.898505277,11.803988970142797,10.607502023142814
2015-01-18 01:00:00,228.064994446,37.04,1,1,6,245.993939725,269.049967779,5.884426549857153,28.940454603857148
2015-01-18 02:00:00,213.156451946,39.02,1,2,6,247.978196389,271.951719724,9.535571627142817,33.5090949621428
2015-01-18 03:00:00,222.151040559,41.0,1,3,6,234.891321665,261.687278887,0.0,23.67449682228576
2015-01-18 04:00:00,231.429804166,46.94,1,4,6,238.541890832,268.445217502,0.0,28.4323759154286
2015-01-18 05:00:00,230.758315832,42.08,1,5,6,249.694106664,281.260904999,7.255515553000009,38.822313888
