date,netload,tmp,month,hour,dayofweek,mw_2,mw_7
2015-01-08 00:00:00,7563.07,-0.802,1,0,3,7536.97,7640.14
2015-01-08 01:00:00,7477.91,-0.745,1,1,3,7485.64,7640.14
2015-01-08 02:00:00,7353.63,-0.743,1,2,3,7443.5,7391.44
2015-01-08 03:00:00,7239.89,-0.902,1,3,3,7562.51,7332.57
2015-01-08 04:00:00,7057.63,-0.991,1,4,3,7432.66,7002.08
2015-01-08 05:00:00,7413.37,-1.124,1,5,3,7661.73,7043.26
2015-01-08 06:00:00,8111.59,-1.333,1,6,3,8098.49,6836.73
2015-01-08 07:00:00,9035.32,-1.376,1,7,3,8891.48,6616.56
2015-01-08 08:00:00,9432.37,0.19,1,8,3,9309.86,6559.91
2015-01-08 09:00:00,9404.06,2.07,1,9,3,9278.78,6809.8
2015-01-08 10:00:00,9390.31,3.37,1,10,3,9228.67,6837.15
2015-01-08 11:00:00,9309.95,4.207,1,11,3,9123.08,6611.04
2015-01-08 12:00:00,8904.51,4.49,1,12,3,8880.14,7135.8
2015-01-08 13:00:00,8844.82,4.268,1,13,3,8791.36,7070.55
2015-01-08 14:00:00,8735.56,3.342,1,14,3,8636.44,7079.35
2015-01-08 15:00:00,8670.1,1.849,1,15,3,8597.85,7075.43
2015-01-08 16:00:00,8818.77,1.316,1,16,3,8777.21,7322.82
2015-01-08 17:00:00,9168.87,1.372,1,17,3,9267.46,7617.17
2015-01-08 18:00:00,9224.32,1.511,1,18,3,9386.23,7801.2
2015-01-08 19:00:00,8820.64,1.632,1,19,3,9056.52,7706.09
2015-01-08 20:00:00,8379.92,1.883,1,20,3,8572.17,7444.88
2015-01-08 21:00:00,8014.38,1.66,1,21,3,8311.2,7357.92
2015-01-08 22:00:00,7785.33,1.393,1,22,3,8125.85,7448.93
2015-01-08 23:00:00,7341.05,1.03,1,23,3,7729.96,7233.81
2015-01-09 00:00:00,7073.29,0.678,1,0,4,7541.0,7064.11
2015-01-09 01:00:00,6936.42,0.413,1,1,4,7509.15,7043.94
2015-01-09 02:00:00,6844.58,0.259,1,2,4,7347.75,7184.27
2015-01-09 03:00:00,6769.98,0.005,1,3,4,7416.96,7103.62
2015-01-09 04:00:00,6727.72,-0.347,1,4,4,7338.64,6971.97
2015-01-09 05:00:00,7062.16,-0.332,1,5,4,7533.95,6785.89
2015-01-09 06:00:00,7832.37,-0.037,1,6,4,8238.11,6779.81
2015-01-09 07:00:00,8749.27,0.501,1,7,4,9093.1,6692.03
2015-01-09 08:00:00,9242.43,1.591,1,8,4,9535.99,6816.85
2015-01-09 09:00:00,9246.09,2.887,1,9,4,9516.81,7097.18
2015-01-09 10:00:00,9301.03,4.368,1,10,4,9494.75,7204.67
2015-01-09 11:00:00,9397.97,5.281,1,11,4,9428.24,7119.74
2015-01-09 12:00:00,9086.26,4.878,1,12,4,9118.17,7516.05
2015-01-09 13:00:00,9013.71,4.288,1,13,4,9015.56,7445.5
2015-01-09 14:00:00,8929.07,4.07,1,14,4,8856.17,7306.63
2015-01-09 15:00:00,8757.89,4.093,1,15,4,8755.58,7276.04
2015-01-09 16:00:00,8791.35,4.277,1,16,4,8913.9,7504.45
2015-01-09 17:00:00,9035.12,4.572,1,17,4,9385.27,8060.32
2015-01-09 18:00:00,9003.41,4.864,1,18,4,9460.62,8156.98
2015-01-09 19:00:00,8588.64,5.141,1,19,4,9117.16,7919.33
2015-01-09 20:00:00,8056.1,5.408,1,20,4,8619.89,7545.05
2015-01-09 21:00:00,7719.38,5.72,1,21,4,8285.99,7371.79
2015-01-09 22:00:00,7598.26,6.078,1,22,4,8074.64,7378.48
2015-01-09 23:00:00,7167.55,6.301,1,23,4,7682.16,7100.36
2015-01-10 00:00:00,6821.08,6.453,1,0,5,7563.07,6933.96
2015-01-10 01:00:00,6724.62,6.586,1,1,5,7477.91,6926.69
2015-01-10 02:00:00,6660.94,6.731,1,2,5,7353.63,6984.37
2015-01-10 03:00:00,6607.35,6.825,1,3,5,7239.89,6915.96
2015-01-10 04:00:00,6411.92,6.884,1,4,5,7057.63,6749.97
2015-01-10 05:00:00,6487.43,6.949,1,5,5,7413.37,6854.61
2015-01-10 06:00:00,6616.8,7.004,1,6,5,8111.59,6890.5
2015-01-10 07:00:00,6403.79,7.124,1,7,5,9035.32,6874.12
2015-01-10 08:00:00,6795.5,7.458,1,8,5,9432.37,6967.07
2015-01-10 09:00:00,7062.09,7.913,1,9,5,9404.06,7212.83
2015-01-10 10:00:00,7115.68,8.511,1,10,5,9390.31,7324.24
2015-01-10 11:00:00,7098.8,9.047,1,11,5,9309.95,7389.93
2015-01-10 12:00:00,7053.5,9.333,1,12,5,8904.51,7516.84
2015-01-10 13:00:00,7240.69,9.177,1,13,5,8844.82,7700.15
2015-01-10 14:00:00,6984.91,8.721,1,14,5,8735.56,7786.1
2015-01-10 15:00:00,6998.12,8.158,1,15,5,8670.1,7985.12
2015-01-10 16:00:00,7061.65,7.889,1,16,5,8818.77,8028.93
2015-01-10 17:00:00,7680.49,7.728,1,17,5,9168.87,8169.24
2015-01-10 18:00:00,7899.59,7.544,1,18,5,9224.32,8134.58
2015-01-10 19:00:00,7489.08,7.308,1,19,5,8820.64,7827.11
2015-01-10 20:00:00,7098.13,7.037,1,20,5,8379.92,7370.07
2015-01-10 21:00:00,6879.52,6.712,1,21,5,8014.38,7137.13
2015-01-10 22:00:00,6867.95,6.44,1,22,5,7785.33,7093.27
2015-01-10 23:00:00,6728.13,6.274,1,23,5,7341.05,6950.75
2015-01-11 00:00:00,6448.66,6.122,1,0,6,7073.29,7047.15
2015-01-11 01:00:00,6424.08,5.909,1,1,6,6936.42,6995.84
2015-01-11 02:00:00,6469.74,5.598,1,2,6,6844.58,6842.28
2015-01-11 03:00:00,6413.67,5.152,1,3,6,6769.98,6671.34
2015-01-11 04:00:00,6313.86,4.301,1,4,6,6727.72,6533.07
2015-01-11 05:00:00,6442.28,3.003,1,5,6,7062.16,6594.01
2015-01-11 06:00:00,6448.61,1.601,1,6,6,7832.37,6527.96
2015-01-11 07:00:00,6460.31,0.871,1,7,6,8749.27,6393.64
2015-01-11 08:00:00,6725.7,0.732,1,8,6,9242.43,6684.05
2015-01-11 09:00:00,7117.96,0.964,1,9,6,9246.09,6829.49
2015-01-11 10:00:00,7229.7,1.212,1,10,6,9301.03,7013.48
2015-01-11 11:00:00,7321.4,1.504,1,11,6,9397.97,7129.87
2015-01-11 12:00:00,7372.32,1.573,1,12,6,9086.26,7165.59
2015-01-11 13:00:00,7330.51,1.283,1,13,6,9013.71,7102.5
2015-01-11 14:00:00,7212.78,0.711,1,14,6,8929.07,7048.45
2015-01-11 15:00:00,7110.86,-0.287,1,15,6,8757.89,7082.09
2015-01-11 16:00:00,7078.24,-1.139,1,16,6,8791.35,7474.16
2015-01-11 17:00:00,7760.21,-1.427,1,17,6,9035.12,8016.73
2015-01-11 18:00:00,8065.79,-1.456,1,18,6,9003.41,8060.95
2015-01-11 19:00:00,7943.51,-1.463,1,19,6,8588.64,7943.62
2015-01-11 20:00:00,7494.34,-1.426,1,20,6,8056.1,7633.11
2015-01-11 21:00:00,7215.36,-1.445,1,21,6,7719.38,7438.2
2015-01-11 22:00:00,7204.14,-1.6,1,22,6,7598.26,7293.15
2015-01-11 23:00:00,7004.57,-1.823,1,23,6,7167.55,7031.44
2015-01-12 00:00:00,7248.88,-1.948,1,0,0,6821.08,6982.37
2015-01-12 01:00:00,7245.72,-2.019,1,1,0,6724.62,7181.63
2015-01-12 02:00:00,7184.68,-2.035,1,2,0,6660.94,7216.88
2015-01-12 03:00:00,7092.54,-2.138,1,3,0,6607.35,7346.43
2015-01-12 04:00:00,7134.3,-2.409,1,4,0,6411.92,7255.53
2015-01-12 05:00:00,7439.82,-2.421,1,5,0,6487.43,7483.76
2015-01-12 06:00:00,7987.55,-2.265,1,6,0,6616.8,7917.41
2015-01-12 07:00:00,8915.3,-1.896,1,7,0,6403.79,8725.17
2015-01-12 08:00:00,9411.78,-0.118,1,8,0,6795.5,9184.56
2015-01-12 09:00:00,9401.06,1.675,1,9,0,7062.09,9253.57
2015-01-12 10:00:00,9351.9,3.208,1,10,0,7115.68,9144.48
2015-01-12 11:00:00,9346.74,4.526,1,11,0,7098.8,9076.77
2015-01-12 12:00:00,8927.44,5.138,1,12,0,7053.5,8780.77
2015-01-12 13:00:00,8946.62,4.983,1,13,0,7240.69,8719.99
2015-01-12 14:00:00,8829.03,3.996,1,14,0,6984.91,8603.94
2015-01-12 15:00:00,8775.05,1.721,1,15,0,6998.12,8721.13
2015-01-12 16:00:00,8847.47,0.298,1,16,0,7061.65,8759.67
2015-01-12 17:00:00,9206.79,0.023,1,17,0,7680.49,9220.45
2015-01-12 18:00:00,9373.45,-0.07,1,18,0,7899.59,9398.57
2015-01-12 19:00:00,9005.54,-0.145,1,19,0,7489.08,9077.72
2015-01-12 20:00:00,8475.72,-0.184,1,20,0,7098.13,8630.8
2015-01-12 21:00:00,8179.44,-0.1,1,21,0,6879.52,8318.47
2015-01-12 22:00:00,7938.58,-0.08,1,22,0,6867.95,8135.2
2015-01-12 23:00:00,7525.49,-0.172,1,23,0,6728.13,7755.17
2015-01-13 00:00:00,7368.28,-0.291,1,0,1,6448.66,7536.97
2015-01-13 01:00:00,7296.06,-0.404,1,1,1,6424.08,7485.64
2015-01-13 02:00:00,7214.98,-0.603,1,2,1,6469.74,7443.5
2015-01-13 03:00:00,7133.28,-0.859,1,3,1,6413.67,7562.51
2015-01-13 04:00:00,7113.65,-0.952,1,4,1,6313.86,7432.66
2015-01-13 05:00:00,7338.33,-0.915,1,5,1,6442.28,7661.73
2015-01-13 06:00:00,8157.58,-0.848,1,6,1,6448.61,8098.49
2015-01-13 07:00:00,9102.21,-0.281,1,7,1,6460.31,8891.48
2015-01-13 08:00:00,9481.85,2.151,1,8,1,6725.7,9309.86
2015-01-13 09:00:00,9391.99,4.539,1,9,1,7117.96,9278.78
2015-01-13 10:00:00,9315.19,6.126,1,10,1,7229.7,9228.67
2015-01-13 11:00:00,9217.51,6.994,1,11,1,7321.4,9123.08
2015-01-13 12:00:00,8733.02,7.253,1,12,1,7372.32,8880.14
2015-01-13 13:00:00,8674.78,6.801,1,13,1,7330.51,8791.36
2015-01-13 14:00:00,8547.28,5.439,1,14,1,7212.78,8636.44
2015-01-13 15:00:00,8474.53,3.293,1,15,1,7110.86,8597.85
2015-01-13 16:00:00,8568.36,1.994,1,16,1,7078.24,8777.21
2015-01-13 17:00:00,8969.31,1.642,1,17,1,7760.21,9267.46
2015-01-13 18:00:00,9162.11,1.498,1,18,1,8065.79,9386.23
2015-01-13 19:00:00,8721.01,1.357,1,19,1,7943.51,9056.52
2015-01-13 20:00:00,8229.54,1.243,1,20,1,7494.34,8572.17
2015-01-13 21:00:00,7940.84,1.315,1,21,1,7215.36,8311.2
2015-01-13 22:00:00,7689.37,1.581,1,22,1,7204.14,8125.85
2015-01-13 23:00:00,7175.82,2.189,1,23,1,7004.57,7729.96
2015-01-14 00:00:00,6929.89,2.555,1,0,2,7248.88,7541.0
2015-01-14 01:00:00,6785.98,2.668,1,1,2,7245.72,7509.15
2015-01-14 02:00:00,6731.8,2.608,1,2,2,7184.68,7347.75
2015-01-14 03:00:00,6698.0,2.349,1,3,2,7092.54,7416.96
