date,netload,tmpf,month,hour,dayofweek,kw_2,kw_7,poten_2,poten_7
2015-02-09 05:00:00,61.836096943,46.04,2,5,0,69.070434718,69.45708139,1.958485115000002,2.345131787
2015-02-09 06:00:00,71.6420325,51.98,2,6,0,81.168053612,74.184692779,3.1130846838571244,0.0
2015-02-09 07:00:00,80.93012583,46.94,2,7,0,92.547633333,86.355644722,1.3174100397142894,0.0
2015-02-09 08:00:00,89.458320556,48.92,2,8,0,94.979039999,107.057428055,0.0,11.194735159000018
2015-02-09 09:00:00,81.364472222,60.08,2,9,0,80.516296942,82.506818333,1.5749485302857096,3.565469921285711
2015-02-09 10:00:00,50.437013889,66.92,2,10,0,70.666523052,71.650640277,7.1451272591428605,8.129244484142852
2015-02-09 11:00:00,25.278653612,71.96,2,11,0,54.643537501,39.691910554,11.236104008428557,0.0
2015-02-09 12:00:00,9.025291667,75.92,2,12,0,45.847445279,26.691163334,22.88878075471428,3.7324988097142793
2015-02-09 13:00:00,6.21574639,77.0,2,13,0,25.525876389,28.177253333,24.097072975714287,26.74844991971429
2015-02-09 14:00:00,9.21732361,78.98,2,14,0,10.0647725,25.635187498,14.706182699142856,30.27659769714285
2015-02-09 15:00:00,13.656786389,80.06,2,15,0,8.052697221,40.612866668,8.157171825714286,40.717341272714286
2015-02-09 16:00:00,25.713680555,80.96,2,16,0,31.760212779,48.181536667,14.706547382285711,31.12787127028572
2015-02-09 17:00:00,43.891361111,78.98,2,17,0,46.20574722,66.488409166,3.3173650371428565,23.60002698314285
2015-02-09 18:00:00,69.787091948,73.94,2,18,0,67.847605834,74.857455832,4.9675895632857205,11.977439561285712
2015-02-09 19:00:00,78.527811112,64.94,2,19,0,78.348237779,77.865978056,4.846324485428582,4.364064762428583
2015-02-09 20:00:00,78.762701942,55.94,2,20,0,80.864616392,90.649461108,0.0,7.790202258285703
