ept,netload,tmp,month,hour,dayofweek,mw_2,mw_7
2015-02-27 16:00:00,8841.75,2.676,2,16,4,8979.15,8944.35
2015-02-27 17:00:00,8983.66,1.929,2,17,4,9125.9,9144.42
2015-02-27 18:00:00,8878.41,1.468,2,18,4,9059.14,9077.44
2015-02-27 19:00:00,8559.69,0.964,2,19,4,8789.25,8632.92
2015-02-27 20:00:00,7963.84,0.471,2,20,4,8247.58,8131.89
2015-02-27 21:00:00,7414.99,0.135,2,21,4,7728.08,7631.45
2015-02-27 22:00:00,7072.59,-0.137,2,22,4,7340.9,7236.18
2015-02-27 23:00:00,6598.49,-0.369,2,23,4,7156.4,6876.13
2015-02-28 00:00:00,6537.87,-0.613,2,0,5,7233.78,6826.12
2015-02-28 01:00:00,6467.22,-0.855,2,1,5,7072.49,6747.67
2015-02-28 02:00:00,6421.26,-1.101,2,2,5,6939.1,6694.62
2015-02-28 03:00:00,6474.61,-1.287,2,3,5,7061.05,6740.51
2015-02-28 04:00:00,6472.23,-1.391,2,4,5,7505.61,6746.54
2015-02-28 05:00:00,6792.97,-1.36,2,5,5,8508.35,7053.34
2015-02-28 06:00:00,7079.15,-0.12,2,6,5,8873.82,7329.48
2015-02-28 07:00:00,7470.13,1.552,2,7,5,9085.32,7673.86
2015-02-28 08:00:00,7820.71,3.602,2,8,5,9161.9,8094.29
2015-02-28 09:00:00,8060.53,4.567,2,9,5,9064.89,8228.52
2015-02-28 10:00:00,8061.6,5.029,2,10,5,9027.35,8154.77
2015-02-28 11:00:00,7993.26,5.283,2,11,5,9112.94,7948.63
2015-02-28 12:00:00,7962.72,5.367,2,12,5,9072.78,7855.94
2015-02-28 13:00:00,7804.55,5.241,2,13,5,8980.9,7646.15
2015-02-28 14:00:00,7756.96,4.782,2,14,5,8950.87,7527.82
2015-02-28 15:00:00,7620.95,3.346,2,15,5,8778.35,7420.62
2015-02-28 16:00:00,7646.2,1.668,2,16,5,8953.47,7678.15
2015-02-28 17:00:00,7996.87,0.959,2,17,5,9144.78,8032.99
2015-02-28 18:00:00,7819.04,0.369,2,18,5,9069.89,7814.95
2015-02-28 19:00:00,7553.91,-0.22,2,19,5,8846.25,7495.48
2015-02-28 20:00:00,7126.74,-0.785,2,20,5,8287.68,7098.02
2015-02-28 21:00:00,6849.52,-1.185,2,21,5,7816.0,6853.27
2015-02-28 22:00:00,6579.07,-1.498,2,22,5,7435.49,6567.58
2015-02-28 23:00:00,6340.09,-1.748,2,23,5,7232.67,6311.36
2015-03-01 00:00:00,6289.04,-1.887,3,0,6,7254.61,6203.59
2015-03-01 01:00:00,6316.66,-2.018,3,1,6,7134.1,6261.17
2015-03-01 02:00:00,6332.53,-2.101,3,2,6,6989.87,6242.45
2015-03-01 03:00:00,6356.96,-2.062,3,3,6,7092.46,6246.42
2015-03-01 04:00:00,6323.18,-1.962,3,4,6,7547.33,6195.43
2015-03-01 05:00:00,6459.48,-1.738,3,5,6,8532.06,6381.18
2015-03-01 06:00:00,6722.96,-0.721,3,6,6,8951.09,6619.65
2015-03-01 07:00:00,7045.1,0.555,3,7,6,9130.39,6970.84
2015-03-01 08:00:00,7514.91,2.318,3,8,6,9196.33,7513.01
2015-03-01 09:00:00,7843.44,3.682,3,9,6,9145.85,7792.44
2015-03-01 10:00:00,7817.69,4.32,3,10,6,9038.12,7828.07
2015-03-01 11:00:00,7694.99,4.587,3,11,6,9121.66,7661.47
2015-03-01 12:00:00,7669.13,4.617,3,12,6,9040.53,7574.38
2015-03-01 13:00:00,7778.59,4.404,3,13,6,8923.59,7668.62
2015-03-01 14:00:00,7720.26,3.927,3,14,6,8873.32,7671.87
2015-03-01 15:00:00,7589.68,3.115,3,15,6,8699.95,7588.27
2015-03-01 16:00:00,7639.59,1.965,3,16,6,8841.75,7709.17
2015-03-01 17:00:00,8006.12,1.472,3,17,6,8983.66,8115.89
2015-03-01 18:00:00,7941.83,1.314,3,18,6,8878.41,7958.85
2015-03-01 19:00:00,7697.04,1.368,3,19,6,8559.69,7765.39
2015-03-01 20:00:00,7371.42,1.564,3,20,6,7963.84,7383.33
2015-03-01 21:00:00,7212.14,1.538,3,21,6,7414.99,7292.02
2015-03-01 22:00:00,6944.07,1.553,3,22,6,7072.59,7001.47
2015-03-01 23:00:00,6888.03,1.587,3,23,6,6598.49,6923.01
2015-03-02 00:00:00,6965.97,1.714,3,0,0,6537.87,6992.12
2015-03-02 01:00:00,6834.53,1.932,3,1,0,6467.22,6880.53
2015-03-02 02:00:00,6699.98,2.213,3,2,0,6421.26,6788.58
2015-03-02 03:00:00,6821.65,2.445,3,3,0,6474.61,6949.05
2015-03-02 04:00:00,7313.73,2.619,3,4,0,6472.23,7413.25
2015-03-02 05:00:00,8407.72,2.726,3,5,0,6792.97,8542.92
2015-03-02 06:00:00,8917.63,3.396,3,6,0,7079.15,8997.06
2015-03-02 07:00:00,9160.67,4.6,3,7,0,7470.13,9219.99
2015-03-02 08:00:00,9219.98,5.696,3,8,0,7820.71,9290.4
2015-03-02 09:00:00,9149.95,6.22,3,9,0,8060.53,9144.7
2015-03-02 10:00:00,9180.16,6.536,3,10,0,8061.6,9174.13
2015-03-02 11:00:00,9312.39,6.778,3,11,0,7993.26,9240.2
2015-03-02 12:00:00,9264.63,6.945,3,12,0,7962.72,9145.09
2015-03-02 13:00:00,9079.55,6.922,3,13,0,7804.55,9030.47
2015-03-02 14:00:00,8972.31,6.379,3,14,0,7756.96,8963.45
2015-03-02 15:00:00,8673.77,4.869,3,15,0,7620.95,8915.85
2015-03-02 16:00:00,8821.09,1.983,3,16,0,7646.2,9161.61
2015-03-02 17:00:00,9180.27,0.719,3,17,0,7996.87,9142.06
2015-03-02 18:00:00,9171.5,0.011,3,18,0,7819.04,9093.72
2015-03-02 19:00:00,8809.26,-0.504,3,19,0,7553.91,8735.03
2015-03-02 20:00:00,8251.66,-0.685,3,20,0,7126.74,8181.52
2015-03-02 21:00:00,7741.14,-0.675,3,21,0,6849.52,7687.24
2015-03-02 22:00:00,7342.42,-0.529,3,22,0,6579.07,7323.6
2015-03-02 23:00:00,7186.91,-0.458,3,23,0,6340.09,7129.1
2015-03-03 00:00:00,7235.31,-0.318,3,0,1,6289.04,7166.5
2015-03-03 01:00:00,7079.94,-0.407,3,1,1,6316.66,7030.73
2015-03-03 02:00:00,7002.91,-0.532,3,2,1,6332.53,6909.18
2015-03-03 03:00:00,7135.44,-0.633,3,3,1,6356.96,7041.42
2015-03-03 04:00:00,7610.03,-0.762,3,4,1,6323.18,7470.23
2015-03-03 05:00:00,8538.23,-0.919,3,5,1,6459.48,8546.95
2015-03-03 06:00:00,8945.39,-0.273,3,6,1,6722.96,8944.74
2015-03-03 07:00:00,9072.77,1.215,3,7,1,7045.1,9130.12
2015-03-03 08:00:00,9147.23,2.649,3,8,1,7514.91,9221.82
2015-03-03 09:00:00,8986.3,3.768,3,9,1,7843.44,9118.8
2015-03-03 10:00:00,8997.46,4.667,3,10,1,7817.69,9119.11
2015-03-03 11:00:00,9015.49,5.313,3,11,1,7694.99,9171.47
2015-03-03 12:00:00,8964.0,5.699,3,12,1,7669.13,9131.58
2015-03-03 13:00:00,8856.3,5.764,3,13,1,7778.59,9071.98
2015-03-03 14:00:00,8764.3,5.383,3,14,1,7720.26,8993.43
2015-03-03 15:00:00,8489.34,3.732,3,15,1,7589.68,8826.18
2015-03-03 16:00:00,8718.85,0.575,3,16,1,7639.59,9050.18
2015-03-03 17:00:00,9168.27,-0.16,3,17,1,8006.12,9189.64
2015-03-03 18:00:00,9194.35,-0.382,3,18,1,7941.83,9085.54
2015-03-03 19:00:00,8849.43,-0.519,3,19,1,7697.04,8739.82
2015-03-03 20:00:00,8261.11,-0.603,3,20,1,7371.42,8211.98
2015-03-03 21:00:00,7787.06,-0.573,3,21,1,7212.14,7753.13
2015-03-03 22:00:00,7369.47,-0.441,3,22,1,6944.07,7336.65
2015-03-03 23:00:00,7188.14,-0.179,3,23,1,6888.03,7160.72
2015-03-04 00:00:00,7181.85,0.132,3,0,2,6965.97,7178.65
2015-03-04 01:00:00,7067.67,0.267,3,1,2,6834.53,7031.55
2015-03-04 02:00:00,6939.76,0.333,3,2,2,6699.98,6943.35
2015-03-04 03:00:00,7077.5,0.258,3,3,2,6821.65,7046.89
2015-03-04 04:00:00,7545.2,-0.024,3,4,2,7313.73,7503.36
2015-03-04 05:00:00,8546.91,-0.673,3,5,2,8407.72,8558.87
2015-03-04 06:00:00,8902.65,-0.051,3,6,2,8917.63,8990.24
2015-03-04 07:00:00,9010.72,1.355,3,7,2,9160.67,9158.33
2015-03-04 08:00:00,9089.26,3.031,3,8,2,9219.98,9305.97
2015-03-04 09:00:00,9026.76,4.141,3,9,2,9149.95,9156.31
2015-03-04 10:00:00,9040.35,4.765,3,10,2,9180.16,9089.86
2015-03-04 11:00:00,9109.44,5.122,3,11,2,9312.39,9156.73
2015-03-04 12:00:00,9089.9,5.2,3,12,2,9264.63,9141.34
2015-03-04 13:00:00,8958.34,5.017,3,13,2,9079.55,9015.49
2015-03-04 14:00:00,8910.64,4.49,3,14,2,8972.31,8941.85
2015-03-04 15:00:00,8683.83,2.958,3,15,2,8673.77,8770.7
2015-03-04 16:00:00,8754.67,-0.103,3,16,2,8821.09,8979.15
2015-03-04 17:00:00,9096.67,-1.126,3,17,2,9180.27,9125.9
2015-03-04 18:00:00,9124.75,-1.55,3,18,2,9171.5,9059.14
2015-03-04 19:00:00,8843.16,-1.83,3,19,2,8809.26,8789.25
2015-03-04 20:00:00,8275.5,-1.984,3,20,2,8251.66,8247.58
2015-03-04 21:00:00,7802.51,-2.041,3,21,2,7741.14,7728.08
2015-03-04 22:00:00,7432.2,-2.036,3,22,2,7342.42,7340.9
2015-03-04 23:00:00,7253.41,-2.019,3,23,2,7186.91,7156.4
2015-03-05 00:00:00,7300.78,-2.079,3,0,3,7235.31,7233.78
2015-03-05 01:00:00,7106.51,-2.165,3,1,3,7079.94,7072.49
2015-03-05 02:00:00,6995.78,-2.199,3,2,3,7002.91,6939.1
2015-03-05 03:00:00,7107.62,-2.112,3,3,3,7135.44,7061.05
2015-03-05 04:00:00,7598.54,-2.022,3,4,3,7610.03,7505.61
2015-03-05 05:00:00,8566.34,-1.867,3,5,3,8538.23,8508.35
2015-03-05 06:00:00,9028.1,-0.371,3,6,3,8945.39,8873.82
2015-03-05 07:00:00,9179.03,1.275,3,7,3,9072.77,9085.32
2015-03-05 08:00:00,9263.67,2.576,3,8,3,9147.23,9161.9
2015-03-05 09:00:00,9165.87,3.176,3,9,3,8986.3,9064.89
2015-03-05 10:00:00,9226.44,3.654,3,10,3,8997.46,9027.35
2015-03-05 11:00:00,9302.56,3.952,3,11,3,9015.49,9112.94
2015-03-05 12:00:00,9250.09,4.059,3,12,3,8964.0,9072.78
2015-03-05 13:00:00,9144.17,4.005,3,13,3,8856.3,8980.9
2015-03-05 14:00:00,9049.18,3.631,3,14,3,8764.3,8950.87
2015-03-05 15:00:00,8808.11,2.389,3,15,3,8489.34,8778.35
2015-03-05 16:00:00,8978.2,-0.272,3,16,3,8718.85,8953.47
2015-03-05 17:00:00,9212.97,-0.965,3,17,3,9168.27,9144.78
2015-03-05 18:00:00,9255.59,-1.186,3,18,3,9194.35,9069.89
2015-03-05 19:00:00,8924.12,-1.456,3,19,3,8849.43,8846.25
2015-03-05 20:00:00,8319.29,-1.611,3,20,3,8261.11,8287.68
2015-03-05 21:00:00,7818.83,-1.683,3,21,3,7787.06,7816.0
2015-03-05 22:00:00,7427.46,-1.745,3,22,3,7369.47,7435.49
2015-03-05 23:00:00,7198.19,-1.804,3,23,3,7188.14,7232.67
2015-03-06 00:00:00,7247.69,-1.821,3,0,4,7181.85,7254.61
2015-03-06 01:00:00,7115.28,-1.793,3,1,4,7067.67,7134.1
2015-03-06 02:00:00,7014.28,-1.785,3,2,4,6939.76,6989.87
2015-03-06 03:00:00,7101.45,-1.841,3,3,4,7077.5,7092.46
2015-03-06 04:00:00,7577.87,-1.984,3,4,4,7545.2,7547.33
2015-03-06 05:00:00,8493.1,-1.965,3,5,4,8546.91,8532.06
2015-03-06 06:00:00,8955.76,-0.706,3,6,4,8902.65,8951.09
2015-03-06 07:00:00,9075.73,1.169,3,7,4,9010.72,9130.39
2015-03-06 08:00:00,9150.31,2.971,3,8,4,9089.26,9196.33
2015-03-06 09:00:00,8992.18,3.89,3,9,4,9026.76,9145.85
2015-03-06 10:00:00,8978.93,4.513,3,10,4,9040.35,9038.12
2015-03-06 11:00:00,9055.85,5.043,3,11,4,9109.44,9121.66
2015-03-06 12:00:00,8986.53,5.359,3,12,4,9089.9,9040.53
2015-03-06 13:00:00,8891.4,5.326,3,13,4,8958.34,8923.59
2015-03-06 14:00:00,8823.0,4.905,3,14,4,8910.64,8873.32
2015-03-06 15:00:00,8632.46,3.453,3,15,4,8683.83,8699.95
2015-03-06 16:00:00,8738.72,1.021,3,16,4,8754.67,8841.75
2015-03-06 17:00:00,8965.2,0.231,3,17,4,9096.67,8983.66
2015-03-06 18:00:00,8906.2,-0.152,3,18,4,9124.75,8878.41
2015-03-06 19:00:00,8517.89,-0.508,3,19,4,8843.16,8559.69
2015-03-06 20:00:00,7927.0,-0.783,3,20,4,8275.5,7963.84
2015-03-06 21:00:00,7393.24,-0.822,3,21,4,7802.51,7414.99
2015-03-06 22:00:00,7036.15,-1.078,3,22,4,7432.2,7072.59
2015-03-06 23:00:00,6574.81,-1.46,3,23,4,7253.41,6598.49
2015-03-07 00:00:00,6503.73,-1.673,3,0,5,7300.78,6537.87
2015-03-07 01:00:00,6416.88,-1.788,3,1,5,7106.51,6467.22
2015-03-07 02:00:00,6373.25,-1.9,3,2,5,6995.78,6421.26
2015-03-07 03:00:00,6411.77,-2.001,3,3,5,7107.62,6474.61
2015-03-07 04:00:00,6442.21,-1.971,3,4,5,7598.54,6472.23
2015-03-07 05:00:00,6697.67,-1.635,3,5,5,8566.34,6792.97
2015-03-07 06:00:00,7066.82,0.403,3,6,5,9028.1,7079.15
2015-03-07 07:00:00,7355.78,2.44,3,7,5,9179.03,7470.13
2015-03-07 08:00:00,7707.8,4.936,3,8,5,9263.67,7820.71
2015-03-07 09:00:00,7849.22,6.457,3,9,5,9165.87,8060.53
2015-03-07 10:00:00,7766.57,7.309,3,10,5,9226.44,8061.6
2015-03-07 11:00:00,7706.81,7.944,3,11,5,9302.56,7993.26
2015-03-07 12:00:00,7642.09,8.245,3,12,5,9250.09,7962.72
2015-03-07 13:00:00,7426.96,8.313,3,13,5,9144.17,7804.55
2015-03-07 14:00:00,7293.36,7.869,3,14,5,9049.18,7756.96
2015-03-07 15:00:00,7080.0,6.472,3,15,5,8808.11,7620.95
2015-03-07 16:00:00,7122.22,4.464,3,16,5,8978.2,7646.2
2015-03-07 17:00:00,7691.47,3.213,3,17,5,9212.97,7996.87
2015-03-07 18:00:00,7608.22,2.196,3,18,5,9255.59,7819.04
2015-03-07 19:00:00,7344.19,1.023,3,19,5,8924.12,7553.91
2015-03-07 20:00:00,6944.71,0.221,3,20,5,8319.29,7126.74
2015-03-07 21:00:00,6663.28,-0.117,3,21,5,7818.83,6849.52
2015-03-07 22:00:00,6417.85,-0.418,3,22,5,7427.46,6579.07
2015-03-07 23:00:00,6191.25,-0.769,3,23,5,7198.19,6340.09
2015-03-08 00:00:00,6104.42,-1.094,3,0,6,7247.69,6289.04
2015-03-08 01:00:00,6183.92,-1.317,3,1,6,7115.28,6316.66
2015-03-08 02:00:00,6171.57,-1.501,3,2,6,7014.28,6332.53
2015-03-08 03:00:00,6144.98,-1.681,3,3,6,7101.45,6356.96
2015-03-08 04:00:00,6126.51,-1.808,3,4,6,7577.87,6323.18
2015-03-08 05:00:00,6245.69,-1.549,3,5,6,8493.1,6459.48
2015-03-08 06:00:00,6603.2,0.798,3,6,6,8955.76,6722.96
2015-03-08 07:00:00,6918.88,2.705,3,7,6,9075.73,7045.1
2015-03-08 08:00:00,7309.57,5.42,3,8,6,9150.31,7514.91
2015-03-08 09:00:00,7533.52,7.452,3,9,6,8992.18,7843.44
2015-03-08 10:00:00,7466.56,8.86,3,10,6,8978.93,7817.69
2015-03-08 11:00:00,7220.29,9.847,3,11,6,9055.85,7694.99
2015-03-08 12:00:00,7078.57,10.364,3,12,6,8986.53,7669.13
2015-03-08 13:00:00,7072.15,10.376,3,13,6,8891.4,7778.59
2015-03-08 14:00:00,7021.21,9.741,3,14,6,8823.0,7720.26
2015-03-08 15:00:00,6893.57,7.602,3,15,6,8632.46,7589.68
2015-03-08 16:00:00,7022.59,3.878,3,16,6,8738.72,7639.59
2015-03-08 17:00:00,7772.21,2.602,3,17,6,8965.2,8006.12
2015-03-08 18:00:00,7834.3,2.044,3,18,6,8906.2,7941.83
2015-03-08 19:00:00,7592.29,1.36,3,19,6,8517.89,7697.04
2015-03-08 20:00:00,7238.47,0.672,3,20,6,7927.0,7371.42
2015-03-08 21:00:00,7096.28,0.094,3,21,6,7393.24,7212.14
2015-03-08 22:00:00,6814.49,-0.442,3,22,6,7036.15,6944.07
2015-03-08 23:00:00,6735.43,-0.901,3,23,6,6574.81,6888.03
2015-03-09 00:00:00,6830.41,-1.196,3,0,0,6503.73,6965.97
2015-03-09 01:00:00,6695.51,-1.341,3,1,0,6416.88,6834.53
2015-03-09 02:00:00,6617.53,-1.369,3,2,0,6373.25,6699.98
2015-03-09 03:00:00,6757.28,-1.29,3,3,0,6411.77,6821.65
2015-03-09 04:00:00,7268.97,-1.297,3,4,0,6442.21,7313.73
2015-03-09 05:00:00,8212.2,-1.129,3,5,0,6697.67,8407.72
2015-03-09 06:00:00,8735.97,0.357,3,6,0,7066.82,8917.63
2015-03-09 07:00:00,8860.38,2.256,3,7,0,7355.78,9160.67
2015-03-09 08:00:00,8811.97,4.739,3,8,0,7707.8,9219.98
2015-03-09 09:00:00,8693.16,6.96,3,9,0,7849.22,9149.95
2015-03-09 10:00:00,8707.16,8.528,3,10,0,7766.57,9180.16
2015-03-09 11:00:00,8757.97,9.462,3,11,0,7706.81,9312.39
2015-03-09 12:00:00,8683.69,9.85,3,12,0,7642.09,9264.63
2015-03-09 13:00:00,8564.16,9.855,3,13,0,7426.96,9079.55
2015-03-09 14:00:00,8417.05,9.393,3,14,0,7293.36,8972.31
2015-03-09 15:00:00,8222.02,7.653,3,15,0,7080.0,8673.77
2015-03-09 16:00:00,8387.71,4.272,3,16,0,7122.22,8821.09
2015-03-09 17:00:00,8886.2,2.644,3,17,0,7691.47,9180.27
2015-03-09 18:00:00,9020.99,1.745,3,18,0,7608.22,9171.5
2015-03-09 19:00:00,8677.52,1.024,3,19,0,7344.19,8809.26
2015-03-09 20:00:00,8140.47,0.385,3,20,0,6944.71,8251.66
2015-03-09 21:00:00,7628.81,-0.11,3,21,0,6663.28,7741.14
2015-03-09 22:00:00,7244.95,-0.451,3,22,0,6417.85,7342.42
2015-03-09 23:00:00,7072.29,-0.643,3,23,0,6191.25,7186.91
2015-03-10 00:00:00,7107.53,-0.724,3,0,1,6104.42,7235.31
2015-03-10 01:00:00,6949.31,-0.719,3,1,1,6183.92,7079.94
2015-03-10 02:00:00,6863.12,-0.68,3,2,1,6171.57,7002.91
2015-03-10 03:00:00,7019.18,-0.809,3,3,1,6144.98,7135.44
2015-03-10 04:00:00,7497.3,-1.095,3,4,1,6126.51,7610.03
2015-03-10 05:00:00,8420.37,-1.104,3,5,1,6245.69,8538.23
2015-03-10 06:00:00,8799.58,1.28,3,6,1,6603.2,8945.39
2015-03-10 07:00:00,8888.2,3.287,3,7,1,6918.88,9072.77
2015-03-10 08:00:00,8806.75,6.048,3,8,1,7309.57,9147.23
2015-03-10 09:00:00,8627.92,8.246,3,9,1,7533.52,8986.3
2015-03-10 10:00:00,8639.62,9.668,3,10,1,7466.56,8997.46
2015-03-10 11:00:00,8644.35,10.644,3,11,1,7220.29,9015.49
2015-03-10 12:00:00,8545.41,11.202,3,12,1,7078.57,8964.0
2015-03-10 13:00:00,8424.44,11.291,3,13,1,7072.15,8856.3
2015-03-10 14:00:00,8328.02,10.76,3,14,1,7021.21,8764.3
2015-03-10 15:00:00,8161.17,8.949,3,15,1,6893.57,8489.34
2015-03-10 16:00:00,8425.05,6.683,3,16,1,7022.59,8718.85
2015-03-10 17:00:00,8891.67,5.601,3,17,1,7772.21,9168.27
2015-03-10 18:00:00,8973.62,4.754,3,18,1,7834.3,9194.35
2015-03-10 19:00:00,8651.7,4.015,3,19,1,7592.29,8849.43
2015-03-10 20:00:00,8058.09,3.426,3,20,1,7238.47,8261.11
2015-03-10 21:00:00,7503.65,3.105,3,21,1,7096.28,7787.06
2015-03-10 22:00:00,7167.09,3.059,3,22,1,6814.49,7369.47
2015-03-10 23:00:00,6979.54,2.997,3,23,1,6735.43,7188.14
2015-03-11 00:00:00,7040.34,2.845,3,0,2,6830.41,7181.85
2015-03-11 01:00:00,6869.82,2.645,3,1,2,6695.51,7067.67
2015-03-11 02:00:00,6796.19,2.39,3,2,2,6617.53,6939.76
2015-03-11 03:00:00,6922.28,2.061,3,3,2,6757.28,7077.5
2015-03-11 04:00:00,7369.65,1.844,3,4,2,7268.97,7545.2
2015-03-11 05:00:00,8345.47,1.589,3,5,2,8212.2,8546.91
2015-03-11 06:00:00,8847.72,1.76,3,6,2,8735.97,8902.65
2015-03-11 07:00:00,9009.74,2.303,3,7,2,8860.38,9010.72
2015-03-11 08:00:00,9122.63,3.127,3,8,2,8811.97,9089.26
2015-03-11 09:00:00,9029.95,3.834,3,9,2,8693.16,9026.76
2015-03-11 10:00:00,9056.45,4.384,3,10,2,8707.16,9040.35
2015-03-11 11:00:00,9168.85,4.672,3,11,2,8757.97,9109.44
2015-03-11 12:00:00,9126.2,4.675,3,12,2,8683.69,9089.9
2015-03-11 13:00:00,9017.03,4.45,3,13,2,8564.16,8958.34
2015-03-11 14:00:00,8964.09,3.996,3,14,2,8417.05,8910.64
2015-03-11 15:00:00,8768.15,3.186,3,15,2,8222.02,8683.83
2015-03-11 16:00:00,8845.57,1.72,3,16,2,8387.71,8754.67
2015-03-11 17:00:00,9062.98,0.795,3,17,2,8886.2,9096.67
2015-03-11 18:00:00,9169.81,0.379,3,18,2,9020.99,9124.75
2015-03-11 19:00:00,8802.06,-0.104,3,19,2,8677.52,8843.16
2015-03-11 20:00:00,8230.28,-0.474,3,20,2,8140.47,8275.5
2015-03-11 21:00:00,7671.4,-0.776,3,21,2,7628.81,7802.51
2015-03-11 22:00:00,7297.88,-0.886,3,22,2,7244.95,7432.2
2015-03-11 23:00:00,7096.72,-1.007,3,23,2,7072.29,7253.41
2015-03-12 00:00:00,7123.48,-1.041,3,0,3,7107.53,7300.78
2015-03-12 01:00:00,6943.87,-0.999,3,1,3,6949.31,7106.51
2015-03-12 02:00:00,6804.57,-0.926,3,2,3,6863.12,6995.78
2015-03-12 03:00:00,6936.68,-0.876,3,3,3,7019.18,7107.62
2015-03-12 04:00:00,7385.35,-0.856,3,4,3,7497.3,7598.54
2015-03-12 05:00:00,8301.24,-0.644,3,5,3,8420.37,8566.34
2015-03-12 06:00:00,8781.09,0.295,3,6,3,8799.58,9028.1
2015-03-12 07:00:00,8948.97,1.688,3,7,3,8888.2,9179.03
2015-03-12 08:00:00,8973.37,3.363,3,8,3,8806.75,9263.67
2015-03-12 09:00:00,8876.01,4.335,3,9,3,8627.92,9165.87
2015-03-12 10:00:00,8981.18,5.016,3,10,3,8639.62,9226.44
2015-03-12 11:00:00,9108.31,5.457,3,11,3,8644.35,9302.56
2015-03-12 12:00:00,9091.83,5.664,3,12,3,8545.41,9250.09
2015-03-12 13:00:00,9017.44,5.529,3,13,3,8424.44,9144.17
2015-03-12 14:00:00,8992.61,5.004,3,14,3,8328.02,9049.18
2015-03-12 15:00:00,8800.23,4.007,3,15,3,8161.17,8808.11
2015-03-12 16:00:00,8908.87,2.235,3,16,3,8425.05,8978.2
2015-03-12 17:00:00,9063.95,0.997,3,17,3,8891.67,9212.97
2015-03-12 18:00:00,9113.58,0.404,3,18,3,8973.62,9255.59
2015-03-12 19:00:00,8787.92,-0.044,3,19,3,8651.7,8924.12
2015-03-12 20:00:00,8172.02,-0.379,3,20,3,8058.09,8319.29
2015-03-12 21:00:00,7651.06,-0.418,3,21,3,7503.65,7818.83
2015-03-12 22:00:00,7248.72,-0.454,3,22,3,7167.09,7427.46
2015-03-12 23:00:00,7018.07,-0.504,3,23,3,6979.54,7198.19
2015-03-13 00:00:00,7059.33,-0.546,3,0,4,7040.34,7247.69
2015-03-13 01:00:00,6951.51,-0.602,3,1,4,6869.82,7115.28
2015-03-13 02:00:00,6832.26,-0.598,3,2,4,6796.19,7014.28
2015-03-13 03:00:00,6937.13,-0.58,3,3,4,6922.28,7101.45
2015-03-13 04:00:00,7360.29,-0.611,3,4,4,7369.65,7577.87
2015-03-13 05:00:00,8298.98,-0.524,3,5,4,8345.47,8493.1
2015-03-13 06:00:00,8773.29,0.338,3,6,4,8847.72,8955.76
2015-03-13 07:00:00,9018.6,1.696,3,7,4,9009.74,9075.73
2015-03-13 08:00:00,9161.35,3.003,3,8,4,9122.63,9150.31
2015-03-13 09:00:00,9110.62,3.993,3,9,4,9029.95,8992.18
2015-03-13 10:00:00,9141.94,4.684,3,10,4,9056.45,8978.93
2015-03-13 11:00:00,9189.25,5.019,3,11,4,9168.85,9055.85
2015-03-13 12:00:00,9135.63,5.102,3,12,4,9126.2,8986.53
2015-03-13 13:00:00,9039.23,4.864,3,13,4,9017.03,8891.4
2015-03-13 14:00:00,9005.0,4.317,3,14,4,8964.09,8823.0
2015-03-13 15:00:00,8761.18,3.48,3,15,4,8768.15,8632.46
2015-03-13 16:00:00,8762.94,2.032,3,16,4,8845.57,8738.72
2015-03-13 17:00:00,8877.8,0.943,3,17,4,9062.98,8965.2
2015-03-13 18:00:00,8848.1,0.448,3,18,4,9169.81,8906.2
2015-03-13 19:00:00,8458.08,0.055,3,19,4,8802.06,8517.89
2015-03-13 20:00:00,7861.43,-0.251,3,20,4,8230.28,7927.0
2015-03-13 21:00:00,7288.44,-0.398,3,21,4,7671.4,7393.24
2015-03-13 22:00:00,6926.59,-0.521,3,22,4,7297.88,7036.15
2015-03-13 23:00:00,6440.61,-0.573,3,23,4,7096.72,6574.81
2015-03-14 00:00:00,6403.4,-0.564,3,0,5,7123.48,6503.73
2015-03-14 01:00:00,6341.84,-0.583,3,1,5,6943.87,6416.88
2015-03-14 02:00:00,6309.19,-0.674,3,2,5,6804.57,6373.25
2015-03-14 03:00:00,6342.8,-0.807,3,3,5,6936.68,6411.77
2015-03-14 04:00:00,6364.43,-0.955,3,4,5,7385.35,6442.21
2015-03-14 05:00:00,6619.2,-0.863,3,5,5,8301.24,6697.67
2015-03-14 06:00:00,6984.66,0.063,3,6,5,8781.09,7066.82
2015-03-14 07:00:00,7376.25,1.252,3,7,5,8948.97,7355.78
2015-03-14 08:00:00,7813.99,2.377,3,8,5,8973.37,7707.8
2015-03-14 09:00:00,8051.44,3.172,3,9,5,8876.01,7849.22
2015-03-14 10:00:00,8017.23,3.706,3,10,5,8981.18,7766.57
2015-03-14 11:00:00,7932.93,4.194,3,11,5,9108.31,7706.81
2015-03-14 12:00:00,7903.08,4.405,3,12,5,9091.83,7642.09
2015-03-14 13:00:00,7771.83,4.266,3,13,5,9017.44,7426.96
2015-03-14 14:00:00,7710.41,3.814,3,14,5,8992.61,7293.36
2015-03-14 15:00:00,7569.73,3.049,3,15,5,8800.23,7080.0
2015-03-14 16:00:00,7491.07,1.83,3,16,5,8908.87,7122.22
2015-03-14 17:00:00,7796.26,1.104,3,17,5,9063.95,7691.47
2015-03-14 18:00:00,7745.16,0.846,3,18,5,9113.58,7608.22
