date,month,hour,dayofweek,netload,tmpc,mw2day,mw7day,poten_2,poten_7
2017-01-08 00:00:00,1,0,6,5735.0,-2.533,4926.0,5583.0,0.0,575.4193333333333
2017-01-08 01:00:00,1,1,6,5414.0,-2.682,4807.0,5309.0,0.0,488.5619999999999
2017-01-08 02:00:00,1,2,6,5290.0,-2.846,4627.0,5036.0,0.0,359.9923333333336
2017-01-08 03:00:00,1,3,6,5221.0,-2.967,4584.0,4917.0,0.0,214.1066666666657
2017-01-08 04:00:00,1,4,6,5316.0,-3.04,4749.0,4953.0,0.0,0.0
2017-01-08 05:00:00,1,5,6,5529.0,-3.102,5000.0,5036.0,0.0,0.0
2017-01-08 06:00:00,1,6,6,5917.0,-2.848,5398.0,5274.0,0.0,0.0
2017-01-08 07:00:00,1,7,6,6684.0,-2.09,5963.0,5613.0,0.0,0.0
2017-01-08 08:00:00,1,8,6,7285.0,-1.23,6416.0,6074.0,0.0,0.0
2017-01-08 09:00:00,1,9,6,7779.0,-0.41,6834.0,6480.0,0.0,0.0
2017-01-08 10:00:00,1,10,6,8039.0,0.212,7048.0,6570.0,123.21466666666674,0.0
2017-01-08 11:00:00,1,11,6,7939.0,0.624,6822.0,6285.0,16.12199999999939,0.0
2017-01-08 12:00:00,1,12,6,7519.0,0.766,6340.0,5752.0,0.0,0.0
2017-01-08 13:00:00,1,13,6,7575.0,0.53,6450.0,5788.0,0.0,0.0
2017-01-08 14:00:00,1,14,6,7592.0,-0.237,6490.0,5982.0,0.0,0.0
2017-01-08 15:00:00,1,15,6,7718.0,-1.405,6555.0,6276.0,0.0,0.0
2017-01-08 16:00:00,1,16,6,8344.0,-1.859,7036.0,6834.0,0.0,0.0
2017-01-08 17:00:00,1,17,6,8528.0,-2.171,7156.0,6933.0,0.0,0.0
2017-01-08 18:00:00,1,18,6,8470.0,-2.447,7048.0,6896.0,0.0,0.0
2017-01-08 19:00:00,1,19,6,8169.0,-2.713,6853.0,6743.0,0.0,0.0
2017-01-08 20:00:00,1,20,6,7690.0,-2.896,6507.0,6419.0,66.1943333333329,0.0
2017-01-08 21:00:00,1,21,6,7256.0,-2.969,6254.0,6186.0,187.21733333333395,119.21733333333395
2017-01-08 22:00:00,1,22,6,6839.0,-3.021,6014.0,5912.0,492.1186666666663,390.1186666666663
2017-01-08 23:00:00,1,23,6,5977.0,-3.075,5323.0,5209.0,316.1930000000002,202.1930000000002
2017-01-09 00:00:00,1,0,0,5895.0,-3.146,5320.0,5153.0,312.41933333333327,145.41933333333327
2017-01-09 01:00:00,1,1,0,5639.0,-3.198,5151.0,4944.0,330.5619999999999,123.5619999999999
2017-01-09 02:00:00,1,2,0,5609.0,-3.192,5021.0,4769.0,344.9923333333336,92.9923333333336
2017-01-09 03:00:00,1,3,0,5715.0,-3.17,4944.0,4803.0,241.1066666666657,100.10666666666566
2017-01-09 04:00:00,1,4,0,6200.0,-3.127,5251.0,5097.0,278.5430000000006,124.54300000000056
2017-01-09 05:00:00,1,5,0,7126.0,-3.118,5560.0,5572.0,148.8753333333334,160.8753333333334
2017-01-09 06:00:00,1,6,0,7847.0,-2.238,6165.0,6115.0,327.8206666666665,277.8206666666665
2017-01-09 07:00:00,1,7,0,8723.0,-1.064,7199.0,6592.0,833.991,226.991
2017-01-09 08:00:00,1,8,0,9193.0,-0.015,7927.0,6817.0,1246.837333333332,136.83733333333203
