True,QR-0.1,GB-0.1,RF-0.1,LSTM-0.1,DNN-0.1,GRU-0.1,QR-0.2,GB-0.2,RF-0.2,LSTM-0.2,DNN-0.2,GRU-0.2,QR-0.30000000000000004,GB-0.30000000000000004,RF-0.30000000000000004,LSTM-0.30000000000000004,DNN-0.30000000000000004,GRU-0.30000000000000004,QR-0.4,GB-0.4,RF-0.4,LSTM-0.4,DNN-0.4,GRU-0.4,QR-0.5,GB-0.5,RF-0.5,LSTM-0.5,DNN-0.5,GRU-0.5,QR-0.6000000000000001,GB-0.6000000000000001,RF-0.6000000000000001,LSTM-0.6000000000000001,DNN-0.6000000000000001,GRU-0.6000000000000001,QR-0.7000000000000001,GB-0.7000000000000001,RF-0.7000000000000001,LSTM-0.7000000000000001,DNN-0.7000000000000001,GRU-0.7000000000000001,QR-0.8,GB-0.8,RF-0.8,LSTM-0.8,DNN-0.8,GRU-0.8,QR-0.9,GB-0.9,RF-0.9,LSTM-0.9,DNN-0.9,GRU-0.9
25.969413612000004,23.983595730151997,21.518520517440912,22.574880445200016,34.535255,16.274704,25.36612,24.535136196858552,24.00591820706145,24.922094112000003,39.341637,8.749893,31.315277,25.382871467011235,25.16771529214268,26.13455138999999,36.172386,16.552475,45.118668,25.361855120586974,26.13539703892625,26.13455138999999,35.04686,21.037094,35.575615,25.863819740555236,26.686511190049494,27.16165249899999,30.794823,29.622887,35.724014,26.159293318659515,26.98935181219648,28.330848056,32.61225,27.421715,31.39293,26.744625265558035,27.80576317297072,29.199876111000002,40.379402,30.707611,59.42122,27.128337007358958,29.229894147069977,29.280712000000015,39.43371,34.90663,40.813927,27.22297879977632,30.55406854312293,33.557447221,37.833565,39.765793,44.90365
24.841946944000007,24.731651111428825,22.731549091545027,19.945718139699984,32.9274,16.076958,22.498032,25.678330125714886,24.941519186960882,23.075449166000006,37.738968,8.915375,30.406738,26.760905603548203,25.459269837552462,23.46934250100002,34.14766,16.578781,43.29721,26.91246999190627,25.90153239412627,24.619579223600006,32.910606,21.196884,34.99601,27.597172083917194,26.163561967501487,24.929139723000013,29.418526,28.899384,32.579674,28.09648418697021,26.864965144511324,25.769852889399992,32.055374,27.88961,30.28209,28.86625134557925,27.508836039027663,26.93859444400001,39.500908,30.707611,55.369995,29.42122441294854,29.50623370712102,28.353162500999993,38.93313,35.253273,38.716858,29.847388927750835,29.878305556684076,31.1347837513,33.14171,39.9013,43.802307
22.147622778000006,19.939445858449297,20.157607882361354,20.410457415999993,32.842964,12.958366,21.604355,20.78517183173131,22.284307752168665,21.061135001000004,37.827415,6.8839417,29.731804,21.781357110812955,23.42394182764037,21.539952502,33.1605,14.496773,41.970413,21.862550978709756,23.595717963906715,23.01298638800001,32.104424,19.516708,32.983612,22.45113842212246,24.698966197154242,23.75240666599999,28.339714,28.692917,31.483727,22.838155495234382,25.011417843119496,24.389804446999996,30.68126,26.68946,29.2621,23.522610441435283,25.350132069148422,25.672528777200007,37.954773,30.707611,54.28885,24.06691706006132,26.969217812600057,27.7839547778,37.05806,33.794945,37.193817,24.432729135669028,27.91806786462282,29.681523332000005,32.129417,38.831413,42.887375
21.157831112000004,19.08793255095336,20.07059902372807,19.211852694700006,30.99575,12.124619,18.853584,20.19698675882814,21.0669375536443,19.84092666599998,35.651443,6.661484,28.416786,21.258986219355258,22.643807028149915,21.061135001000004,31.379944,13.964203,40.28749,21.375819794572188,22.62078985195985,22.235245666600015,28.923378,19.316864,31.135117,21.971049421348987,24.015902277393458,23.488417223000006,26.406326,27.802162,28.238647,22.359011552713447,22.812706100771372,24.389804446999996,29.473259,26.094597,27.769768,23.07737675911941,24.018327395237982,24.958107389700025,36.158737,30.45951,50.74917,23.749146316484534,26.249498451343136,28.242422055400006,35.89502,33.71489,33.73665,24.35741890615494,27.177811523555015,30.76500563930002,29.705948,38.96566,38.288322
18.269143055999997,18.36901145632202,19.94893823752384,19.84092666599998,29.18312,11.481445,16.7219,19.760880372116922,20.866351435833444,19.84092666599998,33.62342,6.4785004,28.2499,20.895923621641906,20.98391234203084,21.093583111800008,29.675804,13.5138855,37.92193,21.06111297429228,21.866207589452962,21.780819719000014,24.41903,19.090652,26.30603,21.677020808626374,22.47453153333297,23.124211389000003,23.932274,26.985367,25.010887,22.08985012491501,22.542018608782975,23.818376610200012,27.31208,25.578064,25.936653,22.866015517928098,23.45445141431741,24.225974723,35.2405,30.111778,47.876053,23.677647789040485,25.21944225506568,26.025333555799996,33.505447,33.65966,29.61856,24.548149807547894,26.528257845427454,29.958655556000004,28.82753,39.08368,31.877129
21.666226945,15.061296236453678,16.0818977869748,18.703590833,27.07788,8.996742,15.471832,16.705087141949186,17.662112799535144,19.372823885999985,30.883583,5.1252594,27.20369,17.912442127259887,19.221746468046696,20.310851390000003,27.580605,11.875496,34.923126,18.120767220324375,19.52918926555497,20.450011945999996,22.459831,18.045593,23.7882,18.748526089463205,20.18567137253182,21.641572360500014,20.666603,26.117538,22.635223,19.170104572816747,19.901178352261844,21.87898516660001,24.408272,24.910126,23.457008,19.986906332580368,20.681903531858588,22.0222680006,33.40956,29.181564,45.836708,20.938974099027128,21.838736098066796,22.925453166000004,27.52253,32.305656,25.7211,22.0516358594926,24.700147116250186,25.354225805499986,25.578362,38.562195,27.848503
19.355148331000002,14.753385845070348,17.522414412394347,18.88525769279999,25.5643,8.452637,14.600716,16.772211733578608,17.872290968701172,20.983077501999993,28.243614,4.8937607,24.765564,18.183305293606217,19.02061903582446,21.199645279000002,25.917854,11.478081,32.624336,18.54439216322985,20.107004919132443,21.979380611399996,19.86145,18.092606,21.801727,19.32641070229044,20.37839809140946,22.858547637999997,19.241646,25.365128,21.373238,19.92486393584509,19.977456976453404,23.600527277399998,21.363815,25.05857,21.367859,20.9105738692812,20.68938893006554,24.02739055419999,32.35357,29.035698,44.219803,22.036614140590437,22.853910995442142,24.721923888,19.088623,32.240326,23.065186,23.474074332309506,24.699966140064497,26.774323333999995,23.204552,38.4843,23.649467
20.401125831999998,15.611412355457965,19.627627182254777,19.781890832999984,24.618744,9.202164,13.131737,17.926085370202465,20.29996212700673,21.0514958332,25.37989,5.4391785,21.487015,19.40201627681092,20.98391234203084,21.870430277999994,24.655014,11.836922,29.466347,19.807775464199004,21.079332203260513,21.870430277999994,17.099625,18.58683,19.068367,20.607090744291078,22.08963987110311,22.215030000000006,18.32956,25.09491,21.188324,21.230326622354532,21.583326012043692,22.928042277799996,19.71222,25.448456,19.390434,22.277110326475146,22.861552900144993,23.465028057000005,32.953644,29.193336,43.55217,23.540398204031156,23.96857253132017,24.49228277699998,15.549751,32.79532,14.882782,25.24837834872391,26.165660481702837,27.025831388000007,21.497086,39.02929,20.761505
19.827739723,15.895569693596592,17.709236390848154,18.339143610900003,23.664902,9.295647,10.632553,18.62684256629155,18.753166776964598,19.339140000000008,21.660172,5.525406,17.800407,20.33868959613958,21.213380443375705,20.142980556000005,22.55796,11.908623,24.226807,20.930539203713174,20.944859083872608,20.151676721999998,10.936905,18.861984,8.988152,21.924839266913644,21.199069038394647,21.078457773999993,13.917351,24.948349,18.554962,22.780137233473248,21.550375296242272,21.503658611,18.5336,25.739227,18.667015,24.043364855292076,23.00029528749392,22.280294444,33.465706,29.120018,43.345894,25.499423607914714,24.341388074180067,22.280294444,13.72361,32.999985,6.0795364,27.56681957020286,28.156826098457522,24.253940138699996,19.38276,38.94883,16.324173
7.507677222999995,18.355626693061573,9.657738805744422,16.720102612699996,24.11966,10.940285,7.820587,21.569236459332295,15.677875298792962,16.749069724,17.089508,6.466339,16.194084,23.616258819322077,17.12321416954574,16.749069724,21.70266,12.746696,21.458252,24.46334483213419,19.118811758879225,16.749069724,9.890717,19.913376,5.0048523,25.74729549369345,24.734720394376872,19.441883609999984,11.237747,24.964638,14.213173,26.931371592969093,22.9191332633821,19.967358612000005,19.082497,26.534103,19.982628,28.47326352082994,25.14483359511427,20.669322027599982,32.650215,29.77629,41.324265,30.126357475312936,22.57103713858742,23.044641386999977,12.9908905,34.201508,0.95155716,32.58395729134883,29.447014761119526,28.498712500000003,17.98574,39.33145,11.718063
-6.181733610000002,2.987657500382767,-15.079310412498288,-17.448852583599994,18.10482,-0.5539856,-6.2729225,6.275387483676191,-1.593905276208936,-2.609654221200003,-2.2848587,0.28895187,5.9555664,8.340638735319466,-2.7022081346762974,0.17002636149999972,2.913826,5.07547,11.423569,9.166347919511033,-1.4885240563275204,6.330444722000003,-2.8844223,14.580704,-6.6387863,10.369733080893006,2.843723328652217,8.602227637999995,-8.988079,16.067566,0.16300964,11.429475144300547,4.452397785894313,9.258190000000006,1.7803917,24.184052,6.7236786,12.889984195391143,7.682563916744037,14.487744998899991,20.545456,25.70366,31.637306,14.67291005111202,8.603825245578115,16.970872502,-0.7961693,27.429642,-14.781952,17.256128112978935,19.990771131492544,24.3616975,8.165619,35.614326,0.6228142
