LR_mape,DT_mape,SVR_mape,LSTM_mape,DNN_mape,GRU_mape,LR_mae,DT_mae,SVR_mae,LSTM_mae,DNN_mae,GRU_mae
11.579984986688359,15.380056945714532,15.474131720405005,20.147996055577703,20.528359926249557,32.95136208687381,7.702015956968497,10.229498928638414,10.29206942563363,13.400724379123412,13.653709905852192,32.95136208687381
