date,tmp,month,hour,dayofweek,mw_2,mw_7,poten_2,poten_7
2015-01-08 00:00:00,-13.9,1,0,3,1935.8,1813.7,284.5385964912282,162.43859649122828
2015-01-08 01:00:00,-14.2,1,1,3,1897.8,1737.4,292.01578947368444,131.61578947368457
2015-01-08 02:00:00,-14.8,1,2,3,1869.6,1700.7,290.7789473684211,121.87894736842122
2015-01-08 03:00:00,-15.6,1,3,3,1868.5,1683.3,297.20175438596493,112.00175438596489
2015-01-08 04:00:00,-16.0,1,4,3,1913.6,1688.4,322.8789473684212,97.6789473684214
2015-01-08 05:00:00,-17.0,1,5,3,1993.8,1719.3,330.738596491228,56.23859649122801
2015-01-08 06:00:00,-17.8,1,6,3,2219.6,1766.2,425.984210526316,0.0
2015-01-08 07:00:00,-18.1,1,7,3,2352.1,1797.7,465.2684210526311,0.0
2015-01-08 08:00:00,-19.0,1,8,3,2326.957419,1807.026917,432.1771929824563,0.0
2015-01-08 09:00:00,-19.7,1,9,3,2291.57609,1842.548271,400.1543859649119,0.0
2015-01-08 10:00:00,-20.4,1,10,3,2304.590341,1833.907879,398.7315789473682,0.0
2015-01-08 11:00:00,-20.8,1,11,3,2269.658223,1869.76621,389.738596491228,0.0
2015-01-08 12:00:00,-20.9,1,12,3,2221.917267,1850.095344,365.8789473684212,5.978947368421132
2015-01-08 13:00:00,-18.0,1,13,3,2247.344563,1902.218272,373.6561403508772,0.0
2015-01-08 14:00:00,-13.5,1,14,3,2265.070948,1772.887111,384.38421052631566,0.0
2015-01-08 15:00:00,-11.6,1,15,3,2301.990501,1810.940283,398.4298245614034,0.0
2015-01-08 16:00:00,-9.7,1,16,3,2412.995628,1981.846279,419.594736842105,5.794736842105294
2015-01-08 17:00:00,-8.4,1,17,3,2542.7,2153.7,440.5350877192982,51.53508771929819
2015-01-08 18:00:00,-7.4,1,18,3,2550.0,2133.9,443.0017543859649,26.901754385964978
2015-01-08 19:00:00,-7.1,1,19,3,2508.1,2096.9,438.4070175438592,27.207017543859365
2015-01-08 20:00:00,-7.4,1,20,3,2442.0,2041.1,427.33684210526303,26.43684210526294
2015-01-08 21:00:00,-8.5,1,21,3,2312.4,1964.9,388.8140350877193,41.31403508771928
2015-01-08 22:00:00,-9.2,1,22,3,2132.8,1854.0,323.9649122807018,45.16491228070163
2015-01-08 23:00:00,-9.3,1,23,3,2004.6,1731.5,296.2491228070171,23.1491228070172
2015-01-09 00:00:00,-9.4,1,0,4,1935.3,1672.9,284.0385964912282,21.638596491228327
2015-01-09 01:00:00,-9.6,1,1,4,1890.7,1640.7,284.9157894736845,34.91578947368453
2015-01-09 02:00:00,-10.4,1,2,4,1857.2,1613.4,278.3789473684212,34.57894736842127
2015-01-09 03:00:00,-10.9,1,3,4,1848.8,1606.2,277.5017543859649,34.90175438596498
2015-01-09 04:00:00,-10.3,1,4,4,1898.1,1632.2,307.3789473684212,41.47894736842136
2015-01-09 05:00:00,-10.1,1,5,4,2032.6,1716.0,369.538596491228,52.93859649122805
2015-01-09 06:00:00,-10.0,1,6,4,2260.6,1835.0,466.984210526316,41.38421052631611
2015-01-09 07:00:00,-9.3,1,7,4,2388.5,1940.2,501.6684210526312,53.36842105263122
2015-01-09 08:00:00,-8.1,1,8,4,2372.438245,1914.688236,454.2771929824562,70.97719298245602
2015-01-09 09:00:00,-8.2,1,9,4,2376.008938,1999.090059,433.1543859649119,120.65438596491184
2015-01-09 10:00:00,-8.4,1,10,4,2287.317022,2005.198274,435.6315789473679,119.23157894736823
2015-01-09 11:00:00,-8.3,1,11,4,2389.632365,1997.932749,456.3385964912279,126.43859649122828
2015-01-09 12:00:00,-8.2,1,12,4,2364.809317,1940.976935,469.078947368421,134.2789473684213
2015-01-09 13:00:00,-7.9,1,13,4,2205.72617,1916.747759,482.5561403508773,139.6561403508772
2015-01-09 14:00:00,-7.3,1,14,4,2249.944134,1903.866571,495.38421052631566,141.98421052631556
2015-01-09 15:00:00,-6.2,1,15,4,2449.419312,1980.241739,516.9298245614034,147.22982456140355
2015-01-09 16:00:00,-4.3,1,16,4,2540.7,2134.537687,546.094736842105,160.09473684210502
2015-01-09 17:00:00,-3.3,1,17,4,2683.9,2266.9,581.7350877192985,164.73508771929846
2015-01-09 18:00:00,-2.3,1,18,4,2689.3,2243.3,582.3017543859651,136.30175438596507
2015-01-09 19:00:00,-2.4,1,19,4,2649.3,2184.9,579.6070175438595,115.20701754385937
2015-01-09 20:00:00,-2.7,1,20,4,2590.3,2127.5,575.6368421052632,112.83684210526305
2015-01-09 21:00:00,-3.6,1,21,4,2451.2,2030.5,527.614035087719,106.91403508771918
2015-01-09 22:00:00,-4.1,1,22,4,2303.9,1906.1,495.0649122807017,97.26491228070154
2015-01-09 23:00:00,-4.3,1,23,4,2181.8,1805.9,473.4491228070174,97.54912280701728
2015-01-10 00:00:00,-5.1,1,0,5,2113.2,1722.5,461.93859649122805,71.23859649122824
2015-01-10 01:00:00,-6.0,1,1,5,2062.7,1673.7,456.9157894736843,67.91578947368453
2015-01-10 02:00:00,-6.9,1,2,5,2041.6,1680.1,462.7789473684211,101.27894736842109
2015-01-10 03:00:00,-7.7,1,3,5,2040.6,1664.6,469.3017543859648,93.30175438596484
2015-01-10 04:00:00,-8.2,1,4,5,2097.5,1677.2,506.7789473684213,86.47894736842136
2015-01-10 05:00:00,-8.5,1,5,5,2201.9,1713.1,538.8385964912281,50.03859649122796
2015-01-10 06:00:00,-9.1,1,6,5,2373.6,1783.8,579.984210526316,0.0
2015-01-10 07:00:00,-9.5,1,7,5,2484.9,1862.5,598.0684210526313,0.0
2015-01-10 08:00:00,-10.0,1,8,5,2448.257522,1887.46711,558.6771929824563,0.0
2015-01-10 09:00:00,-10.4,1,9,5,2454.247477,1892.172191,546.954385964912,22.65438596491208
2015-01-10 10:00:00,-10.6,1,10,5,2370.300511,1829.080506,519.8315789473681,64.1315789473681
2015-01-10 11:00:00,-11.1,1,11,5,2309.303757,1956.73731,473.6385964912281,97.43859649122828
2015-01-10 12:00:00,-11.9,1,12,5,2234.454275,1934.116579,445.2789473684213,116.07894736842104
2015-01-10 13:00:00,-11.1,1,13,5,2279.950476,1900.946596,441.7561403508771,105.7561403508771
2015-01-10 14:00:00,-10.3,1,14,5,2303.699945,1968.766964,435.38421052631566,106.38421052631566
2015-01-10 15:00:00,-9.5,1,15,5,2330.754969,2027.40674,436.2298245614036,110.92982456140362
2015-01-10 16:00:00,-8.6,1,16,5,2438.977592,2123.56422,447.3947368421052,133.9947368421051
2015-01-10 17:00:00,-7.9,1,17,5,2575.0,2182.4,472.8350877192984,80.23508771929846
2015-01-10 18:00:00,-7.2,1,18,5,2582.2,2184.3,475.2017543859647,77.30175438596507
2015-01-10 19:00:00,-6.7,1,19,5,2532.8,2136.2,463.10701754385946,66.50701754385909
2015-01-10 20:00:00,-6.5,1,20,5,2471.7,2065.2,457.0368421052629,50.53684210526285
2015-01-10 21:00:00,-7.2,1,21,5,2336.5,1957.1,412.9140350877192,33.514035087719094
2015-01-10 22:00:00,-8.2,1,22,5,2166.6,1844.2,357.76491228070154,35.364912280701674
2015-01-10 23:00:00,-9.4,1,23,5,2022.7,1729.5,314.34912280701724,21.1491228070172
2015-01-11 00:00:00,-10.3,1,0,6,1962.6,1663.3,311.33859649122815,12.03859649122819
2015-01-11 01:00:00,-10.1,1,1,6,1933.1,1597.8,327.3157894736844,0.0
