date,month,hour,dayofweek,tmpc,mw2day,mw7day,poten_2,poten_7
2017-01-08 00:00:00,1,0,6,-10.241,7970.81,6180.82,2186.3500000000013,396.3600000000006
2017-01-08 01:00:00,1,1,6,-10.315,7882.75,6134.29,2143.523333333333,395.0633333333335
2017-01-08 02:00:00,1,2,6,-10.43,7822.87,6041.86,2216.713333333333,435.7033333333329
2017-01-08 03:00:00,1,3,6,-10.515,7922.0,5973.1,2367.5166666666664,418.6166666666668
2017-01-08 04:00:00,1,4,6,-10.573,8389.64,5952.18,2840.619999999999,403.1599999999999
2017-01-08 05:00:00,1,5,6,-10.719,9467.64,5965.92,3921.559999999999,419.8399999999992
2017-01-08 06:00:00,1,6,6,-11.021,9927.8,5978.12,4358.683333333333,409.003333333334
2017-01-08 07:00:00,1,7,6,-10.875,10034.0,5993.71,4450.396666666667,410.1066666666675
2017-01-08 08:00:00,1,8,6,-9.627,10184.09,6475.71,4141.436666666667,433.0566666666673
2017-01-08 09:00:00,1,9,6,-7.838,10162.31,6770.17,3747.746666666667,355.6066666666675
2017-01-08 10:00:00,1,10,6,-6.653,10072.43,6834.83,3503.203333333334,265.60333333333347
2017-01-08 11:00:00,1,11,6,-5.879,10123.67,6801.54,3481.3,159.17000000000007
2017-01-08 12:00:00,1,12,6,-5.603,10099.51,6853.51,3399.3466666666664,153.34666666666635
2017-01-08 13:00:00,1,13,6,-5.891,10109.45,6967.47,3385.6500000000005,243.67000000000007
2017-01-08 14:00:00,1,14,6,-7.345,10124.3,7161.32,3261.866666666666,298.8866666666663
2017-01-08 15:00:00,1,15,6,-9.088,10131.5,7380.24,3078.75,327.4899999999998
2017-01-08 16:00:00,1,16,6,-9.699,10281.72,7513.15,3185.7366666666658,417.16666666666606
2017-01-08 17:00:00,1,17,6,-10.093,10010.68,7479.88,2936.543333333334,405.7433333333338
2017-01-08 18:00:00,1,18,6,-10.271,9858.15,7421.55,2803.0566666666664,366.4566666666669
2017-01-08 19:00:00,1,19,6,-10.379,9530.44,7355.47,2572.3533333333344,397.3833333333341
2017-01-08 20:00:00,1,20,6,-10.497,9058.86,7070.87,2414.0200000000004,426.02999999999975
2017-01-08 21:00:00,1,21,6,-10.588,8596.21,6854.91,2103.739999999999,362.4399999999996
2017-01-08 22:00:00,1,22,6,-10.666,8228.31,6572.25,2036.4,380.34000000000015
2017-01-08 23:00:00,1,23,6,-10.651,7819.55,6431.34,1825.26,437.0500000000002
2017-01-09 00:00:00,1,0,0,-10.384,7679.14,6513.09,1894.6800000000007,728.630000000001
2017-01-09 01:00:00,1,1,0,-10.018,7765.31,6510.84,2026.083333333334,771.6133333333337
2017-01-09 02:00:00,1,2,0,-9.8,7873.53,6413.68,2267.373333333333,807.5233333333335
2017-01-09 03:00:00,1,3,0,-9.751,7928.91,6579.82,2374.4266666666663,1025.336666666666
2017-01-09 04:00:00,1,4,0,-9.855,7966.04,7153.27,2417.0199999999995,1604.25
2017-01-09 05:00:00,1,5,0,-9.92,8133.87,8192.51,2587.789999999999,2646.4299999999994
2017-01-09 06:00:00,1,6,0,-9.911,8411.76,8751.33,2842.6433333333343,3182.213333333334
2017-01-09 07:00:00,1,7,0,-9.279,8588.96,9077.82,3005.3566666666666,3494.216666666667
2017-01-09 08:00:00,1,8,0,-7.593,9090.55,9452.08,3047.8966666666665,3409.426666666667
2017-01-09 09:00:00,1,9,0,-5.905,9325.99,9593.07,2911.426666666667,3178.506666666667
2017-01-09 10:00:00,1,10,0,-4.483,9302.52,9653.85,2733.293333333334,3084.623333333334
2017-01-09 11:00:00,1,11,0,-3.734,9219.22,9901.81,2576.8499999999995,3259.44
2017-01-09 12:00:00,1,12,0,-3.457,9261.72,9807.43,2561.556666666665,3107.2666666666664
2017-01-09 13:00:00,1,13,0,-3.649,9157.02,9720.87,2433.2200000000003,2997.0700000000006
2017-01-09 14:00:00,1,14,0,-4.862,9236.79,9720.53,2374.3566666666675,2858.096666666668
2017-01-09 15:00:00,1,15,0,-6.38,9283.0,9728.33,2230.25,2675.58
2017-01-09 16:00:00,1,16,0,-7.326,9235.34,9763.17,2139.3566666666666,2667.1866666666665
2017-01-09 17:00:00,1,17,0,-8.046,9148.64,9548.15,2074.503333333333,2474.0133333333333
2017-01-09 18:00:00,1,18,0,-8.554,8937.45,9427.38,1882.356666666668,2372.286666666666
2017-01-09 19:00:00,1,19,0,-8.874,8777.62,9087.16,1819.533333333335,2129.0733333333337
2017-01-09 20:00:00,1,20,0,-9.144,8334.97,8635.19,1690.1299999999992,1990.3500000000004
2017-01-09 21:00:00,1,21,0,-9.351,8126.75,8108.84,1634.2799999999995,1616.37
2017-01-09 22:00:00,1,22,0,-9.463,7818.17,7724.86,1626.2600000000002,1532.9499999999998
2017-01-09 23:00:00,1,23,0,-9.667,7481.12,7419.92,1486.83,1425.63
2017-01-10 00:00:00,1,0,1,-9.932,7452.65,7482.06,1668.1900000000005,1697.6000000000013
2017-01-10 01:00:00,1,1,1,-10.174,7534.25,7426.77,1795.0233333333335,1687.543333333334
2017-01-10 02:00:00,1,2,1,-10.43,7446.6,7371.87,1840.4433333333336,1765.7133333333331
2017-01-10 03:00:00,1,3,1,-10.622,7461.75,7495.82,1907.2666666666664,1941.336666666666
2017-01-10 04:00:00,1,4,1,-10.799,7485.69,7951.44,1936.6699999999992,2402.419999999999
2017-01-10 05:00:00,1,5,1,-11.048,7619.93,9023.93,2073.8499999999995,3477.8499999999995
2017-01-10 06:00:00,1,6,1,-11.407,7815.92,9539.29,2246.803333333334,3970.173333333335
2017-01-10 07:00:00,1,7,1,-11.079,8047.15,9611.87,2463.546666666667,4028.266666666668
2017-01-10 08:00:00,1,8,1,-9.277,8574.22,9767.64,2531.5666666666666,3724.986666666666
2017-01-10 09:00:00,1,9,1,-7.553,8918.01,9739.43,2503.446666666668,3324.866666666668
2017-01-10 10:00:00,1,10,1,-6.507,8921.78,9723.22,2352.553333333334,3153.993333333333
2017-01-10 11:00:00,1,11,1,-6.022,8825.52,9931.81,2183.1500000000005,3289.44
2017-01-10 12:00:00,1,12,1,-5.995,8822.18,9877.37,2122.0166666666664,3177.206666666667
2017-01-10 13:00:00,1,13,1,-6.526,8747.83,9774.3,2024.03,3050.499999999999
2017-01-10 14:00:00,1,14,1,-8.111,8876.3,9814.42,2013.8666666666657,2951.9866666666667
2017-01-10 15:00:00,1,15,1,-10.212,8987.63,9877.31,1934.8799999999992,2824.5599999999995
2017-01-10 16:00:00,1,16,1,-11.17,9094.4,9950.55,1998.416666666666,2854.5666666666657
2017-01-10 17:00:00,1,17,1,-11.918,9144.12,9686.51,2069.9833333333345,2612.373333333334
2017-01-10 18:00:00,1,18,1,-12.797,9012.0,9551.2,1956.9066666666668,2496.1066666666675
2017-01-10 19:00:00,1,19,1,-13.618,8831.94,9289.85,1873.8533333333344,2331.7633333333342
2017-01-10 20:00:00,1,20,1,-14.213,8462.57,8776.39,1817.73,2131.55
