Net,Temperature
37595.594,1.0
36246.801999999996,1.0
35430.087,1.0
35011.771,0.0
35129.013,0.0
35794.763,0.0
36643.269,0.0
37902.875,0.0
38647.159,0.0
39767.839,0.0
41086.316,0.0
42174.082,0.0
42779.015,0.0
42855.754,0.0
43109.210999999996,0.0
43401.373,0.0
44266.121,0.0
46270.433,0.0
46891.242999999995,0.0
46571.62,0.0
46004.115999999995,-1.0
45068.103,-1.0
43484.212,-1.0
41529.296,-1.0
40295.895,-1.0
39585.19,-2.0
39220.325,-2.0
39242.602999999996,-2.0
40122.513,-2.0
42198.404,-2.0
45634.749,-3.0
48793.670999999995,-3.0
50167.872,-3.0
50674.378,-3.0
51338.119000000006,-3.0
51576.81599999999,-3.0
51470.405000000006,-3.0
51542.435,-3.0
51409.99,-3.0
51066.795,-3.0
51621.137,-3.0
53532.177,-4.0
53899.26900000001,-4.0
53226.335,-4.0
52359.416,-4.0
50725.508,-4.0
48534.919,-4.0
45940.820999999996,-5.0
43966.437000000005,-5.0
42912.235,-5.0
42445.83900000001,-6.0
42352.206999999995,-6.0
42968.305,-6.0
44903.325999999994,-6.0
48346.265,-6.0
51192.945999999996,-6.0
51743.723,-5.0
51627.308,-5.0
51810.032,-5.0
51353.784999999996,-5.0
50936.82,-5.0
50189.53599999999,-4.0
49415.495,-4.0
49190.422999999995,-4.0
49592.77599999999,-4.0
52466.969,-4.0
54158.147999999994,-5.0
53985.164000000004,-5.0
53463.685,-6.0
52164.492000000006,-6.0
49949.95599999999,-6.0
47621.600999999995,-6.0
45793.077,-6.0
44762.139,-6.0
44213.76,-6.0
44131.077000000005,-6.0
44723.892,-6.0
46516.884,-5.0
49944.833,-5.0
52461.708,-4.0
53042.08700000001,-3.0
52711.013,-2.0
52152.376,-1.0
51185.884000000005,0.0
50327.905,0.0
49322.818,0.0
48538.499,1.0
47894.316,1.0
48073.558000000005,0.0
49975.469000000005,0.0
50917.067,0.0
50438.663,0.0
49654.346,0.0
48546.654,0.0
46866.723,0.0
44514.320999999996,0.0
42671.556,0.0
41329.776,0.0
40688.943,0.0
40366.267,0.0
40823.317,0.0
41636.549999999996,0.0
43123.695999999996,1.0
44824.68,1.0
45849.168,1.0
46225.449,1.0
45939.087999999996,1.0
45580.306,2.0
44655.864,2.0
43576.02,2.0
42444.049,1.0
42016.903,1.0
42460.389,1.0
44826.232,1.0
46667.707,1.0
46549.745,2.0
46250.164000000004,2.0
45434.93,2.0
43979.299000000006,2.0
42200.179000000004,2.0
40894.752,3.0
39731.795,3.0
39302.570999999996,3.0
39129.477,3.0
39169.344,3.0
39911.562,3.0
41189.546,3.0
42729.265999999996,3.0
43668.322,4.0
43897.424000000006,4.0
43540.975999999995,4.0
42993.689000000006,5.0
42702.479999999996,5.0
42112.348,6.0
41829.995,6.0
41939.371,6.0
43201.4,6.0
46272.595,6.0
48099.67,6.0
48152.944,7.0
47926.712999999996,7.0
46886.202,8.0
45104.305,7.0
43394.376,7.0
42116.030999999995,7.0
41509.296,8.0
41355.388999999996,8.0
41303.585,8.0
42155.65099999999,8.0
44515.389,8.0
48303.792,8.0
51288.83299999999,8.0
52050.59299999999,9.0
52020.702,9.0
52080.739,10.0
51753.912000000004,10.0
51366.297,11.0
50879.667,11.0
50304.189000000006,11.0
49717.609000000004,11.0
49735.228,11.0
51447.423,11.0
52016.352000000006,11.0
51405.45,11.0
50239.334,11.0
48246.174000000006,11.0
45838.497,10.0
43128.46599999999,10.0
41169.086,10.0
39909.922000000006,10.0
39171.969,10.0
39085.38,10.0
39585.19299999999,10.0
41744.411,10.0
45603.094000000005,9.0
48163.84599999999,9.0
48445.714,9.0
48075.287000000004,10.0
47697.857,11.0
47372.276,12.0
46757.584,13.0
46382.27099999999,13.0
45809.707,13.0
45580.362,12.0
46322.645,11.0
48632.739,11.0
50328.147000000004,11.0
50134.36,11.0
49622.39,11.0
48553.8,11.0
46643.819,11.0
44603.75,12.0
43054.407999999996,12.0
42196.565,10.0
42125.797000000006,7.0
42406.783,4.0
43382.683,3.0
45977.368,3.0
50135.24599999999,3.0
53480.827999999994,3.0
54221.172,3.0
54381.068,3.0
54719.346,3.0
54657.436,4.0
54792.74,4.0
54981.740000000005,4.0
54799.889,4.0
54907.799000000006,3.0
55699.165,2.0
57720.924000000006,2.0
59117.91099999999,1.0
58751.674000000006,1.0
58053.044,1.0
56557.61099999999,1.0
54214.032999999996,1.0
51830.199,1.0
50281.472,1.0
49445.50400000001,1.0
49155.642,1.0
49147.849,1.0
50114.35,0.0
52334.364,0.0
56000.244000000006,0.0
58982.23299999999,0.0
59370.84599999999,0.0
58969.882,1.0
58655.683,2.0
58126.044,3.0
57631.58400000001,4.0
57253.29,4.0
56755.565,4.0
56452.706,4.0
56850.893,4.0
58848.888,4.0
60105.282,4.0
59527.350999999995,4.0
58902.252,5.0
57311.054000000004,5.0
54902.951,6.0
52401.615,7.0
50661.356,7.0
49796.763,7.0
49186.97,6.0
49142.492999999995,5.0
49870.365,5.0
51964.782999999996,5.0
55478.272,4.0
58437.178,4.0
58499.307,4.0
57613.779,4.0
56787.62,4.0
55866.060999999994,3.0
54691.999,3.0
53598.861,3.0
52516.292,3.0
52150.325000000004,3.0
52753.449,2.0
54922.48900000001,2.0
56029.85,2.0
55443.497,2.0
54727.876,1.0
53527.327,1.0
51504.81599999999,1.0
49232.937,1.0
47462.948,1.0
46306.542,0.0
45641.323000000004,0.0
45254.227999999996,0.0
45600.087,0.0
46436.113,0.0
47908.65,0.0
49809.96,0.0
51093.43400000001,0.0
52213.130999999994,1.0
52737.19,2.0
52744.00200000001,2.0
52342.073,2.0
51936.001,3.0
51590.337,3.0
51601.74599999999,2.0
52022.92599999999,2.0
53685.287000000004,1.0
54467.685999999994,0.0
53670.567,0.0
52834.837,0.0
51347.63,0.0
49713.093,0.0
47739.602999999996,0.0
46032.640999999996,0.0
44837.46799999999,0.0
44084.394,0.0
43763.15700000001,0.0
43858.92599999999,0.0
44515.534,0.0
45439.792,0.0
46726.229,0.0
47653.32,0.0
48624.138,0.0
48994.858,1.0
49053.997,1.0
49206.477999999996,2.0
48825.362,2.0
48677.950999999994,2.0
48831.272,1.0
49640.682,1.0
51935.57,1.0
53707.682,1.0
53243.507999999994,1.0
52619.566999999995,0.0
51076.08900000001,0.0
49504.793,0.0
47587.939000000006,0.0
46449.403,0.0
45889.428,0.0
45745.21599999999,0.0
46089.71,0.0
47094.129,0.0
49467.17599999999,0.0
53405.42,0.0
56443.953,0.0
57286.736,0.0
57245.14,0.0
56718.371999999996,0.0
55959.1,0.0
55506.636,0.0
55088.059,0.0
54487.841,0.0
54004.503,0.0
54620.179000000004,0.0
56608.267,-1.0
58344.865000000005,-1.0
57982.824,-1.0
57239.929000000004,-1.0
55643.597,-1.0
53241.437999999995,-1.0
50995.924999999996,-1.0
49447.869000000006,-2.0
48629.518,-2.0
48235.047,-2.0
48483.549000000006,-2.0
49360.114,-2.0
51586.96799999999,-2.0
55426.547999999995,-2.0
58079.666,-1.0
58545.259999999995,-1.0
58070.324,-1.0
57594.920999999995,0.0
56999.16599999999,0.0
56676.042,0.0
56315.212999999996,0.0
55854.562,0.0
55686.21200000001,0.0
56334.34599999999,0.0
58043.37900000001,-1.0
59032.067,-1.0
58708.943,-1.0
57682.05499999999,-1.0
56164.0,-1.0
53669.419,-1.0
51040.399,-1.0
49051.573,-1.0
47996.109,-1.0
47455.869,-1.0
47068.80499999999,-1.0
47759.807,-2.0
49606.844000000005,-2.0
53185.1,-2.0
55844.997,-2.0
56183.526,-1.0
55840.076,-1.0
55689.950999999994,0.0
55035.738,0.0
54386.108,0.0
54091.859000000004,0.0
53688.55099999999,0.0
53486.771,0.0
54016.34299999999,0.0
55737.411,0.0
56820.007999999994,0.0
56242.177,0.0
55565.722,0.0
54051.65,0.0
51442.950999999994,0.0
49052.30499999999,0.0
47304.094000000005,0.0
46254.655999999995,0.0
45847.668,-1.0
45699.473,-1.0
46625.316,0.0
48772.767,0.0
52770.534,-1.0
55595.874,0.0
55903.624,0.0
55851.22,0.0
55673.174999999996,0.0
55220.295,0.0
54897.804000000004,1.0
54573.332,2.0
54281.507999999994,2.0
53871.001,2.0
54241.733,1.0
55863.277,1.0
56740.751,1.0
56149.62099999999,1.0
55298.234000000004,1.0
53595.739,1.0
50892.359000000004,1.0
48220.592000000004,1.0
46467.973,0.0
45304.878,-1.0
44662.215,-2.0
44469.554000000004,-3.0
45215.272000000004,-3.0
47316.958,-4.0
50761.777,-5.0
53632.931,-5.0
54183.346,-5.0
54160.557,-5.0
54083.291,-4.0
53750.064000000006,-3.0
53165.53599999999,-3.0
52887.337,-3.0
52300.676,-2.0
51728.926,-2.0
51864.746999999996,-3.0
53194.823,-4.0
54121.337,-4.0
53425.115999999995,-4.0
52640.060999999994,-4.0
51338.185999999994,-4.0
49499.087,-4.0
47325.274000000005,-4.0
45591.806,-4.0
44345.445999999996,-4.0
43784.473,-3.0
43439.986,-3.0
43666.441,-3.0
44592.352000000006,-3.0
45974.416,-4.0
47795.431,-4.0
49161.085,-4.0
50408.447,-4.0
51355.075,-5.0
51519.194,-5.0
51478.10599999999,-5.0
51108.542,-5.0
50690.19900000001,-5.0
50580.311,-6.0
51075.659,-6.0
52621.583,-7.0
53437.819,-7.0
52750.631,-7.0
51855.882,-8.0
50665.613,-9.0
49068.545999999995,-9.0
47529.195999999996,-10.0
46422.505,-10.0
45643.378,-10.0
45457.347,-10.0
45683.677,-10.0
46184.342,-11.0
47276.835,-11.0
48464.724,-11.0
50076.119999999995,-11.0
51432.237,-11.0
52671.131,-10.0
53371.996,-10.0
53539.636,-10.0
53401.92799999999,-10.0
53044.09900000001,-10.0
52745.513,-9.0
52960.609000000004,-9.0
54377.555,-9.0
57318.305,-9.0
60164.02,-9.0
60520.475000000006,-9.0
60174.60799999999,-9.0
59457.298,-9.0
58387.041,-9.0
57141.865,-9.0
56283.231,-9.0
56031.121,-9.0
56051.560999999994,-9.0
56407.628,-9.0
57373.053,-9.0
59496.432,-10.0
62297.782999999996,-10.0
64931.348,-10.0
65676.86700000001,-9.0
65332.03,-8.0
64858.645000000004,-7.0
63608.109000000004,-6.0
62456.852999999996,-5.0
61418.397,-5.0
60364.418,-4.0
59678.033,-4.0
60433.981,-4.0
63072.096,-5.0
65474.179000000004,-5.0
65602.41,-6.0
65211.812,-6.0
63827.78799999999,-6.0
61712.479,-6.0
59297.15,-6.0
57981.282999999996,-5.0
57165.774000000005,-5.0
56754.643,-4.0
56502.118,-3.0
57232.835,-2.0
59080.35999999999,-1.0
62300.589,-1.0
64540.133,-1.0
64914.343,-1.0
63524.832,0.0
61877.913,0.0
60113.094,0.0
58610.527,0.0
57420.91599999999,0.0
56473.888,0.0
56044.13599999999,0.0
56473.467000000004,0.0
58127.542,-1.0
59560.802,-2.0
58926.604,-3.0
57793.380999999994,-3.0
55755.892,-4.0
53063.195999999996,-5.0
50187.931,-6.0
48158.765,-7.0
46887.121,-8.0
46096.433,-8.0
45766.769,-9.0
46262.77799999999,-9.0
48223.36400000001,-9.0
51523.457,-9.0
54207.310999999994,-8.0
54346.979,-7.0
54025.579,-7.0
53641.334,-6.0
53138.931,-5.0
52771.647999999994,-5.0
52382.77099999999,-5.0
52013.189000000006,-5.0
51706.207,-5.0
51884.022,-5.0
53312.585,-5.0
54382.154,-6.0
53932.041,-6.0
53336.613,-6.0
51799.091,-6.0
49480.553,-6.0
47195.28,-6.0
45507.198,-6.0
44650.268,-6.0
44348.978,-6.0
44483.358,-6.0
45465.212,-6.0
47860.282,-6.0
51668.258,-6.0
54711.441,-6.0
55776.372,-6.0
56042.850999999995,-6.0
56710.356,-6.0
56957.361,-7.0
56845.081,-7.0
56801.414000000004,-7.0
56588.947,-7.0
56257.869000000006,-7.0
56803.1,-7.0
58192.38,-7.0
59746.853,-7.0
59713.134,-7.0
59172.189000000006,-8.0
57833.72900000001,-8.0
55688.527,-8.0
53361.268,-9.0
51746.202,-9.0
51064.452,-9.0
50763.437000000005,-9.0
51061.452,-9.0
52031.933,-9.0
54507.324,-10.0
58471.969000000005,-10.0
61526.679000000004,-11.0
61882.75,-10.0
61271.194,-9.0
60414.369000000006,-8.0
59249.060999999994,-7.0
58268.054000000004,-6.0
57440.475,-6.0
56602.856999999996,-5.0
56157.382000000005,-5.0
56664.759000000005,-6.0
58562.663,-7.0
60832.367,-8.0
60589.46599999999,-7.0
60103.155999999995,-7.0
58974.74,-7.0
57233.73299999999,-7.0
55056.886,-6.0
53471.632000000005,-6.0
52486.640999999996,-6.0
51940.204000000005,-6.0
51647.647,-7.0
51831.703,-7.0
52639.74,-7.0
54132.808,-7.0
55716.757,-6.0
56725.582,-5.0
57045.041,-4.0
56490.499,-3.0
55500.082,-2.0
54209.722,-2.0
52914.306,-1.0
52224.695,-1.0
51864.637,-1.0
52452.772000000004,-1.0
53916.272000000004,-2.0
55786.365000000005,-2.0
55664.695,-2.0
55120.255999999994,-3.0
54126.649,-3.0
52564.049999999996,-3.0
50663.876,-3.0
49282.272000000004,-3.0
48177.244,-3.0
47729.924,-3.0
47367.46,-3.0
47410.852999999996,-3.0
47865.615999999995,-3.0
48945.735,-3.0
50362.801,-2.0
51402.221,-1.0
52002.342,0.0
51556.192,0.0
50939.202999999994,0.0
50178.035,0.0
49613.234000000004,0.0
49161.481999999996,0.0
49131.654,-1.0
50051.682,-1.0
52498.359000000004,-2.0
55624.373,-3.0
55907.496,-3.0
55759.505,-3.0
54894.474,-3.0
53339.452999999994,-3.0
51536.598,-3.0
50621.38799999999,-3.0
50168.16099999999,-3.0
50174.632000000005,-4.0
50447.587,-5.0
51409.655,-5.0
53698.687999999995,-6.0
57496.133,-6.0
60140.812,-5.0
60360.917,-4.0
59284.64,-3.0
58078.251,-1.0
56708.136,0.0
55491.907,1.0
54619.05099999999,2.0
53863.079000000005,3.0
53451.462,2.0
53790.97900000001,2.0
55497.45900000001,2.0
57208.64599999999,2.0
57153.83,1.0
56538.13,1.0
55138.848,1.0
53046.172999999995,1.0
50831.413,2.0
49504.395000000004,2.0
48773.880999999994,2.0
48721.212,2.0
48972.76,2.0
49996.703,3.0
52322.162,3.0
56304.028,3.0
59400.479999999996,3.0
60047.385,3.0
60477.164000000004,3.0
60647.265999999996,3.0
60763.12299999999,3.0
60779.623,3.0
60579.937000000005,3.0
60197.552,3.0
60021.409999999996,3.0
60716.352000000006,3.0
62460.792,4.0
65097.219000000005,4.0
65176.727,4.0
64684.848,4.0
63443.228,5.0
61552.244,5.0
59478.27099999999,5.0
58153.807,1.0
57489.647999999994,-2.0
57458.068,-5.0
57767.26,-7.0
58842.390999999996,-8.0
60757.90700000001,-8.0
63576.189,-9.0
65927.648,-9.0
66864.99200000001,-9.0
67400.36600000001,-8.0
67873.872,-7.0
67810.589,-6.0
67574.13799999999,-6.0
66762.834,-6.0
66084.91100000001,-6.0
65610.468,-6.0
66223.97099999999,-6.0
68425.138,-6.0
71202.622,-7.0
71335.753,-7.0
70739.459,-7.0
69544.262,-8.0
67700.656,-8.0
65954.639,-9.0
64502.845,-9.0
63867.624,-9.0
63418.725000000006,-10.0
63212.138,-10.0
63893.867,-10.0
65522.155,-10.0
68023.109,-10.0
69970.23999999999,-9.0
70154.017,-8.0
69430.41,-7.0
68471.332,-6.0
67233.993,-6.0
66039.087,-5.0
64796.912,-4.0
63997.87099999999,-3.0
63458.869000000006,-3.0
64036.863000000005,-3.0
65694.396,-4.0
67925.76999999999,-4.0
67849.218,-5.0
67135.873,-5.0
65429.839,-5.0
63052.414000000004,-5.0
60798.958,-4.0
59078.372,-4.0
57973.029,-4.0
57303.527,-4.0
56973.227999999996,-4.0
57330.679000000004,-4.0
58880.853,-4.0
61591.268,-5.0
63726.974,-4.0
64075.6,-4.0
64183.42,-4.0
63889.937999999995,-3.0
62971.587,-3.0
61929.005999999994,-3.0
60730.80299999999,-3.0
59359.879,-3.0
58277.879,-4.0
58012.795,-4.0
59065.25,-4.0
60779.32,-4.0
60769.325999999994,-4.0
60019.235,-4.0
59047.17599999999,-4.0
57382.837,-4.0
55371.567,-3.0
53792.098,-2.0
52744.458,-1.0
52242.075999999994,0.0
52186.015999999996,0.0
52429.53200000001,1.0
53283.34,0.0
54581.18,0.0
56075.215,-1.0
56708.534,-2.0
56497.611,-3.0
55035.855,-4.0
53305.327999999994,-4.0
51201.363,-4.0
49327.091,-4.0
47752.765999999996,-4.0
46962.937999999995,-5.0
47143.359000000004,-5.0
48433.181,-6.0
50826.349,-6.0
50978.263,-6.0
50603.365999999995,-6.0
49734.1,-6.0
48479.589,-6.0
46842.575999999994,-6.0
45253.34099999999,-7.0
44143.505999999994,-9.0
43621.698,-10.0
43280.596,-11.0
43202.719000000005,-12.0
43596.257000000005,-12.0
44546.979999999996,-13.0
45692.419,-13.0
46515.379,-12.0
46669.744,-10.0
45964.4,-8.0
45051.617,-7.0
44009.245,-6.0
43102.47,-5.0
42403.22900000001,-5.0
42079.73900000001,-5.0
42611.287000000004,-5.0
44113.52099999999,-7.0
46180.030999999995,-8.0
45988.875,-9.0
45682.11,-9.0
44915.501,-10.0
44029.206999999995,-10.0
42690.445,-11.0
41458.862,-11.0
40990.83,-11.0
40868.992,-11.0
41181.494,-11.0
42301.02099999999,-11.0
44760.752,-12.0
48912.191999999995,-12.0
51819.672000000006,-11.0
51792.257000000005,-10.0
50583.893,-9.0
49530.30599999999,-7.0
48421.667,-5.0
47805.872,-4.0
47285.723,-3.0
46884.459,-3.0
46590.74,-3.0
46805.432,-4.0
48117.99,-6.0
49861.144,-7.0
49844.903,-8.0
49156.681,-8.0
47531.67,-8.0
45209.21200000001,-9.0
42849.655999999995,-9.0
41051.420999999995,-9.0
40021.191999999995,-9.0
39430.995,-9.0
39346.114,-9.0
40082.887,-8.0
42273.667,-8.0
46119.482,-9.0
48965.871,-8.0
49400.068,-6.0
49357.664000000004,-4.0
49289.049000000006,-3.0
48961.249,-2.0
48721.820999999996,-2.0
48460.371,-2.0
48191.37700000001,-2.0
48020.560000000005,-2.0
48197.312999999995,-2.0
49499.755000000005,-3.0
51512.90700000001,-3.0
51368.475,-3.0
50782.689000000006,-3.0
49252.594000000005,-4.0
47036.074,-4.0
44479.047999999995,-5.0
42692.458,-5.0
41554.503,-5.0
41032.862,-5.0
40812.246,-5.0
41459.774999999994,-5.0
43299.172,-5.0
46967.450000000004,-5.0
49647.983,-4.0
49990.155999999995,-3.0
49833.372,-2.0
50037.325000000004,-2.0
50142.962,-1.0
49693.306,0.0
49375.751,0.0
48811.14,0.0
48239.827000000005,0.0
48157.63,0.0
49083.699,-1.0
50469.94900000001,-2.0
50267.289000000004,-2.0
49348.850999999995,-2.0
47840.698,-2.0
45580.145000000004,-2.0
43127.634999999995,-2.0
41243.74,-2.0
40348.51299999999,-2.0
39668.317,-2.0
39470.044,-2.0
40162.195,-2.0
42343.810999999994,-2.0
46106.315,-2.0
48662.71,-2.0
49011.989,-1.0
49016.782,0.0
49132.572,0.0
49189.042,0.0
49095.033,0.0
48880.859000000004,0.0
48339.014,0.0
48052.405,0.0
48168.276,-1.0
48929.19900000001,-1.0
50272.187,-2.0
50438.436,-2.0
49639.647000000004,-3.0
48579.147000000004,-3.0
46823.113,-4.0
44716.44,-4.0
43418.117999999995,-4.0
42855.237,-5.0
42830.631,-6.0
43174.57,-6.0
44242.01900000001,-7.0
46897.780999999995,-8.0
51329.133,-9.0
54725.563,-10.0
55633.34299999999,-10.0
55805.174000000006,-10.0
55760.738,-10.0
55448.880000000005,-10.0
54881.034999999996,-9.0
54498.12900000001,-9.0
53913.60400000001,-9.0
53423.633,-9.0
53727.83,-9.0
55076.44900000001,-10.0
57564.896,-10.0
58060.178,-10.0
57715.507999999994,-9.0
56872.181,-9.0
55212.880999999994,-9.0
53196.045999999995,-10.0
51653.085999999996,-10.0
50669.827999999994,-11.0
50387.414,-12.0
50195.769,-12.0
50679.412000000004,-12.0
51696.215,-12.0
53416.998,-12.0
55304.418,-12.0
56108.135,-11.0
56002.955,-10.0
55177.535,-9.0
53606.587999999996,-8.0
52057.599,-7.0
50379.73,-7.0
48914.928,-7.0
48230.82400000001,-7.0
48533.761,-7.0
50116.841,-8.0
53251.937999999995,-9.0
54011.916,-9.0
53832.239,-10.0
53207.130999999994,-10.0
51887.325999999994,-10.0
50243.596,-10.0
49064.329,-10.0
48285.015,-11.0
48016.989,-11.0
47973.518,-11.0
48260.087,-11.0
48934.200999999994,-12.0
50040.007,-12.0
51082.335,-13.0
51721.778,-13.0
51786.43400000001,-12.0
51528.957,-11.0
51006.335,-10.0
50662.182,-10.0
50322.262,-9.0
50232.78400000001,-9.0
50432.787000000004,-9.0
51089.868,-10.0
52409.904,-12.0
54273.308,-13.0
54378.712,-14.0
53437.332,-15.0
51990.87099999999,-16.0
49906.89,-16.0
47882.14599999999,-16.0
47973.015,-15.0
47087.052,-14.0
46769.927,-14.0
46762.11,-13.0
47494.397000000004,-12.0
49363.626,-11.0
52857.05099999999,-11.0
55338.995,-10.0
56102.619999999995,-10.0
56335.61,-9.0
56456.919,-7.0
56101.548,-6.0
55654.079999999994,-5.0
55354.963,-4.0
54929.66099999999,-3.0
54569.209,-3.0
54702.971,-3.0
55486.737,-3.0
56862.808,-3.0
56709.825000000004,-3.0
56091.625,-3.0
54535.450999999994,-3.0
52284.622,-3.0
49727.329999999994,-3.0
46658.888,-3.0
45514.971,-3.0
44878.933,-3.0
44621.52099999999,-3.0
45257.502,-2.0
47288.174000000006,-2.0
50591.393,-2.0
53185.657999999996,-1.0
53459.504,-1.0
53472.221,-1.0
53580.280999999995,-1.0
53253.665,-1.0
53056.164000000004,-1.0
52920.28,-1.0
52636.949,-1.0
52477.665,-1.0
52657.327000000005,-1.0
53805.14,-3.0
55446.693,-4.0
55691.53599999999,-4.0
55070.655999999995,-3.0
53855.706,-2.0
51716.602,-2.0
49510.869000000006,-2.0
48229.943,-1.0
47633.289000000004,-1.0
47468.535,0.0
47609.441,0.0
48597.587,0.0
50750.667,0.0
54871.71799999999,0.0
57634.91099999999,0.0
57988.09900000001,0.0
57527.578,0.0
57204.927,1.0
56569.490999999995,1.0
55843.332,1.0
54932.137,2.0
54068.994,2.0
53383.48,2.0
53368.768,3.0
54366.842000000004,3.0
56929.933,3.0
57246.825000000004,3.0
56941.89,3.0
55479.734000000004,2.0
53054.009,2.0
50456.21599999999,2.0
48715.301,3.0
47639.275,3.0
47100.481,3.0
47062.96400000001,3.0
47804.352000000006,2.0
49837.009000000005,2.0
53410.658,2.0
55927.794,2.0
55645.4,2.0
