True,QR-0.1,GB-0.1,RF-0.1,LSTM-0.1,DNN-0.1,GRU-0.1,QR-0.2,GB-0.2,RF-0.2,LSTM-0.2,DNN-0.2,GRU-0.2,QR-0.30000000000000004,GB-0.30000000000000004,RF-0.30000000000000004,LSTM-0.30000000000000004,DNN-0.30000000000000004,GRU-0.30000000000000004,QR-0.4,GB-0.4,RF-0.4,LSTM-0.4,DNN-0.4,GRU-0.4,QR-0.5,GB-0.5,RF-0.5,LSTM-0.5,DNN-0.5,GRU-0.5,QR-0.6000000000000001,GB-0.6000000000000001,RF-0.6000000000000001,LSTM-0.6000000000000001,DNN-0.6000000000000001,GRU-0.6000000000000001,QR-0.7000000000000001,GB-0.7000000000000001,RF-0.7000000000000001,LSTM-0.7000000000000001,DNN-0.7000000000000001,GRU-0.7000000000000001,QR-0.8,GB-0.8,RF-0.8,LSTM-0.8,DNN-0.8,GRU-0.8,QR-0.9,GB-0.9,RF-0.9,LSTM-0.9,DNN-0.9,GRU-0.9
256.3481224990001,130.93305529570955,213.81743457346306,197.054825,162.84079,160.59674,158.13101,174.11408221805402,211.07522552564956,197.054825,229.16031,200.01025,260.82727,196.9022342264821,219.26472676406775,221.39294419580006,235.46054,232.36282,200.43451,211.07296713205892,223.25970198302372,228.09545061039995,200.45374,235.53223,138.66489,221.892860751694,229.94210416411926,239.03486888700002,250.20099,240.86325,283.64322,231.8026235079816,234.30727933268452,246.3002502769998,205.5492,215.85767,300.20898,241.98583720659354,242.4232008201849,257.92325458159996,191.1839,266.17203,351.2515,260.95673316678415,241.1124831073098,276.83623589059994,221.77924,285.55463,159.66791,292.6633302653656,250.4745718327656,347.21909277300006,290.5782,321.17935,420.42178
231.04001166900002,127.92460936773767,213.8971704501962,199.34799474919993,164.48193,160.54044,161.65442,171.90793690517287,213.93705002979027,218.9857918336,234.91446,200.25528,271.51724,194.89403913407148,215.50357982012468,223.14841066869997,243.25781,232.78076,189.88531,208.91462545543806,224.04103011307654,227.14486977599995,190.94656,237.07043,155.58719,219.6661748203066,233.39169084825295,233.361646666,263.6036,240.56793,288.56555,229.1831750134197,234.09521181683454,235.28473277800003,188.50348,214.1944,294.47525,239.34403917049917,235.58652587018167,243.890103054,198.54358,264.74118,347.1542,258.2927304303412,238.99744903435845,266.30643138899995,212.46573,285.1741,137.10089,291.3542344810854,259.12456308395247,292.4128691957001,285.93692,321.03363,422.5217
216.07727722200002,123.85318964969903,217.9999337095099,208.52328111100002,164.18335,164.0438,163.06339,169.31857740144534,216.2703312418442,221.431689446,247.90161,201.91461,281.72156,193.0388605659034,224.18875645623302,228.98425811009997,252.92789,236.64148,178.48312,207.83660670248582,225.47478605241878,233.08663133420004,179.12848,242.38153,164.36047,219.48828328385878,230.5121292673158,236.17894291750008,269.84097,245.84161,291.12744,230.05352495769375,231.7697786519734,241.22070749699986,173.87936,211.48962,301.5822,241.12357921780927,234.37911822226891,246.30025027699986,193.72787,262.93192,343.2653,261.48726575020305,232.58098117945082,252.06207044459995,194.29474,285.08307,127.748726,295.9716468436459,253.93789865535757,279.5014414429999,288.40033,321.8917,434.3441
214.91603639199997,115.6423639512314,205.46399829259184,197.054825,158.469,169.07071,159.06363,162.12987973282026,216.53787753659276,217.26349166440002,282.78253,202.99753,295.32944,186.193213492025,213.557949865465,220.16071499800012,279.0177,241.00012,167.03174,201.34575616220252,224.79419063172008,223.0352522796,178.6961,249.70343,166.19998,213.58930987960207,228.0527816682294,229.33646972050002,264.1744,251.0235,292.4077,224.72473535486637,226.83053718156776,233.7985769462,204.54282,208.8515,320.19916,236.40220645654108,227.2271014046471,245.95766061109993,173.38577,259.57635,337.35648,257.753717102398,226.25511036905237,287.29652000299996,157.09305,284.9478,122.15685,293.7621089479244,250.83182674299167,303.32555055629996,298.96152,322.08835,448.76276
197.56724389,95.57357392013355,185.42551266458372,160.68102194,160.83209,159.89456,149.86841,141.9374833866674,194.9844863757744,171.02272361300004,301.26627,193.90054,263.23044,165.75110715910733,190.33719856508787,178.806198331,266.1164,227.26846,151.4089,180.89674352124456,204.59153908572523,184.668502224,172.2232,238.70938,179.98572,193.37243586140045,205.16437864935045,189.63213486249998,268.85037,232.70963,270.5768,204.62191117820203,199.88828484011964,200.53169161120002,205.18219,184.32425,309.87347,216.47357732001853,194.17831336775544,220.38345211030003,187.12714,253.88531,298.60178,238.010300114078,203.2218752188158,244.43060833220005,141.16702,281.64905,125.96688,274.4875934364082,245.10535939566154,261.64865294290007,295.55927,319.05545,420.40933
198.11422194100004,182.15141876736757,196.60503266684037,183.65297027499997,230.53806,196.97046,169.52802,185.09612296512938,195.25554560827828,191.1999912256,280.47604,243.75974,354.65378,185.68174776803073,195.73771184919838,197.07471055599996,196.23349,236.00476,290.53378,188.638784745591,196.0507426962422,201.9707297214,280.96997,243.17218,203.77667,190.8835091663659,200.6043110866555,202.533500555,218.22913,243.87943,286.6649,194.58003968876744,196.2526011969303,203.157978615,191.72464,254.27576,7.9795914,198.3751443851877,196.88038801049765,205.45630622389996,171.57971,264.6578,112.91161,207.50731384043792,210.94821680841727,210.10136416299997,393.29263,292.10495,258.4216,231.88294350712567,212.90175419348355,222.475308332,450.12183,317.67892,457.40485
197.44817527799995,177.6076200833617,190.55832858019386,183.65297027499997,211.73169,192.63806,160.68063,181.61956481733904,193.85708523984806,191.0836747276,267.29626,238.42691,340.5929,182.7043904661106,192.91070961675717,195.7670176136,173.35019,230.26715,276.24286,186.078131953658,193.264792156915,201.6097285006,276.53662,237.71927,204.05228,188.7873401982772,198.00225126861721,202.533500555,204.21341,241.35086,277.39102,192.91323458824633,196.2526011969303,203.966264168,206.07568,252.75128,-9.071793,197.17897709999494,195.94367738444902,208.84034544370007,179.37622,269.78033,97.22343,206.99715743276994,201.79414953635495,210.47693333,380.60513,290.38794,229.36969,232.44572734102366,201.64538220656038,218.26618600090006,355.5567,319.4605,462.81677
189.34466361300002,173.70173218795165,180.42952291548215,183.65297027499997,199.83817,191.82361,149.61069,178.97762342941564,185.17312832163014,190.36260388800002,257.0406,235.47217,333.00256,180.66467712964294,182.22408357269336,193.8798738899,210.28122,228.03973,261.52103,184.59127573308712,188.1655440085537,197.55194272239999,278.08197,236.05997,202.0285,187.9337446986073,190.13880178351025,202.533500555,188.1612,241.75568,272.41983,192.72417788591554,194.66056564417505,203.40848794660002,221.77374,262.50815,-19.966393,197.63460900534199,196.54624703463298,208.68735527500002,178.2309,272.0859,96.11207,208.43559620113382,198.79107162076627,210.47693333,366.2356,290.4075,218.89612,235.14798574904995,199.75182704534768,228.760825554,316.17706,321.79654,465.30377
187.82134722300003,171.07065250103742,179.9403442892272,183.65297027499997,197.42563,191.50073,147.95883,177.4251477008335,193.08185918283016,186.09681833400003,251.80362,232.83743,326.81924,179.53990110439912,181.32505967709133,192.92712600200002,232.76956,226.31552,250.53009,183.67043086207644,190.76401065131358,194.558117773,279.9243,234.38797,197.75937,187.2857868333757,193.1754941441714,196.05111361000007,174.7124,242.86182,272.4942,192.19683326283842,193.7822726877019,200.35325838900002,238.40115,256.69296,-28.172455,197.41270282344055,194.80344958095816,202.533500555,173.03473,272.59454,96.585915,208.6864217226016,197.8254152574255,204.84870094579998,355.08853,291.67932,214.6825,236.7323297183322,198.80628568667737,210.47693333,282.56198,324.24506,464.19684
193.55707055199997,166.7454404814099,179.9403442892272,183.65297027499997,205.47733,187.40497,149.05835,174.0040805725331,196.21202078077562,186.960634168,250.85709,227.52939,316.89932,176.47652245542344,181.32505967709133,189.639010832,227.91061,221.20209,248.99127,180.78257165479002,190.76401065131358,195.35852422239998,278.01547,229.70584,192.82022,184.62301368404422,193.1754941441714,197.441249444,165.70972,240.09314,277.884,189.60274912744683,193.7822726877019,197.441249444,257.99774,240.79413,-19.668129,195.0612907153448,193.88617105669204,202.889408055,180.27173,272.32697,91.37687,206.67743476797887,197.8254152574255,206.72850572380003,341.7096,291.25912,208.45557,235.82489612588193,198.80628568667737,250.18235944500003,260.58167,325.61282,454.5741
194.549844166,166.20001249708235,186.26658852527913,183.65297027499997,214.76932,187.87119,151.29904,174.73542946269927,192.79970585121572,187.40506833199998,258.7721,226.10312,320.2652,177.77610523536177,190.3264196369746,191.069549719,230.5245,221.89325,248.2276,182.40769694540697,193.264792156915,193.12663278099996,282.41464,233.23224,204.1145,186.609588801305,198.00225126861721,196.4860336105,159.21033,242.94589,279.8776,191.84109940875686,195.37430824045708,197.441249444,277.52835,233.0676,-6.295578,197.6983805231249,193.88617105669204,202.533500555,182.70792,272.87558,94.511086,209.9307099211668,197.8254152574255,208.68735527500002,331.1532,292.21973,209.63812,240.46209953062862,211.11852547648948,227.41440250099998,263.03442,327.2575,447.73737
211.32827139199998,181.5690023600802,190.48061304789735,183.602495192,220.68192,194.39066,167.10992,191.8298302363906,193.59722503119445,188.36448611220004,277.3149,232.44513,343.30258,195.60734866017157,196.41433876891864,194.78933416400002,246.69873,229.86652,269.24692,200.02364803436865,205.1421662957759,199.196873058,293.82513,239.09235,230.5777,203.8243528507138,207.93370466493906,204.23928250400002,169.69662,254.57925,287.44818,208.14273778393812,204.3240054541489,211.76555167200002,309.4749,247.69327,15.897278,213.7355288555808,204.08002498632902,214.61296638799996,204.32825,275.11267,109.27848,225.60432919806846,206.5289969314685,214.61296638799996,338.59384,300.8936,222.24225,258.03924013360484,220.16402571583257,220.892729998,280.99045,330.89996,448.03473
258.476184724,225.2145588554714,203.71663593081166,219.25916980660003,234.24072,204.4834,218.99246,238.4767007554256,235.37759613102293,236.46985305460004,313.31107,248.65997,365.47986,243.8642955794649,244.71657460164465,258.6594251389,271.4264,243.29547,307.2083,248.03256718759195,249.18464794323597,273.5222136116,314.5094,244.25146,280.52402,250.8517236933477,245.3674022166993,294.16219166800005,211.29224,275.1549,313.19855,253.4084162511664,271.86024486168145,301.54941749799997,363.316,271.6186,83.02105,258.26875019816265,291.6356362748569,303.97328658059996,252.09192,276.04,150.86642,269.0046761682776,307.09142993544975,310.95830761179997,380.91016,331.63016,232.65726,303.6273772337467,304.16317532828305,330.88412027900006,296.10422,337.52515,445.79077
327.886136113,247.54716979877588,234.9868872883361,261.39009389,242.93585,215.11813,248.43979,262.1695614986361,259.25417778722954,294.16219166800005,330.81268,257.78635,391.60275,267.890663740963,274.27783136434874,301.54941749799997,301.68915,255.50754,340.56656,270.8315646769127,272.35184224148503,301.54941749799997,333.76608,252.314,301.5174,272.156437424593,276.9124031643529,301.54941749799997,250.58902,283.98102,326.38242,272.1469132090452,305.42557656017,307.51356699999997,412.00858,275.9169,135.55893,275.7265510795815,347.47543492032264,310.27957250199995,307.02563,276.56168,190.49399,284.57513948457745,358.9671301705118,323.817448056,411.45587,347.10556,248.52902,321.3999610777771,385.2766154302791,390.41438278199996,315.53006,341.07678,467.0672
320.9973208360001,217.47258621815234,162.30980320703284,261.2526093621,236.20633,204.87024,237.35059,230.68428836778713,226.69437151452433,277.1619729456,323.97,241.1185,387.8706,235.02884276247073,244.12197932014737,310.27957250199995,287.96136,244.74112,347.86987,236.64788463034688,256.5663013122927,323.817448056,320.83276,249.4271,278.8513,237.19795489045993,287.2914311816974,348.53115388599997,270.85208,266.67636,315.98065,235.74203446942062,336.95436194670117,367.246973055,424.38458,266.1398,154.24164,238.52195622090665,363.1368732635618,370.636884999,323.36313,276.1425,199.7388,246.17391903231396,356.5463246714496,390.41438278199996,400.8521,311.51816,274.06915,283.84667211033025,383.3351739124043,395.88664533690013,324.83136,337.94772,479.33716
