LR_mape,DT_mape,SVR_mape,LSTM_mape,DNN_mape,GRU_mape,LR_mae,DT_mae,SVR_mae,LSTM_mae,DNN_mae,GRU_mae
7.526362694,11.78249607,11.7829634,14.1165957,13.77183416,25.71493297,38.62501228,60.4673298,60.46972815,72.44584197,70.67653859,25.71493297
