Net,Temperature,Month,Day,Weekday,Hour
9092.054,7.2,1,1,1,0
8688.329,8,1,1,1,1
8327.54,9.9,1,1,1,2
8168.988,10.4,1,1,1,3
8130.987,12,1,1,1,4
8277.908,12.5,1,1,1,5
8472.871,12.9,1,1,1,6
8588.52,14.3,1,1,1,7
8480.783,14.8,1,1,1,8
8506.605,15.6,1,1,1,9
8441.113,16.2,1,1,1,10
8216.657,15.7,1,1,1,11
8362.022,15.2,1,1,1,12
8745.196,14.9,1,1,1,13
9005.806,14.8,1,1,1,14
9345.739,14.9,1,1,1,15
9925.513,14.3,1,1,1,16
10915.51,14.4,1,1,1,17
11004.88,14.7,1,1,1,18
10895.24,14.8,1,1,1,19
10723.263,14.1,1,1,1,20
10354.699,12.9,1,1,1,21
9857.205,12.1,1,1,1,22
9371.09,11.2,1,1,1,23
9084.256,10.4,1,2,1,0
8923.896,9.1,1,2,1,1
9000.852,8.1,1,2,1,2
9190.631,7.1,1,2,1,3
9570.363,6.3,1,2,1,4
10421.073,5.9,1,2,1,5
11467.331,5.4,1,2,1,6
12001.44,5.3,1,2,1,7
11844.055,5.5,1,2,1,8
11664.192,5.4,1,2,1,9
11309.965,5.2,1,2,1,10
10889.801,5,1,2,1,11
10895.384,4.8,1,2,1,12
10824.212,5.1,1,2,1,13
10962.698,5.2,1,2,1,14
11313.334,5.4,1,2,1,15
12071.479,5.6,1,2,1,16
12843.827,5.7,1,2,1,17
12827.685,5.9,1,2,1,18
12657.274,5.8,1,2,1,19
12342.867,5.5,1,2,1,20
11729.499,5.3,1,2,1,21
11026.863,5,1,2,1,22
10381.891,4.9,1,2,1,23
9904.066,4.5,1,3,1,0
9681.896,4.5,1,3,1,1
9574.757,4.9,1,3,1,2
9585.145,4.7,1,3,1,3
9901.485,4.6,1,3,1,4
10579.855,4.5,1,3,1,5
11513.229,4.4,1,3,1,6
11972.336,4.5,1,3,1,7
11781.392,5,1,3,1,8
11614.64,6.1,1,3,1,9
11371.799,9,1,3,1,10
11076.009,9.4,1,3,1,11
10835.69,8.8,1,3,1,12
10821.804,8.9,1,3,1,13
10853.575,9.4,1,3,1,14
11066.873,10,1,3,1,15
11562.535,9.7,1,3,1,16
12540.98,9.9,1,3,1,17
12681.194,9.3,1,3,1,18
12641.57,9.2,1,3,1,19
12492.13,8.5,1,3,1,20
12128.99,7.6,1,3,1,21
11534.59,6.9,1,3,1,22
11003.024,6.6,1,3,1,23
10606.407,6.7,1,4,1,0
10441.205,6.6,1,4,1,1
10393.947,6.6,1,4,1,2
10442.402,6.2,1,4,1,3
10874.949,5.7,1,4,1,4
11642.084,5.4,1,4,1,5
12699.727,5.1,1,4,1,6
13160.019,4.6,1,4,1,7
12925.811,4.1,1,4,1,8
12592.555,4.1,1,4,1,9
12110.585,4.4,1,4,1,10
11833.711,4,1,4,1,11
11723.868,3.7,1,4,1,12
11695.921,4.1,1,4,1,13
11590.897,3.8,1,4,1,14
11667.413,4.3,1,4,1,15
12014.28,4.6,1,4,1,16
12574.893,4.8,1,4,1,17
12442.728,5,1,4,1,18
12128.643,5.1,1,4,1,19
11778.23,5.2,1,4,1,20
11317.004,5,1,4,1,21
10779.966,5.1,1,4,1,22
10157.358,5,1,4,1,23
9674.094,4.8,1,5,0,0
9335.308,4.6,1,5,0,1
9130.237,4.6,1,5,0,2
9078.556,4.6,1,5,0,3
9141.123,4.7,1,5,0,4
9374.783,5.1,1,5,0,5
9781.78,5.1,1,5,0,6
10187.059,5.2,1,5,0,7
9781.005,5.3,1,5,0,8
9209.259,5.3,1,5,0,9
9037.187,5.5,1,5,0,10
9055.415,6.1,1,5,0,11
8916.691,6.7,1,5,0,12
8472.922,7.4,1,5,0,13
7954.747,8.3,1,5,0,14
8305.578,8.5,1,5,0,15
9885.134,8.4,1,5,0,16
11080.797,9.2,1,5,0,17
11323.948,11.6,1,5,0,18
11354.753,12.6,1,5,0,19
11229.246,12.9,1,5,0,20
11028.862,11.9,1,5,0,21
10657.155,10,1,5,0,22
10314.134,9.6,1,5,0,23
9978.957,9.1,1,6,0,0
9837.534,9.1,1,6,0,1
9800.319,9.2,1,6,0,2
9820.81,9,1,6,0,3
9977.865,8.8,1,6,0,4
10293.636,9.1,1,6,0,5
10676.447,9.7,1,6,0,6
10950.825,9.4,1,6,0,7
9982.258,9.5,1,6,0,8
8510.261,9.3,1,6,0,9
8031.802,9.9,1,6,0,10
7878.877,9.3,1,6,0,11
7903.184,9,1,6,0,12
8164.402,9,1,6,0,13
8248.676,10,1,6,0,14
8508.589,11.5,1,6,0,15
9675.087,12.7,1,6,0,16
11172.35,12.8,1,6,0,17
11687.917,12.8,1,6,0,18
11672.909,13.6,1,6,0,19
11636.305,14.6,1,6,0,20
11364.707,13.1,1,6,0,21
10847.188,10.9,1,6,0,22
10381.152,10.8,1,6,0,23
10166.442,10,1,7,1,0
10106.672,8.9,1,7,1,1
10163.562,7.4,1,7,1,2
10410.94,5.8,1,7,1,3
10940.015,6.1,1,7,1,4
11877.872,5.1,1,7,1,5
13128.163,3.7,1,7,1,6
13588.104,2.9,1,7,1,7
12678.712,2,1,7,1,8
11856.973,1.1,1,7,1,9
11379.219,0.8,1,7,1,10
11178.667,0.5,1,7,1,11
11031.295,0.4,1,7,1,12
10912.917,0.5,1,7,1,13
10605.499,1.6,1,7,1,14
11273.174,2.4,1,7,1,15
12586.293,2.6,1,7,1,16
13642.887,3.2,1,7,1,17
13926.719,3,1,7,1,18
13658.321,3,1,7,1,19
13340.968,3.1,1,7,1,20
12710.271,2.8,1,7,1,21
12019.365,2.2,1,7,1,22
11179.77,1.9,1,7,1,23
10748.316,1.9,1,8,1,0
10510.771,2.2,1,8,1,1
10358.385,2.3,1,8,1,2
10343.499,2,1,8,1,3
10658.093,1.8,1,8,1,4
11357.79,3.2,1,8,1,5
12464.371,2.9,1,8,1,6
12930.614,3.7,1,8,1,7
12418.993,4.3,1,8,1,8
11690.297,4.1,1,8,1,9
10760.526,4.2,1,8,1,10
9489.296,3.6,1,8,1,11
8836.347,3.9,1,8,1,12
8647.928,4.5,1,8,1,13
8566.327,5.5,1,8,1,14
8920.748,7,1,8,1,15
10269.687,8.7,1,8,1,16
11533.364,10.1,1,8,1,17
11794.514,13.1,1,8,1,18
11679.537,15,1,8,1,19
11385.685,15,1,8,1,20
10877.816,14.7,1,8,1,21
10145.583,14.3,1,8,1,22
9482.153,13.6,1,8,1,23
9089.018,12.9,1,9,1,0
8968.819,12.4,1,9,1,1
9026.123,12.5,1,9,1,2
9170.57,11.5,1,9,1,3
9657.699,10.9,1,9,1,4
10591.292,9.2,1,9,1,5
11851.675,7.4,1,9,1,6
12376.498,5.9,1,9,1,7
11053.023,5.8,1,9,1,8
9398.587,4.8,1,9,1,9
8997.213,3.7,1,9,1,10
9129.659,3.8,1,9,1,11
9208.316,3.7,1,9,1,12
9229.43,4.6,1,9,1,13
9533.789,5.7,1,9,1,14
10283.031,5.8,1,9,1,15
11981.051,6.8,1,9,1,16
13451.441,6.1,1,9,1,17
13778.333,5.7,1,9,1,18
13813.464,4.1,1,9,1,19
13724.266,2.7,1,9,1,20
13376.149,1.5,1,9,1,21
12834.434,0.2,1,9,1,22
12247.253,-0.3,1,9,1,23
11959.61,-0.3,1,10,1,0
11963.663,-0.9,1,10,1,1
12150.499,-1.4,1,10,1,2
12461.056,-1.8,1,10,1,3
12994.469,-2.3,1,10,1,4
14047.306,-2.7,1,10,1,5
15370.539,-3.3,1,10,1,6
15875.705,-3.8,1,10,1,7
14094.283,-4.4,1,10,1,8
12120.061,-4.7,1,10,1,9
11599.447,-4.8,1,10,1,10
11292.731,-4.9,1,10,1,11
10935.555,-4.8,1,10,1,12
10593.14,-3.8,1,10,1,13
10431.38,-2.6,1,10,1,14
11046.354,-1.4,1,10,1,15
13152.925,-0.6,1,10,1,16
15010.718,-0.4,1,10,1,17
15488.766,0.2,1,10,1,18
15503.733,0.3,1,10,1,19
15464.492,-0.1,1,10,1,20
15019.675,-1.4,1,10,1,21
14295.774,-2.8,1,10,1,22
13692.052,-3.6,1,10,1,23
13424.062,-4.2,1,11,1,0
13334.416,-4.7,1,11,1,1
13431.714,-4.8,1,11,1,2
13711.235,-4.8,1,11,1,3
14196.987,-5,1,11,1,4
15100.945,-5.3,1,11,1,5
16292.778,-5.3,1,11,1,6
16740.331,-5.3,1,11,1,7
14847.821,-5.3,1,11,1,8
12739.18,-5.4,1,11,1,9
11946.589,-5.7,1,11,1,10
11426.074,-5.8,1,11,1,11
10864.06,-5.7,1,11,1,12
10437.372,-4.8,1,11,1,13
10093.466,-3,1,11,1,14
10529.941,-1.2,1,11,1,15
12556.814,-0.1,1,11,1,16
14316.123,1.3,1,11,1,17
14719.703,1.9,1,11,1,18
14726.57,2.3,1,11,1,19
14509.357,2.5,1,11,1,20
14323.699,2.2,1,11,1,21
13911.093,1.6,1,11,1,22
13506.29,0.8,1,11,1,23
13144.887,-0.1,1,12,0,0
12970.864,-1.3,1,12,0,1
12852.17,-1.9,1,12,0,2
12850.684,-2.1,1,12,0,3
12975.415,-2.3,1,12,0,4
13172.627,-2.4,1,12,0,5
13539.215,-2.4,1,12,0,6
13900.188,-2.6,1,12,0,7
14106.893,-2.7,1,12,0,8
13995.835,-2.7,1,12,0,9
13690.683,-2.7,1,12,0,10
13189.254,-2.7,1,12,0,11
12672.953,-2.7,1,12,0,12
12751.196,-2.3,1,12,0,13
13035.219,-1.9,1,12,0,14
13393.235,-1.5,1,12,0,15
13940.255,-1.3,1,12,0,16
14659.743,-1.1,1,12,0,17
14808.575,-1.1,1,12,0,18
14695.315,-1.2,1,12,0,19
14446.954,-1.2,1,12,0,20
14126.62,-3,1,12,0,21
13637.684,-3.3,1,12,0,22
13155.604,-3.3,1,12,0,23
12801.675,-3.2,1,13,0,0
12583.975,-3.3,1,13,0,1
12479.794,-3.3,1,13,0,2
12384.22,-3.3,1,13,0,3
12479.399,-3.3,1,13,0,4
12670.966,-3.1,1,13,0,5
12995.277,-3.1,1,13,0,6
13464.572,-3.1,1,13,0,7
13855.789,-3.2,1,13,0,8
14098.436,-3.2,1,13,0,9
14135.375,-3.3,1,13,0,10
13891.485,-3.3,1,13,0,11
13885.662,-3.5,1,13,0,12
13874.398,-3.5,1,13,0,13
13918.9,-3.4,1,13,0,14
14031.598,-3.3,1,13,0,15
14436.577,-3.2,1,13,0,16
15167.901,-2.9,1,13,0,17
15267.828,-2.8,1,13,0,18
15074.534,-2.8,1,13,0,19
14848.589,-3.1,1,13,0,20
14415.835,-3.2,1,13,0,21
13932.623,-3.2,1,13,0,22
13424.96,-3.1,1,13,0,23
13185.185,-3.1,1,14,1,0
13053,-3.1,1,14,1,1
13050.078,-3.1,1,14,1,2
13246.873,-3.1,1,14,1,3
13645.149,-3.3,1,14,1,4
14317.048,-3.6,1,14,1,5
15204.486,-3.9,1,14,1,6
15656.177,-4.2,1,14,1,7
15512.009,-4.4,1,14,1,8
15037.5,-4.5,1,14,1,9
14184.414,-4.6,1,14,1,10
13620.213,-4.6,1,14,1,11
13251.731,-4.5,1,14,1,12
12906.739,-4,1,14,1,13
12791.117,-3.4,1,14,1,14
12759.079,-3.2,1,14,1,15
13783.846,-1.8,1,14,1,16
15287.865,-1.2,1,14,1,17
15707.903,-1,1,14,1,18
15685.853,-0.8,1,14,1,19
15436.344,-0.7,1,14,1,20
14942.922,-0.8,1,14,1,21
14263.33,-1.1,1,14,1,22
13707.223,-1.1,1,14,1,23
13367.579,-1,1,15,1,0
13264.843,-0.8,1,15,1,1
13275.325,-0.5,1,15,1,2
13434.45,-0.3,1,15,1,3
13963.724,-0.6,1,15,1,4
14775.728,-0.7,1,15,1,5
15864.823,-0.5,1,15,1,6
16385.35,-0.7,1,15,1,7
15829.766,-1.1,1,15,1,8
14552.164,-1.1,1,15,1,9
13375.929,-1.3,1,15,1,10
12237.806,-1.2,1,15,1,11
11458.625,-1.1,1,15,1,12
11008.441,-1.3,1,15,1,13
11204.971,-0.5,1,15,1,14
11415.492,0.8,1,15,1,15
12739.177,1.8,1,15,1,16
14242.96,2.7,1,15,1,17
14810.21,3.5,1,15,1,18
14905.577,4.1,1,15,1,19
14966.157,4.2,1,15,1,20
14630.586,3.9,1,15,1,21
14148.337,2.9,1,15,1,22
13761.823,3.1,1,15,1,23
13614.381,2.3,1,16,1,0
13594.508,1.7,1,16,1,1
13658.524,0.4,1,16,1,2
13888.625,-0.3,1,16,1,3
14402.375,-0.3,1,16,1,4
15374.801,-0.6,1,16,1,5
16524.299,-0.5,1,16,1,6
16783.825,0,1,16,1,7
14872.304,0.8,1,16,1,8
12615.669,0.8,1,16,1,9
11431.228,0.4,1,16,1,10
10759.392,0.5,1,16,1,11
10201.234,1.3,1,16,1,12
9679.074,1.7,1,16,1,13
9304.887,1.3,1,16,1,14
9811.992,2.6,1,16,1,15
11693.49,4,1,16,1,16
13475.551,5.2,1,16,1,17
