date,tmp,month,hour,dayofweek,poten_2,poten_7
2015-01-08 00:00:00,-18.9,1,0,3,11947.992234042556,7464.402234042551
2015-01-08 01:00:00,-19.3,1,1,3,11716.970489361702,7537.1384893617
2015-01-08 02:00:00,-19.7,1,2,3,11657.440510638306,7320.408510638306
2015-01-08 03:00:00,-20.2,1,3,3,11686.769255319145,7026.219255319142
2015-01-08 04:00:00,-20.6,1,4,3,11863.06059574469,6528.31259574469
2015-01-08 05:00:00,-21.0,1,5,3,12689.94778723405,5883.66178723405
2015-01-08 06:00:00,-21.4,1,6,3,13834.77942553191,4437.305425531915
2015-01-08 07:00:00,-21.7,1,7,3,14406.982170212774,2992.3281702127715
2015-01-08 08:00:00,-21.9,1,8,3,13783.499021276584,2131.3680212765903
2015-01-08 09:00:00,-22.1,1,9,3,12953.01761702128,1527.8876170212752
2015-01-08 10:00:00,-22.2,1,10,3,12333.575808510635,1308.3548085106377
2015-01-08 11:00:00,-22.3,1,11,3,11968.262021276603,1170.516021276606
2015-01-08 12:00:00,-22.2,1,12,3,11773.862361702137,799.808361702133
2015-01-08 13:00:00,-21.9,1,13,3,11799.956212765966,409.64121276596416
2015-01-08 14:00:00,-21.0,1,14,3,11649.215446808514,0.0
2015-01-08 15:00:00,-19.7,1,15,3,11661.839914893608,0.0
2015-01-08 16:00:00,-18.2,1,16,3,12219.893659574474,275.68065957447106
2015-01-08 17:00:00,-16.9,1,17,3,13475.177468085123,1701.8564680851196
2015-01-08 18:00:00,-15.5,1,18,3,13871.28300000001,1724.0110000000132
2015-01-08 19:00:00,-14.5,1,19,3,14041.610085106382,1651.1980851063854
2015-01-08 20:00:00,-13.1,1,20,3,14054.639404255317,1509.2854042553154
2015-01-08 21:00:00,-12.3,1,21,3,13670.048276595737,1496.814276595731
2015-01-08 22:00:00,-11.9,1,22,3,13100.70327659574,1647.7232765957378
2015-01-08 23:00:00,-11.3,1,23,3,12605.94706382978,1872.5830638297773
2015-01-09 00:00:00,-11.3,1,0,4,12616.003234042551,2361.043234042554
2015-01-09 01:00:00,-10.9,1,1,4,12595.293489361706,2393.5804893617023
2015-01-09 02:00:00,-10.3,1,2,4,12823.461510638306,2285.6485106383043
2015-01-09 03:00:00,-9.5,1,3,4,13176.767255319144,2198.7042553191422
2015-01-09 04:00:00,-8.4,1,4,4,13686.696595744688,2419.2945957446864
2015-01-09 05:00:00,-5.4,1,5,4,14774.940787234053,2747.311787234052
2015-01-09 06:00:00,-3.6,1,6,4,16200.568425531914,3015.321425531911
2015-01-09 07:00:00,-4.6,1,7,4,17221.030170212776,3496.2701702127742
2015-01-09 08:00:00,-5.8,1,8,4,17124.890021276588,3664.8960212765887
2015-01-09 09:00:00,-7.4,1,9,4,16630.590617021277,3425.288617021273
2015-01-09 10:00:00,-8.6,1,10,4,16527.136808510637,3250.748808510638
2015-01-09 11:00:00,-8.8,1,11,4,16553.6550212766,3316.440021276605
2015-01-09 12:00:00,-9.2,1,12,4,16541.591361702136,2828.7703617021325
2015-01-09 13:00:00,-9.4,1,13,4,16873.135212765963,2398.5352127659644
2015-01-09 14:00:00,-9.5,1,14,4,17112.770446808514,2231.967446808514
2015-01-09 15:00:00,-9.7,1,15,4,17525.77391489361,2016.702914893605
2015-01-09 16:00:00,-10.0,1,16,4,18314.06765957448,2035.3506595744768
2015-01-09 17:00:00,-10.3,1,17,4,19263.385468085115,3051.3074680851205
2015-01-09 18:00:00,-9.8,1,18,4,20151.78000000001,2837.176000000014
2015-01-09 19:00:00,-10.0,1,19,4,20470.23308510638,2555.600085106388
2015-01-09 20:00:00,-9.6,1,20,4,20626.68840425532,2592.472404255313
2015-01-09 21:00:00,-10.4,1,21,4,20588.27927659573,2849.1262765957363
2015-01-09 22:00:00,-10.6,1,22,4,20193.46827659574,2810.2672765957395
2015-01-09 23:00:00,-11.1,1,23,4,19911.611063829783,2562.9360638297803
2015-01-10 00:00:00,-11.5,1,0,5,20398.14423404256,2624.8982340425573
2015-01-10 01:00:00,-12.4,1,1,5,20653.703489361706,2267.4314893617047
2015-01-10 02:00:00,-13.6,1,2,5,21102.304510638307,2010.7115106383064
2015-01-10 03:00:00,-14.6,1,3,5,21242.52525531914,1905.5882553191404
2015-01-10 04:00:00,-15.3,1,4,5,21827.048595744687,1593.802595744688
2015-01-10 05:00:00,-15.9,1,5,5,22462.76778723405,1078.8627872340512
2015-01-10 06:00:00,-16.8,1,6,5,23132.04642553191,0.0
2015-01-10 07:00:00,-17.8,1,7,5,23584.796170212765,0.0
2015-01-10 08:00:00,-18.5,1,8,5,23091.92602127658,0.0
2015-01-10 09:00:00,-19.1,1,9,5,22192.25961702128,264.9166170212775
2015-01-10 10:00:00,-19.5,1,10,5,21490.874808510634,1283.8598085106423
2015-01-10 11:00:00,-19.8,1,11,5,20878.6540212766,1722.127021276603
2015-01-10 12:00:00,-20.0,1,12,5,20488.095361702137,1691.6233617021353
2015-01-10 13:00:00,-19.6,1,13,5,20066.73321276597,1727.3712127659674
2015-01-10 14:00:00,-18.2,1,14,5,19927.74244680851,1633.296446808512
2015-01-10 15:00:00,-16.5,1,15,5,19649.4819148936,1264.9899148936092
2015-01-10 16:00:00,-15.2,1,16,5,19444.787659574467,899.3336595744768
2015-01-10 17:00:00,-13.4,1,17,5,19729.573468085124,668.5904680851163
2015-01-10 18:00:00,-11.8,1,18,5,19576.119000000013,0.0
2015-01-10 19:00:00,-10.6,1,19,5,19110.535085106378,0.0
2015-01-10 20:00:00,-9.8,1,20,5,18485.03040425531,0.0
