date,tmpf,month,hour,dayofweek,poten_2,poten_7
2015-01-08 00:00:00,30.02,1,0,3,8.648987109000004,11.713181558000016
2015-01-08 01:00:00,28.94,1,1,3,9.472736082000011,10.87129358
2015-01-08 02:00:00,28.04,1,2,3,2.7179391660999954,19.6849716671
2015-01-08 03:00:00,26.06,1,3,3,0.0,13.003008939500006
2015-01-08 04:00:00,24.98,1,4,3,5.068688638800012,7.286389474800018
2015-01-08 05:00:00,24.08,1,5,3,5.710955885400011,21.081105052400005
2015-01-08 06:00:00,21.92,1,6,3,3.2586730522000096,11.124086385200002
2015-01-08 07:00:00,21.92,1,7,3,5.083504916799996,15.48516102779999
2015-01-08 08:00:00,23.0,1,8,3,29.6754398067,20.5435273067
2015-01-08 09:00:00,26.06,1,9,3,28.369337637699985,20.90325041669999
2015-01-08 10:00:00,26.06,1,10,3,26.819945748700007,27.17405158070001
2015-01-08 11:00:00,26.96,1,11,3,34.27983561260001,34.54141144360001
2015-01-08 12:00:00,28.04,1,12,3,24.839933664,44.602729502
2015-01-08 13:00:00,28.94,1,13,3,11.6797386923,40.332364526300005
2015-01-08 14:00:00,32.0,1,14,3,7.852838332299998,49.3570311103
2015-01-08 15:00:00,33.08,1,15,3,11.228278168,39.278547614
2015-01-08 16:00:00,33.98,1,16,3,18.549214364500003,37.0979749155
2015-01-08 17:00:00,33.98,1,17,3,12.2318888883,30.1651452803
2015-01-08 18:00:00,35.06,1,18,3,17.374823750600008,33.95042375060002
2015-01-08 19:00:00,35.06,1,19,3,19.791333386000005,23.290331723
2015-01-08 20:00:00,35.06,1,20,3,30.333812831100005,12.2637400551
2015-01-08 21:00:00,33.98,1,21,3,19.646352778600004,15.698528055600008
2015-01-08 22:00:00,35.06,1,22,3,24.63294547270001,23.76529490870001
2015-01-08 23:00:00,35.96,1,23,3,24.10433819470001,28.7939176407
2015-01-09 00:00:00,37.04,1,0,4,11.179791002000016,14.245234055000012
2015-01-09 01:00:00,37.04,1,1,4,5.467513027999999,6.465576643000006
2015-01-09 02:00:00,37.94,1,2,4,22.8681502761,14.5273255531
2015-01-09 03:00:00,37.94,1,3,4,10.592728109500015,5.03892700050001
2015-01-09 04:00:00,37.94,1,4,4,12.185053916800015,15.198939472800006
2015-01-09 05:00:00,37.94,1,5,4,15.338908109400007,10.047292833400007
2015-01-09 06:00:00,37.94,1,6,4,26.40459444420001,5.024590275200012
2015-01-09 07:00:00,37.04,1,7,4,13.154531306799996,6.327887415799992
2015-01-09 08:00:00,35.06,1,8,4,27.69975869469998,8.46809341369999
2015-01-09 09:00:00,35.06,1,9,4,35.704988472699995,10.272754584699982
2015-01-09 10:00:00,37.04,1,10,4,29.244661305700006,16.9209865837
2015-01-09 11:00:00,37.04,1,11,4,23.612081998600004,25.200214225600007
2015-01-09 12:00:00,37.04,1,12,4,29.132610053,49.498499501
2015-01-09 13:00:00,37.94,1,13,4,34.6537800813,55.4170334193
2015-01-09 14:00:00,37.04,1,14,4,28.7083713893,59.9156458303
2015-01-09 15:00:00,37.04,1,15,4,28.438794838,64.976355115
2015-01-09 16:00:00,37.04,1,16,4,31.4377510275,54.2706601915
2015-01-09 17:00:00,37.04,1,17,4,9.1016583333,33.6854852773
2015-01-09 18:00:00,37.04,1,18,4,22.683952085600005,28.313931252600007
2015-01-09 19:00:00,35.96,1,19,4,14.097875336,21.03899561
2015-01-09 20:00:00,33.98,1,20,4,22.7506645031,14.805674779100002
2015-01-09 21:00:00,35.06,1,21,4,22.8348747246,25.54406166560001
2015-01-09 22:00:00,35.06,1,22,4,20.711677971700013,21.69795019370001
2015-01-09 23:00:00,35.96,1,23,4,32.6878084697,19.87651124870001
2015-01-10 00:00:00,35.96,1,0,5,25.293870997000013,6.889703225000005
2015-01-10 01:00:00,37.04,1,1,5,21.468527472000005,0.0
2015-01-10 02:00:00,37.04,1,2,5,17.072889445100003,0.0
2015-01-10 03:00:00,35.96,1,3,5,19.147966999500014,0.0
2015-01-10 04:00:00,35.96,1,4,5,29.964271416800017,0.0
2015-01-10 05:00:00,33.98,1,5,5,30.8861733894,0.0
2015-01-10 06:00:00,33.08,1,6,5,23.134061664200004,0.0
2015-01-10 07:00:00,33.08,1,7,5,27.311542416799995,0.0
2015-01-10 08:00:00,32.0,1,8,5,58.6715756377,0.0
2015-01-10 09:00:00,33.08,1,9,5,71.3413287507,0.0
2015-01-10 10:00:00,32.0,1,10,5,58.73862991870001,12.902316305699998
2015-01-10 11:00:00,33.08,1,11,5,60.427710887600014,1.5672839446000069
2015-01-10 12:00:00,33.08,1,12,5,63.943186721,4.251107834999999
2015-01-10 13:00:00,35.06,1,13,5,65.0334817493,0.0
2015-01-10 14:00:00,33.98,1,14,5,65.5619758333,0.0
2015-01-10 15:00:00,35.06,1,15,5,52.331434559,11.035953445
2015-01-10 16:00:00,35.06,1,16,5,48.9292910285,20.5350446395
2015-01-10 17:00:00,33.98,1,17,5,37.4851983313,24.6469661093
2015-01-10 18:00:00,35.06,1,18,5,25.004854026600007,18.63610264160001
2015-01-10 19:00:00,33.98,1,19,5,18.601594222999992,8.947588943
2015-01-10 20:00:00,35.06,1,20,5,20.578256171099994,10.668852834099994
2015-01-10 21:00:00,35.06,1,21,5,12.470218052600003,9.901199166600009
2015-01-10 22:00:00,35.06,1,22,5,26.226507975700017,8.749221581700013
2015-01-10 23:00:00,35.06,1,23,5,15.7686054137,6.2734234717000135
2015-01-11 00:00:00,35.06,1,0,6,17.90266905700001,0.0
2015-01-11 01:00:00,35.06,1,1,6,13.883829416000012,0.0
2015-01-11 02:00:00,35.06,1,2,6,5.424809723099997,1.9468019430999988
2015-01-11 03:00:00,35.06,1,3,6,8.273881165500015,0.0
2015-01-11 04:00:00,35.96,1,4,6,11.847841692800015,0.0
2015-01-11 05:00:00,35.96,1,5,6,16.265016718400005,0.0
2015-01-11 06:00:00,35.96,1,6,6,23.49582833220001,0.0
2015-01-11 07:00:00,35.96,1,7,6,21.9186807518,0.0
2015-01-11 08:00:00,35.96,1,8,6,39.64950091569999,0.0
2015-01-11 09:00:00,37.04,1,9,6,51.0300145837,0.0
2015-01-11 10:00:00,39.02,1,10,6,61.807812419700014,0.0
2015-01-11 11:00:00,39.92,1,11,6,64.2222314466,0.0
2015-01-11 12:00:00,41.0,1,12,6,63.111503667,0.0
2015-01-11 13:00:00,42.98,1,13,6,73.04463869729999,0.0
2015-01-11 14:00:00,46.04,1,14,6,71.10742361129999,0.0
2015-01-11 15:00:00,48.02,1,15,6,57.579780944,2.7172165029999995
2015-01-11 16:00:00,48.02,1,16,6,30.536836585500005,17.850182973500004
2015-01-11 17:00:00,48.92,1,17,6,19.5091041683,27.1509602753
2015-01-11 18:00:00,48.02,1,18,6,25.929622362600007,31.919635693600007
2015-01-11 19:00:00,48.02,1,19,6,21.427271444,23.367139224
2015-01-11 20:00:00,48.02,1,20,6,11.710173388100005,14.053712000099992
2015-01-11 21:00:00,48.02,1,21,6,12.6853147236,16.2300599996
2015-01-11 22:00:00,48.02,1,22,6,24.614077417700017,19.60856158270002
2015-01-11 23:00:00,48.02,1,23,6,19.932850139700008,22.78553680670001
2015-01-12 00:00:00,46.94,1,0,0,13.507862666000008,10.389362669000008
2015-01-12 01:00:00,46.04,1,1,0,10.371134694000006,4.99973386100001
2015-01-12 02:00:00,44.96,1,2,0,7.2613144421000015,7.174317781100001
2015-01-12 03:00:00,44.06,1,3,0,19.55756588550001,6.639251997500011
2015-01-12 04:00:00,44.06,1,4,0,25.969199191800016,12.013075583800015
2015-01-12 05:00:00,42.98,1,5,0,22.692998389400003,12.241313666400004
2015-01-12 06:00:00,44.06,1,6,0,18.261057776200005,3.086359997200006
2015-01-12 07:00:00,44.06,1,7,0,10.684832694799994,10.354433804799996
2015-01-12 08:00:00,42.98,1,8,0,24.15919508169999,22.8889809187
2015-01-12 09:00:00,42.98,1,9,0,40.03114486269999,23.171326806699994
2015-01-12 10:00:00,44.96,1,10,0,37.3600049157,19.1177188077
2015-01-12 11:00:00,44.06,1,11,0,41.05952283460002,24.429474221600017
2015-01-12 12:00:00,42.98,1,12,0,59.0219795,29.723574498
2015-01-12 13:00:00,44.06,1,13,0,60.7734623043,36.4731923073
2015-01-12 14:00:00,44.06,1,14,0,57.14062583329999,36.0064144443
2015-01-12 15:00:00,44.06,1,15,0,56.894494837,42.131772889
2015-01-12 16:00:00,42.98,1,16,0,50.053236027500006,41.4134371415
2015-01-12 17:00:00,44.06,1,17,0,26.2244308303,39.2299922223
2015-01-12 18:00:00,44.06,1,18,0,27.26260930760001,36.581244305600016
2015-01-12 19:00:00,42.98,1,19,0,18.908707833,29.893957833
2015-01-12 20:00:00,42.98,1,20,0,9.442950609099997,23.1484667191
2015-01-12 21:00:00,42.98,1,21,0,12.1920680546,18.443451942600007
2015-01-12 22:00:00,42.98,1,22,0,24.929226305700013,21.71725047170001
2015-01-12 23:00:00,42.08,1,23,0,17.33842513670001,25.889224583700013
2015-01-13 00:00:00,42.08,1,0,1,7.548076000000009,8.648987109000004
2015-01-13 01:00:00,39.92,1,1,1,0.0,9.472736082000011
2015-01-13 02:00:00,37.94,1,2,1,0.0,2.7179391660999954
2015-01-13 03:00:00,37.94,1,3,1,4.679987833500007,0.0
2015-01-13 04:00:00,37.04,1,4,1,13.161191691800012,5.068688638800012
2015-01-13 05:00:00,37.04,1,5,1,11.449047279400006,5.710955885400011
2015-01-13 06:00:00,37.04,1,6,1,0.0,3.2586730522000096
2015-01-13 07:00:00,35.96,1,7,1,0.0,5.083504916799996
2015-01-13 08:00:00,35.96,1,8,1,7.436964252699994,29.6754398067
2015-01-13 09:00:00,37.04,1,9,1,13.369542082699994,28.369337637699985
2015-01-13 10:00:00,37.04,1,10,1,25.7957304717,26.819945748700007
2015-01-13 11:00:00,37.94,1,11,1,26.708703110600013,34.27983561260001
2015-01-13 12:00:00,39.02,1,12,1,35.799946164000005,24.839933664
2015-01-13 13:00:00,39.02,1,13,1,33.9573481373,11.6797386923
2015-01-13 14:00:00,39.92,1,14,1,30.4707683313,7.852838332299998
2015-01-13 15:00:00,41.0,1,15,1,30.412658169,11.228278168
2015-01-13 16:00:00,41.0,1,16,1,30.0779015835,18.549214364500003
2015-01-13 17:00:00,42.08,1,17,1,23.1131924993,12.2318888883
2015-01-13 18:00:00,41.0,1,18,1,17.09345013760001,17.374823750600008
2015-01-13 19:00:00,41.0,1,19,1,19.736431722999995,19.791333386000005
2015-01-13 20:00:00,41.0,1,20,1,11.2575378361,30.333812831100005
2015-01-13 21:00:00,39.92,1,21,1,7.3081872226000115,19.646352778600004
2015-01-13 22:00:00,39.92,1,22,1,19.62577102370001,24.63294547270001
2015-01-13 23:00:00,39.02,1,23,1,19.811866803700013,24.10433819470001
2015-01-14 00:00:00,39.02,1,0,2,3.4211465590000074,11.179791002000016
2015-01-14 01:00:00,39.02,1,1,2,0.0,5.467513027999999
2015-01-14 02:00:00,39.02,1,2,2,0.0,22.8681502761
2015-01-14 03:00:00,39.02,1,3,2,1.8714233885000056,10.592728109500015
2015-01-14 04:00:00,37.94,1,4,2,6.273740305800018,12.185053916800015
2015-01-14 05:00:00,37.94,1,5,2,11.166836721400005,15.338908109400007
2015-01-14 06:00:00,37.94,1,6,2,14.821923332200017,26.40459444420001
2015-01-14 07:00:00,39.02,1,7,2,12.528165471799994,13.154531306799996
2015-01-14 08:00:00,39.02,1,8,2,18.898412857699995,27.69975869469998
2015-01-14 09:00:00,39.02,1,9,2,13.789827637699986,35.704988472699995
2015-01-14 10:00:00,39.02,1,10,2,22.304559917700004,29.244661305700006
2015-01-14 11:00:00,39.92,1,11,2,23.59750283660001,23.612081998600004
2015-01-14 12:00:00,39.92,1,12,2,36.276719501,29.132610053
2015-01-14 13:00:00,39.92,1,13,2,40.3573275843,34.6537800813
2015-01-14 14:00:00,39.02,1,14,2,47.0259013873,28.7083713893
2015-01-14 15:00:00,39.92,1,15,2,41.216345112,28.438794838
2015-01-14 16:00:00,39.02,1,16,2,37.6318176975,31.4377510275
2015-01-14 17:00:00,39.92,1,17,2,26.685426115300004,9.1016583333
2015-01-14 18:00:00,39.02,1,18,2,9.279207081600012,22.683952085600005
2015-01-14 19:00:00,39.02,1,19,2,12.260076724,14.097875336
2015-01-14 20:00:00,39.92,1,20,2,12.435585607099997,22.7506645031
2015-01-14 21:00:00,39.92,1,21,2,19.83297805860001,22.8348747246
2015-01-14 22:00:00,39.92,1,22,2,19.12994852670002,20.711677971700013
2015-01-14 23:00:00,39.92,1,23,2,16.949094862700008,32.6878084697
2015-01-15 00:00:00,39.02,1,0,3,14.298038222000017,25.293870997000013
2015-01-15 01:00:00,39.02,1,1,3,12.77978802700001,21.468527472000005
2015-01-15 02:00:00,39.02,1,2,3,4.499229723100001,17.072889445100003
2015-01-15 03:00:00,37.94,1,3,3,5.043876998500011,19.147966999500014
2015-01-15 04:00:00,39.02,1,4,3,9.848286970800018,29.964271416800017
2015-01-15 05:00:00,37.94,1,5,3,1.3963831094000057,30.8861733894
2015-01-15 06:00:00,37.94,1,6,3,0.0,23.134061664200004
2015-01-15 07:00:00,39.02,1,7,3,0.7594438037999964,27.311542416799995
2015-01-15 08:00:00,39.02,1,8,3,32.41193146970001,58.6715756377
2015-01-15 09:00:00,39.92,1,9,3,44.22253875069998,71.3413287507
2015-01-15 10:00:00,42.98,1,10,3,50.2154707527,58.73862991870001
2015-01-15 11:00:00,48.02,1,11,3,35.248580055600016,60.427710887600014
2015-01-15 12:00:00,51.08,1,12,3,41.636895888,63.943186721
2015-01-15 13:00:00,53.06,1,13,3,40.7874261933,65.0334817493
2015-01-15 14:00:00,55.94,1,14,3,35.7295527763,65.5619758333
2015-01-15 15:00:00,57.02,1,15,3,29.480364834,52.331434559
2015-01-15 16:00:00,57.02,1,16,3,19.0756379715,48.9292910285
2015-01-15 17:00:00,55.94,1,17,3,11.715210829299998,37.4851983313
2015-01-15 18:00:00,51.08,1,18,3,29.95030041860001,25.004854026600007
2015-01-15 19:00:00,42.08,1,19,3,22.222742,18.601594222999992
2015-01-15 20:00:00,41.0,1,20,3,23.508701446100005,20.578256171099994
2015-01-15 21:00:00,39.02,1,21,3,25.73755916760001,12.470218052600003
2015-01-15 22:00:00,37.04,1,22,3,21.42268324870001,26.226507975700017
2015-01-15 23:00:00,35.96,1,23,3,18.53356874870001,15.7686054137
2015-01-16 00:00:00,37.94,1,0,4,15.320356003000017,17.90266905700001
2015-01-16 01:00:00,33.08,1,1,4,13.293931639000007,13.883829416000012
