date,tmpf,month,hour,dayofweek,poten_2,poten_7
2015-01-16 02:00:00,30.92,1,2,4,9.536908335099994,5.424809723099997
2015-01-16 03:00:00,32.0,1,3,4,11.13950505550001,8.273881165500015
2015-01-16 04:00:00,33.98,1,4,4,5.002098915800005,11.847841692800015
2015-01-16 05:00:00,28.94,1,5,4,5.1915731104,16.265016718400005
2015-01-16 06:00:00,28.94,1,6,4,0.0,23.49582833220001
2015-01-16 07:00:00,28.94,1,7,4,9.975258248799989,21.9186807518
2015-01-16 08:00:00,30.92,1,8,4,26.2694498067,39.64950091569999
2015-01-16 09:00:00,41.0,1,9,4,39.76653597069999,51.0300145837
2015-01-16 10:00:00,48.92,1,10,4,46.6516113057,61.807812419700014
2015-01-16 11:00:00,53.96,1,11,4,44.70318977960001,64.2222314466
2015-01-16 12:00:00,59.0,1,12,4,45.557877000000005,63.111503667
2015-01-16 13:00:00,60.08,1,13,4,48.9111936953,73.04463869729999
2015-01-16 14:00:00,62.96,1,14,4,41.5948055533,71.10742361129999
2015-01-16 15:00:00,62.96,1,15,4,43.554872056,57.579780944
2015-01-16 16:00:00,62.96,1,16,4,36.23119046950001,30.536836585500005
2015-01-16 17:00:00,62.06,1,17,4,16.285639999300003,19.5091041683
2015-01-16 18:00:00,53.06,1,18,4,28.54175819360001,25.929622362600007
2015-01-16 19:00:00,48.02,1,19,4,19.375445330999995,21.427271444
2015-01-16 20:00:00,46.94,1,20,4,19.000143109099994,11.710173388100005
2015-01-16 21:00:00,44.06,1,21,4,13.815218608600006,12.6853147236
2015-01-16 22:00:00,44.06,1,22,4,25.55237019670001,24.614077417700017
2015-01-16 23:00:00,44.96,1,23,4,23.316584023700003,19.932850139700008
2015-01-17 00:00:00,48.02,1,0,5,24.00413683500001,13.507862666000008
2015-01-17 01:00:00,48.02,1,1,5,13.267127196000004,10.371134694000006
2015-01-17 02:00:00,44.06,1,2,5,11.400878613100003,7.2613144421000015
2015-01-17 03:00:00,41.0,1,3,5,18.43880144650001,19.55756588550001
2015-01-17 04:00:00,39.02,1,4,5,11.011107249800006,25.969199191800016
2015-01-17 05:00:00,39.02,1,5,5,6.252956723400004,22.692998389400003
2015-01-17 06:00:00,37.04,1,6,5,4.753125833200002,18.261057776200005
2015-01-17 07:00:00,35.06,1,7,5,13.388999082799998,10.684832694799994
2015-01-17 08:00:00,37.94,1,8,5,31.305482302699986,24.15919508169999
2015-01-17 09:00:00,48.92,1,9,5,28.35706124969998,40.03114486269999
2015-01-17 10:00:00,50.0,1,10,5,23.701782137700008,37.3600049157
2015-01-17 11:00:00,57.92,1,11,5,5.17632255760001,41.05952283460002
2015-01-17 12:00:00,62.96,1,12,5,0.0,59.0219795
2015-01-17 13:00:00,66.02,1,13,5,1.4407761952999998,60.7734623043
2015-01-17 14:00:00,68.0,1,14,5,15.653462499299998,57.14062583329999
2015-01-17 15:00:00,68.0,1,15,5,23.337105667,56.894494837
2015-01-17 16:00:00,69.98,1,16,5,20.881295471500003,50.053236027500006
2015-01-17 17:00:00,69.98,1,17,5,21.212493611300005,26.2244308303
2015-01-17 18:00:00,66.02,1,18,5,13.25932069760001,27.26260930760001
2015-01-17 19:00:00,62.96,1,19,5,9.508077001000004,18.908707833
2015-01-17 20:00:00,62.06,1,20,5,2.0635567210999994,9.442950609099997
2015-01-17 21:00:00,57.92,1,21,5,6.902072500599999,12.1920680546
2015-01-17 22:00:00,53.96,1,22,5,13.633881305700015,24.929226305700013
2015-01-17 23:00:00,57.02,1,23,5,11.266141524700004,17.33842513670001
2015-01-18 00:00:00,55.04,1,0,6,10.104284611000011,7.548076000000009
2015-01-18 01:00:00,51.98,1,1,6,1.4821885839999993,0.0
2015-01-18 02:00:00,53.96,1,2,6,0.0,0.0
2015-01-18 03:00:00,48.02,1,3,6,0.0,4.679987833500007
2015-01-18 04:00:00,48.92,1,4,6,7.792144473800008,13.161191691800012
2015-01-18 05:00:00,42.08,1,5,6,1.3921631104000056,11.449047279400006
2015-01-18 06:00:00,39.92,1,6,6,7.385578332200012,0.0
2015-01-18 07:00:00,37.94,1,7,6,6.316037692799995,0.0
2015-01-18 08:00:00,37.04,1,8,6,27.108994528699995,7.436964252699994
2015-01-18 09:00:00,50.0,1,9,6,22.736185694699984,13.369542082699994
2015-01-18 10:00:00,57.92,1,10,6,5.402596584700007,25.7957304717
2015-01-18 11:00:00,60.98,1,11,6,4.262501444600012,26.708703110600013
2015-01-18 12:00:00,64.04,1,12,6,0.5030453349999995,35.799946164000005
2015-01-18 13:00:00,68.0,1,13,6,5.293478695300001,33.9573481373
2015-01-18 14:00:00,69.08,1,14,6,5.538242220299998,30.4707683313
2015-01-18 15:00:00,69.08,1,15,6,0.0,30.412658169
2015-01-18 16:00:00,69.08,1,16,6,15.580000749500002,30.0779015835
2015-01-18 17:00:00,66.92,1,17,6,7.408537780300001,23.1131924993
2015-01-18 18:00:00,57.92,1,18,6,4.411455969600006,17.09345013760001
2015-01-18 19:00:00,51.08,1,19,6,11.976992279,19.736431722999995
2015-01-18 20:00:00,46.04,1,20,6,9.2213989431,11.2575378361
2015-01-18 21:00:00,39.92,1,21,6,4.824049167600009,7.3081872226000115
2015-01-18 22:00:00,39.02,1,22,6,12.512894915700016,19.62577102370001
2015-01-18 23:00:00,35.06,1,23,6,9.282843471700003,19.811866803700013
2015-01-19 00:00:00,37.94,1,0,0,9.741868498000017,3.4211465590000074
2015-01-19 01:00:00,32.0,1,1,0,8.369222752000013,0.0
2015-01-19 02:00:00,30.92,1,2,0,0.0,0.0
2015-01-19 03:00:00,39.02,1,3,0,0.0,1.8714233885000056
2015-01-19 04:00:00,30.92,1,4,0,0.0,6.273740305800018
2015-01-19 05:00:00,30.92,1,5,0,0.0,11.166836721400005
2015-01-19 06:00:00,30.92,1,6,0,2.532547778200012,14.821923332200017
2015-01-19 07:00:00,33.08,1,7,0,0.0,12.528165471799994
2015-01-19 08:00:00,37.94,1,8,0,2.7190492517,18.898412857699995
2015-01-19 09:00:00,51.98,1,9,0,0.0,13.789827637699986
2015-01-19 10:00:00,57.92,1,10,0,0.0,22.304559917700004
2015-01-19 11:00:00,60.98,1,11,0,0.0,23.59750283660001
2015-01-19 12:00:00,64.94,1,12,0,1.8414111680000005,36.276719501
2015-01-19 13:00:00,68.0,1,13,0,14.6306778623,40.3573275843
2015-01-19 14:00:00,69.98,1,14,0,24.4759025013,47.0259013873
2015-01-19 15:00:00,71.96,1,15,0,24.198412053999995,41.216345112
2015-01-19 16:00:00,71.96,1,16,0,20.3174479695,37.6318176975
2015-01-19 17:00:00,69.08,1,17,0,15.078831392300003,26.685426115300004
2015-01-19 18:00:00,64.94,1,18,0,8.07273708360001,9.279207081600012
2015-01-19 19:00:00,55.94,1,19,0,5.106708389000005,12.260076724
2015-01-19 20:00:00,50.0,1,20,0,0.9677897780999984,12.435585607099997
2015-01-19 21:00:00,46.04,1,21,0,2.324476109599999,19.83297805860001
2015-01-19 22:00:00,44.96,1,22,0,5.770163804700019,19.12994852670002
2015-01-19 23:00:00,44.06,1,23,0,0.0,16.949094862700008
2015-01-20 00:00:00,42.08,1,0,1,0.0,14.298038222000017
2015-01-20 01:00:00,39.92,1,1,1,0.0,12.77978802700001
2015-01-20 02:00:00,37.04,1,2,1,5.213816667100005,4.499229723100001
2015-01-20 03:00:00,41.0,1,3,1,7.185426164500015,5.043876998500011
2015-01-20 04:00:00,35.96,1,4,1,4.579856693800011,9.848286970800018
2015-01-20 05:00:00,35.96,1,5,1,0.0,1.3963831094000057
2015-01-20 06:00:00,35.06,1,6,1,0.0,0.0
2015-01-20 07:00:00,35.06,1,7,1,0.0,0.7594438037999964
2015-01-20 08:00:00,37.04,1,8,1,0.0,32.41193146970001
2015-01-20 09:00:00,48.92,1,9,1,0.0,44.22253875069998
2015-01-20 10:00:00,55.94,1,10,1,0.0,50.2154707527
2015-01-20 11:00:00,62.06,1,11,1,0.0,35.248580055600016
2015-01-20 12:00:00,68.0,1,12,1,0.0,41.636895888
2015-01-20 13:00:00,71.06,1,13,1,0.0,40.7874261933
2015-01-20 14:00:00,75.92,1,14,1,0.0,35.7295527763
2015-01-20 15:00:00,78.08,1,15,1,0.0,29.480364834
2015-01-20 16:00:00,80.06,1,16,1,0.0,19.0756379715
2015-01-20 17:00:00,78.98,1,17,1,8.751478611300001,11.715210829299998
2015-01-20 18:00:00,69.08,1,18,1,14.773590415600005,29.95030041860001
2015-01-20 19:00:00,62.96,1,19,1,1.6445389449999936,22.222742
2015-01-20 20:00:00,60.08,1,20,1,0.0,23.508701446100005
2015-01-20 21:00:00,60.98,1,21,1,0.0,25.73755916760001
2015-01-20 22:00:00,57.92,1,22,1,0.0,21.42268324870001
2015-01-20 23:00:00,55.94,1,23,1,0.0,18.53356874870001
2015-01-21 00:00:00,53.06,1,0,2,0.0,15.320356003000017
2015-01-21 01:00:00,53.06,1,1,2,0.0,13.293931639000007
2015-01-21 02:00:00,51.08,1,2,2,0.0,9.536908335099994
2015-01-21 03:00:00,51.08,1,3,2,0.0,11.13950505550001
2015-01-21 04:00:00,51.08,1,4,2,0.4196750268000073,5.002098915800005
2015-01-21 05:00:00,48.92,1,5,2,3.604988665400001,5.1915731104
2015-01-21 06:00:00,48.92,1,6,2,0.7823233332000115,0.0
2015-01-21 07:00:00,50.0,1,7,2,2.7079488087999977,9.975258248799989
2015-01-21 08:00:00,48.92,1,8,2,8.413575086699993,26.2694498067
2015-01-21 09:00:00,48.2,1,9,2,10.301242362699996,39.76653597069999
2015-01-21 10:00:00,48.92,1,10,2,7.134552694700005,46.6516113057
2015-01-21 11:00:00,51.98,1,11,2,0.0,44.70318977960001
2015-01-21 12:00:00,53.96,1,12,2,0.0,45.557877000000005
2015-01-21 13:00:00,55.04,1,13,2,10.1315311963,48.9111936953
2015-01-21 14:00:00,55.04,1,14,2,1.2025019432999988,41.5948055533
2015-01-21 15:00:00,53.96,1,15,2,0.0,43.554872056
2015-01-21 16:00:00,55.04,1,16,2,0.0,36.23119046950001
2015-01-21 17:00:00,55.94,1,17,2,0.0,16.285639999300003
2015-01-21 18:00:00,53.06,1,18,2,5.971572080600005,28.54175819360001
2015-01-21 19:00:00,53.96,1,19,2,0.0,19.375445330999995
2015-01-21 20:00:00,53.96,1,20,2,0.0,19.000143109099994
2015-01-21 21:00:00,53.96,1,21,2,4.075070832600005,13.815218608600006
2015-01-21 22:00:00,53.96,1,22,2,0.0,25.55237019670001
2015-01-21 23:00:00,53.06,1,23,2,0.0,23.316584023700003
2015-01-22 00:00:00,53.06,1,0,3,0.0,24.00413683500001
2015-01-22 01:00:00,51.98,1,1,3,0.0,13.267127196000004
2015-01-22 02:00:00,51.08,1,2,3,0.0,11.400878613100003
2015-01-22 03:00:00,51.08,1,3,3,0.0,18.43880144650001
2015-01-22 04:00:00,50.0,1,4,3,0.0,11.011107249800006
2015-01-22 05:00:00,48.92,1,5,3,0.0,6.252956723400004
2015-01-22 06:00:00,48.92,1,6,3,0.0,4.753125833200002
2015-01-22 07:00:00,48.02,1,7,3,3.803321578799995,13.388999082799998
2015-01-22 08:00:00,46.94,1,8,3,11.653985084699997,31.305482302699986
2015-01-22 09:00:00,46.04,1,9,3,16.28469653069999,28.35706124969998
2015-01-22 10:00:00,44.96,1,10,3,9.252554084700009,23.701782137700008
2015-01-22 11:00:00,46.04,1,11,3,22.600502003600013,5.17632255760001
2015-01-22 12:00:00,44.96,1,12,3,11.960148662999998,0.0
2015-01-22 13:00:00,46.04,1,13,3,2.1530636963000003,1.4407761952999998
2015-01-22 14:00:00,44.96,1,14,3,0.002970832299999,15.653462499299998
2015-01-22 15:00:00,44.96,1,15,3,0.0,23.337105667
2015-01-22 16:00:00,44.06,1,16,3,0.0,20.881295471500003
2015-01-22 17:00:00,42.98,1,17,3,0.0,21.212493611300005
2015-01-22 18:00:00,42.98,1,18,3,0.0,13.25932069760001
2015-01-22 19:00:00,42.08,1,19,3,0.0,9.508077001000004
2015-01-22 20:00:00,42.08,1,20,3,12.400309497099997,2.0635567210999994
2015-01-22 21:00:00,42.08,1,21,3,11.8772072206,6.902072500599999
2015-01-22 22:00:00,42.08,1,22,3,14.173594358700017,13.633881305700015
2015-01-22 23:00:00,42.08,1,23,3,8.301239582700006,11.266141524700004
2015-01-23 00:00:00,42.08,1,0,4,5.76346211100001,10.104284611000011
2015-01-23 01:00:00,42.08,1,1,4,0.0,1.4821885839999993
2015-01-23 02:00:00,42.08,1,2,4,0.0,0.0
2015-01-23 03:00:00,42.08,1,3,4,0.0,0.0
2015-01-23 04:00:00,42.08,1,4,4,5.378255859800007,7.792144473800008
2015-01-23 05:00:00,41.0,1,5,4,7.1481936664000045,1.3921631104000056
2015-01-23 06:00:00,41.0,1,6,4,1.4017338872000096,7.385578332200012
2015-01-23 07:00:00,41.0,1,7,4,0.0,6.316037692799995
2015-01-23 08:00:00,39.92,1,8,4,0.0,27.108994528699995
2015-01-23 09:00:00,39.02,1,9,4,13.06413847169999,22.736185694699984
2015-01-23 10:00:00,39.02,1,10,4,19.7881588027,5.402596584700007
2015-01-23 11:00:00,39.92,1,11,4,30.09874839260001,4.262501444600012
2015-01-23 12:00:00,41.0,1,12,4,35.69964422299999,0.5030453349999995
