date,tmpf,month,hour,dayofweek,kw2day,kw7day,poten_2,poten_7
2019-01-09 07:00:00,48.2,1,7,2,23544,18360,6272.526315789473,1088.5263157894733
2019-01-09 08:00:00,46.9,1,8,2,22356,18360,5172.63157894737,1176.63157894737
2019-01-09 09:00:00,49.3,1,9,2,21060,17550,4851.4736842105285,1341.4736842105283
2019-01-09 10:00:00,50.2,1,10,2,21924,17496,6570.947368421052,2142.947368421052
2019-01-09 11:00:00,51.1,1,11,2,21060,17550,6326.526315789472,2816.5263157894715
2019-01-09 12:00:00,52.7,1,12,2,18900,17820,4587.157894736842,3507.1578947368416
2019-01-09 13:00:00,53.4,1,13,2,18144,18144,4371.157894736842,4371.157894736842
2019-01-09 14:00:00,54.7,1,14,2,18468,18414,4970.842105263158,4916.842105263158
2019-01-09 15:00:00,54.5,1,15,2,18792,19548,4882.736842105263,5638.736842105263
2019-01-09 16:00:00,53.6,1,16,2,20466,20034,5547.78947368421,5115.78947368421
2019-01-09 17:00:00,51.4,1,17,2,22518,20952,6093.473684210527,4527.473684210527
2019-01-09 18:00:00,47.3,1,18,2,23328,21114,5951.36842105263,3737.36842105263
2019-01-09 19:00:00,44.2,1,19,2,23328,21168,5724.0,3564.0
2019-01-09 20:00:00,46.0,1,20,2,22572,20304,4766.21052631579,2498.21052631579
2019-01-09 21:00:00,43.5,1,21,2,21330,19548,3657.78947368421,1875.78947368421
2019-01-09 22:00:00,40.8,1,22,2,20412,18576,3171.78947368421,1335.78947368421
2019-01-09 23:00:00,38.7,1,23,2,19224,16740,2188.42105263158,0.0
2019-01-10 00:00:00,37.0,1,0,3,18954,16578,2583.4736842105285,207.4736842105285
2019-01-10 01:00:00,35.6,1,1,3,19656,17334,3549.78947368421,1227.78947368421
2019-01-10 02:00:00,34.7,1,2,3,19224,17388,3163.2631578947367,1327.2631578947369
2019-01-10 03:00:00,33.8,1,3,3,18900,16956,2856.315789473684,912.3157894736833
2019-01-10 04:00:00,33.1,1,4,3,19926,17496,3717.473684210529,1287.4736842105283
2019-01-10 05:00:00,32.0,1,5,3,20952,18792,4521.78947368421,2361.78947368421
2019-01-10 06:00:00,31.3,1,6,3,22572,19656,5743.894736842107,2827.894736842107
2019-01-10 07:00:00,30.0,1,7,3,22788,20628,5516.526315789473,3356.5263157894733
2019-01-10 08:00:00,30.2,1,8,3,21654,20574,4470.63157894737,3390.63157894737
2019-01-10 09:00:00,32.0,1,9,3,19494,20142,3285.4736842105285,3933.473684210529
2019-01-10 10:00:00,33.3,1,10,3,18360,19710,3006.947368421052,4356.947368421052
2019-01-10 11:00:00,35.6,1,11,3,18090,19278,3356.5263157894715,4544.526315789472
2019-01-10 12:00:00,37.4,1,12,3,17658,18792,3345.1578947368416,4479.157894736842
2019-01-10 13:00:00,38.5,1,13,3,17874,19170,4101.157894736842,5397.157894736842
2019-01-10 14:00:00,39.6,1,14,3,18306,19332,4808.842105263158,5834.842105263158
2019-01-10 15:00:00,40.3,1,15,3,18900,19980,4990.736842105263,6070.736842105263
2019-01-10 16:00:00,38.7,1,16,3,19980,20952,5061.78947368421,6033.78947368421
2019-01-10 17:00:00,37.2,1,17,3,20844,21600,4419.473684210527,5175.473684210527
2019-01-10 18:00:00,35.6,1,18,3,20952,21762,3575.36842105263,4385.36842105263
2019-01-10 19:00:00,35.1,1,19,3,20736,21330,3132.0,3726.0
2019-01-10 20:00:00,34.3,1,20,3,20088,20142,2282.21052631579,2336.21052631579
2019-01-10 21:00:00,33.3,1,21,3,19062,19116,1389.78947368421,1443.78947368421
2019-01-10 22:00:00,31.8,1,22,3,18360,18090,1119.78947368421,849.78947368421
2019-01-10 23:00:00,30.6,1,23,3,16956,17118,0.0,82.4210526315801
2019-01-11 00:00:00,29.1,1,0,4,16740,17064,369.4736842105285,693.4736842105285
2019-01-11 01:00:00,27.9,1,1,4,17118,17550,1011.78947368421,1443.78947368421
2019-01-11 02:00:00,27.1,1,2,4,17064,17712,1003.2631578947368,1651.2631578947369
2019-01-11 03:00:00,26.6,1,3,4,16848,17226,804.3157894736833,1182.3157894736833
2019-01-11 04:00:00,25.7,1,4,4,17550,17658,1341.4736842105283,1449.4736842105283
2019-01-11 05:00:00,25.3,1,5,4,19386,18738,2955.78947368421,2307.78947368421
2019-01-11 06:00:00,25.2,1,6,4,21222,20304,4393.894736842107,3475.894736842107
2019-01-11 07:00:00,23.9,1,7,4,22032,20358,4760.526315789473,3086.5263157894733
2019-01-11 08:00:00,23.7,1,8,4,20736,20574,3552.63157894737,3390.63157894737
2019-01-11 09:00:00,29.3,1,9,4,19062,20466,2853.4736842105285,4257.4736842105285
2019-01-11 10:00:00,32.0,1,10,4,18414,20196,3060.947368421052,4842.947368421052
2019-01-11 11:00:00,35.2,1,11,4,18576,20682,3842.526315789472,5948.526315789472
2019-01-11 12:00:00,37.4,1,12,4,18090,20088,3777.1578947368416,5775.157894736842
2019-01-11 13:00:00,38.8,1,13,4,17658,20358,3885.1578947368416,6585.157894736842
2019-01-11 14:00:00,40.6,1,14,4,18252,20196,4754.842105263158,6698.842105263158
2019-01-11 15:00:00,41.7,1,15,4,18954,20898,5044.736842105263,6988.736842105263
2019-01-11 16:00:00,41.9,1,16,4,20898,21384,5979.78947368421,6465.78947368421
2019-01-11 17:00:00,40.1,1,17,4,23112,22140,6687.473684210527,5715.473684210527
2019-01-11 18:00:00,32.2,1,18,4,24570,21600,7193.36842105263,4223.36842105263
2019-01-11 19:00:00,30.4,1,19,4,24570,21114,6966.0,3510.0
2019-01-11 20:00:00,28.9,1,20,4,24192,20358,6386.21052631579,2552.21052631579
2019-01-11 21:00:00,27.3,1,21,4,23544,19656,5871.78947368421,1983.78947368421
2019-01-11 22:00:00,26.4,1,22,4,22464,18900,5223.78947368421,1659.78947368421
2019-01-11 23:00:00,26.4,1,23,4,21654,17820,4618.42105263158,784.4210526315801
2019-01-12 00:00:00,25.0,1,0,5,21924,17604,5553.4736842105285,1233.4736842105283
2019-01-12 01:00:00,26.6,1,1,5,22356,17496,6249.78947368421,1389.78947368421
2019-01-12 02:00:00,28.4,1,2,5,23058,17064,6997.263157894737,1003.2631578947368
2019-01-12 03:00:00,29.7,1,3,5,23004,17064,6960.315789473683,1020.3157894736833
2019-01-12 04:00:00,31.1,1,4,5,24030,17334,7821.473684210528,1125.4736842105283
2019-01-12 05:00:00,31.6,1,5,5,26298,18684,9867.78947368421,2253.78947368421
2019-01-12 06:00:00,32.0,1,6,5,28350,19170,11521.894736842109,2341.894736842107
2019-01-12 07:00:00,32.0,1,7,5,28782,20358,11510.526315789471,3086.5263157894733
2019-01-12 08:00:00,32.5,1,8,5,27108,21006,9924.63157894737,3822.63157894737
2019-01-12 09:00:00,33.8,1,9,5,25056,20034,8847.473684210529,3825.473684210529
2019-01-12 10:00:00,35.4,1,10,5,23760,18954,8406.947368421052,3600.947368421052
2019-01-12 11:00:00,37.4,1,11,5,22572,18846,7838.526315789471,4112.526315789472
2019-01-12 12:00:00,39.9,1,12,5,21816,19548,7503.157894736842,5235.157894736842
2019-01-12 13:00:00,39.6,1,13,5,21492,18468,7719.157894736842,4695.157894736842
2019-01-12 14:00:00,40.3,1,14,5,22194,18036,8696.842105263158,4538.842105263158
2019-01-12 15:00:00,40.1,1,15,5,23004,18468,9094.736842105263,4558.736842105263
2019-01-12 16:00:00,40.1,1,16,5,25542,19494,10623.78947368421,4575.78947368421
2019-01-12 17:00:00,39.4,1,17,5,27972,20250,11547.473684210529,3825.473684210527
2019-01-12 18:00:00,38.7,1,18,5,28620,20250,11243.36842105263,2873.36842105263
2019-01-12 19:00:00,38.7,1,19,5,28620,20250,11016.0,2646.0
2019-01-12 20:00:00,36.0,1,20,5,28188,19656,10382.21052631579,1850.21052631579
2019-01-12 21:00:00,36.0,1,21,5,27378,19386,9705.78947368421,1713.78947368421
2019-01-12 22:00:00,36.1,1,22,5,26352,19494,9111.78947368421,2253.78947368421
2019-01-12 23:00:00,36.5,1,23,5,25650,18360,8614.42105263158,1324.42105263158
2019-01-13 00:00:00,37.4,1,0,6,25110,17226,8739.473684210529,855.4736842105285
2019-01-13 01:00:00,36.3,1,1,6,25758,16632,9651.78947368421,525.78947368421
2019-01-13 02:00:00,36.5,1,2,6,26244,16794,10183.263157894737,733.2631578947367
2019-01-13 03:00:00,36.7,1,3,6,26190,17064,10146.315789473683,1020.3157894736833
2019-01-13 04:00:00,36.5,1,4,6,27054,17226,10845.473684210529,1017.4736842105284
2019-01-13 05:00:00,36.1,1,5,6,28566,17820,12135.78947368421,1389.78947368421
2019-01-13 06:00:00,36.0,1,6,6,30186,18468,13357.894736842109,1639.8947368421068
2019-01-13 07:00:00,36.9,1,7,6,30510,18900,13238.526315789471,1628.5263157894733
2019-01-13 08:00:00,37.9,1,8,6,28512,18576,11328.63157894737,1392.63157894737
2019-01-13 09:00:00,38.3,1,9,6,25488,16740,9279.473684210529,531.4736842105285
2019-01-13 10:00:00,36.7,1,10,6,23220,15228,7866.947368421052,0.0
2019-01-13 11:00:00,37.6,1,11,6,22086,14148,7352.526315789471,0.0
2019-01-13 12:00:00,38.5,1,12,6,21006,14040,6693.157894736842,0.0
2019-01-13 13:00:00,39.6,1,13,6,20412,13554,6639.157894736842,0.0
2019-01-13 14:00:00,40.1,1,14,6,20142,13392,6644.842105263158,0.0
2019-01-13 15:00:00,40.1,1,15,6,20790,13716,6880.736842105263,0.0
2019-01-13 16:00:00,39.4,1,16,6,22518,15066,7599.78947368421,147.78947368420995
2019-01-13 17:00:00,37.8,1,17,6,25218,15552,8793.473684210527,0.0
2019-01-13 18:00:00,36.0,1,18,6,26622,16092,9245.36842105263,0.0
2019-01-13 19:00:00,35.2,1,19,6,27108,16524,9504.0,0.0
2019-01-13 20:00:00,34.9,1,20,6,27756,16794,9950.21052631579,0.0
2019-01-13 21:00:00,34.7,1,21,6,27648,16686,9975.78947368421,0.0
2019-01-13 22:00:00,34.2,1,22,6,27378,16308,10137.78947368421,0.0
2019-01-13 23:00:00,33.8,1,23,6,26568,16254,9532.42105263158,0.0
2019-01-14 00:00:00,33.8,1,0,0,25596,16740,9225.473684210529,369.4736842105285
2019-01-14 01:00:00,33.6,1,1,0,24840,17658,8733.78947368421,1551.78947368421
2019-01-14 02:00:00,33.3,1,2,0,23922,17550,7861.263157894737,1489.2631578947369
2019-01-14 03:00:00,32.5,1,3,0,24138,18306,8094.315789473683,2262.315789473684
2019-01-14 04:00:00,32.5,1,4,0,24408,18846,8199.473684210529,2637.4736842105285
2019-01-14 05:00:00,32.5,1,5,0,24138,20628,7707.78947368421,4197.78947368421
2019-01-14 06:00:00,32.2,1,6,0,24030,23112,7201.894736842107,6283.894736842107
2019-01-14 07:00:00,32.4,1,7,0,24030,23544,6758.526315789473,6272.526315789473
2019-01-14 08:00:00,32.5,1,8,0,24138,22356,6954.63157894737,5172.63157894737
2019-01-14 09:00:00,32.5,1,9,0,23274,21060,7065.4736842105285,4851.4736842105285
2019-01-14 10:00:00,33.4,1,10,0,22896,21924,7542.947368421052,6570.947368421052
2019-01-14 11:00:00,33.8,1,11,0,21978,21060,7244.526315789471,6326.526315789472
2019-01-14 12:00:00,34.5,1,12,0,21222,18900,6909.157894736842,4587.157894736842
2019-01-14 13:00:00,35.2,1,13,0,20898,18144,7125.157894736842,4371.157894736842
2019-01-14 14:00:00,36.7,1,14,0,21168,18468,7670.842105263158,4970.842105263158
2019-01-14 15:00:00,37.4,1,15,0,20412,18792,6502.736842105263,4882.736842105263
2019-01-14 16:00:00,37.8,1,16,0,20682,20466,5763.78947368421,5547.78947368421
2019-01-14 17:00:00,38.3,1,17,0,21546,22518,5121.473684210527,6093.473684210527
2019-01-14 18:00:00,37.6,1,18,0,21492,23328,4115.36842105263,5951.36842105263
2019-01-14 19:00:00,35.4,1,19,0,21384,23328,3780.0,5724.0
2019-01-14 20:00:00,32.2,1,20,0,20790,22572,2984.21052631579,4766.21052631579
2019-01-14 21:00:00,31.5,1,21,0,20574,21330,2901.78947368421,3657.78947368421
2019-01-14 22:00:00,29.3,1,22,0,19818,20412,2577.78947368421,3171.78947368421
2019-01-14 23:00:00,29.7,1,23,0,18738,19224,1702.42105263158,2188.42105263158
2019-01-15 00:00:00,31.1,1,0,1,18306,18954,1935.4736842105283,2583.4736842105285
2019-01-15 01:00:00,31.6,1,1,1,18252,19656,2145.78947368421,3549.78947368421
2019-01-15 02:00:00,31.3,1,2,1,18144,19224,2083.2631578947367,3163.2631578947367
2019-01-15 03:00:00,30.6,1,3,1,18414,18900,2370.315789473684,2856.315789473684
2019-01-15 04:00:00,30.6,1,4,1,18792,19926,2583.4736842105285,3717.473684210529
2019-01-15 05:00:00,32.0,1,5,1,18846,20952,2415.78947368421,4521.78947368421
2019-01-15 06:00:00,32.2,1,6,1,18792,22572,1963.8947368421068,5743.894736842107
2019-01-15 07:00:00,32.5,1,7,1,19440,22788,2168.5263157894733,5516.526315789473
2019-01-15 08:00:00,32.9,1,8,1,19926,21654,2742.63157894737,4470.63157894737
2019-01-15 09:00:00,34.2,1,9,1,20898,19494,4689.4736842105285,3285.4736842105285
2019-01-15 10:00:00,35.8,1,10,1,20952,18360,5598.947368421052,3006.947368421052
2019-01-15 11:00:00,37.6,1,11,1,20790,18090,6056.526315789472,3356.5263157894715
2019-01-15 12:00:00,39.2,1,12,1,19926,17658,5613.157894736842,3345.1578947368416
2019-01-15 13:00:00,40.5,1,13,1,18792,17874,5019.157894736842,4101.157894736842
2019-01-15 14:00:00,41.4,1,14,1,18954,18306,5456.842105263158,4808.842105263158
2019-01-15 15:00:00,43.3,1,15,1,19386,18900,5476.736842105263,4990.736842105263
2019-01-15 16:00:00,43.5,1,16,1,19764,19980,4845.78947368421,5061.78947368421
2019-01-15 17:00:00,41.4,1,17,1,20790,20844,4365.473684210527,4419.473684210527
2019-01-15 18:00:00,34.9,1,18,1,21546,20952,4169.36842105263,3575.36842105263
2019-01-15 19:00:00,32.4,1,19,1,21978,20736,4374.0,3132.0
2019-01-15 20:00:00,30.4,1,20,1,21870,20088,4064.21052631579,2282.21052631579
2019-01-15 21:00:00,30.4,1,21,1,21654,19062,3981.78947368421,1389.78947368421
2019-01-15 22:00:00,29.7,1,22,1,20682,18360,3441.78947368421,1119.78947368421
2019-01-15 23:00:00,29.1,1,23,1,20520,16956,3484.42105263158,0.0
2019-01-16 00:00:00,28.2,1,0,2,21276,16740,4905.4736842105285,369.4736842105285
2019-01-16 01:00:00,28.0,1,1,2,21978,17118,5871.78947368421,1011.78947368421
2019-01-16 02:00:00,28.2,1,2,2,21870,17064,5809.263157894737,1003.2631578947368
2019-01-16 03:00:00,29.3,1,3,2,22410,16848,6366.315789473683,804.3157894736833
2019-01-16 04:00:00,29.1,1,4,2,23976,17550,7767.473684210528,1341.4736842105283
2019-01-16 05:00:00,28.0,1,5,2,25326,19386,8895.78947368421,2955.78947368421
2019-01-16 06:00:00,27.3,1,6,2,27594,21222,10765.894736842109,4393.894736842107
2019-01-16 07:00:00,26.4,1,7,2,27918,22032,10646.526315789471,4760.526315789473
2019-01-16 08:00:00,27.9,1,8,2,27378,20736,10194.63157894737,3552.63157894737
2019-01-16 09:00:00,33.8,1,9,2,27486,19062,11277.473684210529,2853.4736842105285
2019-01-16 10:00:00,41.4,1,10,2,27054,18414,11700.947368421052,3060.947368421052
2019-01-16 11:00:00,47.7,1,11,2,26946,18576,12212.526315789471,3842.526315789472
2019-01-16 12:00:00,50.9,1,12,2,25542,18090,11229.157894736842,3777.1578947368416
2019-01-16 13:00:00,53.6,1,13,2,25218,17658,11445.157894736842,3885.1578947368416
2019-01-16 14:00:00,54.7,1,14,2,24840,18252,11342.842105263158,4754.842105263158
2019-01-16 15:00:00,54.5,1,15,2,25650,18954,11740.736842105263,5044.736842105263
2019-01-16 16:00:00,54.7,1,16,2,26892,20898,11973.78947368421,5979.78947368421
2019-01-16 17:00:00,51.3,1,17,2,28188,23112,11763.473684210529,6687.473684210527
2019-01-16 18:00:00,45.0,1,18,2,28890,24570,11513.36842105263,7193.36842105263
2019-01-16 19:00:00,40.3,1,19,2,28620,24570,11016.0,6966.0
2019-01-16 20:00:00,37.6,1,20,2,28134,24192,10328.21052631579,6386.21052631579
2019-01-16 21:00:00,36.9,1,21,2,27756,23544,10083.78947368421,5871.78947368421
2019-01-16 22:00:00,32.7,1,22,2,26784,22464,9543.78947368421,5223.78947368421
2019-01-16 23:00:00,33.1,1,23,2,25380,21654,8344.42105263158,4618.42105263158
2019-01-17 00:00:00,36.1,1,0,3,25218,21924,8847.473684210529,5553.4736842105285
2019-01-17 01:00:00,36.5,1,1,3,25704,22356,9597.78947368421,6249.78947368421
2019-01-17 02:00:00,33.4,1,2,3,25650,23058,9589.263157894737,6997.263157894737
2019-01-17 03:00:00,31.6,1,3,3,25812,23004,9768.315789473683,6960.315789473683
2019-01-17 04:00:00,31.3,1,4,3,26568,24030,10359.473684210529,7821.473684210528
2019-01-17 05:00:00,30.6,1,5,3,27756,26298,11325.78947368421,9867.78947368421
2019-01-17 06:00:00,30.6,1,6,3,28296,28350,11467.894736842109,11521.894736842109
2019-01-17 07:00:00,30.0,1,7,3,27594,28782,10322.526315789471,11510.526315789471
2019-01-17 08:00:00,30.9,1,8,3,26568,27108,9384.63157894737,9924.63157894737
2019-01-17 09:00:00,34.7,1,9,3,26082,25056,9873.473684210529,8847.473684210529
2019-01-17 10:00:00,40.1,1,10,3,25272,23760,9918.947368421052,8406.947368421052
2019-01-17 11:00:00,42.8,1,11,3,25056,22572,10322.526315789471,7838.526315789471
2019-01-17 12:00:00,44.1,1,12,3,23382,21816,9069.157894736842,7503.157894736842
2019-01-17 13:00:00,45.5,1,13,3,20790,21492,7017.157894736842,7719.157894736842
2019-01-17 14:00:00,47.8,1,14,3,20466,22194,6968.842105263158,8696.842105263158
2019-01-17 15:00:00,49.1,1,15,3,21222,23004,7312.736842105263,9094.736842105263
2019-01-17 16:00:00,48.2,1,16,3,22950,25542,8031.78947368421,10623.78947368421
2019-01-17 17:00:00,47.5,1,17,3,25866,27972,9441.473684210529,11547.473684210529
2019-01-17 18:00:00,45.5,1,18,3,27432,28620,10055.36842105263,11243.36842105263
2019-01-17 19:00:00,44.1,1,19,3,28026,28620,10422.0,11016.0
2019-01-17 20:00:00,42.8,1,20,3,28404,28188,10598.21052631579,10382.21052631579
2019-01-17 21:00:00,42.4,1,21,3,27594,27378,9921.78947368421,9705.78947368421
2019-01-17 22:00:00,42.8,1,22,3,26730,26352,9489.78947368421,9111.78947368421
2019-01-17 23:00:00,42.8,1,23,3,25812,25650,8776.42105263158,8614.42105263158
2019-01-18 00:00:00,42.3,1,0,4,25596,25110,9225.473684210529,8739.473684210529
2019-01-18 01:00:00,42.1,1,1,4,26190,25758,10083.78947368421,9651.78947368421
2019-01-18 02:00:00,42.3,1,2,4,26568,26244,10507.263157894737,10183.263157894737
2019-01-18 03:00:00,42.1,1,3,4,26190,26190,10146.315789473683,10146.315789473683
2019-01-18 04:00:00,42.1,1,4,4,26838,27054,10629.473684210529,10845.473684210529
2019-01-18 05:00:00,42.8,1,5,4,28512,28566,12081.78947368421,12135.78947368421
2019-01-18 06:00:00,41.7,1,6,4,30186,30186,13357.894736842109,13357.894736842109
2019-01-18 07:00:00,42.8,1,7,4,29916,30510,12644.526315789471,13238.526315789471
2019-01-18 08:00:00,43.3,1,8,4,28026,28512,10842.63157894737,11328.63157894737
2019-01-18 09:00:00,46.2,1,9,4,24408,25488,8199.473684210529,9279.473684210529
2019-01-18 10:00:00,49.5,1,10,4,21978,23220,6624.947368421052,7866.947368421052
2019-01-18 11:00:00,53.4,1,11,4,20952,22086,6218.526315789472,7352.526315789471
2019-01-18 12:00:00,55.9,1,12,4,19116,21006,4803.157894736842,6693.157894736842
2019-01-18 13:00:00,57.4,1,13,4,18684,20412,4911.157894736842,6639.157894736842
2019-01-18 14:00:00,57.4,1,14,4,18954,20142,5456.842105263158,6644.842105263158
2019-01-18 15:00:00,59.2,1,15,4,19710,20790,5800.736842105263,6880.736842105263
2019-01-18 16:00:00,59.0,1,16,4,21114,22518,6195.78947368421,7599.78947368421
2019-01-18 17:00:00,55.4,1,17,4,23328,25218,6903.473684210527,8793.473684210527
2019-01-18 18:00:00,48.6,1,18,4,24948,26622,7571.36842105263,9245.36842105263
2019-01-18 19:00:00,45.3,1,19,4,25164,27108,7560.0,9504.0
2019-01-18 20:00:00,43.0,1,20,4,25272,27756,7466.21052631579,9950.21052631579
2019-01-18 21:00:00,41.0,1,21,4,25002,27648,7329.78947368421,9975.78947368421
2019-01-18 22:00:00,40.8,1,22,4,24192,27378,6951.78947368421,10137.78947368421
2019-01-18 23:00:00,39.7,1,23,4,23220,26568,6184.42105263158,9532.42105263158
2019-01-19 00:00:00,38.5,1,0,5,23544,25596,7173.4736842105285,9225.473684210529
2019-01-19 01:00:00,37.6,1,1,5,24246,24840,8139.78947368421,8733.78947368421
2019-01-19 02:00:00,43.3,1,2,5,24408,23922,8347.263157894737,7861.263157894737
2019-01-19 03:00:00,43.9,1,3,5,24300,24138,8256.315789473683,8094.315789473683
2019-01-19 04:00:00,44.1,1,4,5,25596,24408,9387.473684210529,8199.473684210529
2019-01-19 05:00:00,44.2,1,5,5,27162,24138,10731.78947368421,7707.78947368421
2019-01-19 06:00:00,43.0,1,6,5,28728,24030,11899.894736842109,7201.894736842107
2019-01-19 07:00:00,42.8,1,7,5,28620,24030,11348.526315789471,6758.526315789473
2019-01-19 08:00:00,43.2,1,8,5,27864,24138,10680.63157894737,6954.63157894737
2019-01-19 09:00:00,44.1,1,9,5,25434,23274,9225.473684210529,7065.4736842105285
2019-01-19 10:00:00,46.8,1,10,5,23436,22896,8082.947368421052,7542.947368421052
2019-01-19 11:00:00,52.7,1,11,5,22788,21978,8054.526315789471,7244.526315789471
2019-01-19 12:00:00,52.9,1,12,5,22032,21222,7719.157894736842,6909.157894736842
2019-01-19 13:00:00,52.9,1,13,5,21492,20898,7719.157894736842,7125.157894736842
2019-01-19 14:00:00,54.5,1,14,5,19980,21168,6482.842105263158,7670.842105263158
2019-01-19 15:00:00,58.1,1,15,5,19710,20412,5800.736842105263,6502.736842105263
2019-01-19 16:00:00,59.9,1,16,5,21924,20682,7005.78947368421,5763.78947368421
2019-01-19 17:00:00,58.1,1,17,5,24246,21546,7821.473684210527,5121.473684210527
2019-01-19 18:00:00,57.2,1,18,5,25272,21492,7895.36842105263,4115.36842105263
2019-01-19 19:00:00,56.7,1,19,5,24948,21384,7344.0,3780.0
2019-01-19 20:00:00,56.3,1,20,5,23976,20790,6170.21052631579,2984.21052631579
2019-01-19 21:00:00,56.8,1,21,5,22842,20574,5169.78947368421,2901.78947368421
2019-01-19 22:00:00,57.2,1,22,5,21114,19818,3873.78947368421,2577.78947368421
2019-01-19 23:00:00,57.6,1,23,5,20196,18738,3160.42105263158,1702.42105263158
2019-01-20 00:00:00,58.3,1,0,6,19710,18306,3339.4736842105285,1935.4736842105283
2019-01-20 01:00:00,59.2,1,1,6,20520,18252,4413.78947368421,2145.78947368421
2019-01-20 02:00:00,61.9,1,2,6,21114,18144,5053.263157894737,2083.2631578947367
2019-01-20 03:00:00,61.7,1,3,6,20682,18414,4638.315789473683,2370.315789473684
2019-01-20 04:00:00,62.6,1,4,6,21006,18792,4797.4736842105285,2583.4736842105285
2019-01-20 05:00:00,59.4,1,5,6,22518,18846,6087.78947368421,2415.78947368421
2019-01-20 06:00:00,59.2,1,6,6,24030,18792,7201.894736842107,1963.8947368421068
2019-01-20 07:00:00,58.1,1,7,6,24300,19440,7028.526315789473,2168.5263157894733
2019-01-20 08:00:00,55.6,1,8,6,23490,19926,6306.63157894737,2742.63157894737
2019-01-20 09:00:00,55.8,1,9,6,21060,20898,4851.4736842105285,4689.4736842105285
2019-01-20 10:00:00,57.2,1,10,6,19548,20952,4194.947368421052,5598.947368421052
2019-01-20 11:00:00,57.2,1,11,6,19170,20790,4436.526315789472,6056.526315789472
2019-01-20 12:00:00,57.2,1,12,6,18090,19926,3777.1578947368416,5613.157894736842
2019-01-20 13:00:00,49.5,1,13,6,17928,18792,4155.157894736842,5019.157894736842
2019-01-20 14:00:00,49.1,1,14,6,18576,18954,5078.842105263158,5456.842105263158
2019-01-20 15:00:00,49.8,1,15,6,18360,19386,4450.736842105263,5476.736842105263
2019-01-20 16:00:00,48.2,1,16,6,18954,19764,4035.78947368421,4845.78947368421
2019-01-20 17:00:00,45.5,1,17,6,20304,20790,3879.473684210527,4365.473684210527
2019-01-20 18:00:00,40.6,1,18,6,21924,21546,4547.36842105263,4169.36842105263
2019-01-20 19:00:00,37.8,1,19,6,22248,21978,4644.0,4374.0
2019-01-20 20:00:00,35.6,1,20,6,22032,21870,4226.21052631579,4064.21052631579
2019-01-20 21:00:00,33.8,1,21,6,21924,21654,4251.78947368421,3981.78947368421
2019-01-20 22:00:00,32.9,1,22,6,21600,20682,4359.78947368421,3441.78947368421
2019-01-20 23:00:00,31.1,1,23,6,21006,20520,3970.42105263158,3484.42105263158
2019-01-21 00:00:00,29.3,1,0,0,21276,21276,4905.4736842105285,4905.4736842105285
2019-01-21 01:00:00,27.5,1,1,0,21384,21978,5277.78947368421,5871.78947368421
