date,tmpf,month,hour,dayofweek,kw2day,kw7day,poten_2,poten_7
2019-08-05 08:00:00,71.6,8,8,0,24192,22356,6445.058823529413,6840.0
2019-08-05 09:00:00,71.8,8,9,0,25056,23922,6181.411764705881,7380.0
2019-08-05 10:00:00,72.9,8,10,0,26082,25920,6260.823529411766,8418.0
2019-08-05 11:00:00,75.0,8,11,0,26514,27594,5488.941176470587,8850.0
2019-08-05 12:00:00,77.7,8,12,0,26892,29268,4790.117647058829,9414.0
2019-08-05 13:00:00,79.5,8,13,0,28404,30510,5549.29411764706,10086.0
2019-08-05 14:00:00,79.9,8,14,0,29214,31374,5793.882352941175,10608.0
2019-08-05 15:00:00,82.2,8,15,0,29700,31860,5860.588235294119,10596.0
2019-08-05 16:00:00,83.7,8,16,0,30672,32670,6184.588235294119,10776.0
2019-08-05 17:00:00,82.6,8,17,0,31482,33318,6921.529411764706,11748.0
2019-08-05 18:00:00,77.4,8,18,0,30888,32832,6489.529411764706,10968.0
2019-08-05 19:00:00,74.3,8,19,0,29484,31482,5946.352941176472,10068.0
2019-08-05 20:00:00,72.9,8,20,0,27324,29106,4374.0,8502.0
2019-08-05 21:00:00,71.2,8,21,0,25326,27810,3328.9411764705874,8046.0
2019-08-05 22:00:00,71.4,8,22,0,24354,25434,3633.882352941175,6852.0
2019-08-05 23:00:00,71.1,8,23,0,22518,22842,2801.647058823528,5382.0
2019-08-06 00:00:00,71.2,8,0,1,20682,21438,2490.352941176472,4422.0
2019-08-06 01:00:00,70.7,8,1,1,19170,21114,1693.0588235294126,5022.0
2019-08-06 02:00:00,70.2,8,2,1,18036,20196,1022.8235294117658,4806.0
2019-08-06 03:00:00,68.5,8,3,1,16740,19332,270.0,4362.0
2019-08-06 04:00:00,69.1,8,4,1,16578,19170,454.2352941176487,4638.0
2019-08-06 05:00:00,69.3,8,5,1,16902,20088,689.2941176470595,5568.0
2019-08-06 06:00:00,69.8,8,6,1,16200,20952,0.0,6888.0
2019-08-06 07:00:00,69.8,8,7,1,16632,22248,0.0,8046.0
2019-08-06 08:00:00,70.2,8,8,1,18684,24030,937.0588235294126,8514.0
2019-08-06 09:00:00,70.7,8,9,1,20466,25974,1591.411764705881,9432.0
2019-08-06 10:00:00,70.9,8,10,1,21708,27108,1886.823529411765,9606.0
2019-08-06 11:00:00,76.8,8,11,1,22518,28674,1492.9411764705874,9930.0
2019-08-06 12:00:00,80.1,8,12,1,23382,29862,1280.1176470588289,10008.0
2019-08-06 13:00:00,84.0,8,13,1,23814,30510,959.2941176470596,10086.0
2019-08-06 14:00:00,85.8,8,14,1,24030,31104,609.8823529411748,10338.0
2019-08-06 15:00:00,86.0,8,15,1,24138,32184,298.58823529411893,10920.0
2019-08-06 16:00:00,88.3,8,16,1,25380,32562,892.5882352941189,10668.0
2019-08-06 17:00:00,88.7,8,17,1,24894,32994,333.5294117647063,11424.0
2019-08-06 18:00:00,88.3,8,18,1,22734,32832,0.0,10968.0
2019-08-06 19:00:00,84.4,8,19,1,21222,31914,0.0,10500.0
2019-08-06 20:00:00,79.0,8,20,1,19872,30780,0.0,10176.0
2019-08-06 21:00:00,75.2,8,21,1,19116,28944,0.0,9180.0
2019-08-06 22:00:00,78.1,8,22,1,18306,26784,0.0,8202.0
2019-08-06 23:00:00,77.4,8,23,1,18198,24246,0.0,6786.0
2019-08-07 00:00:00,76.1,8,0,2,18252,22572,60.352941176472086,5556.0
2019-08-07 01:00:00,75.4,8,1,2,19548,22626,2071.0588235294126,6534.0
2019-08-07 02:00:00,74.8,8,2,2,19602,22194,2588.823529411766,6804.0
2019-08-07 03:00:00,74.5,8,3,2,19116,21708,2646.0,6738.0
2019-08-07 04:00:00,74.5,8,4,2,19440,21546,3316.2352941176487,7014.0
2019-08-07 05:00:00,74.3,8,5,2,20790,22140,4577.29411764706,7620.0
2019-08-07 06:00:00,73.6,8,6,2,22086,23220,5606.470588235294,9156.0
2019-08-07 07:00:00,73.9,8,7,2,22734,24084,5908.235294117647,9882.0
2019-08-07 08:00:00,76.6,8,8,2,23058,25650,5311.058823529413,10134.0
2019-08-07 09:00:00,79.7,8,9,2,24354,27054,5479.411764705881,10512.0
2019-08-07 10:00:00,82.6,8,10,2,25434,28998,5612.823529411766,11496.0
2019-08-07 11:00:00,86.0,8,11,2,27270,29808,6244.941176470587,11064.0
2019-08-07 12:00:00,88.5,8,12,2,27864,30780,5762.117647058829,10926.0
2019-08-07 13:00:00,91.0,8,13,2,29376,32184,6521.29411764706,11760.0
2019-08-07 14:00:00,91.2,8,14,2,30780,32562,7359.882352941175,11796.0
2019-08-07 15:00:00,90.7,8,15,2,31806,33858,7966.588235294119,12594.0
2019-08-07 16:00:00,90.7,8,16,2,30996,33912,6508.588235294119,12018.0
2019-08-07 17:00:00,87.8,8,17,2,30186,34074,5625.529411764706,12504.0
2019-08-07 18:00:00,85.3,8,18,2,28026,33588,3627.5294117647054,11724.0
2019-08-07 19:00:00,81.7,8,19,2,27378,32076,3840.352941176472,10662.0
2019-08-07 20:00:00,79.9,8,20,2,25596,30888,2646.0,10284.0
2019-08-07 21:00:00,76.6,8,21,2,24408,29700,2410.9411764705874,9936.0
2019-08-07 22:00:00,75.6,8,22,2,23490,27756,2769.8823529411748,9174.0
2019-08-07 23:00:00,73.8,8,23,2,22248,24732,2531.647058823528,7272.0
2019-08-08 00:00:00,73.4,8,0,3,21438,23598,3246.352941176472,5406.352941176472
2019-08-08 01:00:00,75.9,8,1,3,21222,22842,3745.0588235294126,5365.058823529413
2019-08-08 02:00:00,74.5,8,2,3,20466,21924,3452.823529411766,4910.823529411766
2019-08-08 03:00:00,69.8,8,3,3,19980,21870,3510.0,5400.0
2019-08-08 04:00:00,68.4,8,4,3,20304,19980,4180.235294117649,3856.2352941176487
2019-08-08 05:00:00,68.9,8,5,3,21222,22194,5009.29411764706,5981.29411764706
2019-08-08 06:00:00,68.2,8,6,3,22032,23220,5552.470588235294,6740.470588235294
2019-08-08 07:00:00,68.9,8,7,3,22680,24732,5854.235294117647,7906.235294117647
2019-08-08 08:00:00,73.4,8,8,3,23436,26136,5689.058823529413,8389.058823529413
2019-08-08 09:00:00,77.9,8,9,3,24192,27486,5317.411764705881,8611.411764705881
2019-08-08 10:00:00,80.1,8,10,3,25272,29862,5450.823529411766,10040.823529411766
2019-08-08 11:00:00,83.5,8,11,3,26946,30618,5920.941176470587,9592.941176470587
2019-08-08 12:00:00,86.5,8,12,3,28890,32238,6788.117647058829,10136.117647058829
2019-08-08 13:00:00,88.7,8,13,3,30726,32670,7871.2941176470595,9815.29411764706
2019-08-08 14:00:00,90.1,8,14,3,31428,33156,8007.882352941175,9735.882352941177
2019-08-08 15:00:00,89.1,8,15,3,31806,33966,7966.588235294119,10126.58823529412
2019-08-08 16:00:00,90.7,8,16,3,32670,33210,8182.588235294119,8722.588235294119
2019-08-08 17:00:00,90.7,8,17,3,32940,32508,8379.529411764706,7947.529411764706
2019-08-08 18:00:00,90.7,8,18,3,32562,30294,8163.529411764706,5895.529411764706
2019-08-08 19:00:00,86.4,8,19,3,31806,28944,8268.352941176472,5406.352941176472
2019-08-08 20:00:00,83.3,8,20,3,30132,27594,7182.0,4644.0
2019-08-08 21:00:00,75.7,8,21,3,29106,26784,7108.941176470587,4786.941176470587
2019-08-08 22:00:00,73.4,8,22,3,27270,25056,6549.882352941175,4335.882352941175
2019-08-08 23:00:00,72.9,8,23,3,25488,23274,5771.647058823528,3557.647058823528
2019-08-09 00:00:00,71.2,8,0,4,24246,22356,6054.352941176472,4164.352941176472
2019-08-09 01:00:00,70.2,8,1,4,23868,22626,6391.058823529413,5149.058823529413
2019-08-09 02:00:00,70.0,8,2,4,23220,22410,6206.823529411766,5396.823529411766
2019-08-09 03:00:00,70.0,8,3,4,22950,21978,6480.0,5508.0
2019-08-09 04:00:00,68.7,8,4,4,22896,21600,6772.235294117649,5476.235294117649
2019-08-09 05:00:00,69.6,8,5,4,23760,22302,7547.2941176470595,6089.29411764706
2019-08-09 06:00:00,68.9,8,6,4,24786,23274,8306.470588235294,6794.470588235294
2019-08-09 07:00:00,68.4,8,7,4,25596,24030,8770.235294117647,7204.235294117647
2019-08-09 08:00:00,74.3,8,8,4,26892,25056,9145.058823529413,7309.058823529413
2019-08-09 09:00:00,79.0,8,9,4,28458,26136,9583.41176470588,7261.411764705881
2019-08-09 10:00:00,83.3,8,10,4,30186,27864,10364.823529411766,8042.823529411766
2019-08-09 11:00:00,86.2,8,11,4,31212,29160,10186.941176470587,8134.941176470587
2019-08-09 12:00:00,88.3,8,12,4,32346,30510,10244.117647058829,8408.117647058829
2019-08-09 13:00:00,90.1,8,13,4,33264,30888,10409.29411764706,8033.2941176470595
2019-08-09 14:00:00,90.9,8,14,4,33804,31968,10383.882352941177,8547.882352941175
2019-08-09 15:00:00,92.3,8,15,4,33804,31482,9964.58823529412,7642.588235294119
2019-08-09 16:00:00,92.7,8,16,4,34344,29052,9856.58823529412,4564.588235294119
2019-08-09 17:00:00,92.5,8,17,4,34182,27540,9621.529411764706,2979.5294117647063
2019-08-09 18:00:00,92.1,8,18,4,33102,26298,8703.529411764706,1899.5294117647063
2019-08-09 19:00:00,89.6,8,19,4,32184,25758,8646.352941176472,2220.352941176472
2019-08-09 20:00:00,81.9,8,20,4,28944,25326,5994.0,2376.0
2019-08-09 21:00:00,77.0,8,21,4,26838,24624,4840.941176470587,2626.9411764705874
2019-08-09 22:00:00,74.5,8,22,4,25056,23490,4335.882352941175,2769.8823529411748
2019-08-09 23:00:00,72.7,8,23,4,23490,22194,3773.647058823528,2477.647058823528
2019-08-10 00:00:00,72.5,8,0,5,22572,21654,4380.352941176472,3462.352941176472
2019-08-10 01:00:00,71.8,8,1,5,22356,21816,4879.058823529413,4339.058823529413
2019-08-10 02:00:00,71.1,8,2,5,21492,21762,4478.823529411766,4748.823529411766
2019-08-10 03:00:00,69.8,8,3,5,21168,20898,4698.0,4428.0
2019-08-10 04:00:00,70.9,8,4,5,21330,21384,5206.235294117649,5260.235294117649
2019-08-10 05:00:00,68.9,8,5,5,21762,22194,5549.29411764706,5981.29411764706
2019-08-10 06:00:00,69.3,8,6,5,22842,22896,6362.470588235294,6416.470588235294
2019-08-10 07:00:00,72.5,8,7,5,23814,23382,6988.235294117647,6556.235294117647
2019-08-10 08:00:00,75.0,8,8,5,25488,24192,7741.058823529413,6445.058823529413
2019-08-10 09:00:00,78.3,8,9,5,27270,25056,8395.411764705881,6181.411764705881
2019-08-10 10:00:00,81.0,8,10,5,28458,26082,8636.823529411766,6260.823529411766
2019-08-10 11:00:00,83.1,8,11,5,29970,26514,8944.941176470587,5488.941176470587
2019-08-10 12:00:00,85.1,8,12,5,30888,26892,8786.117647058829,4790.117647058829
2019-08-10 13:00:00,87.3,8,13,5,32130,28404,9275.29411764706,5549.29411764706
2019-08-10 14:00:00,88.0,8,14,5,32616,29214,9195.882352941177,5793.882352941175
2019-08-10 15:00:00,88.3,8,15,5,33318,29700,9478.58823529412,5860.588235294119
2019-08-10 16:00:00,89.1,8,16,5,33912,30672,9424.58823529412,6184.588235294119
2019-08-10 17:00:00,88.9,8,17,5,34452,31482,9891.529411764706,6921.529411764706
2019-08-10 18:00:00,88.9,8,18,5,34236,30888,9837.529411764706,6489.529411764706
2019-08-10 19:00:00,81.1,8,19,5,33318,29484,9780.352941176472,5946.352941176472
2019-08-10 20:00:00,77.9,8,20,5,30618,27324,7668.0,4374.0
2019-08-10 21:00:00,73.6,8,21,5,30402,25326,8404.941176470587,3328.9411764705874
2019-08-10 22:00:00,72.1,8,22,5,27486,24354,6765.882352941175,3633.882352941175
2019-08-10 23:00:00,72.1,8,23,5,25326,22518,5609.647058823528,2801.647058823528
2019-08-11 00:00:00,72.5,8,0,6,23814,20682,5622.352941176472,2490.352941176472
2019-08-11 01:00:00,70.3,8,1,6,22788,19170,5311.058823529413,1693.0588235294126
2019-08-11 02:00:00,69.6,8,2,6,22194,18036,5180.823529411766,1022.8235294117658
2019-08-11 03:00:00,68.7,8,3,6,21654,16740,5184.0,270.0
2019-08-11 04:00:00,68.5,8,4,6,21222,16578,5098.235294117649,454.2352941176487
2019-08-11 05:00:00,68.0,8,5,6,21924,16902,5711.29411764706,689.2941176470595
2019-08-11 06:00:00,68.5,8,6,6,23058,16200,6578.470588235294,0.0
2019-08-11 07:00:00,69.1,8,7,6,24084,16632,7258.235294117647,0.0
2019-08-11 08:00:00,72.3,8,8,6,25056,18684,7309.058823529413,937.0588235294126
2019-08-11 09:00:00,76.5,8,9,6,26838,20466,7963.411764705881,1591.411764705881
2019-08-11 10:00:00,79.2,8,10,6,28188,21708,8366.823529411766,1886.823529411765
2019-08-11 11:00:00,83.3,8,11,6,29754,22518,8728.941176470587,1492.9411764705874
2019-08-11 12:00:00,84.6,8,12,6,30672,23382,8570.117647058829,1280.1176470588289
2019-08-11 13:00:00,86.2,8,13,6,31644,23814,8789.29411764706,959.2941176470596
2019-08-11 14:00:00,87.1,8,14,6,32184,24030,8763.882352941175,609.8823529411748
2019-08-11 15:00:00,87.4,8,15,6,32886,24138,9046.58823529412,298.58823529411893
2019-08-11 16:00:00,88.5,8,16,6,33858,25380,9370.58823529412,892.5882352941189
2019-08-11 17:00:00,89.2,8,17,6,34074,24894,9513.529411764706,333.5294117647063
2019-08-11 18:00:00,88.0,8,18,6,33480,22734,9081.529411764706,0.0
2019-08-11 19:00:00,86.0,8,19,6,32616,21222,9078.352941176472,0.0
2019-08-11 20:00:00,79.9,8,20,6,29808,19872,6858.0,0.0
2019-08-11 21:00:00,75.2,8,21,6,28080,19116,6082.941176470587,0.0
2019-08-11 22:00:00,76.1,8,22,6,26244,18306,5523.882352941175,0.0
2019-08-11 23:00:00,74.5,8,23,6,24246,18198,4529.647058823528,0.0
2019-08-12 00:00:00,70.7,8,0,0,21870,18252,3678.352941176472,60.352941176472086
2019-08-12 01:00:00,68.9,8,1,0,20736,19548,3259.0588235294126,2071.0588235294126
2019-08-12 02:00:00,67.3,8,2,0,19332,19602,2318.823529411766,2588.823529411766
2019-08-12 03:00:00,66.6,8,3,0,18090,19116,1620.0,2646.0
2019-08-12 04:00:00,65.7,8,4,0,18576,19440,2452.2352941176487,3316.2352941176487
2019-08-12 05:00:00,65.3,8,5,0,18630,20790,2417.2941176470595,4577.29411764706
2019-08-12 06:00:00,64.8,8,6,0,18954,22086,2474.4705882352937,5606.470588235294
2019-08-12 07:00:00,65.3,8,7,0,18198,22734,1372.2352941176468,5908.235294117647
2019-08-12 08:00:00,70.3,8,8,0,20628,23058,2881.0588235294126,5311.058823529413
2019-08-12 09:00:00,76.6,8,9,0,21708,24354,2833.411764705881,5479.411764705881
2019-08-12 10:00:00,81.9,8,10,0,22734,25434,2912.823529411766,5612.823529411766
2019-08-12 11:00:00,84.2,8,11,0,23922,27270,2896.9411764705874,6244.941176470587
2019-08-12 12:00:00,85.6,8,12,0,25164,27864,3062.117647058829,5762.117647058829
2019-08-12 13:00:00,85.6,8,13,0,26136,29376,3281.2941176470595,6521.29411764706
2019-08-12 14:00:00,88.7,8,14,0,26784,30780,3363.8823529411748,7359.882352941175
2019-08-12 15:00:00,89.2,8,15,0,27540,31806,3700.588235294119,7966.588235294119
2019-08-12 16:00:00,89.1,8,16,0,27918,30996,3430.588235294119,6508.588235294119
2019-08-12 17:00:00,88.7,8,17,0,26946,30186,2385.5294117647063,5625.529411764706
2019-08-12 18:00:00,88.7,8,18,0,25596,28026,1197.5294117647063,3627.5294117647054
2019-08-12 19:00:00,85.5,8,19,0,24462,27378,924.352941176472,3840.352941176472
2019-08-12 20:00:00,80.2,8,20,0,23382,25596,432.0,2646.0
2019-08-12 21:00:00,77.9,8,21,0,22140,24408,142.94117647058738,2410.9411764705874
2019-08-12 22:00:00,77.2,8,22,0,20790,23490,69.88235294117476,2769.8823529411748
2019-08-12 23:00:00,76.5,8,23,0,19602,22248,0.0,2531.647058823528
2019-08-13 00:00:00,73.2,8,0,1,17604,21438,0.0,3246.352941176472
2019-08-13 01:00:00,72.1,8,1,1,16902,21222,0.0,3745.0588235294126
2019-08-13 02:00:00,71.8,8,2,1,16578,20466,0.0,3452.823529411766
2019-08-13 03:00:00,69.8,8,3,1,15984,19980,0.0,3510.0
2019-08-13 04:00:00,69.8,8,4,1,15660,20304,0.0,4180.235294117649
2019-08-13 05:00:00,69.4,8,5,1,15984,21222,0.0,5009.29411764706
2019-08-13 06:00:00,69.8,8,6,1,16146,22032,0.0,5552.470588235294
2019-08-13 07:00:00,70.7,8,7,1,16362,22680,0.0,5854.235294117647
2019-08-13 08:00:00,75.9,8,8,1,18036,23436,289.0588235294126,5689.058823529413
2019-08-13 09:00:00,80.2,8,9,1,19494,24192,619.4117647058811,5317.411764705881
2019-08-13 10:00:00,82.4,8,10,1,20844,25272,1022.8235294117658,5450.823529411766
2019-08-13 11:00:00,87.1,8,11,1,22842,26946,1816.941176470588,5920.941176470587
2019-08-13 12:00:00,89.1,8,12,1,22950,28890,848.1176470588289,6788.117647058829
2019-08-13 13:00:00,90.9,8,13,1,23382,30726,527.2941176470595,7871.2941176470595
2019-08-13 14:00:00,90.3,8,14,1,24354,31428,933.8823529411748,8007.882352941175
2019-08-13 15:00:00,92.8,8,15,1,24354,31806,514.5882352941189,7966.588235294119
2019-08-13 16:00:00,92.1,8,16,1,24408,32670,0.0,8182.588235294119
2019-08-13 17:00:00,92.1,8,17,1,25542,32940,981.5294117647064,8379.529411764706
2019-08-13 18:00:00,90.1,8,18,1,25650,32562,1251.5294117647063,8163.529411764706
2019-08-13 19:00:00,88.9,8,19,1,25272,31806,1734.352941176472,8268.352941176472
2019-08-13 20:00:00,72.5,8,20,1,24192,30132,1242.0,7182.0
2019-08-13 21:00:00,72.9,8,21,1,22788,29106,790.9411764705874,7108.941176470587
2019-08-13 22:00:00,72.9,8,22,1,21168,27270,447.8823529411748,6549.882352941175
2019-08-13 23:00:00,72.9,8,23,1,19764,25488,47.64705882352792,5771.647058823528
2019-08-14 00:00:00,73.2,8,0,2,19278,24246,1086.352941176472,6054.352941176472
2019-08-14 01:00:00,76.3,8,1,2,19818,23868,2341.0588235294126,6391.058823529413
2019-08-14 02:00:00,75.4,8,2,2,19170,23220,2156.823529411766,6206.823529411766
2019-08-14 03:00:00,76.5,8,3,2,18630,22950,2160.0,6480.0
2019-08-14 04:00:00,75.6,8,4,2,18954,22896,2830.2352941176487,6772.235294117649
2019-08-14 05:00:00,76.3,8,5,2,20790,23760,4577.29411764706,7547.2941176470595
2019-08-14 06:00:00,75.4,8,6,2,21924,24786,5444.470588235294,8306.470588235294
2019-08-14 07:00:00,73.8,8,7,2,22788,25596,5962.235294117647,8770.235294117647
2019-08-14 08:00:00,73.6,8,8,2,24084,26892,6337.058823529413,9145.058823529413
2019-08-14 09:00:00,75.7,8,9,2,26730,28458,7855.411764705881,9583.41176470588
2019-08-14 10:00:00,79.5,8,10,2,28296,30186,8474.823529411766,10364.823529411766
2019-08-14 11:00:00,82.2,8,11,2,29970,31212,8944.941176470587,10186.941176470587
2019-08-14 12:00:00,85.6,8,12,2,30456,32346,8354.117647058829,10244.117647058829
2019-08-14 13:00:00,88.3,8,13,2,31212,33264,8357.29411764706,10409.29411764706
2019-08-14 14:00:00,86.9,8,14,2,31374,33804,7953.882352941175,10383.882352941177
2019-08-14 15:00:00,87.1,8,15,2,32562,33804,8722.588235294119,9964.58823529412
2019-08-14 16:00:00,89.2,8,16,2,33102,34344,8614.588235294119,9856.58823529412
2019-08-14 17:00:00,91.9,8,17,2,33750,34182,9189.529411764706,9621.529411764706
2019-08-14 18:00:00,91.8,8,18,2,33210,33102,8811.529411764706,8703.529411764706
2019-08-14 19:00:00,90.7,8,19,2,32400,32184,8862.352941176472,8646.352941176472
2019-08-14 20:00:00,82.2,8,20,2,30456,28944,7506.0,5994.0
2019-08-14 21:00:00,81.9,8,21,2,28404,26838,6406.941176470587,4840.941176470587
2019-08-14 22:00:00,77.2,8,22,2,26460,25056,5739.882352941175,4335.882352941175
2019-08-14 23:00:00,73.8,8,23,2,24030,23490,4313.647058823528,3773.647058823528
2019-08-15 00:00:00,72.5,8,0,3,22788,22572,4596.352941176472,4380.352941176472
2019-08-15 01:00:00,72.5,8,1,3,22626,22356,5149.058823529413,4879.058823529413
2019-08-15 02:00:00,72.5,8,2,3,21654,21492,4640.823529411766,4478.823529411766
2019-08-15 03:00:00,71.6,8,3,3,21276,21168,4806.0,4698.0
2019-08-15 04:00:00,72.0,8,4,3,21330,21330,5206.235294117649,5206.235294117649
2019-08-15 05:00:00,71.4,8,5,3,22626,21762,6413.29411764706,5549.29411764706
2019-08-15 06:00:00,71.6,8,6,3,23166,22842,6686.470588235294,6362.470588235294
2019-08-15 07:00:00,72.5,8,7,3,24192,23814,7366.235294117647,6988.235294117647
2019-08-15 08:00:00,73.4,8,8,3,25812,25488,8065.058823529413,7741.058823529413
2019-08-15 09:00:00,74.3,8,9,3,28134,27270,9259.41176470588,8395.411764705881
2019-08-15 10:00:00,75.4,8,10,3,29376,28458,9554.823529411766,8636.823529411766
2019-08-15 11:00:00,79.3,8,11,3,31320,29970,10294.941176470587,8944.941176470587
2019-08-15 12:00:00,83.7,8,12,3,32022,30888,9920.117647058829,8786.117647058829
2019-08-15 13:00:00,85.3,8,13,3,33642,32130,10787.29411764706,9275.29411764706
2019-08-15 14:00:00,88.3,8,14,3,34236,32616,10815.882352941177,9195.882352941177
2019-08-15 15:00:00,89.6,8,15,3,34560,33318,10720.58823529412,9478.58823529412
2019-08-15 16:00:00,89.6,8,16,3,35208,33912,10720.58823529412,9424.58823529412
2019-08-15 17:00:00,89.8,8,17,3,35316,34452,10755.529411764706,9891.529411764706
2019-08-15 18:00:00,87.4,8,18,3,34560,34236,10161.529411764706,9837.529411764706
2019-08-15 19:00:00,83.5,8,19,3,33966,33318,10428.352941176472,9780.352941176472
2019-08-15 20:00:00,81.5,8,20,3,32292,30618,9342.0,7668.0
2019-08-15 21:00:00,80.1,8,21,3,30240,30402,8242.941176470587,8404.941176470587
2019-08-15 22:00:00,79.9,8,22,3,28566,27486,7845.882352941175,6765.882352941175
2019-08-15 23:00:00,78.8,8,23,3,27000,25326,7283.647058823528,5609.647058823528
2019-08-16 00:00:00,77.9,8,0,4,25866,23814,7674.352941176472,5622.352941176472
2019-08-16 01:00:00,76.3,8,1,4,25434,22788,7957.058823529413,5311.058823529413
2019-08-16 02:00:00,74.7,8,2,4,25002,22194,7988.823529411766,5180.823529411766
2019-08-16 03:00:00,74.3,8,3,4,24570,21654,8100.0,5184.0
2019-08-16 04:00:00,74.3,8,4,4,25164,21222,9040.235294117649,5098.235294117649
2019-08-16 05:00:00,72.7,8,5,4,26136,21924,9923.29411764706,5711.29411764706
2019-08-16 06:00:00,72.7,8,6,4,26730,23058,10250.470588235294,6578.470588235294
2019-08-16 07:00:00,72.9,8,7,4,24084,24084,7258.235294117647,7258.235294117647
2019-08-16 08:00:00,75.6,8,8,4,20358,25056,2611.0588235294126,7309.058823529413
2019-08-16 09:00:00,77.2,8,9,4,21006,26838,2131.411764705881,7963.411764705881
2019-08-16 10:00:00,75.4,8,10,4,25164,28188,5342.823529411766,8366.823529411766
2019-08-16 11:00:00,74.5,8,11,4,30888,29754,9862.941176470587,8728.941176470587
2019-08-16 12:00:00,74.5,8,12,4,32184,30672,10082.117647058829,8570.117647058829
2019-08-16 13:00:00,75.4,8,13,4,33372,31644,10517.29411764706,8789.29411764706
2019-08-16 14:00:00,74.8,8,14,4,34182,32184,10761.882352941177,8763.882352941175
2019-08-16 15:00:00,78.4,8,15,4,35208,32886,11368.58823529412,9046.58823529412
2019-08-16 16:00:00,79.2,8,16,4,35910,33858,11422.58823529412,9370.58823529412
2019-08-16 17:00:00,78.3,8,17,4,36126,34074,11565.529411764706,9513.529411764706
2019-08-16 18:00:00,78.8,8,18,4,35964,33480,11565.529411764706,9081.529411764706
2019-08-16 19:00:00,78.1,8,19,4,34668,32616,11130.352941176472,9078.352941176472
2019-08-16 20:00:00,76.8,8,20,4,32670,29808,9720.0,6858.0
2019-08-16 21:00:00,73.4,8,21,4,31158,28080,9160.941176470587,6082.941176470587
2019-08-16 22:00:00,73.6,8,22,4,29160,26244,8439.882352941175,5523.882352941175
2019-08-16 23:00:00,72.7,8,23,4,26730,24246,7013.647058823528,4529.647058823528
2019-08-17 00:00:00,73.4,8,0,5,24894,21870,6702.352941176472,3678.352941176472
2019-08-17 01:00:00,72.3,8,1,5,24300,20736,6823.058823529413,3259.0588235294126
2019-08-17 02:00:00,73.2,8,2,5,24084,19332,7070.823529411766,2318.823529411766
2019-08-17 03:00:00,73.4,8,3,5,23652,18090,7182.0,1620.0
2019-08-17 04:00:00,73.4,8,4,5,23868,18576,7744.235294117649,2452.2352941176487
2019-08-17 05:00:00,72.5,8,5,5,24678,18630,8465.29411764706,2417.2941176470595
2019-08-17 06:00:00,72.9,8,6,5,25218,18954,8738.470588235294,2474.4705882352937
2019-08-17 07:00:00,72.9,8,7,5,25920,18198,9094.235294117649,1372.2352941176468
2019-08-17 08:00:00,73.6,8,8,5,26784,20628,9037.058823529413,2881.0588235294126
2019-08-17 09:00:00,75.0,8,9,5,27432,21708,8557.411764705881,2833.411764705881
2019-08-17 10:00:00,77.2,8,10,5,28080,22734,8258.823529411766,2912.823529411766
2019-08-17 11:00:00,79.7,8,11,5,29214,23922,8188.941176470587,2896.9411764705874
2019-08-17 12:00:00,84.9,8,12,5,30402,25164,8300.117647058829,3062.117647058829
2019-08-17 13:00:00,83.1,8,13,5,32130,26136,9275.29411764706,3281.2941176470595
2019-08-17 14:00:00,79.9,8,14,5,33480,26784,10059.882352941177,3363.8823529411748
2019-08-17 15:00:00,79.7,8,15,5,34398,27540,10558.58823529412,3700.588235294119
2019-08-17 16:00:00,79.2,8,16,5,35424,27918,10936.58823529412,3430.588235294119
2019-08-17 17:00:00,79.3,8,17,5,35154,26946,10593.529411764706,2385.5294117647063
2019-08-17 18:00:00,79.9,8,18,5,33534,25596,9135.529411764706,1197.5294117647063
2019-08-17 19:00:00,79.2,8,19,5,32616,24462,9078.352941176472,924.352941176472
2019-08-17 20:00:00,77.7,8,20,5,31536,23382,8586.0,432.0
2019-08-17 21:00:00,76.3,8,21,5,29862,22140,7864.941176470587,142.94117647058738
2019-08-17 22:00:00,74.5,8,22,5,28134,20790,7413.882352941175,69.88235294117476
2019-08-17 23:00:00,74.3,8,23,5,26622,19602,6905.647058823528,0.0
2019-08-18 00:00:00,73.4,8,0,6,25434,17604,7242.352941176472,0.0
2019-08-18 01:00:00,73.4,8,1,6,24786,16902,7309.058823529413,0.0
2019-08-18 02:00:00,73.4,8,2,6,24138,16578,7124.823529411766,0.0
2019-08-18 03:00:00,73.4,8,3,6,23760,15984,7290.0,0.0
2019-08-18 04:00:00,73.4,8,4,6,23976,15660,7852.235294117649,0.0
2019-08-18 05:00:00,73.4,8,5,6,24408,15984,8195.29411764706,0.0
2019-08-18 06:00:00,73.4,8,6,6,25164,16146,8684.470588235294,0.0
2019-08-18 07:00:00,73.6,8,7,6,26514,16362,9688.235294117649,0.0
2019-08-18 08:00:00,73.8,8,8,6,28026,18036,10279.058823529413,289.0588235294126
2019-08-18 09:00:00,74.7,8,9,6,29268,19494,10393.41176470588,619.4117647058811
2019-08-18 10:00:00,75.6,8,10,6,28512,20844,8690.823529411766,1022.8235294117658
2019-08-18 11:00:00,77.0,8,11,6,27810,22842,6784.941176470587,1816.941176470588
2019-08-18 12:00:00,82.0,8,12,6,27486,22950,5384.117647058829,848.1176470588289
2019-08-18 13:00:00,85.5,8,13,6,28404,23382,5549.29411764706,527.2941176470595
2019-08-18 14:00:00,86.0,8,14,6,28080,24354,4659.882352941175,933.8823529411748
