date,tmp,month,hour,dayofweek,poten_2,poten_7
2018-01-05 20:00:00,-10.1,1,20,4,10252.321485714278,10128.66837681159
2018-01-05 21:00:00,-11.0,1,21,4,9674.8998,10101.8454347826
2018-01-05 22:00:00,-11.7,1,22,4,8926.532885714278,10101.743275362314
2018-01-05 23:00:00,-12.5,1,23,4,8550.302657142856,10136.63071014492
2018-01-06 00:00:00,-13.2,1,0,5,7886.092999999997,10215.502666666664
2018-01-06 01:00:00,-13.8,1,1,5,8135.657371428573,10041.750072463776
2018-01-06 02:00:00,-14.3,1,2,5,8412.882314285718,9789.224739130434
2018-01-06 03:00:00,-14.4,1,3,5,8859.516457142854,9711.386594202904
2018-01-06 04:00:00,-14.5,1,4,5,9468.882828571432,9646.60420289855
2018-01-06 05:00:00,-14.6,1,5,5,10316.909542857147,9070.19917391304
2018-01-06 06:00:00,-14.7,1,6,5,11073.422314285708,8119.691536231883
2018-01-06 07:00:00,-14.8,1,7,5,11614.199771428572,7823.12960869565
2018-01-06 08:00:00,-14.9,1,8,5,12068.297542857144,8202.730811594196
2018-01-06 09:00:00,-15.1,1,9,5,12666.93702857142,9135.644782608695
2018-01-06 10:00:00,-15.4,1,10,5,13420.812171428572,9525.425565217392
2018-01-06 11:00:00,-15.7,1,11,5,13915.578885714294,9344.457101449285
2018-01-06 12:00:00,-15.7,1,12,5,14158.468800000002,8817.496898550722
2018-01-06 13:00:00,-14.8,1,13,5,14313.34174285714,8126.45073913044
2018-01-06 14:00:00,-13.8,1,14,5,13774.97565714286,7885.111449275362
2018-01-06 15:00:00,-12.9,1,15,5,13346.124199999997,7582.001884057969
2018-01-06 16:00:00,-11.9,1,16,5,13144.35665714286,7293.062202898553
2018-01-06 17:00:00,-11.2,1,17,5,13618.518228571433,7569.794463768114
2018-01-06 18:00:00,-11.1,1,18,5,13258.397057142858,7992.346391304345
2018-01-06 19:00:00,-10.8,1,19,5,13087.97571428572,8191.606826086954
2018-01-06 20:00:00,-11.2,1,20,5,13189.385485714276,8647.207376811588
2018-01-06 21:00:00,-11.9,1,21,5,13104.482799999998,8770.388434782599
2018-01-06 22:00:00,-12.8,1,22,5,12938.177885714282,8887.174275362318
2018-01-06 23:00:00,-13.4,1,23,5,13127.41565714286,9007.875710144925
2018-01-07 00:00:00,-13.8,1,0,6,13053.202,9801.90566666667
2018-01-07 01:00:00,-14.4,1,1,6,13530.826371428568,9912.683072463771
2018-01-07 02:00:00,-14.9,1,2,6,13973.685314285718,10129.074739130432
