date,tmp,month,hour,dayofweek,mw_2,mw_7,poten_2,poten_7
2015-01-08 00:00:00,14.8,1.0,0.0,3.0,3416.89094594838,3607.904502880765,921.389133077043,1112.4026900094282
2015-01-08 01:00:00,12.5,1.0,1.0,3.0,3328.9975954661927,3609.619438404625,918.2850191282404,1198.9068620666726
2015-01-08 02:00:00,10.9,1.0,2.0,3.0,3310.251772636904,3573.15836331026,937.8439659165042,1200.75055658986
2015-01-08 03:00:00,10.4,1.0,3.0,3.0,3326.862273177748,3538.420320152908,957.0801276423394,1168.638174617499
2015-01-08 04:00:00,10.1,1.0,4.0,3.0,3404.965896613502,3542.905393926578,987.95632137559,1125.8958186886662
2015-01-08 05:00:00,8.9,1.0,5.0,3.0,3626.72727634314,3590.3443472559006,1053.900780265952,1017.5178511787126
2015-01-08 06:00:00,7.8,1.0,6.0,3.0,4091.539467518681,3669.451533701773,1201.1244735254736,779.0365397085657
2015-01-08 07:00:00,7.0,1.0,7.0,3.0,4161.943712993132,3682.712543494673,1161.4615896102014,682.2304201117422
2015-01-08 08:00:00,6.6,1.0,8.0,3.0,3932.509422216207,3744.364302599496,977.1285351594028,788.983415542692
2015-01-08 09:00:00,5.8,1.0,9.0,3.0,3721.345474672356,3859.062895184358,783.6833624097299,921.4007829217315
2015-01-08 10:00:00,5.0,1.0,10.0,3.0,3480.3993894442474,3937.9367764989775,574.6124844174833,1032.1498714722134
2015-01-08 11:00:00,4.5,1.0,11.0,3.0,3198.0752570192262,3969.953126742439,323.4501951751563,1095.3280648983691
2015-01-08 12:00:00,3.9,1.0,12.0,3.0,2982.170864731904,3967.556123531037,129.5315951719549,1114.9168539710877
2015-01-08 13:00:00,3.4,1.0,13.0,3.0,2835.071347630605,3920.763788442516,0.0,1068.6488836157164
2015-01-08 14:00:00,3.2,1.0,14.0,3.0,2720.7945072176,3878.5784253955007,0.0,1023.0681575246416
2015-01-08 15:00:00,3.3,1.0,15.0,3.0,2650.9847868123043,3858.698855828256,0.0,1003.4190007292624
2015-01-08 16:00:00,3.9,1.0,16.0,3.0,2640.053622131972,3875.5403116582174,0.0,1020.1314052689768
2015-01-08 17:00:00,3.9,1.0,17.0,3.0,2743.2295510719914,3987.037034305128,0.0,1128.5545481514428
2015-01-08 18:00:00,4.4,1.0,18.0,3.0,3052.689098064036,4141.517713087753,25.03941969566221,1113.868034719379
2015-01-08 19:00:00,5.1,1.0,19.0,3.0,3140.26070404046,4116.605547048075,65.18848527346017,1041.5333282810752
2015-01-08 20:00:00,5.5,1.0,20.0,3.0,3176.774177642776,4087.276012627725,128.46936891575388,1038.971203900703
