COAST LR_mape,COAST DT_mape,COAST SVR_mape,COAST LSTM_mape,COAST DNN_mape,COAST GRU_mape,COAST LR_mae,COAST DT_mae,COAST SVR_mae,COAST LSTM_mae,COAST DNN_mae,COAST GRU_mae,EAST LR_mape,EAST DT_mape,EAST SVR_mape,EAST LSTM_mape,EAST DNN_mape,EAST GRU_mape,EAST LR_mae,EAST DT_mae,EAST SVR_mae,EAST LSTM_mae,EAST DNN_mae,EAST GRU_mae,FWEST LR_mape,FWEST DT_mape,FWEST SVR_mape,FWEST LSTM_mape,FWEST DNN_mape,FWEST GRU_mape,FWEST LR_mae,FWEST DT_mae,FWEST SVR_mae,FWEST LSTM_mae,FWEST DNN_mae,FWEST GRU_mae,NCENT LR_mape,NCENT DT_mape,NCENT SVR_mape,NCENT LSTM_mape,NCENT DNN_mape,NCENT GRU_mape,NCENT LR_mae,NCENT DT_mae,NCENT SVR_mae,NCENT LSTM_mae,NCENT DNN_mae,NCENT GRU_mae,NORTH LR_mape,NORTH DT_mape,NORTH SVR_mape,NORTH LSTM_mape,NORTH DNN_mape,NORTH GRU_mape,NORTH LR_mae,NORTH DT_mae,NORTH SVR_mae,NORTH LSTM_mae,NORTH DNN_mae,NORTH GRU_mae,SCENT LR_mape,SCENT DT_mape,SCENT SVR_mape,SCENT LSTM_mape,SCENT DNN_mape,SCENT GRU_mape,SCENT LR_mae,SCENT DT_mae,SCENT SVR_mae,SCENT LSTM_mae,SCENT DNN_mae,SCENT GRU_mae,SOUTH LR_mape,SOUTH DT_mape,SOUTH SVR_mape,SOUTH LSTM_mape,SOUTH DNN_mape,SOUTH GRU_mape,SOUTH LR_mae,SOUTH DT_mae,SOUTH SVR_mae,SOUTH LSTM_mae,SOUTH DNN_mae,SOUTH GRU_mae,WEST LR_mape,WEST DT_mape,WEST SVR_mape,WEST LSTM_mape,WEST DNN_mape,WEST GRU_mape,WEST LR_mae,WEST DT_mae,WEST SVR_mae,WEST LSTM_mae,WEST DNN_mae,WEST GRU_mae
4.1829280533779265,5.383633103929847,5.40183813957246,4.412932695300132,12.938539717095027,4.222457891936844,845.1190178504795,1087.7095334179412,1091.3876798373594,891.5891685683176,2614.1032880784296,853.1056286437783,4.889668529906899,6.520203402181587,6.560349315506846,5.233559137229514,11.515997358644332,5.302181844229276,117.82130127881366,157.11061900185896,158.07797368450827,126.1076786895711,277.48911526824696,127.76120930959874,2.9127389226335287,5.871785062797071,5.8836636747761455,4.08914192741099,16.57658478177989,6.458212991190182,121.52873132324862,244.9895470340825,245.48516050375557,170.61200603233252,691.6278361057376,269.4571852409766,4.901686092322982,6.665628955001206,6.697677202805016,5.134592985960496,12.82494652624631,5.585709735477824,1203.9884993677892,1637.2612304659149,1645.13315882973,1261.1968183179222,3150.158502967234,1372.003460779525,4.546390900565697,6.0049930948850205,5.974633813209656,4.867414718401694,12.381199708886585,5.124869534051597,61.96301864274375,81.84239042041236,81.42862205390502,66.33827040714029,168.7440708817659,69.84713664646746,4.574454862897573,5.9797849455922565,5.961518203707632,4.585065509390612,13.148536043772769,5.276973346239156,580.959989904076,759.4382075549206,757.1183144749943,582.3075518025373,1669.8762139288017,670.180485727491,4.254804478720627,5.797762964343101,5.798751389745198,4.810435142276632,14.47676756889191,4.1419981694973895,247.01191811497088,336.5880988799163,336.6454817410339,279.2689575758609,840.4461693083105,240.4629678738823,4.07663386575809,5.715028765525871,5.745486578493836,4.139295149215829,11.281289113149963,4.082307686235912,82.56901796241506,115.75342018326506,116.37031926933984,83.83817305697193,228.4936528754602,82.68393674108776
