ept,netload,tmp,month,hour,dayofweek,mw_2,mw_7,potential
2015-01-08 00:00:00,2080.378239837348,-2.2,1,0,3,1685.924214966538,2078.0600210888274,60.46246252979449
2015-01-08 01:00:00,2066.741679826868,-2.3,1,1,3,1682.241812463417,2057.993264716497,56.82287963936233
2015-01-08 02:00:00,2064.2969869565527,-2.6,1,2,3,1688.4575285332323,2039.019542228758,52.5163541781576
2015-01-08 03:00:00,2073.546964212565,-3.1,1,3,3,1690.957125339736,2027.431311623848,54.784032109730106
2015-01-08 04:00:00,2091.4510591691555,-4.1,1,4,3,1705.8229448545212,2026.8098894435807,55.69505871635829
2015-01-08 05:00:00,2149.030348434528,-4.9,1,5,3,1760.4516604799503,2037.2160050554808,67.44905110786704
2015-01-08 06:00:00,2233.712649181913,-5.5,1,6,3,1855.468302424408,2039.1674518693185,84.5649608513595
2015-01-08 07:00:00,2275.9557146263105,-6.3,1,7,3,1911.33968720361,2062.566557301664,78.0633070652384
2015-01-08 08:00:00,2235.726056036091,-6.8,1,8,3,1881.483320039859,2070.9137758089496,56.763217150592936
2015-01-08 09:00:00,2229.8522371592226,-6.9,1,9,3,1861.205413118402,2091.003082956637,65.0936743588336
2015-01-08 10:00:00,2202.032891613916,-7.2,1,10,3,1816.5642426571203,2097.196107360617,60.28310292890637
2015-01-08 11:00:00,2155.6926440579737,-6.4,1,11,3,1778.6239243392065,2095.7056041942524,40.9944827006666
2015-01-08 12:00:00,2114.0118830980123,-5.6,1,12,3,1734.674392238102,2073.179554310992,31.584294796818085
2015-01-08 13:00:00,2081.603963699072,-6.2,1,13,3,1714.9395436712284,2043.7000074512537,18.22169999723519
2015-01-08 14:00:00,2050.0950082291965,-6.0,1,14,3,1695.4926670962373,2037.887428954348,5.182742716601752
2015-01-08 15:00:00,2040.4320524323048,-4.5,1,15,3,1687.1127717433153,2032.343112785897,6.9388075130095785
2015-01-08 16:00:00,2057.6620736772074,-2.5,1,16,3,1718.6157568239853,2037.2594643321788,24.58763612269513
2015-01-08 17:00:00,2077.0031243727494,-0.3,1,17,3,1739.933020759218,2064.682429918745,37.10601811410834
2015-01-08 18:00:00,2160.0971256263906,0.7,1,18,3,1845.199626900282,2120.1389566279204,49.82908042001782
