ept,netload,tmp,month,hour,dayofweek,mw_2,mw_7,potential
2015-01-08 00:00:00,5869.19,-0.927,1,0,3,5577.53,5226.83,956.7834090909072
2015-01-08 01:00:00,5707.95,-0.99,1,1,3,5342.29,5226.83,994.1406818181822
2015-01-08 02:00:00,5552.57,-1.046,1,2,3,5158.07,4987.34,982.3861363636352
2015-01-08 03:00:00,5562.97,-1.198,1,3,3,5151.0,4879.48,983.6536363636368
2015-01-08 04:00:00,6053.18,-1.348,1,4,3,5253.96,4909.53,1248.5477272727285
2015-01-08 05:00:00,6986.42,-1.311,1,5,3,5513.38,4950.78,1809.2913636363648
2015-01-08 06:00:00,7539.8,-0.367,1,6,3,5836.38,5132.31,2002.3043181818173
2015-01-08 07:00:00,8177.02,1.186,1,7,3,6281.0,5738.7,2139.0636363636377
2015-01-08 08:00:00,8527.33,2.248,1,8,3,6652.42,6471.0,2171.2743181818178
2015-01-08 09:00:00,8616.09,3.223,1,9,3,7104.75,7046.0,2044.743863636364
2015-01-08 10:00:00,8536.0,4.018,1,10,3,7433.61,7237.59,1894.3843181818172
2015-01-08 11:00:00,8635.83,4.547,1,11,3,7363.31,6912.52,2093.080227272726
2015-01-08 12:00:00,8297.53,4.763,1,12,3,6822.75,6268.75,2108.102954545456
2015-01-08 13:00:00,8399.09,4.641,1,13,3,6913.04,6330.41,2150.901136363638
2015-01-08 14:00:00,8398.32,3.794,1,14,3,6949.97,6452.48,2164.938636363636
2015-01-08 15:00:00,8620.88,2.65,1,15,3,7197.79,6621.23,2191.8559090909084
2015-01-08 16:00:00,9311.05,2.387,1,16,3,7841.73,7120.62,2257.897727272725
2015-01-08 17:00:00,9358.3,2.248,1,17,3,7882.23,7204.24,2218.879772727272
2015-01-08 18:00:00,9195.11,2.075,1,18,3,7857.93,7167.5,2129.675454545457
2015-01-08 19:00:00,8527.51,1.902,1,19,3,7582.71,6928.06,1783.96
2015-01-08 20:00:00,7729.75,1.708,1,20,3,7121.96,6494.62,1504.1977272727272
2015-01-08 21:00:00,7149.88,1.578,1,21,3,6771.38,6215.31,1311.136136363637
2015-01-08 22:00:00,6447.5,1.397,1,22,3,6161.77,5696.3,1135.8584090909071
2015-01-08 23:00:00,5845.02,1.074,1,23,3,5592.88,5213.72,999.0143181818175
2015-01-09 00:00:00,5780.98,0.874,1,0,4,5605.11,5132.99,868.5734090909073
2015-01-09 01:00:00,5559.55,0.763,1,1,4,5396.53,4942.68,845.7406818181826
2015-01-09 02:00:00,5460.26,0.743,1,2,4,5250.28,4787.06,890.0761363636357
2015-01-09 03:00:00,5522.06,0.702,1,3,4,5308.04,4757.97,942.743636363637
2015-01-09 04:00:00,5994.61,0.749,1,4,4,5697.59,4934.66,1189.977727272728
2015-01-09 05:00:00,6980.34,0.819,1,5,4,6449.47,5291.6,1803.2113636363647
2015-01-09 06:00:00,7482.3,1.815,1,6,4,7130.25,5727.2,1944.8043181818173
2015-01-09 07:00:00,8020.41,3.932,1,7,4,7893.44,6385.61,1982.453636363637
2015-01-09 08:00:00,8144.37,5.381,1,8,4,8276.45,6911.15,1788.3143181818175
2015-01-09 09:00:00,8111.44,6.573,1,9,4,8432.23,7095.88,1540.0938636363635
2015-01-09 10:00:00,8058.17,7.361,1,10,4,8450.15,7179.54,1416.5543181818175
2015-01-09 11:00:00,7926.17,7.886,1,11,4,8407.89,7181.97,1383.4202272727262
2015-01-09 12:00:00,7635.8,8.117,1,12,4,8098.11,6933.15,1446.3729545454553
2015-01-09 13:00:00,7883.21,7.877,1,13,4,8149.56,7050.34,1635.021136363638
2015-01-09 14:00:00,7882.51,6.552,1,14,4,8125.24,7015.88,1649.1286363636364
