ept,netload,tmp,month,hour,dayofweek,mw_2,mw_7,potential
2015-01-08 00:00:00,6357,-4.576,1,0,3,5220.0,5946.0,640.0714285714284
2015-01-08 01:00:00,6360,-4.559,1,1,3,5015.0,5726.0,818.4285714285716
2015-01-08 02:00:00,6417,-4.422,1,2,3,4868.0,5347.0,1049.3214285714284
2015-01-08 03:00:00,6302,-4.344,1,3,3,4974.0,5249.0,919.6785714285716
2015-01-08 04:00:00,6601,-4.187,1,4,3,4926.0,5309.0,1019.2857142857148
2015-01-08 05:00:00,7193,-4.011,1,5,3,4742.0,5574.0,1325.8928571428569
2015-01-08 06:00:00,7686,-3.845,1,6,3,5437.0,5925.0,1227.5
2015-01-08 07:00:00,8061,-3.228,1,7,3,5821.0,6343.0,1322.8928571428569
2015-01-08 08:00:00,8289,-1.793,1,8,3,6248.0,6882.0,1377.9285714285716
2015-01-08 09:00:00,7662,-0.473,1,9,3,6608.0,6963.0,668.6428571428569
2015-01-08 10:00:00,7548,0.571,1,10,3,6946.0,7110.0,477.3928571428569
2015-01-08 11:00:00,7753,1.268,1,11,3,6642.0,7136.0,815.1071428571431
2015-01-08 12:00:00,7959,1.615,1,12,3,6204.0,7013.0,1107.8571428571431
2015-01-08 13:00:00,8037,1.483,1,13,3,5994.0,6735.0,1312.8571428571431
2015-01-08 14:00:00,7986,0.64,1,14,3,6010.0,6543.0,1232.464285714285
2015-01-08 15:00:00,8117,-0.276,1,15,3,6565.0,6603.0,1159.9285714285716
2015-01-08 16:00:00,8256,-0.469,1,16,3,7218.0,6735.0,1025.8928571428569
2015-01-08 17:00:00,8340,-0.514,1,17,3,7112.0,6626.0,1117.6785714285716
2015-01-08 18:00:00,8259,-0.553,1,18,3,6675.0,6738.0,1268.8928571428569
2015-01-08 19:00:00,7917,-0.513,1,19,3,6040.0,6654.0,1282.714285714285
2015-01-08 20:00:00,7268,-0.408,1,20,3,5732.0,6255.0,1052.464285714285
2015-01-08 21:00:00,7185,-0.281,1,21,3,6084.0,6221.0,925.5714285714284
2015-01-08 22:00:00,7322,-0.025,1,22,3,5728.0,5864.0,1310.3214285714284
2015-01-08 23:00:00,6851,0.334,1,23,3,5973.0,5533.0,820.1428571428569
2015-01-09 00:00:00,6560,0.564,1,0,4,5568.0,5205.0,843.0714285714284
2015-01-09 01:00:00,6468,0.579,1,1,4,5642.0,4971.0,926.4285714285716
2015-01-09 02:00:00,6526,0.381,1,2,4,5547.0,4669.0,1158.3214285714284
2015-01-09 03:00:00,6398,0.167,1,3,4,5846.0,4756.0,1015.6785714285716
2015-01-09 04:00:00,6978,-0.125,1,4,4,6134.0,5080.0,1396.285714285715
2015-01-09 05:00:00,7006,-0.602,1,5,4,6658.0,5422.0,1138.8928571428569
2015-01-09 06:00:00,6886,-0.746,1,6,4,7557.0,5856.0,427.5
2015-01-09 07:00:00,6947,0.078,1,7,4,7301.0,6366.0,208.89285714285688
2015-01-09 08:00:00,6750,1.178,1,8,4,7589.0,6431.0,0.0
2015-01-09 09:00:00,6491,2.583,1,9,4,8031.0,6699.0,0.0
2015-01-09 10:00:00,6067,3.759,1,10,4,8168.0,6543.0,0.0
2015-01-09 11:00:00,5986,4.272,1,11,4,8316.0,6310.0,0.0
2015-01-09 12:00:00,6146,4.045,1,12,4,8395.0,6257.0,0.0
2015-01-09 13:00:00,6583,3.564,1,13,4,8556.0,6307.0,0.0
2015-01-09 14:00:00,6228,3.152,1,14,4,8250.0,6502.0,0.0
2015-01-09 15:00:00,6776,2.897,1,15,4,7679.0,6889.0,0.0
2015-01-09 16:00:00,6768,2.941,1,16,4,8570.0,5972.0,0.0
2015-01-09 17:00:00,6714,3.181,1,17,4,8500.0,5892.0,0.0
2015-01-09 18:00:00,6382,3.546,1,18,4,8064.0,5807.0,0.0
2015-01-09 19:00:00,5702,3.767,1,19,4,7256.0,5313.0,0.0
2015-01-09 20:00:00,5410,3.901,1,20,4,6923.0,5379.0,0.0
2015-01-09 21:00:00,5596,3.981,1,21,4,6833.0,5325.0,0.0
2015-01-09 22:00:00,5627,4.02,1,22,4,6600.0,5145.0,0.0
2015-01-09 23:00:00,5731,3.989,1,23,4,6651.0,5827.0,0.0
2015-01-10 00:00:00,5658,4.043,1,0,5,6357.0,5779.0,0.0
2015-01-10 01:00:00,4936,4.189,1,1,5,6360.0,5467.0,0.0
2015-01-10 02:00:00,5118,4.484,1,2,5,6417.0,5201.0,0.0
2015-01-10 03:00:00,5352,4.979,1,3,5,6302.0,5244.0,0.0
2015-01-10 04:00:00,5493,5.655,1,4,5,6601.0,5405.0,0.0
2015-01-10 05:00:00,5650,6.573,1,5,5,7193.0,5402.0,0.0
2015-01-10 06:00:00,6385,7.368,1,6,5,7686.0,5553.0,0.0
2015-01-10 07:00:00,6803,7.969,1,7,5,8061.0,5476.0,64.89285714285688
2015-01-10 08:00:00,6964,8.777,1,8,5,8289.0,5612.0,52.92857142857156
2015-01-10 09:00:00,6717,9.61,1,9,5,7662.0,5660.0,0.0
2015-01-10 10:00:00,6530,10.311,1,10,5,7548.0,5663.0,0.0
2015-01-10 11:00:00,6348,10.756,1,11,5,7753.0,5305.0,0.0
2015-01-10 12:00:00,5962,10.929,1,12,5,7959.0,4932.0,0.0
2015-01-10 13:00:00,5782,10.641,1,13,5,8037.0,4706.0,0.0
2015-01-10 14:00:00,5737,9.792,1,14,5,7986.0,4833.0,0.0
2015-01-10 15:00:00,5600,8.78,1,15,5,8117.0,5124.0,0.0
2015-01-10 16:00:00,5831,8.361,1,16,5,8256.0,6064.0,0.0
2015-01-10 17:00:00,5776,8.143,1,17,5,8340.0,5937.0,0.0
2015-01-10 18:00:00,5800,8.012,1,18,5,8259.0,5767.0,0.0
2015-01-10 19:00:00,5172,7.925,1,19,5,7917.0,5697.0,0.0
2015-01-10 20:00:00,4819,7.845,1,20,5,7268.0,5329.0,0.0
2015-01-10 21:00:00,4645,7.689,1,21,5,7185.0,5570.0,0.0
2015-01-10 22:00:00,5453,7.429,1,22,5,7322.0,5452.0,0.0
2015-01-10 23:00:00,5400,7.003,1,23,5,6851.0,5513.0,0.0
2015-01-11 00:00:00,5087,6.303,1,0,6,6560.0,5234.0,0.0
2015-01-11 01:00:00,4926,5.287,1,1,6,6468.0,5106.0,0.0
2015-01-11 02:00:00,4802,4.195,1,2,6,6526.0,4804.0,0.0
2015-01-11 03:00:00,4790,3.274,1,3,6,6398.0,4797.0,0.0
2015-01-11 04:00:00,4952,2.71,1,4,6,6978.0,4868.0,0.0
2015-01-11 05:00:00,5213,2.363,1,5,6,7006.0,5035.0,0.0
2015-01-11 06:00:00,5369,2.132,1,6,6,6886.0,5385.0,0.0
2015-01-11 07:00:00,5763,1.993,1,7,6,6947.0,5513.0,0.0
2015-01-11 08:00:00,5593,2.024,1,8,6,6750.0,5567.0,0.0
2015-01-11 09:00:00,5984,1.975,1,9,6,6491.0,5618.0,0.0
2015-01-11 10:00:00,6279,1.858,1,10,6,6067.0,5621.0,0.0
2015-01-11 11:00:00,6274,1.704,1,11,6,5986.0,5540.0,0.0
2015-01-11 12:00:00,6368,1.392,1,12,6,6146.0,5454.0,0.0
2015-01-11 13:00:00,6093,0.967,1,13,6,6583.0,5162.0,0.0
2015-01-11 14:00:00,5993,0.519,1,14,6,6228.0,5044.0,0.0
2015-01-11 15:00:00,6008,0.025,1,15,6,6776.0,5292.0,0.0
2015-01-11 16:00:00,5950,-0.333,1,16,6,6768.0,4946.0,0.0
2015-01-11 17:00:00,6162,-0.643,1,17,6,6714.0,4833.0,0.0
2015-01-11 18:00:00,5888,-0.866,1,18,6,6382.0,5035.0,0.0
2015-01-11 19:00:00,5921,-1.035,1,19,6,5702.0,5067.0,0.0
2015-01-11 20:00:00,5476,-1.1,1,20,6,5410.0,4753.0,0.0
2015-01-11 21:00:00,5397,-1.093,1,21,6,5596.0,5092.0,0.0
2015-01-11 22:00:00,5312,-1.064,1,22,6,5627.0,5177.0,0.0
2015-01-11 23:00:00,6690,-1.06,1,23,6,5731.0,6180.0,659.1428571428569
2015-01-12 00:00:00,6415,-1.031,1,0,0,5658.0,6005.0,698.0714285714284
2015-01-12 01:00:00,6087,-0.999,1,1,0,4936.0,5987.0,545.4285714285716
2015-01-12 02:00:00,6016,-0.905,1,2,0,5118.0,5758.0,648.3214285714284
2015-01-12 03:00:00,5964,-0.74,1,3,0,5352.0,5692.0,581.6785714285716
2015-01-12 04:00:00,6289,-0.681,1,4,0,5493.0,5979.0,707.2857142857147
2015-01-12 05:00:00,6769,-0.673,1,5,0,5650.0,6252.0,901.8928571428568
2015-01-12 06:00:00,7328,-0.624,1,6,0,6385.0,6770.0,869.5
2015-01-12 07:00:00,7398,-0.111,1,7,0,6803.0,6833.0,659.8928571428569
2015-01-12 08:00:00,7519,1.041,1,8,0,6964.0,7129.0,607.9285714285716
2015-01-12 09:00:00,8163,2.027,1,9,0,6717.0,7428.0,1169.6428571428569
2015-01-12 10:00:00,7990,2.725,1,10,0,6530.0,7268.0,919.3928571428568
2015-01-12 11:00:00,7814,3.013,1,11,0,6348.0,7290.0,876.1071428571431
2015-01-12 12:00:00,7616,2.909,1,12,0,5962.0,7423.0,764.8571428571431
2015-01-12 13:00:00,7749,2.493,1,13,0,5782.0,7260.0,1024.8571428571431
2015-01-12 14:00:00,7512,1.631,1,14,0,5737.0,7390.0,758.4642857142853
2015-01-12 15:00:00,7579,0.475,1,15,0,5600.0,7248.0,621.9285714285716
2015-01-12 16:00:00,7741,0.07,1,16,0,5831.0,7791.0,510.8928571428569
2015-01-12 17:00:00,7798,-0.111,1,17,0,5776.0,7560.0,575.6785714285716
2015-01-12 18:00:00,7297,-0.275,1,18,0,5800.0,7351.0,306.8928571428569
2015-01-12 19:00:00,7148,-0.576,1,19,0,5172.0,7251.0,513.7142857142853
2015-01-12 20:00:00,7028,-1.033,1,20,0,4819.0,6582.0,812.4642857142853
2015-01-12 21:00:00,6834,-1.516,1,21,0,4645.0,6429.0,574.5714285714284
2015-01-12 22:00:00,6920,-1.754,1,22,0,5453.0,6182.0,908.3214285714284
2015-01-12 23:00:00,7043,-1.767,1,23,0,5400.0,5523.0,1012.1428571428568
2015-01-13 00:00:00,6696,-1.584,1,0,1,5087.0,5220.0,979.0714285714284
2015-01-13 01:00:00,6503,-1.369,1,1,1,4926.0,5015.0,961.4285714285716
2015-01-13 02:00:00,6221,-1.111,1,2,1,4802.0,4868.0,853.3214285714284
2015-01-13 03:00:00,6299,-0.96,1,3,1,4790.0,4974.0,916.6785714285716
2015-01-13 04:00:00,6887,-1.068,1,4,1,4952.0,4926.0,1305.285714285715
2015-01-13 05:00:00,7639,-1.248,1,5,1,5213.0,4742.0,1771.8928571428569
2015-01-13 06:00:00,8537,-1.191,1,6,1,5369.0,5437.0,2078.5
2015-01-13 07:00:00,8875,0.338,1,7,1,5763.0,5821.0,2136.892857142857
2015-01-13 08:00:00,8835,3.262,1,8,1,5593.0,6248.0,1923.928571428572
2015-01-13 09:00:00,8860,5.544,1,9,1,5984.0,6608.0,1866.6428571428569
2015-01-13 10:00:00,8676,6.792,1,10,1,6279.0,6946.0,1605.3928571428569
2015-01-13 11:00:00,8316,7.338,1,11,1,6274.0,6642.0,1378.1071428571431
2015-01-13 12:00:00,8128,7.201,1,12,1,6368.0,6204.0,1276.8571428571431
2015-01-13 13:00:00,8096,6.01,1,13,1,6093.0,5994.0,1371.8571428571431
2015-01-13 14:00:00,7914,3.271,1,14,1,5993.0,6010.0,1160.464285714285
2015-01-13 15:00:00,7876,0.45,1,15,1,6008.0,6565.0,918.9285714285716
2015-01-13 16:00:00,7835,-0.463,1,16,1,5950.0,7218.0,604.8928571428569
2015-01-13 17:00:00,7704,-0.579,1,17,1,6162.0,7112.0,481.6785714285716
2015-01-13 18:00:00,7179,-0.527,1,18,1,5888.0,6675.0,188.89285714285688
2015-01-13 19:00:00,7205,-0.366,1,19,1,5921.0,6040.0,570.7142857142853
2015-01-13 20:00:00,7082,-0.233,1,20,1,5476.0,5732.0,866.4642857142853
2015-01-13 21:00:00,6988,-0.106,1,21,1,5397.0,6084.0,728.5714285714284
2015-01-13 22:00:00,7115,-0.082,1,22,1,5312.0,5728.0,1103.3214285714284
2015-01-13 23:00:00,7124,-0.3,1,23,1,6690.0,5973.0,1093.1428571428569
2015-01-14 00:00:00,6850,-0.325,1,0,2,6415.0,5568.0,1133.0714285714284
2015-01-14 01:00:00,6760,-0.235,1,1,2,6087.0,5642.0,1218.4285714285716
2015-01-14 02:00:00,6642,-0.002,1,2,2,6016.0,5547.0,1274.3214285714284
2015-01-14 03:00:00,6585,0.364,1,3,2,5964.0,5846.0,1202.6785714285716
2015-01-14 04:00:00,6816,0.585,1,4,2,6289.0,6134.0,1234.285714285715
2015-01-14 05:00:00,7741,0.455,1,5,2,6769.0,6658.0,1873.8928571428569
2015-01-14 06:00:00,8667,0.211,1,6,2,7328.0,7557.0,2208.5
2015-01-14 07:00:00,8261,0.773,1,7,2,7398.0,7301.0,1522.8928571428569
2015-01-14 08:00:00,8452,2.252,1,8,2,7519.0,7589.0,1540.9285714285716
2015-01-14 09:00:00,8469,3.555,1,9,2,8163.0,8031.0,1475.6428571428569
2015-01-14 10:00:00,8323,4.345,1,10,2,7990.0,8168.0,1252.3928571428569
2015-01-14 11:00:00,8304,4.57,1,11,2,7814.0,8316.0,1366.1071428571431
2015-01-14 12:00:00,8082,4.354,1,12,2,7616.0,8395.0,1230.8571428571431
2015-01-14 13:00:00,8109,3.711,1,13,2,7749.0,8556.0,1384.8571428571431
2015-01-14 14:00:00,7987,2.542,1,14,2,7512.0,8250.0,1233.464285714285
