date,netload,tmp,month,hour,dayofweek,mw_2,mw_7,potential
2015-01-08 00:00:00,690.0,-13.9,1,0,3,604.8,643.8,125.11923076923074
2015-01-08 01:00:00,662.3,-14.2,1,1,3,584.8,612.9,121.48461538461538
2015-01-08 02:00:00,646.5,-14.8,1,2,3,569.3,587.9,116.43461538461544
2015-01-08 03:00:00,640.1,-15.6,1,3,3,544.0,570.0,123.59230769230771
2015-01-08 04:00:00,645.9,-16.0,1,4,3,559.3,563.5,127.34230769230771
2015-01-08 05:00:00,676.0,-17.0,1,5,3,604.3,572.5,150.94615384615383
2015-01-08 06:00:00,756.7,-17.8,1,6,3,683.3,585.1,208.1500000000001
2015-01-08 07:00:00,826.5,-18.1,1,7,3,758.3,582.8,255.48076923076928
2015-01-08 08:00:00,787.153889,-19.0,1,8,3,760.7584946,542.6813925,243.5807692307693
2015-01-08 09:00:00,760.5284488,-19.7,1,9,3,774.9831368,528.0400528,234.7846153846153
2015-01-08 10:00:00,744.9503711,-20.4,1,10,3,776.8253415,527.7534453,227.53846153846155
2015-01-08 11:00:00,721.1976517,-20.8,1,11,3,744.7685674,531.7319784,210.4153846153846
2015-01-08 12:00:00,715.8059925,-20.9,1,12,3,747.8834605,571.3413026,202.95384615384611
2015-01-08 13:00:00,724.9723971,-18.0,1,13,3,767.3686039,551.3188284,201.80384615384605
2015-01-08 14:00:00,748.5438489,-13.5,1,14,3,754.1370458,576.9167708,198.53076923076924
2015-01-08 15:00:00,794.6420057,-11.6,1,15,3,784.1186202,615.4974529,200.15
2015-01-08 16:00:00,883.3168587,-9.7,1,16,3,844.0366223,693.8,212.0961538461538
2015-01-08 17:00:00,941.2,-8.4,1,17,3,898.0,758.8,217.05384615384628
2015-01-08 18:00:00,950.1,-7.4,1,18,3,906.7,763.7,216.12307692307704
2015-01-08 19:00:00,940.6,-7.1,1,19,3,895.2,752.8,219.8538461538461
2015-01-08 20:00:00,911.7,-7.4,1,20,3,863.6,739.9,211.08461538461552
2015-01-08 21:00:00,868.4,-8.5,1,21,3,813.8,719.1,196.40769230769217
2015-01-08 22:00:00,794.6,-9.2,1,22,3,739.7,679.0,164.68076923076922
2015-01-08 23:00:00,717.2,-9.3,1,23,3,678.1,627.9,133.47692307692307
2015-01-09 00:00:00,663.0,-9.4,1,0,4,629.7,583.0,98.11923076923074
2015-01-09 01:00:00,634.4,-9.6,1,1,4,605.7,557.6,93.5846153846154
2015-01-09 02:00:00,614.0,-10.4,1,2,4,593.1,541.9,83.93461538461543
2015-01-09 03:00:00,610.8,-10.9,1,3,4,591.8,532.1,94.29230769230765
2015-01-09 04:00:00,615.0,-10.3,1,4,4,589.0,527.3,96.44230769230774
2015-01-09 05:00:00,645.9,-10.1,1,5,4,631.2,549.9,120.8461538461538
2015-01-09 06:00:00,727.9,-10.0,1,6,4,713.5,592.9,179.35000000000002
2015-01-09 07:00:00,806.1,-9.3,1,7,4,780.8,631.4,235.0807692307693
2015-01-09 08:00:00,797.788356,-8.1,1,8,4,742.6903885,645.6535809,213.0807692307693
2015-01-09 09:00:00,809.5810136,-8.2,1,9,4,718.761926,689.855911,210.0846153846154
2015-01-09 10:00:00,765.9230794,-8.4,1,10,4,721.2764839,687.9838557,208.1384615384616
2015-01-09 11:00:00,728.193186,-8.3,1,11,4,703.7871906,643.2416514,191.21538461538464
2015-01-09 12:00:00,702.0457425,-8.2,1,12,4,703.5643724,646.1474698,173.2538461538461
2015-01-09 13:00:00,694.8107351,-7.9,1,13,4,716.8605224,639.1575702,171.5038461538461
2015-01-09 14:00:00,714.8413844,-7.3,1,14,4,804.8773627,649.346983,164.03076923076924
2015-01-09 15:00:00,757.3586255,-6.2,1,15,4,818.2947117,676.0403024,164.25
2015-01-09 16:00:00,820.8321699,-4.3,1,16,4,862.5013727,749.6,157.69615384615383
2015-01-09 17:00:00,888.6,-3.3,1,17,4,942.2,808.4,164.45384615384626
2015-01-09 18:00:00,895.4,-2.3,1,18,4,954.1,808.7,161.42307692307702
2015-01-09 19:00:00,873.1,-2.4,1,19,4,945.4,788.6,152.35384615384612
2015-01-09 20:00:00,845.6,-2.7,1,20,4,918.7,768.3,144.9846153846155
2015-01-09 21:00:00,812.6,-3.6,1,21,4,871.2,739.5,140.60769230769222
2015-01-09 22:00:00,760.8,-4.1,1,22,4,804.5,695.2,130.88076923076915
2015-01-09 23:00:00,707.9,-4.3,1,23,4,741.4,643.9,124.176923076923
2015-01-10 00:00:00,665.0,-5.1,1,0,5,690.0,595.8,100.11923076923074
2015-01-10 01:00:00,636.7,-6.0,1,1,5,662.3,565.5,95.88461538461549
2015-01-10 02:00:00,615.7,-6.9,1,2,5,646.5,549.0,85.63461538461547
2015-01-10 03:00:00,606.0,-7.7,1,3,5,640.1,535.7,89.49230769230769
2015-01-10 04:00:00,608.0,-8.2,1,4,5,645.9,536.7,89.44230769230774
2015-01-10 05:00:00,622.4,-8.5,1,5,5,676.0,549.2,97.3461538461538
2015-01-10 06:00:00,651.3,-9.1,1,6,5,756.7,573.5,102.75
2015-01-10 07:00:00,682.3,-9.5,1,7,5,826.5,594.0,111.28076923076924
2015-01-10 08:00:00,670.9873016,-10.0,1,8,5,787.153889,599.2801265,128.38076923076926
2015-01-10 09:00:00,657.2425907,-10.4,1,9,5,760.5284488,640.2498042,133.0846153846154
2015-01-10 10:00:00,642.2673502,-10.6,1,10,5,744.9503711,681.170579,126.43846153846152
2015-01-10 11:00:00,636.4923445,-11.1,1,11,5,721.1976517,694.1348365,128.71538461538466
2015-01-10 12:00:00,632.3524442,-11.9,1,12,5,715.8059925,709.4063067,123.35384615384612
2015-01-10 13:00:00,627.5277975,-11.1,1,13,5,724.9723971,710.9436576,108.90384615384608
