date,month,hour,dayofweek,netload,tmpc,mw2day,mw7day,potential
2017-01-01 00:00:00,1,0,6,6536.4,-2.199,7028.14,6411.16,0.0
2017-01-01 01:00:00,1,1,6,6901.98,-2.462,6804.46,6540.96,8.312083333333248
2017-01-01 02:00:00,1,2,6,6986.62,-2.649,6829.45,6416.65,5.894583333332776
2017-01-01 03:00:00,1,3,6,6910.0,-2.755,6908.92,6439.13,0.0
2017-01-01 04:00:00,1,4,6,6692.75,-2.871,7032.88,6367.92,0.0
2017-01-01 05:00:00,1,5,6,6550.12,-2.96,6909.28,6351.28,0.0
2017-01-01 06:00:00,1,6,6,6195.15,-3.036,6625.65,6104.71,0.0
2017-01-01 07:00:00,1,7,6,5897.84,-3.077,6822.41,6001.83,0.0
2017-01-01 08:00:00,1,8,6,6315.82,-1.757,7172.74,6199.75,0.0
2017-01-01 09:00:00,1,9,6,6470.45,0.327,7459.76,6419.74,0.0
2017-01-01 10:00:00,1,10,6,6451.24,2.253,7541.15,6518.11,0.0
2017-01-01 11:00:00,1,11,6,6145.94,3.402,7351.98,6572.67,0.0
2017-01-01 12:00:00,1,12,6,6524.99,3.904,7467.09,6540.01,0.0
2017-01-01 13:00:00,1,13,6,6484.46,3.583,7343.05,6697.1,0.0
2017-01-01 14:00:00,1,14,6,6205.06,2.094,7185.07,6627.73,0.0
2017-01-01 15:00:00,1,15,6,6134.75,0.419,7132.02,6533.76,0.0
2017-01-01 16:00:00,1,16,6,6482.73,-0.475,7379.99,6381.79,0.0
2017-01-01 17:00:00,1,17,6,6931.22,-0.934,7869.92,6413.14,0.0
2017-01-01 18:00:00,1,18,6,6984.5,-1.324,7935.18,6528.01,0.0
2017-01-01 19:00:00,1,19,6,6889.04,-1.687,7733.34,6399.08,0.0
2017-01-01 20:00:00,1,20,6,6681.62,-2.04,7401.55,6193.43,0.0
2017-01-01 21:00:00,1,21,6,6507.32,-2.264,7044.47,6141.26,0.0
2017-01-01 22:00:00,1,22,6,6387.2,-2.404,7021.15,6423.93,0.0
2017-01-01 23:00:00,1,23,6,6832.11,-2.613,6863.33,6372.48,150.6045833333328
2017-01-02 00:00:00,1,0,0,6679.02,-2.807,6828.08,6569.9,0.0
2017-01-02 01:00:00,1,1,0,6914.53,-2.991,6754.82,6511.23,20.86208333333343
2017-01-02 02:00:00,1,2,0,6932.46,-3.123,7150.58,6550.05,0.0
2017-01-02 03:00:00,1,3,0,6853.41,-3.293,7136.63,6542.99,0.0
2017-01-02 04:00:00,1,4,0,6773.1,-3.489,7133.4,6493.11,0.0
2017-01-02 05:00:00,1,5,0,6831.61,-3.681,6977.15,6546.76,10.149166666666131
2017-01-02 06:00:00,1,6,0,6372.11,-3.817,6898.74,6462.42,0.0
2017-01-02 07:00:00,1,7,0,6131.32,-3.691,6513.37,6403.67,0.0
2017-01-02 08:00:00,1,8,0,6398.94,-2.651,6592.85,6380.8,0.0
2017-01-02 09:00:00,1,9,0,6661.87,-1.136,6846.92,6402.67,0.0
2017-01-02 10:00:00,1,10,0,6803.01,0.123,6944.6,6289.4,0.0
2017-01-02 11:00:00,1,11,0,6663.22,0.834,6882.2,6071.86,0.0
2017-01-02 12:00:00,1,12,0,6888.26,0.929,7081.74,6227.36,0.0
2017-01-02 13:00:00,1,13,0,6755.83,0.49,7074.77,6160.39,0.0
2017-01-02 14:00:00,1,14,0,6601.96,-0.295,6993.26,6264.91,0.0
2017-01-02 15:00:00,1,15,0,6604.97,-1.215,7031.44,6122.26,0.0
2017-01-02 16:00:00,1,16,0,6926.09,-1.702,7301.88,6291.74,0.0
2017-01-02 17:00:00,1,17,0,7465.56,-2.085,7700.92,6811.31,170.43625000000063
2017-01-02 18:00:00,1,18,0,7549.97,-2.447,7635.39,6854.55,167.09000000000017
2017-01-02 19:00:00,1,19,0,7320.37,-2.845,7347.04,6596.9,112.0616666666665
2017-01-02 20:00:00,1,20,0,7019.72,-3.276,7000.02,6387.24,115.82208333333438
2017-01-02 21:00:00,1,21,0,6819.68,-3.865,6759.7,6209.31,95.63458333333348
