date,month,hour,dayofweek,netload,tmpc,mw2day,mw7day,potential,poten_2,poten_7
2017-01-08 00:00:00,1,0,6,5305.3,5.261,5597.6,5076.7,467.7666666666664,760.0666666666666,239.1666666666661
2017-01-08 01:00:00,1,1,6,4877.9,4.923,5210.0,4874.7,203.0,535.1000000000004,199.80000000000015
2017-01-08 02:00:00,1,2,6,4592.1,4.598,4979.5,4561.2,188.76666666666733,576.166666666667,157.8666666666668
2017-01-08 03:00:00,1,3,6,4448.6,4.166,4858.4,4270.9,283.8000000000002,693.5999999999995,106.09999999999944
2017-01-08 04:00:00,1,4,6,4349.0,3.775,4806.7,4092.2,344.1333333333332,801.833333333333,87.33333333333303
2017-01-08 05:00:00,1,5,6,4369.2,3.454,4895.4,3998.5,450.2999999999997,976.4999999999995,79.59999999999991
2017-01-08 06:00:00,1,6,6,4431.4,3.196,5242.9,3979.7,520.0999999999995,1331.5999999999997,68.39999999999964
2017-01-08 07:00:00,1,7,6,4419.1,2.934,5909.5,3849.3,617.9666666666667,2108.3666666666663,48.16666666666652
2017-01-08 08:00:00,1,8,6,4548.0,3.797,6649.4,3816.2,786.4000000000001,2887.8,54.59999999999991
2017-01-08 09:00:00,1,9,6,5023.2,5.869,7049.7,4169.2,937.6,2964.1,83.59999999999991
2017-01-08 10:00:00,1,10,6,5397.2,8.014,7110.1,4630.6,889.333333333333,2602.2333333333336,122.73333333333358
2017-01-08 11:00:00,1,11,6,5670.9,10.367,7176.9,5047.0,765.3666666666659,2271.366666666666,141.46666666666624
2017-01-08 12:00:00,1,12,6,5800.4,12.058,6927.7,5218.0,715.2333333333327,1842.5333333333328,132.83333333333303
2017-01-08 13:00:00,1,13,6,5606.2,12.963,6761.3,4989.2,744.6000000000004,1899.7000000000007,127.60000000000036
2017-01-08 14:00:00,1,14,6,5361.1,13.303,6826.4,4776.8,729.2000000000007,2194.5,144.90000000000057
2017-01-08 15:00:00,1,15,6,5251.3,13.013,6700.2,4766.9,659.1666666666661,2108.0666666666657,174.76666666666551
2017-01-08 16:00:00,1,16,6,5230.5,11.132,6616.4,4884.3,568.166666666667,1954.0666666666664,221.96666666666715
2017-01-08 17:00:00,1,17,6,5745.0,9.081,6918.0,5433.9,550.0999999999995,1723.0999999999997,238.9999999999991
2017-01-08 18:00:00,1,18,6,6594.6,8.182,7441.9,5977.2,819.5333333333338,1666.833333333333,202.1333333333332
2017-01-08 19:00:00,1,19,6,6899.2,7.465,7547.9,6144.3,950.7333333333328,1599.4333333333325,195.83333333333303
2017-01-08 20:00:00,1,20,6,6936.3,6.885,7404.3,6206.5,928.5,1396.5,198.69999999999985
2017-01-08 21:00:00,1,21,6,6677.2,6.489,7110.9,6061.9,805.0666666666657,1238.7666666666655,189.76666666666551
2017-01-08 22:00:00,1,22,6,6359.0,6.231,6761.0,5845.9,713.666666666667,1115.666666666667,200.5666666666666
2017-01-08 23:00:00,1,23,6,5736.1,5.982,6210.7,5281.8,598.4666666666672,1073.0666666666666,144.16666666666697
2017-01-09 00:00:00,1,0,0,5212.8,5.761,5620.7,4772.1,375.2666666666664,783.1666666666661,0.0
2017-01-09 01:00:00,1,1,0,4843.6,5.45,5186.0,4404.5,168.70000000000073,511.1000000000004,0.0
2017-01-09 02:00:00,1,2,0,4622.8,5.183,4893.6,4174.6,219.46666666666715,490.2666666666673,0.0
2017-01-09 03:00:00,1,3,0,4530.7,5.068,4750.8,4056.5,365.8999999999997,586.0,0.0
2017-01-09 04:00:00,1,4,0,4512.9,4.95,4676.7,4092.9,508.0333333333329,671.833333333333,88.0333333333333
2017-01-09 05:00:00,1,5,0,4605.7,4.844,4661.7,4208.3,686.7999999999997,742.7999999999997,289.4000000000001
2017-01-09 06:00:00,1,6,0,5043.1,4.69,4735.1,4543.1,1131.8000000000002,823.8000000000002,631.8000000000002
2017-01-09 07:00:00,1,7,0,5804.0,4.461,4840.6,4988.8,2002.8666666666663,1039.4666666666667,1187.6666666666663
2017-01-09 08:00:00,1,8,0,6666.7,5.301,5110.7,5756.8,2905.1,1349.1,1995.2000000000005
2017-01-09 09:00:00,1,9,0,7201.8,7.327,5671.8,6441.8,3116.2000000000003,1586.2000000000005,2356.2000000000003
2017-01-09 10:00:00,1,10,0,7326.9,9.391,5925.8,6812.0,2819.033333333333,1417.9333333333334,2304.133333333333
2017-01-09 11:00:00,1,11,0,7383.3,11.594,6003.7,7099.0,2477.7666666666664,1098.166666666666,2193.4666666666662
2017-01-09 12:00:00,1,12,0,7146.0,13.181,6012.4,7159.1,2060.833333333333,927.2333333333328,2073.9333333333334
2017-01-09 13:00:00,1,13,0,7001.0,14.112,5862.6,7142.0,2139.4000000000005,1001.0000000000008,2280.4000000000005
2017-01-09 14:00:00,1,14,0,7117.9,14.434,5718.2,7263.7,2486.0,1086.3000000000002,2631.8
2017-01-09 15:00:00,1,15,0,6959.5,13.945,5629.1,7171.5,2367.366666666666,1036.9666666666662,2579.366666666666
2017-01-09 16:00:00,1,16,0,6870.6,11.992,5592.1,7133.8,2208.266666666668,929.7666666666672,2471.466666666667
2017-01-09 17:00:00,1,17,0,7157.5,10.087,6081.1,7406.7,1962.5999999999997,886.1999999999998,2211.7999999999997
2017-01-09 18:00:00,1,18,0,7758.6,9.582,6854.2,7703.7,1983.5333333333335,1079.1333333333332,1928.6333333333328
2017-01-09 19:00:00,1,19,0,7957.9,9.214,7022.3,7803.9,2009.4333333333325,1073.833333333333,1855.4333333333325
2017-01-09 20:00:00,1,20,0,7858.5,8.927,6926.1,7663.6,1850.7,918.3000000000002,1655.8000000000002
2017-01-09 21:00:00,1,21,0,7526.2,8.788,6594.5,7334.9,1654.0666666666657,722.3666666666659,1462.7666666666655
2017-01-09 22:00:00,1,22,0,7080.9,8.717,6268.6,6907.5,1435.5666666666666,623.2666666666673,1262.166666666667
2017-01-09 23:00:00,1,23,0,6356.0,8.722,5830.6,6201.4,1218.3666666666668,692.9666666666672,1063.7666666666664
2017-01-10 00:00:00,1,0,1,5674.7,8.589,5305.3,5563.0,837.1666666666661,467.7666666666664,725.4666666666662
2017-01-10 01:00:00,1,1,1,5235.5,8.212,4877.9,5144.1,560.6000000000004,203.0,469.2000000000007
2017-01-10 02:00:00,1,2,1,5020.5,7.929,4592.1,4899.2,617.166666666667,188.76666666666733,495.8666666666668
2017-01-10 03:00:00,1,3,1,4915.3,7.776,4448.6,4786.8,750.5,283.8000000000002,622.0
2017-01-10 04:00:00,1,4,1,4884.6,8.088,4349.0,4722.3,879.7333333333336,344.1333333333332,717.4333333333334
2017-01-10 05:00:00,1,5,1,4952.1,8.41,4369.2,4814.3,1033.2000000000005,450.2999999999997,895.4000000000001
2017-01-10 06:00:00,1,6,1,5315.6,8.659,4431.4,5136.1,1404.3000000000002,520.0999999999995,1224.8000000000002
2017-01-10 07:00:00,1,7,1,6045.2,8.86,4419.1,5814.6,2244.066666666666,617.9666666666667,2013.4666666666667
2017-01-10 08:00:00,1,8,1,6845.2,9.715,4548.0,6552.9,3083.6,786.4000000000001,2791.3
2017-01-10 09:00:00,1,9,1,7367.5,11.042,5023.2,7075.7,3281.9,937.6,2990.1
2017-01-10 10:00:00,1,10,1,7481.1,12.292,5397.2,7264.2,2973.2333333333336,889.333333333333,2756.333333333333
2017-01-10 11:00:00,1,11,1,7572.9,13.441,5670.9,7398.7,2667.366666666666,765.3666666666659,2493.166666666666
2017-01-10 12:00:00,1,12,1,7373.3,14.205,5800.4,7246.1,2288.133333333333,715.2333333333327,2160.9333333333334
