ept,netload,tmpf,month,hour,dayofweek,mw2day,mw7day,potential
2019-01-10 17:00:00,15007.833,36.0,1,17,3,11529.274,12536.555,3201.77584
2019-01-10 18:00:00,15484.846,34.0,1,18,3,11789.899,12677.334,3435.73092
2019-01-10 19:00:00,15498.998,33.1,1,19,3,11674.447,12637.885,3531.427359999998
2019-01-10 20:00:00,15460.392,32.0,1,20,3,11381.29,12488.265,3664.45012
2019-01-10 21:00:00,15015.675,30.0,1,21,3,10873.201,12124.96,3585.6965599999985
2019-01-10 22:00:00,14291.659,28.9,1,22,3,10141.603,11530.56,3368.3946400000004
2019-01-10 23:00:00,13687.977,28.0,1,23,3,9478.213,10999.174,3257.7630800000006
2019-01-11 00:00:00,13420.297,27.0,1,0,4,9085.008,10602.172,3603.62616
2019-01-11 01:00:00,13329.981,27.0,1,1,4,8964.459,10436.975,3718.76744
2019-01-11 02:00:00,13427.724,26.1,1,2,4,9022.113,10389.897,3897.21048
2019-01-11 03:00:00,13706.7,25.0,1,3,4,9166.24,10438.127,4149.2158
2019-01-11 04:00:00,14192.187,25.0,1,4,4,9653.519,10870.249,4419.380639999999
2019-01-11 05:00:00,15096.445,25.0,1,5,4,10587.117,11637.269,4824.7466
2019-01-11 06:00:00,16288.738,25.0,1,6,4,11847.85,12695.447,5285.84808
2019-01-11 07:00:00,16830.571,25.0,1,7,4,12427.188,13162.429,5368.180440000002
2019-01-11 08:00:00,16117.201,26.1,1,8,4,12098.338,13014.396,4620.46544
2019-01-11 09:00:00,15118.19,28.9,1,9,4,11644.052,12804.985,3773.316120000001
2019-01-11 10:00:00,14360.969,32.0,1,10,4,11271.118,12514.9,3218.896999999997
2019-01-11 11:00:00,13699.139,35.1,1,11,4,11182.244,12208.581,2748.405999999999
2019-01-11 12:00:00,13075.33,37.0,1,12,4,11125.326,12084.653,2301.3168000000005
2019-01-11 13:00:00,12709.567,39.0,1,13,4,11095.365,11933.521,2067.6753199999985
2019-01-11 14:00:00,12393.011,39.9,1,14,4,11202.474,11744.677,1852.418520000001
2019-01-11 15:00:00,12454.436,41.0,1,15,4,11646.156,11721.983,1849.217160000002
2019-01-11 16:00:00,13109.969,41.0,1,16,4,12358.476,12019.49,2104.72912
2019-01-11 17:00:00,14314.698,37.0,1,17,4,13450.021,12570.593,2508.64084
2019-01-11 18:00:00,14715.518,36.0,1,18,4,13773.183,12438.658,2666.4029200000004
2019-01-11 19:00:00,14722.18,33.1,1,19,4,13809.109,12124.233,2754.6093599999986
2019-01-11 20:00:00,14504.802,30.0,1,20,4,13720.406,11773.65,2708.86012
2019-01-11 21:00:00,14319.429,30.0,1,21,4,13371.334,11313.129,2889.4505599999998
2019-01-11 22:00:00,13906.983,30.0,1,22,4,12830.044,10775.066,2983.718640000001
2019-01-11 23:00:00,13502.17,28.9,1,23,4,12242.813,10153.298,3071.95608
2019-01-12 00:00:00,13140.782,28.9,1,0,5,11955.855,9669.839,3324.1111599999986
2019-01-12 01:00:00,12966.934,28.9,1,1,5,11959.433,9331.628,3355.720439999999
2019-01-12 02:00:00,12847.97,30.0,1,2,5,12146.619,9125.862,3317.456479999999
2019-01-12 03:00:00,12846.599,30.0,1,3,5,12456.401,9074.006,3289.1147999999994
2019-01-12 04:00:00,12970.52,30.0,1,4,5,12989.324,9137.108,3197.71364
2019-01-12 05:00:00,13168.127,30.9,1,5,5,14042.631,9370.408,2896.428600000001
2019-01-12 06:00:00,13535.165,30.9,1,6,5,15365.654,9777.54,2532.2750800000013
2019-01-12 07:00:00,13907.768,30.9,1,7,5,15949.155,10223.894,2445.377440000002
2019-01-12 08:00:00,14254.578,32.0,1,8,5,15349.278,10648.23,2757.8424400000004
2019-01-12 09:00:00,14280.625,32.0,1,9,5,14551.661,10794.914,2935.751120000001
2019-01-12 10:00:00,14140.448,33.1,1,10,5,14050.842,10819.607,2998.3759999999984
2019-01-12 11:00:00,13888.934,35.1,1,11,5,13575.656,10670.935,2938.200999999999
2019-01-12 12:00:00,13531.383,36.0,1,12,5,13200.41,10471.636,2757.3698000000004
2019-01-12 13:00:00,13393.506,37.0,1,13,5,12922.14,10150.167,2751.6143199999988
2019-01-12 14:00:00,13337.264,37.0,1,14,5,12795.49,9908.347,2796.67152
2019-01-12 15:00:00,13527.23,37.0,1,15,5,12964.994,9900.048,2922.011160000002
2019-01-12 16:00:00,13966.01,37.0,1,16,5,13691.33,10264.459,2960.770120000001
2019-01-12 17:00:00,14656.003,34.0,1,17,5,15007.833,11076.137,2849.9458400000003
2019-01-12 18:00:00,14803.97,32.0,1,18,5,15484.846,11319.498,2754.85492
2019-01-12 19:00:00,14691.27,30.9,1,19,5,15498.998,11350.213,2723.6993599999987
2019-01-12 20:00:00,14442.229,30.9,1,20,5,15460.392,11224.806,2646.287119999999
2019-01-12 21:00:00,14122.25,30.9,1,21,5,15015.675,11024.637,2692.271559999999
2019-01-12 22:00:00,13633.499,30.9,1,22,5,14291.659,10652.765,2710.2346400000006
2019-01-12 23:00:00,13151.704,30.9,1,23,5,13687.977,10310.044,2721.49008
2019-01-13 00:00:00,12797.61,30.9,1,0,6,13420.297,9974.077,2980.93916
2019-01-13 01:00:00,12579.46,30.9,1,1,6,13329.981,9833.499,2968.246439999999
2019-01-13 02:00:00,12475.479,30.9,1,2,6,13427.724,9796.119,2944.965479999999
2019-01-13 03:00:00,12379.645,30.9,1,3,6,13706.7,9816.19,2822.1608
2019-01-13 04:00:00,12474.639,32.0,1,4,6,14192.187,9973.63,2701.8326399999987
2019-01-13 05:00:00,12666.806,32.0,1,5,6,15096.445,10288.781,2395.107600000001
2019-01-13 06:00:00,12989.982,32.0,1,6,6,16288.738,10672.712,1987.0920800000004
2019-01-13 07:00:00,13460.057,32.0,1,7,6,16830.571,11018.66,1997.6664400000027
2019-01-13 08:00:00,13857.414,32.0,1,8,6,16117.201,11147.418,2360.678440000001
2019-01-13 09:00:00,14164.966,33.1,1,9,6,15118.19,10738.496,2820.092120000001
2019-01-13 10:00:00,14320.18,32.0,1,10,6,14360.969,10274.497,3178.1079999999984
2019-01-13 11:00:00,14300.45,33.1,1,11,6,13699.139,9991.717,3349.717000000001
2019-01-13 12:00:00,14282.752,33.1,1,12,6,13075.33,9843.514,3508.738800000001
2019-01-13 13:00:00,14216.188,33.1,1,13,6,12709.567,9767.762,3574.2963199999995
2019-01-13 14:00:00,14171.905,34.0,1,14,6,12393.011,9617.681,3631.312520000001
2019-01-13 15:00:00,14180.293,33.1,1,15,6,12454.436,9677.869,3575.074160000002
2019-01-13 16:00:00,14479.547,33.1,1,16,6,13109.969,10119.522,3474.3071200000013
2019-01-13 17:00:00,15164.016,33.1,1,17,6,14314.698,11169.575,3357.95884
2019-01-13 18:00:00,15263.653,32.0,1,18,6,14715.518,11683.197,3214.5379200000007
2019-01-13 19:00:00,15070.639,32.0,1,19,6,14722.18,11668.189,3103.068359999997
2019-01-13 20:00:00,14844.529,32.0,1,20,6,14504.802,11631.365,3048.58712
2019-01-13 21:00:00,14411.405,30.9,1,21,6,14319.429,11360.992,2981.42656
2019-01-13 22:00:00,13928.958,30.9,1,22,6,13906.983,10842.608,3005.6936400000013
2019-01-13 23:00:00,13420.925,30.9,1,23,6,13502.17,10376.752,2990.711079999999
2019-01-14 00:00:00,13181.34,30.0,1,0,0,13140.782,10162.782,3364.6691599999995
2019-01-14 01:00:00,13049.41,30.0,1,1,0,12966.934,10102.667,3438.19644
2019-01-14 02:00:00,13046.183,28.9,1,2,0,12847.97,10159.607,3515.6694800000005
2019-01-14 03:00:00,13242.328,28.9,1,3,0,12846.599,10407.385,3684.843799999999
2019-01-14 04:00:00,13640.679,28.9,1,4,0,12970.52,10935.96,3867.87264
2019-01-14 05:00:00,14312.163,28.0,1,5,0,13168.127,11873.007,4040.464600000001
2019-01-14 06:00:00,15199.641,28.0,1,6,0,13535.165,13124.473,4196.75108
2019-01-14 07:00:00,15661.457,28.0,1,7,0,13907.768,13667.074,4199.066440000002
2019-01-14 08:00:00,15651.524,28.0,1,8,0,14254.578,13359.092,4154.78844
2019-01-14 09:00:00,15432.495,30.0,1,9,0,14280.625,12992.348,4087.6211200000016
2019-01-14 10:00:00,15064.149,30.0,1,10,0,14140.448,12793.014,3922.0769999999975
2019-01-14 11:00:00,14734.373,30.9,1,11,0,13888.934,12533.412,3783.64
2019-01-14 12:00:00,14376.491,32.0,1,12,0,13531.383,12319.9,3602.477800000001
2019-01-14 13:00:00,14040.834,33.1,1,13,0,13393.506,12204.402,3398.94232
2019-01-14 14:00:00,13782.797,34.0,1,14,0,13337.264,12117.919,3242.204520000001
2019-01-14 15:00:00,13675.249,35.1,1,15,0,13527.23,12254.059,3070.030160000002
2019-01-14 16:00:00,14149.151,35.1,1,16,0,13966.01,12772.863,3143.9111200000007
2019-01-14 17:00:00,15291.565,33.1,1,17,0,14656.003,13638.797,3485.50784
2019-01-14 18:00:00,15703.788,30.9,1,18,0,14803.97,13922.909,3654.672920000001
2019-01-14 19:00:00,15681.303,30.9,1,19,0,14691.27,13654.231,3713.732359999998
2019-01-14 20:00:00,15432.274,30.9,1,20,0,14442.229,13337.023,3636.332119999999
2019-01-14 21:00:00,14938.097,32.0,1,21,0,14122.25,12706.081,3508.118559999999
2019-01-14 22:00:00,14259.27,32.0,1,22,0,13633.499,12015.155,3336.005640000001
2019-01-14 23:00:00,13702.923,32.0,1,23,0,13151.704,11175.905,3272.7090800000005
2019-01-15 00:00:00,13363.469,32.0,1,0,1,12797.61,10744.236,3546.7981599999985
2019-01-15 01:00:00,13261.038,32.0,1,1,1,12579.46,10506.516,3649.82444
2019-01-15 02:00:00,13271.145,32.0,1,2,1,12475.479,10353.785,3740.63148
2019-01-15 03:00:00,13429.76,32.0,1,3,1,12379.645,10339.569,3872.2758
2019-01-15 04:00:00,13958.609,32.0,1,4,1,12474.639,10653.223,4185.80264
2019-01-15 05:00:00,14771.448,32.0,1,5,1,12666.806,11353.36,4499.749600000001
2019-01-15 06:00:00,15859.863,30.9,1,6,1,12989.982,12460.216,4856.97308
2019-01-15 07:00:00,16399.34,30.0,1,7,1,13460.057,12941.334,4936.949440000002
2019-01-15 08:00:00,16085.851,32.0,1,8,1,13857.414,12640.678,4589.115440000001
2019-01-15 09:00:00,15205.334,33.1,1,9,1,14164.966,12194.677,3860.4601200000016
2019-01-15 10:00:00,14268.354,35.1,1,10,1,14320.18,11763.381,3126.2819999999974
2019-01-15 11:00:00,13558.226,35.1,1,11,1,14300.45,11248.196,2607.4930000000004
2019-01-15 12:00:00,12973.155,37.0,1,12,1,14282.752,10718.027,2199.141800000001
2019-01-15 13:00:00,12621.721,39.9,1,13,1,14216.188,10479.933,1979.829319999999
2019-01-15 14:00:00,12580.726,39.9,1,14,1,14171.905,10225.832,2040.1335200000008
2019-01-15 15:00:00,12541.637,41.0,1,15,1,14180.293,10222.563,1936.418160000003
2019-01-15 16:00:00,13107.187,39.9,1,16,1,14479.547,10643.367,2101.9471200000007
2019-01-15 17:00:00,14249.1,39.0,1,17,1,15164.016,11529.274,2443.04284
2019-01-15 18:00:00,14806.38,34.0,1,18,1,15263.653,11789.899,2757.26492
2019-01-15 19:00:00,14901.517,32.0,1,19,1,15070.639,11674.447,2933.946359999998
2019-01-15 20:00:00,14962.432,30.0,1,20,1,14844.529,11381.29,3166.4901200000004
2019-01-15 21:00:00,14626.166,28.9,1,21,1,14411.405,10873.201,3196.1875599999985
2019-01-15 22:00:00,14144.172,28.9,1,22,1,13928.958,10141.603,3220.9076400000013
2019-01-15 23:00:00,13757.768,28.9,1,23,1,13420.925,9478.213,3327.55408
2019-01-16 00:00:00,13610.331,28.0,1,0,2,13181.34,9085.008,3793.66016
2019-01-16 01:00:00,13590.633,28.9,1,1,2,13049.41,8964.459,3979.41944
2019-01-16 02:00:00,13654.394,28.0,1,2,2,13046.183,9022.113,4123.88048
2019-01-16 03:00:00,13884.04,28.0,1,3,2,13242.328,9166.24,4326.5558
2019-01-16 04:00:00,14397.55,25.0,1,4,2,13640.679,9653.519,4624.743639999999
2019-01-16 05:00:00,15370.561,26.1,1,5,2,14312.163,10587.117,5098.8626
2019-01-16 06:00:00,16519.664,26.1,1,6,2,15199.641,11847.85,5516.774080000001
2019-01-16 07:00:00,16869.37,27.0,1,7,2,15661.457,12427.188,5406.979440000001
2019-01-16 08:00:00,16093.319,27.0,1,8,2,15651.524,12098.338,4596.58344
2019-01-16 09:00:00,14867.549,30.9,1,9,2,15432.495,11644.052,3522.6751200000017
2019-01-16 10:00:00,13733.243,37.0,1,10,2,15064.149,11271.118,2591.1709999999985
2019-01-16 11:00:00,12951.207,42.1,1,11,2,14734.373,11182.244,2000.474
2019-01-16 12:00:00,12334.139,43.0,1,12,2,14376.491,11125.326,1560.1257999999998
2019-01-16 13:00:00,11890.489,45.0,1,13,2,14040.834,11095.365,1248.597319999999
2019-01-16 14:00:00,11616.332,45.0,1,14,2,13782.797,11202.474,1075.739520000001
2019-01-16 15:00:00,11737.632,46.0,1,15,2,13675.249,11646.156,1132.413160000002
2019-01-16 16:00:00,12354.845,46.9,1,16,2,14149.151,12358.476,1349.6051200000002
2019-01-16 17:00:00,13485.481,43.0,1,17,2,15291.565,13450.021,1679.4238399999997
2019-01-16 18:00:00,14007.401,39.9,1,18,2,15703.788,13773.183,1958.2859200000005
2019-01-16 19:00:00,14063.148,39.0,1,19,2,15681.303,13809.109,2095.577359999997
2019-01-16 20:00:00,14020.706,36.0,1,20,2,15432.274,13720.406,2224.76412
2019-01-16 21:00:00,13603.001,36.0,1,21,2,14938.097,13371.334,2173.0225599999994
2019-01-16 22:00:00,12996.738,34.0,1,22,2,14259.27,12830.044,2073.47364
2019-01-16 23:00:00,12471.642,32.0,1,23,2,13702.923,12242.813,2041.42808
2019-01-17 00:00:00,12224.237,30.9,1,0,3,13363.469,11955.855,2407.5661599999985
2019-01-17 01:00:00,12111.463,28.9,1,1,3,13261.038,11959.433,2500.24944
2019-01-17 02:00:00,12163.508,30.0,1,2,3,13271.145,12146.619,2632.9944799999994
2019-01-17 03:00:00,12351.288,28.9,1,3,3,13429.76,12456.401,2793.8038
2019-01-17 04:00:00,12756.323,30.9,1,4,3,13958.609,12989.324,2983.51664
2019-01-17 05:00:00,13609.202,32.0,1,5,3,14771.448,14042.631,3337.5036
2019-01-17 06:00:00,14768.81,32.0,1,6,3,15859.863,15365.654,3765.92008
2019-01-17 07:00:00,15272.181,33.1,1,7,3,16399.34,15949.155,3809.7904400000025
2019-01-17 08:00:00,14760.973,33.1,1,8,3,16085.851,15349.278,3264.237440000001
2019-01-17 09:00:00,14176.161,36.0,1,9,3,15205.334,14551.661,2831.287120000001
2019-01-17 10:00:00,13797.125,37.0,1,10,3,14268.354,14050.842,2655.052999999998
2019-01-17 11:00:00,13480.414,37.9,1,11,3,13558.226,13575.656,2529.6810000000005
2019-01-17 12:00:00,13196.687,39.9,1,12,3,12973.155,13200.41,2422.6738000000005
2019-01-17 13:00:00,12865.296,41.0,1,13,3,12621.721,12922.14,2223.40432
2019-01-17 14:00:00,12648.535,41.0,1,14,3,12580.726,12795.49,2107.9425200000005
2019-01-17 15:00:00,12841.643,42.1,1,15,3,12541.637,12964.994,2236.4241600000023
2019-01-17 16:00:00,13398.81,42.1,1,16,3,13107.187,13691.33,2393.5701200000003
2019-01-17 17:00:00,14230.073,41.0,1,17,3,14249.1,15007.833,2424.01584
2019-01-17 18:00:00,14411.313,39.9,1,18,3,14806.38,15484.846,2362.1979200000005
2019-01-17 19:00:00,14319.172,39.0,1,19,3,14901.517,15498.998,2351.6013599999987
2019-01-17 20:00:00,14008.873,37.9,1,20,3,14962.432,15460.392,2212.9311199999997
2019-01-17 21:00:00,13481.817,37.9,1,21,3,14626.166,15015.675,2051.8385599999983
2019-01-17 22:00:00,12713.694,39.0,1,22,3,14144.172,14291.659,1790.4296400000003
2019-01-17 23:00:00,12037.129,39.0,1,23,3,13757.768,13687.977,1606.915080000001
2019-01-18 00:00:00,11654.977,39.0,1,0,4,13610.331,13420.297,1838.30616
2019-01-18 01:00:00,11454.371,39.0,1,1,4,13590.633,13329.981,1843.157439999999
2019-01-18 02:00:00,11397.482,37.9,1,2,4,13654.394,13427.724,1866.9684799999995
2019-01-18 03:00:00,11476.839,39.0,1,3,4,13884.04,13706.7,1919.3547999999992
2019-01-18 04:00:00,11881.187,37.9,1,4,4,14397.55,14192.187,2108.3806399999994
2019-01-18 05:00:00,12593.671,39.0,1,5,4,15370.561,15096.445,2321.972600000001
2019-01-18 06:00:00,13703.851,39.0,1,6,4,16519.664,16288.738,2700.961080000001
2019-01-18 07:00:00,14184.514,37.9,1,7,4,16869.37,16830.571,2722.123440000001
2019-01-18 08:00:00,13913.108,37.0,1,8,4,16093.319,16117.201,2416.372440000001
2019-01-18 09:00:00,13328.674,37.9,1,9,4,14867.549,15118.19,1983.8001200000017
2019-01-18 10:00:00,12771.497,39.9,1,10,4,13733.243,14360.969,1629.4249999999977
2019-01-18 11:00:00,12325.304,44.1,1,11,4,12951.207,13699.139,1374.571
2019-01-18 12:00:00,11816.943,46.9,1,12,4,12334.139,13075.33,1042.9298
2019-01-18 13:00:00,11493.382,48.9,1,13,4,11890.489,12709.567,851.490319999999
2019-01-18 14:00:00,11251.794,51.1,1,14,4,11616.332,12393.011,711.2015200000005
2019-01-18 15:00:00,11223.907,52.0,1,15,4,11737.632,12454.436,618.6881600000015
2019-01-18 16:00:00,11522.107,51.1,1,16,4,12354.845,13109.969,516.8671200000008
2019-01-18 17:00:00,12490.807,48.0,1,17,4,13485.481,14314.698,684.7498400000004
2019-01-18 18:00:00,12908.946,43.0,1,18,4,14007.401,14715.518,859.8309200000003
2019-01-18 19:00:00,12700.359,41.0,1,19,4,14063.148,14722.18,732.7883599999986
2019-01-18 20:00:00,12602.835,42.1,1,20,4,14020.706,14504.802,806.8931199999988
2019-01-18 21:00:00,12263.731,43.0,1,21,4,13603.001,14319.429,833.752559999999
2019-01-18 22:00:00,11808.604,42.1,1,22,4,12996.738,13906.983,885.3396400000001
2019-01-18 23:00:00,11280.808,42.1,1,23,4,12471.642,13502.17,850.5940800000008
2019-01-19 00:00:00,10922.582,41.0,1,0,5,12224.237,13140.782,1105.9111599999997
2019-01-19 01:00:00,10691.574,41.0,1,1,5,12111.463,12966.934,1080.3604400000004
2019-01-19 02:00:00,10605.74,41.0,1,2,5,12163.508,12847.97,1075.2264799999994
2019-01-19 03:00:00,10605.007,39.9,1,3,5,12351.288,12846.599,1047.5227999999988
2019-01-19 04:00:00,10722.325,39.9,1,4,5,12756.323,12970.52,949.5186400000002
2019-01-19 05:00:00,11074.208,39.9,1,5,5,13609.202,13168.127,802.5096000000012
2019-01-19 06:00:00,11494.332,39.9,1,6,5,14768.81,13535.165,491.4420800000007
2019-01-19 07:00:00,12040.018,39.9,1,7,5,15272.181,13907.768,577.627440000002
2019-01-19 08:00:00,12451.066,39.9,1,8,5,14760.973,14254.578,954.3304400000015
2019-01-19 09:00:00,12657.355,41.0,1,9,5,14176.161,14280.625,1312.4811200000004
2019-01-19 10:00:00,12621.668,41.0,1,10,5,13797.125,14140.448,1479.5959999999975
2019-01-19 11:00:00,12561.008,42.1,1,11,5,13480.414,13888.934,1610.2749999999996
2019-01-19 12:00:00,12290.363,44.1,1,12,5,13196.687,13531.383,1516.3498
2019-01-19 13:00:00,12090.041,46.0,1,13,5,12865.296,13393.506,1448.1493199999986
2019-01-19 14:00:00,12044.488,46.9,1,14,5,12648.535,13337.264,1503.89552
2019-01-19 15:00:00,12162.312,48.0,1,15,5,12841.643,13527.23,1557.0931600000022
2019-01-19 16:00:00,12386.199,46.9,1,16,5,13398.81,13966.01,1380.9591200000011
2019-01-19 17:00:00,12880.447,46.9,1,17,5,14230.073,14656.003,1074.3898399999998
2019-01-19 18:00:00,12894.328,46.9,1,18,5,14411.313,14803.97,845.2129199999999
2019-01-19 19:00:00,12677.695,46.9,1,19,5,14319.172,14691.27,710.124359999998
2019-01-19 20:00:00,12336.543,48.0,1,20,5,14008.873,14442.229,540.6011199999994
2019-01-19 21:00:00,11927.338,50.0,1,21,5,13481.817,14122.25,497.35955999999896
2019-01-19 22:00:00,11308.894,51.1,1,22,5,12713.694,13633.499,385.629640000001
2019-01-19 23:00:00,10721.468,52.0,1,23,5,12037.129,13151.704,291.2540800000006
2019-01-20 00:00:00,10365.658,52.0,1,0,6,11654.977,12797.61,548.9871599999988
2019-01-20 01:00:00,10029.87,53.1,1,1,6,11454.371,12579.46,418.6564400000007
2019-01-20 02:00:00,9822.966,53.1,1,2,6,11397.482,12475.479,292.4524799999999
2019-01-20 03:00:00,9620.431,54.0,1,3,6,11476.839,12379.645,62.94679999999971
2019-01-20 04:00:00,9591.296,55.0,1,4,6,11881.187,12474.639,0.0
2019-01-20 05:00:00,9686.255,57.0,1,5,6,12593.671,12666.806,0.0
2019-01-20 06:00:00,10025.69,57.9,1,6,6,13703.851,12989.982,0.0
2019-01-20 07:00:00,10439.497,57.0,1,7,6,14184.514,13460.057,0.0
2019-01-20 08:00:00,10842.596,57.0,1,8,6,13913.108,13857.414,0.0
2019-01-20 09:00:00,11084.396,57.9,1,9,6,13328.674,14164.966,0.0
2019-01-20 10:00:00,11168.684,59.0,1,10,6,12771.497,14320.18,26.61199999999735
2019-01-20 11:00:00,11305.753,53.1,1,11,6,12325.304,14300.45,355.02000000000044
2019-01-20 12:00:00,11434.424,46.0,1,12,6,11816.943,14282.752,660.4108000000015
2019-01-20 13:00:00,11524.775,46.9,1,13,6,11493.382,14216.188,882.883319999999
2019-01-20 14:00:00,11591.823,44.1,1,14,6,11251.794,14171.905,1051.230520000001
2019-01-20 15:00:00,11950.624,43.0,1,15,6,11223.907,14180.293,1345.405160000002
2019-01-20 16:00:00,12718.051,39.9,1,16,6,11522.107,14479.547,1712.8111200000003
