date,netload,tmp,month,hour,dayofweek,mw_2,mw_7,potential
2015-01-08 00:00:00,1481.65186646843,-4.1,1,0,3,1145.834488218026,1470.814721023954,476.443289211966
2015-01-08 01:00:00,1481.418728660759,-4.5,1,1,3,1143.2461345943602,1440.832944004364,484.1608196315025
2015-01-08 02:00:00,1497.8158917141477,-4.9,1,2,3,1151.2308002516509,1430.4950438853127,499.46619488282806
2015-01-08 03:00:00,1518.7143293424133,-5.7,1,3,3,1163.8179319167589,1423.8063477930784,512.0489456195377
2015-01-08 04:00:00,1564.1316227042923,-6.2,1,4,3,1195.7166281619702,1428.1808234750183,535.1095598365318
2015-01-08 05:00:00,1639.936069803345,-6.6,1,5,3,1271.4228260472416,1447.3770521976865,556.746266405353
2015-01-08 06:00:00,1738.898860630734,-6.9,1,6,3,1397.898288814115,1475.9874771756004,563.3214395788912
2015-01-08 07:00:00,1763.262780018088,-7.2,1,7,3,1445.603012017225,1499.9117019613095,536.121561367609
2015-01-08 08:00:00,1718.9292358521875,-7.5,1,8,3,1393.1870944278007,1523.473948884144,508.49784883470056
2015-01-08 09:00:00,1682.104329057273,-7.9,1,9,3,1315.1304311199071,1545.13794122497,499.99700102313113
2015-01-08 10:00:00,1630.7756642232291,-8.7,1,10,3,1231.857396804833,1552.415428970305,483.7326788770722
2015-01-08 11:00:00,1577.7708190579344,-9.0,1,11,3,1157.529232489459,1553.3708060146405,466.1493751161079
2015-01-08 12:00:00,1513.227689673258,-9.1,1,12,3,1096.889831972982,1538.9750845910637,435.5373615914277
2015-01-08 13:00:00,1451.068826342914,-9.0,1,13,3,1055.0256693923147,1514.060661926666,395.290109054944
2015-01-08 14:00:00,1405.299664722834,-7.6,1,14,3,1021.8645017462828,1489.650293594117,366.9416605289314
2015-01-08 15:00:00,1384.6456942434536,-5.8,1,15,3,1003.9487642560122,1474.2323309506037,354.56154069804325
2015-01-08 16:00:00,1398.0297320375155,-4.3,1,16,3,1013.959890423921,1480.7567764550913,363.0176073662758
2015-01-08 17:00:00,1445.8324750573702,-2.2,1,17,3,1049.397650428541,1514.5904543153126,395.5357559565673
