date,netload,tmp,month,hour,dayofweek,mw_2,mw_7,potential
2015-01-08 00:00:00,10519,1.499,1,0,3,10657.0,9484.0,2344.4
2015-01-08 01:00:00,10083,1.842,1,1,3,10281.0,9152.0,2295.6000000000004
2015-01-08 02:00:00,9803,2.338,1,2,3,10054.0,8799.0,2275.2
2015-01-08 03:00:00,9828,2.934,1,3,3,10078.0,8567.0,2396.2
2015-01-08 04:00:00,10238,3.446,1,4,3,10415.0,8487.0,2753.8
2015-01-08 05:00:00,11277,3.888,1,5,3,11568.0,8428.0,3612.8
2015-01-08 06:00:00,12299,4.337,1,6,3,12541.0,8122.0,4599.8
2015-01-08 07:00:00,12731,4.518,1,7,3,12966.0,8179.0,4819.6
2015-01-08 08:00:00,12854,4.755,1,8,3,13055.0,8340.0,4660.0
2015-01-08 09:00:00,12926,5.151,1,9,3,12973.0,8677.0,4398.799999999999
2015-01-08 10:00:00,13087,5.671,1,10,3,13002.0,8899.0,4216.6
2015-01-08 11:00:00,12757,6.149,1,11,3,12819.0,9092.0,3685.7999999999993
2015-01-08 12:00:00,12868,6.596,1,12,3,12794.0,9088.0,3756.0
2015-01-08 13:00:00,12825,7.009,1,13,3,12760.0,8940.0,3838.6
2015-01-08 14:00:00,12772,7.112,1,14,3,12728.0,8919.0,3801.0
2015-01-08 15:00:00,12828,6.551,1,15,3,12851.0,9017.0,3776.6
2015-01-08 16:00:00,13380,5.457,1,16,3,13511.0,9664.0,3801.7999999999993
2015-01-08 17:00:00,13326,4.591,1,17,3,13551.0,9914.0,3646.4
2015-01-08 18:00:00,12690,4.333,1,18,3,12984.0,9852.0,3196.0
2015-01-08 19:00:00,12076,4.37,1,19,3,12372.0,9573.0,2864.6000000000004
2015-01-08 20:00:00,11582,4.481,1,20,3,11706.0,9422.0,2622.2000000000007
2015-01-08 21:00:00,11764,4.487,1,21,3,11872.0,9896.0,2589.4
2015-01-08 22:00:00,11608,4.492,1,22,3,11783.0,10062.0,2418.7999999999997
2015-01-08 23:00:00,10944,4.614,1,23,3,11079.0,9489.0,2345.7999999999997
2015-01-09 00:00:00,10393,4.795,1,0,4,10511.0,9001.0,2218.4
2015-01-09 01:00:00,10041,4.974,1,1,4,10177.0,8571.0,2253.6000000000004
2015-01-09 02:00:00,9870,5.073,1,2,4,10019.0,8321.0,2342.2
2015-01-09 03:00:00,9750,5.023,1,3,4,10003.0,8277.0,2318.2
2015-01-09 04:00:00,10206,5.338,1,4,4,10361.0,8517.0,2721.8
2015-01-09 05:00:00,11222,6.104,1,5,4,11397.0,9000.0,3557.8
2015-01-09 06:00:00,12107,6.594,1,6,4,12471.0,9226.0,4407.8
2015-01-09 07:00:00,12682,6.985,1,7,4,12856.0,9769.0,4770.6
2015-01-09 08:00:00,12725,7.66,1,8,4,12799.0,10243.0,4531.0
2015-01-09 09:00:00,12757,8.51,1,9,4,12662.0,10557.0,4229.799999999999
2015-01-09 10:00:00,12913,9.489,1,10,4,12769.0,10781.0,4042.6
2015-01-09 11:00:00,12608,10.286,1,11,4,12580.0,10770.0,3536.7999999999997
2015-01-09 12:00:00,12505,10.764,1,12,4,12561.0,10606.0,3393.0
2015-01-09 13:00:00,12279,10.805,1,13,4,12507.0,10320.0,3292.6000000000004
2015-01-09 14:00:00,12169,10.62,1,14,4,12503.0,10225.0,3198.0
2015-01-09 15:00:00,12350,10.23,1,15,4,12646.0,10394.0,3298.6000000000004
2015-01-09 16:00:00,12776,9.946,1,16,4,13388.0,11212.0,3197.7999999999997
2015-01-09 17:00:00,12703,9.953,1,17,4,13398.0,11429.0,3023.4
2015-01-09 18:00:00,12133,10.314,1,18,4,12779.0,11057.0,2639.0
2015-01-09 19:00:00,11426,11.139,1,19,4,12210.0,10516.0,2214.6000000000004
2015-01-09 20:00:00,10908,11.776,1,20,4,11580.0,9993.0,1948.2000000000007
2015-01-09 21:00:00,11108,12.046,1,21,4,11651.0,10362.0,1933.4
2015-01-09 22:00:00,11104,12.193,1,22,4,11735.0,10440.0,1914.7999999999995
