ept,netload,tmp,month,hour,dayofweek,mw_2,mw_7,potential
2015-01-08 00:00:00,1177.7,-13.9,1,0,3,1057.1,1069.8,240.57407407407425
2015-01-08 01:00:00,1140.2,-14.2,1,1,3,1026.3,1020.4,239.81666666666672
2015-01-08 02:00:00,1122.8,-14.8,1,2,3,1009.9,982.8,242.29444444444448
2015-01-08 03:00:00,1119.9,-15.6,1,3,3,1004.1,962.1,245.012962962963
2015-01-08 04:00:00,1138.0,-16.0,1,4,3,1023.2,957.5,253.09629629629592
2015-01-08 05:00:00,1202.5,-17.0,1,5,3,1085.7,972.0,277.20185185185176
2015-01-08 06:00:00,1301.6,-17.8,1,6,3,1195.1,998.9,303.5203703703703
2015-01-08 07:00:00,1357.4,-18.1,1,7,3,1272.9,1006.3,305.0333333333333
2015-01-08 08:00:00,1322.401668,-19.0,1,8,3,1235.96598,1023.250446,303.02407407407395
2015-01-08 09:00:00,1248.300515,-19.7,1,9,3,1200.621236,989.8608303,260.81851851851843
2015-01-08 10:00:00,1218.530397,-20.4,1,10,3,1185.41427,984.371008,256.0999999999999
2015-01-08 11:00:00,1195.84626,-20.8,1,11,3,1172.512401,987.7096401,227.42407407407404
2015-01-08 12:00:00,1174.882036,-20.9,1,12,3,1162.069767,1034.57813,211.8148148148148
2015-01-08 13:00:00,1154.680028,-18.0,1,13,3,1163.981577,978.401078,203.74259259259225
2015-01-08 14:00:00,1176.42621,-13.5,1,14,3,1177.575239,1049.932699,187.77222222222255
2015-01-08 15:00:00,1244.41697,-11.6,1,15,3,1238.154896,1088.015176,187.4796296296297
2015-01-08 16:00:00,1382.213876,-9.7,1,16,3,1362.8,1194.4,197.46481481481487
2015-01-08 17:00:00,1499.8,-8.4,1,17,3,1484.2,1315.5,224.7351851851852
2015-01-08 18:00:00,1515.3,-7.4,1,18,3,1509.0,1315.7,232.50555555555525
2015-01-08 19:00:00,1499.4,-7.1,1,19,3,1490.6,1290.8,241.85925925925903
2015-01-08 20:00:00,1464.6,-7.4,1,20,3,1456.7,1258.5,243.577777777778
2015-01-08 21:00:00,1397.3,-8.5,1,21,3,1382.5,1206.6,237.04259259259243
2015-01-08 22:00:00,1284.2,-9.2,1,22,3,1269.9,1126.0,208.1388888888889
2015-01-08 23:00:00,1181.1,-9.3,1,23,3,1166.4,1034.8,187.5203703703703
2015-01-09 00:00:00,1121.0,-9.4,1,0,4,1097.3,964.4,183.8740740740742
2015-01-09 01:00:00,1097.1,-9.6,1,1,4,1061.5,917.7,196.71666666666655
2015-01-09 02:00:00,1070.0,-10.4,1,2,4,1044.3,898.9,189.49444444444453
