ept,netload,tmp,month,hour,dayofweek,mw_2,mw_7,potential
2015-01-08 00:00:00,1529.9,-13.9,1,0,3,1319.8,1280.8,358.9000000000001
2015-01-08 01:00:00,1538.5,-14.2,1,1,3,1291.2,1230.8,399.7632653061223
2015-01-08 02:00:00,1478.5,-14.8,1,2,3,1273.3,1198.5,355.3122448979591
2015-01-08 03:00:00,1456.9,-15.6,1,3,3,1277.6,1188.9,336.218367346939
2015-01-08 04:00:00,1484.0,-16.0,1,4,3,1313.5,1190.9,347.9122448979592
2015-01-08 05:00:00,1570.1,-17.0,1,5,3,1398.2,1211.6,386.65510204081625
2015-01-08 06:00:00,1701.6,-17.8,1,6,3,1568.4,1240.7,430.5163265306121
2015-01-08 07:00:00,1818.9,-18.1,1,7,3,1659.1,1269.8,484.84489795918375
2015-01-08 08:00:00,1829.517605,-19.0,1,8,3,1652.520987,1314.356085,460.5510204081632
2015-01-08 09:00:00,1835.296534,-19.7,1,9,3,1641.841146,1351.82866,442.6102040816325
2015-01-08 10:00:00,1785.800431,-20.4,1,10,3,1641.362981,1359.882224,400.47755102040855
2015-01-08 11:00:00,1772.441798,-20.8,1,11,3,1625.699201,1371.149418,369.091836734694
2015-01-08 12:00:00,1723.468471,-20.9,1,12,3,1618.372295,1409.824545,336.5632653061225
2015-01-08 13:00:00,1702.178118,-18.0,1,13,3,1584.452244,1369.474107,317.11836734693884
2015-01-08 14:00:00,1619.88103,-13.5,1,14,3,1568.297706,1378.181503,310.11836734693884
2015-01-08 15:00:00,1663.282217,-11.6,1,15,3,1636.260867,1367.693635,300.8591836734695
2015-01-08 16:00:00,1796.2,-9.7,1,16,3,1711.9,1487.2,324.0734693877548
2015-01-08 17:00:00,1905.0,-8.4,1,17,3,1830.8,1594.9,339.4020408163267
2015-01-08 18:00:00,1901.6,-7.4,1,18,3,1835.8,1582.9,339.3142857142857
2015-01-08 19:00:00,1872.8,-7.1,1,19,3,1814.2,1549.3,349.3877551020407
2015-01-08 20:00:00,1815.2,-7.4,1,20,3,1760.2,1496.8,343.6306122448982
2015-01-08 21:00:00,1718.7,-8.5,1,21,3,1664.9,1425.8,326.15510204081625
2015-01-08 22:00:00,1587.6,-9.2,1,22,3,1535.4,1330.2,288.0816326530612
2015-01-08 23:00:00,1479.4,-9.3,1,23,3,1430.5,1239.9,262.8061224489797
2015-01-09 00:00:00,1419.0,-9.4,1,0,4,1359.7,1179.4,248.0
2015-01-09 01:00:00,1393.0,-9.6,1,1,4,1324.6,1147.4,254.26326530612232
2015-01-09 02:00:00,1379.1,-10.4,1,2,4,1309.6,1134.3,255.912244897959
2015-01-09 03:00:00,1380.2,-10.9,1,3,4,1308.7,1118.3,259.51836734693893
2015-01-09 04:00:00,1407.1,-10.3,1,4,4,1333.1,1126.8,271.01224489795914
