date,netload,tmpf,month,hour,dayofweek,kw2day,kw7day,potential,poten_2,poten_7
2019-01-08 00:00:00,18954,45.0,1,0,1,17226,13824,2583.4736842105285,855.4736842105285,0.0
2019-01-08 01:00:00,19656,44.8,1,1,1,16632,13824,3549.78947368421,525.78947368421,0.0
2019-01-08 02:00:00,19224,44.6,1,2,1,16794,13878,3163.2631578947367,733.2631578947367,0.0
2019-01-08 03:00:00,18900,45.1,1,3,1,17064,13770,2856.3157894736837,1020.3157894736833,0.0
2019-01-08 04:00:00,19926,46.0,1,4,1,17226,14040,3717.473684210529,1017.4736842105284,0.0
2019-01-08 05:00:00,20952,45.9,1,5,1,17820,13824,4521.78947368421,1389.78947368421,0.0
2019-01-08 06:00:00,22572,44.6,1,6,1,18468,13932,5743.894736842107,1639.8947368421068,0.0
2019-01-08 07:00:00,22788,43.0,1,7,1,18900,13446,5516.526315789473,1628.5263157894733,0.0
2019-01-08 08:00:00,21654,41.9,1,8,1,18576,13554,4470.63157894737,1392.63157894737,0.0
2019-01-08 09:00:00,19494,45.9,1,9,1,16740,14040,3285.4736842105285,531.4736842105285,0.0
2019-01-08 10:00:00,18360,50.5,1,10,1,15228,14094,3006.947368421052,0.0,0.0
2019-01-08 11:00:00,18090,55.8,1,11,1,14148,14526,3356.5263157894715,0.0,0.0
2019-01-08 12:00:00,17658,62.2,1,12,1,14040,14850,3345.1578947368416,0.0,537.1578947368416
2019-01-08 13:00:00,17874,65.8,1,13,1,13554,14418,4101.157894736842,0.0,645.1578947368416
2019-01-08 14:00:00,18306,67.8,1,14,1,13392,15066,4808.842105263158,0.0,1568.8421052631584
2019-01-08 15:00:00,18900,67.1,1,15,1,13716,14850,4990.736842105263,0.0,940.7368421052632
2019-01-08 16:00:00,19980,68.4,1,16,1,15066,14958,5061.78947368421,147.78947368420995,39.78947368420995
2019-01-08 17:00:00,20844,64.6,1,17,1,15552,15390,4419.473684210527,0.0,0.0
2019-01-08 18:00:00,20952,62.2,1,18,1,16092,15498,3575.36842105263,0.0,0.0
2019-01-08 19:00:00,20736,59.4,1,19,1,16524,14958,3132.0,0.0,0.0
2019-01-08 20:00:00,20088,61.3,1,20,1,16794,14310,2282.21052631579,0.0,0.0
2019-01-08 21:00:00,19062,60.4,1,21,1,16686,13824,1389.78947368421,0.0,0.0
2019-01-08 22:00:00,18360,60.8,1,22,1,16308,12798,1119.78947368421,0.0,0.0
2019-01-08 23:00:00,16956,59.0,1,23,1,16254,12744,0.0,0.0,0.0
2019-01-09 00:00:00,16740,58.3,1,0,2,16740,13014,369.4736842105285,369.4736842105285,0.0
2019-01-09 01:00:00,17118,57.2,1,1,2,17658,13770,1011.78947368421,1551.78947368421,0.0
2019-01-09 02:00:00,17064,56.7,1,2,2,17550,13500,1003.2631578947368,1489.2631578947369,0.0
2019-01-09 03:00:00,16848,55.6,1,3,2,18306,14202,804.3157894736833,2262.3157894736837,0.0
2019-01-09 04:00:00,17550,54.1,1,4,2,18846,14904,1341.4736842105283,2637.4736842105285,0.0
2019-01-09 05:00:00,19386,53.6,1,5,2,20628,16200,2955.78947368421,4197.78947368421,0.0
2019-01-09 06:00:00,21222,50.5,1,6,2,23112,17712,4393.894736842107,6283.894736842107,883.8947368421068
2019-01-09 07:00:00,22032,48.2,1,7,2,23544,18360,4760.526315789473,6272.526315789473,1088.5263157894733
2019-01-09 08:00:00,20736,46.9,1,8,2,22356,18360,3552.63157894737,5172.63157894737,1176.63157894737
2019-01-09 09:00:00,19062,49.3,1,9,2,21060,17550,2853.4736842105285,4851.4736842105285,1341.4736842105283
2019-01-09 10:00:00,18414,50.2,1,10,2,21924,17496,3060.947368421052,6570.947368421052,2142.947368421052
2019-01-09 11:00:00,18576,51.1,1,11,2,21060,17550,3842.526315789472,6326.526315789472,2816.5263157894715
2019-01-09 12:00:00,18090,52.7,1,12,2,18900,17820,3777.1578947368416,4587.157894736842,3507.1578947368416
2019-01-09 13:00:00,17658,53.4,1,13,2,18144,18144,3885.1578947368416,4371.157894736842,4371.157894736842
2019-01-09 14:00:00,18252,54.7,1,14,2,18468,18414,4754.842105263158,4970.842105263158,4916.842105263158
2019-01-09 15:00:00,18954,54.5,1,15,2,18792,19548,5044.736842105263,4882.736842105263,5638.736842105263
2019-01-09 16:00:00,20898,53.6,1,16,2,20466,20034,5979.78947368421,5547.78947368421,5115.78947368421
2019-01-09 17:00:00,23112,51.4,1,17,2,22518,20952,6687.473684210527,6093.473684210527,4527.473684210527
2019-01-09 18:00:00,24570,47.3,1,18,2,23328,21114,7193.36842105263,5951.36842105263,3737.36842105263
2019-01-09 19:00:00,24570,44.2,1,19,2,23328,21168,6966.0,5724.0,3564.0
2019-01-09 20:00:00,24192,46.0,1,20,2,22572,20304,6386.21052631579,4766.21052631579,2498.21052631579
2019-01-09 21:00:00,23544,43.5,1,21,2,21330,19548,5871.78947368421,3657.78947368421,1875.78947368421
2019-01-09 22:00:00,22464,40.8,1,22,2,20412,18576,5223.78947368421,3171.78947368421,1335.78947368421
2019-01-09 23:00:00,21654,38.7,1,23,2,19224,16740,4618.42105263158,2188.42105263158,0.0
2019-01-10 00:00:00,21924,37.0,1,0,3,18954,16578,5553.4736842105285,2583.4736842105285,207.4736842105285
2019-01-10 01:00:00,22356,35.6,1,1,3,19656,17334,6249.78947368421,3549.78947368421,1227.78947368421
2019-01-10 02:00:00,23058,34.7,1,2,3,19224,17388,6997.263157894737,3163.2631578947367,1327.2631578947369
2019-01-10 03:00:00,23004,33.8,1,3,3,18900,16956,6960.315789473683,2856.3157894736837,912.3157894736833
2019-01-10 04:00:00,24030,33.1,1,4,3,19926,17496,7821.473684210528,3717.473684210529,1287.4736842105283
2019-01-10 05:00:00,26298,32.0,1,5,3,20952,18792,9867.78947368421,4521.78947368421,2361.78947368421
2019-01-10 06:00:00,28350,31.3,1,6,3,22572,19656,11521.894736842109,5743.894736842107,2827.894736842107
2019-01-10 07:00:00,28782,30.0,1,7,3,22788,20628,11510.526315789471,5516.526315789473,3356.5263157894733
2019-01-10 08:00:00,27108,30.2,1,8,3,21654,20574,9924.63157894737,4470.63157894737,3390.63157894737
2019-01-10 09:00:00,25056,32.0,1,9,3,19494,20142,8847.473684210529,3285.4736842105285,3933.473684210529
2019-01-10 10:00:00,23760,33.3,1,10,3,18360,19710,8406.947368421052,3006.947368421052,4356.947368421052
2019-01-10 11:00:00,22572,35.6,1,11,3,18090,19278,7838.526315789471,3356.5263157894715,4544.526315789472
2019-01-10 12:00:00,21816,37.4,1,12,3,17658,18792,7503.157894736842,3345.1578947368416,4479.157894736842
2019-01-10 13:00:00,21492,38.5,1,13,3,17874,19170,7719.157894736842,4101.157894736842,5397.157894736842
2019-01-10 14:00:00,22194,39.6,1,14,3,18306,19332,8696.842105263158,4808.842105263158,5834.842105263158
2019-01-10 15:00:00,23004,40.3,1,15,3,18900,19980,9094.736842105263,4990.736842105263,6070.736842105263
2019-01-10 16:00:00,25542,38.7,1,16,3,19980,20952,10623.78947368421,5061.78947368421,6033.78947368421
2019-01-10 17:00:00,27972,37.2,1,17,3,20844,21600,11547.473684210529,4419.473684210527,5175.473684210527
2019-01-10 18:00:00,28620,35.6,1,18,3,20952,21762,11243.36842105263,3575.36842105263,4385.36842105263
2019-01-10 19:00:00,28620,35.1,1,19,3,20736,21330,11016.0,3132.0,3726.0
2019-01-10 20:00:00,28188,34.3,1,20,3,20088,20142,10382.21052631579,2282.21052631579,2336.21052631579
2019-01-10 21:00:00,27378,33.3,1,21,3,19062,19116,9705.78947368421,1389.78947368421,1443.78947368421
2019-01-10 22:00:00,26352,31.8,1,22,3,18360,18090,9111.78947368421,1119.78947368421,849.78947368421
2019-01-10 23:00:00,25650,30.6,1,23,3,16956,17118,8614.42105263158,0.0,82.4210526315801
2019-01-11 00:00:00,25110,29.1,1,0,4,16740,17064,8739.473684210529,369.4736842105285,693.4736842105285
2019-01-11 01:00:00,25758,27.9,1,1,4,17118,17550,9651.78947368421,1011.78947368421,1443.78947368421
2019-01-11 02:00:00,26244,27.1,1,2,4,17064,17712,10183.263157894737,1003.2631578947368,1651.2631578947369
2019-01-11 03:00:00,26190,26.6,1,3,4,16848,17226,10146.315789473683,804.3157894736833,1182.3157894736833
2019-01-11 04:00:00,27054,25.7,1,4,4,17550,17658,10845.473684210529,1341.4736842105283,1449.4736842105283
2019-01-11 05:00:00,28566,25.3,1,5,4,19386,18738,12135.78947368421,2955.78947368421,2307.78947368421
2019-01-11 06:00:00,30186,25.2,1,6,4,21222,20304,13357.894736842109,4393.894736842107,3475.894736842107
2019-01-11 07:00:00,30510,23.9,1,7,4,22032,20358,13238.526315789471,4760.526315789473,3086.5263157894733
2019-01-11 08:00:00,28512,23.7,1,8,4,20736,20574,11328.63157894737,3552.63157894737,3390.63157894737
2019-01-11 09:00:00,25488,29.3,1,9,4,19062,20466,9279.473684210529,2853.4736842105285,4257.4736842105285
2019-01-11 10:00:00,23220,32.0,1,10,4,18414,20196,7866.947368421052,3060.947368421052,4842.947368421052
2019-01-11 11:00:00,22086,35.2,1,11,4,18576,20682,7352.526315789471,3842.526315789472,5948.526315789472
2019-01-11 12:00:00,21006,37.4,1,12,4,18090,20088,6693.157894736842,3777.1578947368416,5775.157894736842
2019-01-11 13:00:00,20412,38.8,1,13,4,17658,20358,6639.157894736842,3885.1578947368416,6585.157894736842
2019-01-11 14:00:00,20142,40.6,1,14,4,18252,20196,6644.842105263158,4754.842105263158,6698.842105263158
2019-01-11 15:00:00,20790,41.7,1,15,4,18954,20898,6880.736842105263,5044.736842105263,6988.736842105263
2019-01-11 16:00:00,22518,41.9,1,16,4,20898,21384,7599.78947368421,5979.78947368421,6465.78947368421
2019-01-11 17:00:00,25218,40.1,1,17,4,23112,22140,8793.473684210527,6687.473684210527,5715.473684210527
2019-01-11 18:00:00,26622,32.2,1,18,4,24570,21600,9245.36842105263,7193.36842105263,4223.36842105263
2019-01-11 19:00:00,27108,30.4,1,19,4,24570,21114,9504.0,6966.0,3510.0
2019-01-11 20:00:00,27756,28.9,1,20,4,24192,20358,9950.21052631579,6386.21052631579,2552.21052631579
2019-01-11 21:00:00,27648,27.3,1,21,4,23544,19656,9975.78947368421,5871.78947368421,1983.78947368421
2019-01-11 22:00:00,27378,26.4,1,22,4,22464,18900,10137.78947368421,5223.78947368421,1659.78947368421
2019-01-11 23:00:00,26568,26.4,1,23,4,21654,17820,9532.42105263158,4618.42105263158,784.4210526315801
2019-01-12 00:00:00,25596,25.0,1,0,5,21924,17604,9225.473684210529,5553.4736842105285,1233.4736842105283
2019-01-12 01:00:00,24840,26.6,1,1,5,22356,17496,8733.78947368421,6249.78947368421,1389.78947368421
2019-01-12 02:00:00,23922,28.4,1,2,5,23058,17064,7861.263157894737,6997.263157894737,1003.2631578947368
2019-01-12 03:00:00,24138,29.7,1,3,5,23004,17064,8094.315789473683,6960.315789473683,1020.3157894736833
2019-01-12 04:00:00,24408,31.1,1,4,5,24030,17334,8199.473684210529,7821.473684210528,1125.4736842105283
2019-01-12 05:00:00,24138,31.6,1,5,5,26298,18684,7707.78947368421,9867.78947368421,2253.78947368421
2019-01-12 06:00:00,24030,32.0,1,6,5,28350,19170,7201.894736842107,11521.894736842109,2341.894736842107
2019-01-12 07:00:00,24030,32.0,1,7,5,28782,20358,6758.526315789473,11510.526315789471,3086.5263157894733
2019-01-12 08:00:00,24138,32.5,1,8,5,27108,21006,6954.63157894737,9924.63157894737,3822.63157894737
2019-01-12 09:00:00,23274,33.8,1,9,5,25056,20034,7065.4736842105285,8847.473684210529,3825.473684210529
2019-01-12 10:00:00,22896,35.4,1,10,5,23760,18954,7542.947368421052,8406.947368421052,3600.947368421052
2019-01-12 11:00:00,21978,37.4,1,11,5,22572,18846,7244.526315789471,7838.526315789471,4112.526315789472
2019-01-12 12:00:00,21222,39.9,1,12,5,21816,19548,6909.157894736842,7503.157894736842,5235.157894736842
2019-01-12 13:00:00,20898,39.6,1,13,5,21492,18468,7125.157894736842,7719.157894736842,4695.157894736842
2019-01-12 14:00:00,21168,40.3,1,14,5,22194,18036,7670.842105263158,8696.842105263158,4538.842105263158
2019-01-12 15:00:00,20412,40.1,1,15,5,23004,18468,6502.736842105263,9094.736842105263,4558.736842105263
2019-01-12 16:00:00,20682,40.1,1,16,5,25542,19494,5763.78947368421,10623.78947368421,4575.78947368421
2019-01-12 17:00:00,21546,39.4,1,17,5,27972,20250,5121.473684210527,11547.473684210529,3825.473684210527
2019-01-12 18:00:00,21492,38.7,1,18,5,28620,20250,4115.36842105263,11243.36842105263,2873.36842105263
2019-01-12 19:00:00,21384,38.7,1,19,5,28620,20250,3780.0,11016.0,2646.0
2019-01-12 20:00:00,20790,36.0,1,20,5,28188,19656,2984.21052631579,10382.21052631579,1850.21052631579
2019-01-12 21:00:00,20574,36.0,1,21,5,27378,19386,2901.78947368421,9705.78947368421,1713.78947368421
2019-01-12 22:00:00,19818,36.1,1,22,5,26352,19494,2577.78947368421,9111.78947368421,2253.78947368421
2019-01-12 23:00:00,18738,36.5,1,23,5,25650,18360,1702.42105263158,8614.42105263158,1324.42105263158
2019-01-13 00:00:00,18306,37.4,1,0,6,25110,17226,1935.4736842105283,8739.473684210529,855.4736842105285
2019-01-13 01:00:00,18252,36.3,1,1,6,25758,16632,2145.78947368421,9651.78947368421,525.78947368421
2019-01-13 02:00:00,18144,36.5,1,2,6,26244,16794,2083.2631578947367,10183.263157894737,733.2631578947367
2019-01-13 03:00:00,18414,36.7,1,3,6,26190,17064,2370.3157894736837,10146.315789473683,1020.3157894736833
2019-01-13 04:00:00,18792,36.5,1,4,6,27054,17226,2583.4736842105285,10845.473684210529,1017.4736842105284
2019-01-13 05:00:00,18846,36.1,1,5,6,28566,17820,2415.78947368421,12135.78947368421,1389.78947368421
2019-01-13 06:00:00,18792,36.0,1,6,6,30186,18468,1963.8947368421068,13357.894736842109,1639.8947368421068
2019-01-13 07:00:00,19440,36.9,1,7,6,30510,18900,2168.5263157894733,13238.526315789471,1628.5263157894733
2019-01-13 08:00:00,19926,37.9,1,8,6,28512,18576,2742.63157894737,11328.63157894737,1392.63157894737
2019-01-13 09:00:00,20898,38.3,1,9,6,25488,16740,4689.4736842105285,9279.473684210529,531.4736842105285
2019-01-13 10:00:00,20952,36.7,1,10,6,23220,15228,5598.947368421052,7866.947368421052,0.0
2019-01-13 11:00:00,20790,37.6,1,11,6,22086,14148,6056.526315789472,7352.526315789471,0.0
2019-01-13 12:00:00,19926,38.5,1,12,6,21006,14040,5613.157894736842,6693.157894736842,0.0
2019-01-13 13:00:00,18792,39.6,1,13,6,20412,13554,5019.157894736842,6639.157894736842,0.0
2019-01-13 14:00:00,18954,40.1,1,14,6,20142,13392,5456.842105263158,6644.842105263158,0.0
2019-01-13 15:00:00,19386,40.1,1,15,6,20790,13716,5476.736842105263,6880.736842105263,0.0
2019-01-13 16:00:00,19764,39.4,1,16,6,22518,15066,4845.78947368421,7599.78947368421,147.78947368420995
2019-01-13 17:00:00,20790,37.8,1,17,6,25218,15552,4365.473684210527,8793.473684210527,0.0
2019-01-13 18:00:00,21546,36.0,1,18,6,26622,16092,4169.36842105263,9245.36842105263,0.0
2019-01-13 19:00:00,21978,35.2,1,19,6,27108,16524,4374.0,9504.0,0.0
2019-01-13 20:00:00,21870,34.9,1,20,6,27756,16794,4064.21052631579,9950.21052631579,0.0
2019-01-13 21:00:00,21654,34.7,1,21,6,27648,16686,3981.78947368421,9975.78947368421,0.0
2019-01-13 22:00:00,20682,34.2,1,22,6,27378,16308,3441.78947368421,10137.78947368421,0.0
2019-01-13 23:00:00,20520,33.8,1,23,6,26568,16254,3484.42105263158,9532.42105263158,0.0
2019-01-14 00:00:00,21276,33.8,1,0,0,25596,16740,4905.4736842105285,9225.473684210529,369.4736842105285
2019-01-14 01:00:00,21978,33.6,1,1,0,24840,17658,5871.78947368421,8733.78947368421,1551.78947368421
2019-01-14 02:00:00,21870,33.3,1,2,0,23922,17550,5809.263157894737,7861.263157894737,1489.2631578947369
2019-01-14 03:00:00,22410,32.5,1,3,0,24138,18306,6366.315789473683,8094.315789473683,2262.3157894736837
2019-01-14 04:00:00,23976,32.5,1,4,0,24408,18846,7767.473684210528,8199.473684210529,2637.4736842105285
2019-01-14 05:00:00,25326,32.5,1,5,0,24138,20628,8895.78947368421,7707.78947368421,4197.78947368421
2019-01-14 06:00:00,27594,32.2,1,6,0,24030,23112,10765.894736842109,7201.894736842107,6283.894736842107
2019-01-14 07:00:00,27918,32.4,1,7,0,24030,23544,10646.526315789471,6758.526315789473,6272.526315789473
2019-01-14 08:00:00,27378,32.5,1,8,0,24138,22356,10194.63157894737,6954.63157894737,5172.63157894737
2019-01-14 09:00:00,27486,32.5,1,9,0,23274,21060,11277.473684210529,7065.4736842105285,4851.4736842105285
2019-01-14 10:00:00,27054,33.4,1,10,0,22896,21924,11700.947368421052,7542.947368421052,6570.947368421052
2019-01-14 11:00:00,26946,33.8,1,11,0,21978,21060,12212.526315789471,7244.526315789471,6326.526315789472
2019-01-14 12:00:00,25542,34.5,1,12,0,21222,18900,11229.157894736842,6909.157894736842,4587.157894736842
2019-01-14 13:00:00,25218,35.2,1,13,0,20898,18144,11445.157894736842,7125.157894736842,4371.157894736842
2019-01-14 14:00:00,24840,36.7,1,14,0,21168,18468,11342.842105263158,7670.842105263158,4970.842105263158
2019-01-14 15:00:00,25650,37.4,1,15,0,20412,18792,11740.736842105263,6502.736842105263,4882.736842105263
2019-01-14 16:00:00,26892,37.8,1,16,0,20682,20466,11973.78947368421,5763.78947368421,5547.78947368421
2019-01-14 17:00:00,28188,38.3,1,17,0,21546,22518,11763.473684210529,5121.473684210527,6093.473684210527
2019-01-14 18:00:00,28890,37.6,1,18,0,21492,23328,11513.36842105263,4115.36842105263,5951.36842105263
2019-01-14 19:00:00,28620,35.4,1,19,0,21384,23328,11016.0,3780.0,5724.0
2019-01-14 20:00:00,28134,32.2,1,20,0,20790,22572,10328.21052631579,2984.21052631579,4766.21052631579
2019-01-14 21:00:00,27756,31.5,1,21,0,20574,21330,10083.78947368421,2901.78947368421,3657.78947368421
2019-01-14 22:00:00,26784,29.3,1,22,0,19818,20412,9543.78947368421,2577.78947368421,3171.78947368421
2019-01-14 23:00:00,25380,29.7,1,23,0,18738,19224,8344.42105263158,1702.42105263158,2188.42105263158
2019-01-15 00:00:00,25218,31.1,1,0,1,18306,18954,8847.473684210529,1935.4736842105283,2583.4736842105285
2019-01-15 01:00:00,25704,31.6,1,1,1,18252,19656,9597.78947368421,2145.78947368421,3549.78947368421
2019-01-15 02:00:00,25650,31.3,1,2,1,18144,19224,9589.263157894737,2083.2631578947367,3163.2631578947367
2019-01-15 03:00:00,25812,30.6,1,3,1,18414,18900,9768.315789473683,2370.3157894736837,2856.3157894736837
2019-01-15 04:00:00,26568,30.6,1,4,1,18792,19926,10359.473684210529,2583.4736842105285,3717.473684210529
2019-01-15 05:00:00,27756,32.0,1,5,1,18846,20952,11325.78947368421,2415.78947368421,4521.78947368421
2019-01-15 06:00:00,28296,32.2,1,6,1,18792,22572,11467.894736842109,1963.8947368421068,5743.894736842107
2019-01-15 07:00:00,27594,32.5,1,7,1,19440,22788,10322.526315789471,2168.5263157894733,5516.526315789473
2019-01-15 08:00:00,26568,32.9,1,8,1,19926,21654,9384.63157894737,2742.63157894737,4470.63157894737
2019-01-15 09:00:00,26082,34.2,1,9,1,20898,19494,9873.473684210529,4689.4736842105285,3285.4736842105285
2019-01-15 10:00:00,25272,35.8,1,10,1,20952,18360,9918.947368421052,5598.947368421052,3006.947368421052
2019-01-15 11:00:00,25056,37.6,1,11,1,20790,18090,10322.526315789471,6056.526315789472,3356.5263157894715
2019-01-15 12:00:00,23382,39.2,1,12,1,19926,17658,9069.157894736842,5613.157894736842,3345.1578947368416
2019-01-15 13:00:00,20790,40.5,1,13,1,18792,17874,7017.157894736842,5019.157894736842,4101.157894736842
2019-01-15 14:00:00,20466,41.4,1,14,1,18954,18306,6968.842105263158,5456.842105263158,4808.842105263158
2019-01-15 15:00:00,21222,43.3,1,15,1,19386,18900,7312.736842105263,5476.736842105263,4990.736842105263
2019-01-15 16:00:00,22950,43.5,1,16,1,19764,19980,8031.78947368421,4845.78947368421,5061.78947368421
2019-01-15 17:00:00,25866,41.4,1,17,1,20790,20844,9441.473684210529,4365.473684210527,4419.473684210527
2019-01-15 18:00:00,27432,34.9,1,18,1,21546,20952,10055.36842105263,4169.36842105263,3575.36842105263
2019-01-15 19:00:00,28026,32.4,1,19,1,21978,20736,10422.0,4374.0,3132.0
2019-01-15 20:00:00,28404,30.4,1,20,1,21870,20088,10598.21052631579,4064.21052631579,2282.21052631579
2019-01-15 21:00:00,27594,30.4,1,21,1,21654,19062,9921.78947368421,3981.78947368421,1389.78947368421
2019-01-15 22:00:00,26730,29.7,1,22,1,20682,18360,9489.78947368421,3441.78947368421,1119.78947368421
2019-01-15 23:00:00,25812,29.1,1,23,1,20520,16956,8776.42105263158,3484.42105263158,0.0
2019-01-16 00:00:00,25596,28.2,1,0,2,21276,16740,9225.473684210529,4905.4736842105285,369.4736842105285
2019-01-16 01:00:00,26190,28.0,1,1,2,21978,17118,10083.78947368421,5871.78947368421,1011.78947368421
2019-01-16 02:00:00,26568,28.2,1,2,2,21870,17064,10507.263157894737,5809.263157894737,1003.2631578947368
2019-01-16 03:00:00,26190,29.3,1,3,2,22410,16848,10146.315789473683,6366.315789473683,804.3157894736833
2019-01-16 04:00:00,26838,29.1,1,4,2,23976,17550,10629.473684210529,7767.473684210528,1341.4736842105283
2019-01-16 05:00:00,28512,28.0,1,5,2,25326,19386,12081.78947368421,8895.78947368421,2955.78947368421
2019-01-16 06:00:00,30186,27.3,1,6,2,27594,21222,13357.894736842109,10765.894736842109,4393.894736842107
2019-01-16 07:00:00,29916,26.4,1,7,2,27918,22032,12644.526315789471,10646.526315789471,4760.526315789473
2019-01-16 08:00:00,28026,27.9,1,8,2,27378,20736,10842.63157894737,10194.63157894737,3552.63157894737
2019-01-16 09:00:00,24408,33.8,1,9,2,27486,19062,8199.473684210529,11277.473684210529,2853.4736842105285
2019-01-16 10:00:00,21978,41.4,1,10,2,27054,18414,6624.947368421052,11700.947368421052,3060.947368421052
2019-01-16 11:00:00,20952,47.7,1,11,2,26946,18576,6218.526315789472,12212.526315789471,3842.526315789472
2019-01-16 12:00:00,19116,50.9,1,12,2,25542,18090,4803.157894736842,11229.157894736842,3777.1578947368416
2019-01-16 13:00:00,18684,53.6,1,13,2,25218,17658,4911.157894736842,11445.157894736842,3885.1578947368416
2019-01-16 14:00:00,18954,54.7,1,14,2,24840,18252,5456.842105263158,11342.842105263158,4754.842105263158
2019-01-16 15:00:00,19710,54.5,1,15,2,25650,18954,5800.736842105263,11740.736842105263,5044.736842105263
2019-01-16 16:00:00,21114,54.7,1,16,2,26892,20898,6195.78947368421,11973.78947368421,5979.78947368421
2019-01-16 17:00:00,23328,51.3,1,17,2,28188,23112,6903.473684210527,11763.473684210529,6687.473684210527
2019-01-16 18:00:00,24948,45.0,1,18,2,28890,24570,7571.36842105263,11513.36842105263,7193.36842105263
2019-01-16 19:00:00,25164,40.3,1,19,2,28620,24570,7560.0,11016.0,6966.0
2019-01-16 20:00:00,25272,37.6,1,20,2,28134,24192,7466.21052631579,10328.21052631579,6386.21052631579
2019-01-16 21:00:00,25002,36.9,1,21,2,27756,23544,7329.78947368421,10083.78947368421,5871.78947368421
2019-01-16 22:00:00,24192,32.7,1,22,2,26784,22464,6951.78947368421,9543.78947368421,5223.78947368421
2019-01-16 23:00:00,23220,33.1,1,23,2,25380,21654,6184.42105263158,8344.42105263158,4618.42105263158
2019-01-17 00:00:00,23544,36.1,1,0,3,25218,21924,7173.4736842105285,8847.473684210529,5553.4736842105285
2019-01-17 01:00:00,24246,36.5,1,1,3,25704,22356,8139.78947368421,9597.78947368421,6249.78947368421
2019-01-17 02:00:00,24408,33.4,1,2,3,25650,23058,8347.263157894737,9589.263157894737,6997.263157894737
2019-01-17 03:00:00,24300,31.6,1,3,3,25812,23004,8256.315789473683,9768.315789473683,6960.315789473683
2019-01-17 04:00:00,25596,31.3,1,4,3,26568,24030,9387.473684210529,10359.473684210529,7821.473684210528
2019-01-17 05:00:00,27162,30.6,1,5,3,27756,26298,10731.78947368421,11325.78947368421,9867.78947368421
2019-01-17 06:00:00,28728,30.6,1,6,3,28296,28350,11899.894736842109,11467.894736842109,11521.894736842109
2019-01-17 07:00:00,28620,30.0,1,7,3,27594,28782,11348.526315789471,10322.526315789471,11510.526315789471
2019-01-17 08:00:00,27864,30.9,1,8,3,26568,27108,10680.63157894737,9384.63157894737,9924.63157894737
2019-01-17 09:00:00,25434,34.7,1,9,3,26082,25056,9225.473684210529,9873.473684210529,8847.473684210529
2019-01-17 10:00:00,23436,40.1,1,10,3,25272,23760,8082.947368421052,9918.947368421052,8406.947368421052
2019-01-17 11:00:00,22788,42.8,1,11,3,25056,22572,8054.526315789471,10322.526315789471,7838.526315789471
2019-01-17 12:00:00,22032,44.1,1,12,3,23382,21816,7719.157894736842,9069.157894736842,7503.157894736842
2019-01-17 13:00:00,21492,45.5,1,13,3,20790,21492,7719.157894736842,7017.157894736842,7719.157894736842
2019-01-17 14:00:00,19980,47.8,1,14,3,20466,22194,6482.842105263158,6968.842105263158,8696.842105263158
2019-01-17 15:00:00,19710,49.1,1,15,3,21222,23004,5800.736842105263,7312.736842105263,9094.736842105263
2019-01-17 16:00:00,21924,48.2,1,16,3,22950,25542,7005.78947368421,8031.78947368421,10623.78947368421
2019-01-17 17:00:00,24246,47.5,1,17,3,25866,27972,7821.473684210527,9441.473684210529,11547.473684210529
2019-01-17 18:00:00,25272,45.5,1,18,3,27432,28620,7895.36842105263,10055.36842105263,11243.36842105263
2019-01-17 19:00:00,24948,44.1,1,19,3,28026,28620,7344.0,10422.0,11016.0
2019-01-17 20:00:00,23976,42.8,1,20,3,28404,28188,6170.21052631579,10598.21052631579,10382.21052631579
2019-01-17 21:00:00,22842,42.4,1,21,3,27594,27378,5169.78947368421,9921.78947368421,9705.78947368421
2019-01-17 22:00:00,21114,42.8,1,22,3,26730,26352,3873.78947368421,9489.78947368421,9111.78947368421
2019-01-17 23:00:00,20196,42.8,1,23,3,25812,25650,3160.42105263158,8776.42105263158,8614.42105263158
2019-01-18 00:00:00,19710,42.3,1,0,4,25596,25110,3339.4736842105285,9225.473684210529,8739.473684210529
2019-01-18 01:00:00,20520,42.1,1,1,4,26190,25758,4413.78947368421,10083.78947368421,9651.78947368421
2019-01-18 02:00:00,21114,42.3,1,2,4,26568,26244,5053.263157894737,10507.263157894737,10183.263157894737
2019-01-18 03:00:00,20682,42.1,1,3,4,26190,26190,4638.315789473683,10146.315789473683,10146.315789473683
2019-01-18 04:00:00,21006,42.1,1,4,4,26838,27054,4797.4736842105285,10629.473684210529,10845.473684210529
2019-01-18 05:00:00,22518,42.8,1,5,4,28512,28566,6087.78947368421,12081.78947368421,12135.78947368421
2019-01-18 06:00:00,24030,41.7,1,6,4,30186,30186,7201.894736842107,13357.894736842109,13357.894736842109
2019-01-18 07:00:00,24300,42.8,1,7,4,29916,30510,7028.526315789473,12644.526315789471,13238.526315789471
2019-01-18 08:00:00,23490,43.3,1,8,4,28026,28512,6306.63157894737,10842.63157894737,11328.63157894737
2019-01-18 09:00:00,21060,46.2,1,9,4,24408,25488,4851.4736842105285,8199.473684210529,9279.473684210529
2019-01-18 10:00:00,19548,49.5,1,10,4,21978,23220,4194.947368421052,6624.947368421052,7866.947368421052
2019-01-18 11:00:00,19170,53.4,1,11,4,20952,22086,4436.526315789472,6218.526315789472,7352.526315789471
