date,month,hour,dayofweek,netload,tmpc,mw2day,mw7day,potential,poten_2,poten_7
2017-01-08 00:00:00,1,0,6,2996.03,-0.299,3534.8,2743.04,0.0,441.4846153846152,0.0
2017-01-08 01:00:00,1,1,6,2935.39,-0.609,3479.42,2594.63,0.0,465.5369230769229,0.0
2017-01-08 02:00:00,1,2,6,2930.43,-0.803,3481.6,2493.52,0.0,489.6230769230765,0.0
2017-01-08 03:00:00,1,3,6,2942.62,-1.051,3547.66,2481.93,0.0,549.7319230769231,0.0
2017-01-08 04:00:00,1,4,6,3007.92,-1.205,3776.93,2483.72,0.0,724.143846153846,0.0
2017-01-08 05:00:00,1,5,6,3155.65,-1.251,4398.46,2527.31,0.0,1195.1957692307697,0.0
2017-01-08 06:00:00,1,6,6,3398.2,-1.274,5107.79,2632.95,0.0,1645.452692307692,0.0
2017-01-08 07:00:00,1,7,6,3699.22,-1.246,5346.3,2755.2,0.0,1607.1942307692311,0.0
2017-01-08 08:00:00,1,8,6,3928.97,-0.922,5293.65,2922.99,0.0,1350.1084615384616,0.0
2017-01-08 09:00:00,1,9,6,4082.74,-0.453,5300.92,3161.06,6.050384615384701,1224.230384615385,0.0
2017-01-08 10:00:00,1,10,6,4119.0,-0.014,5167.27,3318.19,15.518846153846424,1063.7888461538469,0.0
2017-01-08 11:00:00,1,11,6,4100.79,0.456,4897.24,3379.66,41.60653846153809,838.0565384615379,0.0
2017-01-08 12:00:00,1,12,6,4047.38,0.663,4756.96,3360.72,39.74576923076893,749.3257692307689,0.0
2017-01-08 13:00:00,1,13,6,4019.72,0.657,4642.33,3386.06,27.12384615384599,649.7338461538461,0.0
2017-01-08 14:00:00,1,14,6,4047.61,0.414,4624.58,3469.48,25.54115384615443,602.5111538461542,0.0
2017-01-08 15:00:00,1,15,6,4357.08,0.262,4944.3,3772.72,72.73923076923165,659.9592307692319,0.0
2017-01-08 16:00:00,1,16,6,4800.08,0.26,5306.65,4103.71,85.35076923076849,591.9207692307682,0.0
2017-01-08 17:00:00,1,17,6,4695.09,0.35,5136.18,4031.89,89.36384615384577,530.4538461538459,0.0
2017-01-08 18:00:00,1,18,6,4369.52,0.482,4731.36,3821.21,76.01346153846225,437.8534615384615,0.0
2017-01-08 19:00:00,1,19,6,4054.09,0.638,4384.81,3545.11,27.529230769230708,358.24923076923096,0.0
2017-01-08 20:00:00,1,20,6,3774.54,0.782,4092.42,3317.04,0.0,305.17923076923034,0.0
2017-01-08 21:00:00,1,21,6,3469.48,0.954,3764.51,3081.59,0.0,218.24923076923096,0.0
2017-01-08 22:00:00,1,22,6,3183.52,1.167,3442.76,2820.42,0.0,125.25653846153864,0.0
2017-01-08 23:00:00,1,23,6,3016.02,1.408,3232.6,2646.61,0.0,78.31884615384615,0.0
2017-01-09 00:00:00,1,0,0,2930.2,1.643,3080.84,2538.1,0.0,0.0,0.0
2017-01-09 01:00:00,1,1,0,2873.64,1.839,2997.29,2527.6,0.0,0.0,0.0
2017-01-09 02:00:00,1,2,0,2889.13,1.988,2977.14,2536.6,0.0,0.0,0.0
2017-01-09 03:00:00,1,3,0,3005.35,2.106,3021.87,2657.25,7.421923076923122,23.941923076923104,0.0
2017-01-09 04:00:00,1,4,0,3249.22,2.204,3087.61,2928.15,196.43384615384596,34.82384615384626,0.0
2017-01-09 05:00:00,1,5,0,3942.47,2.279,3263.08,3556.24,739.2057692307694,59.81576923076955,352.9757692307694
2017-01-09 06:00:00,1,6,0,4666.15,2.312,3567.91,4269.67,1203.8126923076916,105.5726923076918,807.332692307692
