ept,netload,tmp,month,hour,dayofweek,mw_2,mw_7,potential
2015-01-08 00:00:00,25790.0,5.151,1,0,3,23940.0,22734.0,2770.0
2015-01-08 01:00:00,24481.0,4.89,1,1,3,22118.0,22734.0,2800.7999999999997
2015-01-08 02:00:00,23883.0,4.67,1,2,3,21015.0,21286.0,3186.0666666666693
2015-01-08 03:00:00,23761.0,4.455,1,3,3,20518.0,20264.0,3605.533333333333
2015-01-08 04:00:00,24420.0,4.295,1,4,3,20478.0,19905.0,4366.266666666666
2015-01-08 05:00:00,27045.0,4.194,1,5,3,20926.0,20010.0,6641.266666666666
2015-01-08 06:00:00,32059.0,4.137,1,6,3,21676.0,20377.0,11014.466666666667
2015-01-08 07:00:00,35694.0,4.223,1,7,3,22195.0,20094.0,14284.933333333334
2015-01-08 08:00:00,36752.0,5.851,1,8,3,23806.0,20637.0,13998.666666666672
2015-01-08 09:00:00,37497.0,7.912,1,9,3,25842.0,22250.0,12834.866666666669
2015-01-08 10:00:00,37186.0,9.749,1,10,3,26754.0,23547.0,11452.666666666672
2015-01-08 11:00:00,36394.0,11.519,1,11,3,26633.0,24133.0,10470.06666666667
2015-01-08 12:00:00,36081.0,12.706,1,12,3,26664.0,24713.0,9796.133333333337
2015-01-08 13:00:00,34697.0,13.274,1,13,3,26154.0,24672.0,8604.133333333335
2015-01-08 14:00:00,34273.0,13.304,1,14,3,24866.0,23528.0,9448.933333333334
2015-01-08 15:00:00,34025.0,12.388,1,15,3,24346.0,23118.0,9782.733333333335
2015-01-08 16:00:00,34636.0,10.281,1,16,3,24812.0,23606.0,10101.533333333333
2015-01-08 17:00:00,37134.0,8.76,1,17,3,27582.0,26447.0,10256.133333333337
2015-01-08 18:00:00,38425.0,7.831,1,18,3,29150.0,28020.0,10053.866666666669
2015-01-08 19:00:00,38551.0,7.094,1,19,3,30122.0,29014.0,9281.666666666672
2015-01-08 20:00:00,37640.0,6.593,1,20,3,31077.0,29571.0,8038.533333333333
