Demand,Normalized_net,Temperature
1280.8,0.531006478,-1
1230.8,0.510276993,-1
1198.5,0.496885746,0
1188.9,0.492905685,0
1190.9,0.493734864,0
1211.6,0.502316871,0
1240.7,0.514381431,0
1269.8,0.526445991,0
1314.356085,0.544918484,0
1351.82866,0.560454228,0
1359.882224,0.563793152,0
1371.149418,0.568464415,0
1409.824545,0.584498724,1
1369.474107,0.567769848,1
1378.181503,0.571379845,1
1367.693635,0.567031683,1
1487.2,0.61657779,1
1594.9,0.6612291,1
1582.9,0.656254024,0
1549.3,0.64232381,0
1496.8,0.620557851,0
1425.8,0.591121983,0
1330.2,0.551487208,0
1239.9,0.514049759,0
1179.4,0.488967083,0
1147.4,0.475700213,0
1134.3,0.470269088,0
1118.3,0.463635653,0
1126.8,0.467159665,0
1172,0.485899119,0
1272.4,0.527523924,-1
1349.3,0.559405871,-2
1362.410027,0.564841154,-2
1363.574918,0.565324105,-1
1367.925991,0.567128015,0
1362.772344,0.564991366,0
1351.097225,0.560150982,0
1351.283451,0.56022819,0
1360.736224,0.564147212,0
1409.768204,0.584475366,-2
1538.1,0.637680405,-3
1631.3,0.676320165,-4
1608.6,0.666908979,-5
1567.4,0.649827883,-6
1517.3,0.62905694,-7
1443.6,0.598501679,-7
1357.9,0.562971343,-7
1267,0.52528514,-7
1197.1,0.49630532,-6
1156.3,0.479390061,-5
1134.3,0.470269088,-5
1128.3,0.46778155,-5
1142.4,0.473627264,-5
1180.6,0.48946459,-5
1242.1,0.514961856,-5
1308.8,0.542614989,-4
1342.196151,0.556460689,-2
1369.419087,0.567747038,0
1361.932125,0.56464302,1
1402.203484,0.581339111,2
1369.106514,0.567617448,2
1390.566242,0.57651443,3
1432.139139,0.593750125,2
1468.710871,0.608912388,1
1578.2,0.654305452,1
1654.4,0.685897186,1
1631.6,0.676444542,0
1584.8,0.657041744,0
1527.1,0.633119919,0
1435.6,0.595184962,0
1347.2,0.558535233,0
1259.3,0.522092799,0
1185.7,0.491578998,0
1134.3,0.470269088,-1
1107.4,0.459116625,-1
1099.1,0.455675531,-2
1094.6,0.453809877,-2
1118,0.463511276,-2
1152.8,0.477938997,-2
1195.4,0.495600518,-1
1232.205495,0.510859697,0
1280.010087,0.530678988,0
1271.002289,0.526944448,1
1370.636153,0.568251621,2
1316.062785,0.545626065,3
1325.798129,0.549662238,4
1343.742152,0.557101645,3
1387.645708,0.575303607,1
1514.9,0.628061924,0
1578.9,0.654595665,1
1552.5,0.643650497,0
1503.7,0.62341852,0
1440.1,0.597050615,1
1334.2,0.553145567,1
1237.8,0.513179121,1
1150.8,0.477109818,1
1093,0.453146533,1
1070.5,0.443818265,1
1053.8,0.436894617,1
1060.3,0.43958945,1
1104.9,0.458080151,1
1203.7,0.499041612,1
1385.4,0.574372559,1
1484.3,0.61537548,2
1485.901904,0.616039613,3
1491.260837,0.618261371,4
1491.537656,0.618376137,5
1488.836344,0.617256201,6
1506.918813,0.624753007,6
1532.079383,0.63518432,5
1526.210725,0.632751234,5
1559.18202,0.646420793,4
1652.1,0.68494363,4
1783,0.739213421,4
1793.4,0.743525154,4
1763.1,0.730963086,4
1705.6,0.707124179,4
1603.2,0.664670194,5
1476.7,0.612224598,5
1373.2,0.569314565,5
1319.8,0.547175476,5
1291.2,0.53531821,5
1273.3,0.527897055,5
1277.6,0.529679791,6
1313.5,0.54456356,7
1398.2,0.579679307,7
1568.4,0.650242473,8
1659.1,0.687845758,10
1652.520987,0.685118167,11
1641.841146,0.680690415,12
1641.362981,0.680492173,13
1625.699201,0.673998131,14
1618.372295,0.670960471,14
1584.452244,0.656897568,13
1568.297706,0.650200063,12
1636.260867,0.678376889,10
1711.9,0.709736094,9
1830.8,0.759030808,7
1835.8,0.761103757,6
1814.2,0.752148619,4
1760.2,0.729760776,3
1664.9,0.690250378,3
1535.4,0.636561013,2
1430.5,0.593070554,2
1359.7,0.563717604,1
1324.6,0.549165506,1
1309.6,0.542946661,0
1308.7,0.54257353,0
1333.1,0.552689518,0
1417.5,0.587680888,0
1587.7,0.658244054,-1
1673.4,0.693774391,0
1640.165898,0.679995875,1
1573.940497,0.652539506,2
1555.739278,0.644993468,3
1526.873501,0.633026015,4
1517.58774,0.629176234,5
1517.119404,0.628982066,5
1572.823802,0.652076536,4
1642.24604,0.68085828,2
1757.8,0.728765761,0
1914.7,0.793814883,0
1924.6,0.797919321,0
1891.4,0.784154943,0
1837.4,0.7617671,0
1781.2,0.738467159,0
1671.2,0.692862293,0
1552.1,0.643484661,0
1529.9,0.63428077,0
1538.5,0.637846241,0
1478.5,0.61297086,0
1456.9,0.604015722,0
1484,0.615251103,0
1570.1,0.650947275,0
1701.6,0.70546582,0
1818.9,0.754097191,0
1829.517605,0.75849914,0
1835.296534,0.760895025,0
1785.800431,0.740374451,1
1772.441798,0.734836099,1
1723.468471,0.714532263,1
1702.178118,0.705705502,1
1619.88103,0.671585977,1
1663.282217,0.689579662,0
1796.2,0.744686005,0
1905,0.789793363,0
1901.6,0.788383758,0
1872.8,0.776443575,0
1815.2,0.752563209,0
1718.7,0.712555304,-1
1587.6,0.658202595,-1
1479.4,0.61334399,-1
1419,0.588302773,-2
1393,0.577523441,-2
1379.1,0.571760644,-2
1380.2,0.572216693,-3
1407.1,0.583369156,-3
1473.4,0.610856452,-4
1623.3,0.673003447,-4
1711.9,0.709736094,-3
1694.943746,0.702706206,-2
1660.653198,0.688489698,0
1637.243185,0.678784148,0
1592.304194,0.660152905,0
1599.676135,0.663209236,0
1557.905219,0.645891445,0
1542.540072,0.639521213,0
1577.362641,0.653958292,0
1672.2,0.693276883,0
1779.3,0.737679439,-1
1765.8,0.732082478,-2
1727.5,0.716203693,-3
1681.2,0.69700819,-4
1620.1,0.67167676,-5
1526.6,0.632912624,-5
1436.5,0.595558093,-5
1363.8,0.565417422,-5
1328.1,0.55061657,-6
1308.9,0.542656448,-6
1308.1,0.542324776,-6
1320.7,0.547548606,-6
1352.5,0.560732558,-6
1421,0.589131952,-7
1487.1,0.616536331,-6
1541.14072,0.638941056,-5
1523.625157,0.631679285,-5
1495.820169,0.620151623,-5
1478.640419,0.613029076,-5
1510.574916,0.626268789,-5
1480.635842,0.613856358,-5
1506.760702,0.624687455,-6
1527.699801,0.63336859,-6
1651.3,0.684611958,-7
