Demand,Normalized_net,Temperature
1042.4,0.517980355,-7
991.2,0.492538496,-7
961.5,0.47778023,-7
947.1,0.470624707,-8
951.2,0.472662043,-8
970.6,0.482302123,-8
994.6,0.494227994,-8
1013.7,0.503719001,-9
1016.704114,0.505211779,-8
967.6658596,0.480844115,-8
1065.309075,0.529364134,-8
1086.332469,0.539810896,-7
1042.933079,0.518245248,-7
978.5403234,0.486247759,-7
995.9874823,0.49491745,-7
1049.974655,0.521744287,-7
1182.5,0.587597631,-9
1291.7,0.641860346,-10
1271.1,0.631623973,-10
1244.8,0.618555206,-10
1207.6,0.600070105,-10
1156,0.574429481,-10
1080.4,0.536862985,-10
1015.3,0.504514059,-10
972.2,0.483097181,-11
939.7,0.466947563,-11
922.1,0.458201924,-11
914,0.454176942,-12
930.4,0.462326288,-12
982.5,0.488215368,-12
1058.9,0.526179392,-12
1123.3,0.558180481,-11
1146.012049,0.569466355,-10
1152.643635,0.572761665,-10
1150.054476,0.571475083,-9
1159.079064,0.575959503,-9
1046.220958,0.519879033,-9
1056.11264,0.524794321,-8
1130.043467,0.561531386,-8
1122.585999,0.557825686,-8
1235.428417,0.61389836,-9
1343.1,0.667401588,-9
1323.6,0.657711817,-9
1284.1,0.63808382,-9
1247.1,0.619698102,-8
1196.7,0.594653771,-8
1125,0.55902523,-8
1052.2,0.522850086,-7
996.3,0.495072744,-7
963.1,0.478575288,-8
944.9,0.469531502,-8
934.6,0.464413316,-8
940,0.467096637,-8
970.3,0.482153049,-8
1014.3,0.504017147,-8
1065.1,0.529260242,-8
1045.626796,0.519583787,-7
1106.795855,0.549979384,-5
1078.237199,0.535788265,-4
1113.988964,0.553553722,-3
1032.822719,0.513221296,-2
1042.5292,0.518044556,-2
1066.746297,0.530078306,-3
1122.423585,0.55774498,-5
1254.88615,0.623567128,-8
1309.8,0.650854441,-8
1280.3,0.636195557,-7
1244.6,0.618455823,-6
1207.1,0.599821649,-6
1147.7,0.570305117,-6
1070.7,0.532042946,-6
992.8,0.493333554,-6
931.8,0.463021964,-6
884.6,0.43956775,-6
852.2,0.423467823,-6
837.6,0.416212918,-7
834,0.414424037,-7
847,0.420883884,-7
878,0.436288135,-6
919,0.456661499,-6
942.7535313,0.468464897,-5
980.1091691,0.487027337,-4
991.4684757,0.492671905,-3
1019.12225,0.506413378,-2
1017.394595,0.505554887,-2
1031.758457,0.512692452,-2
1066.10155,0.529757924,-2
1096.674509,0.544949973,-3
1173.3,0.583026047,-3
1269.3,0.630729533,-3
1259.8,0.626008875,-4
1227.4,0.609908949,-5
1186.9,0.58978404,-6
1120.1,0.556590365,-7
1044.1,0.518825105,-7
980.5,0.487221545,-8
940.8,0.467494166,-8
923.7,0.458996982,-8
925,0.459642967,-7
939.1,0.466649416,-6
976.5,0.4852339,-6
1077.5,0.535421942,-5
1221,0.606728716,-5
1312.4,0.652146411,-5
1312.089669,0.651992204,-4
1309.409609,0.650660451,-4
1315.111859,0.653493964,-3
1333.705913,0.66273356,-3
1319.521431,0.65568513,-3
1309.051442,0.650482474,-3
1326.477921,0.659141889,-3
1339.457351,0.665591514,-3
1409.900435,0.70059548,-3
1533.9,0.762212267,-3
1535.9,0.76320609,-3
1512.5,0.751578365,-3
1458.8,0.724894227,-3
1370.4,0.680967267,-3
1253.4,0.622828643,-3
1160.5,0.576665582,-3
1108,0.550577738,-3
1078.2,0.53576978,-3
1065.9,0.529657771,-3
1064.9,0.52916086,-3
1091.1,0.542179936,-3
1163.8,0.578305389,-3
1297.1,0.644543667,-3
1393.1,0.692247154,-4
1398.330759,0.694846377,-4
1395.141087,0.693261393,-3
1384.647619,0.68804707,-3
1349.660825,0.670661736,-3
1304.272847,0.648107936,-3
1302.343889,0.647149415,-3
1281.07276,0.63657955,-3
1368.589879,0.680067797,-4
1442.585598,0.716837107,-4
1542.6,0.766535395,-5
1545.5,0.767976438,-5
1502.8,0.746758325,-6
1452.2,0.721614612,-7
1366.6,0.679079004,-7
1243.6,0.617958912,-8
1159.4,0.576118979,-8
1101.9,0.547546579,-9
1072.1,0.532738621,-9
1058.1,0.525781863,-9
1062.2,0.527819199,-10
1095.5,0.544366346,-10
1172.6,0.582678209,-9
1310.9,0.651401044,-9
1401.4,0.696371518,-8
1408.147207,0.699724281,-5
1417.891519,0.70456634,-3
1417.466346,0.704355067,-1
1438.582343,0.714847845,0
1434.097027,0.71261904,0
1442.704685,0.716896283,0
1449.862268,0.720452967,0
1470.526319,0.730721168,0
1525.2,0.757889138,0
1629.2,0.809567915,0
1616.8,0.803406215,0
1587.6,0.788896405,0
1538.8,0.764647132,0
1447.2,0.719130056,-1
1329.4,0.660593903,-1
1244.4,0.618356441,-1
1181.6,0.58715041,0
1144.1,0.568516236,0
1125.8,0.559422759,0
1130.8,0.561907316,-1
1177.2,0.584964001,-2
1247,0.61964841,-2
1375.9,0.683700279,-2
1457.1,0.724049478,-2
1418.750021,0.704992939,-1
1433.120689,0.712133887,-1
