Demand,Normalized_net,Temperature
5272,0.485855918,-6
5092.6,0.469322809,-6
4909.5,0.452448715,-6
4771.4,0.439721723,-6
4698.5,0.43300342,-7
4720.9,0.435067755,-7
4811.1,0.443380388,-7
4868.3,0.448651814,-6
4629.381132,0.426633577,-4
4513.478577,0.415952253,-2
4498.905034,0.414609187,0
4542.712814,0.418646416,0
4613.198146,0.425142189,1
4711.92916,0.434241022,1
4894.969752,0.45110964,1
5193.316956,0.478604662,0
5708.8,0.526110444,0
5997.6,0.552725617,0
6008.5,0.553730137,-1
5949.4,0.548283611,-1
5850.7,0.539187636,-2
5722.2,0.527345359,-3
5504.8,0.507310253,-3
5208.1,0.479967034,-4
4919,0.453324215,-4
4698.5,0.43300342,-5
4548.2,0.419152103,-5
4470.7,0.412009873,-5
4489,0.413696361,-6
4687.7,0.432008116,-6
5073.2,0.467534947,-6
5440.6,0.501393723,-5
5393.647568,0.49706669,-3
5372.979444,0.495161961,-1
5333.500072,0.491523629,0
5333.865234,0.491557282,1
5326.292441,0.49085939,2
5417.689969,0.499282385,2
5566.244408,0.512972835,2
5837.077462,0.537932213,1
6362.4,0.586344782,0
6590.7,0.607384408,-1
6457.6,0.595118205,-1
6300.1,0.580603351,-1
6116.4,0.563673963,-2
5926.5,0.546173197,-3
5659.9,0.521603928,-3
5337.8,0.491919901,-4
4998.4,0.460641544,-4
4760,0.438671124,-5
4594.2,0.423391361,-4
4497.3,0.414461271,-4
4464.4,0.411429279,-4
4529.1,0.417391889,-4
4693.6,0.432551847,-4
4876.5,0.449407508,-3
5032.529812,0.463786872,-2
5055.801795,0.465931567,-1
4804.630968,0.442784216,0
4977.187425,0.45868664,0
5059.816928,0.466301593,0
5216.9972,0.480786981,1
5278.448751,0.48645022,1
5581.188298,0.514350031,0
6077.7,0.560107457,0
6226.2,0.57379289,0
6195.9,0.571000508,0
6089.7,0.56121335,-1
5929.2,0.546422023,-2
5754.3,0.530303624,-2
5529.5,0.509586551,-3
5225.6,0.481579796,-3
4928,0.454153635,-3
4681.4,0.431427521,-4
4486.2,0.413438319,-4
4377.8,0.403448414,-4
4327.2,0.398785229,-4
4356.7,0.401503884,-5
4460.6,0.411079079,-5
4591.1,0.423105672,-4
4419.738181,0.407313344,-1
