date,tmp,month,hour,dayofweek,mw_2,mw_7,poten_2,poten_7
2015-01-08 00:00:00,-11.3,1,0,3,32288.116,31660.636,5673.863000000001,5046.382999999998
2015-01-08 01:00:00,-12.9,1,1,3,31695.589,30766.066000000003,5955.020371428571,5025.49737142857
2015-01-08 02:00:00,-13.8,1,2,3,31377.35,30201.596,6100.788314285714,4925.034314285716
2015-01-08 03:00:00,-14.5,1,3,3,31461.963,29901.406000000003,6314.2784571428565,4753.721457142852
2015-01-08 04:00:00,-15.0,1,4,3,32349.539,30084.427000000003,6867.981828571432,4602.869828571431
2015-01-08 05:00:00,-15.4,1,5,3,34789.391,30734.303,8206.39654285715,4151.308542857147
2015-01-08 06:00:00,-15.9,1,6,3,38501.602,31637.994,10114.85831428571,3251.250314285709
2015-01-08 07:00:00,-16.4,1,7,3,40625.792,31823.283,10996.495771428574,2193.986771428572
2015-01-08 08:00:00,-16.8,1,8,3,38523.188994,29546.483515,10545.16454285715,1599.1685428571473
2015-01-08 09:00:00,-17.2,1,9,3,36916.170908,27652.289773,10498.146028571424,1144.9720285714247
2015-01-08 10:00:00,-17.2,1,10,3,36916.175745,26421.059668,10612.54217142857,1039.9161714285729
2015-01-08 11:00:00,-17.3,1,11,3,34946.23502,26616.876313,10725.588885714287,1070.424885714292
2015-01-08 12:00:00,-17.2,1,12,3,34501.62377,26391.766447,10686.192799999995,997.8437999999989
2015-01-08 13:00:00,-15.9,1,13,3,34641.219773,25537.515065000003,10554.542742857142,728.7007428571378
2015-01-08 14:00:00,-14.0,1,14,3,37427.433808,25913.537071,10196.413657142852,591.7746571428579
2015-01-08 15:00:00,-12.3,1,15,3,38176.600726,27803.338795,9695.098199999997,714.6601999999984
2015-01-08 16:00:00,-10.8,1,16,3,39484.9339528,31212.5693223,9534.346657142858,1172.1266571428569
2015-01-08 17:00:00,-9.1,1,17,3,43285.348,34991.034,10446.840228571433,2152.5262285714343
2015-01-08 18:00:00,-7.7,1,18,3,43654.731,35197.896,10428.72105714286,1971.8860571428595
2015-01-08 19:00:00,-6.9,1,19,3,43267.959,34840.912000000004,10458.50971428572,2031.4627142857128
