date,tmp,month,hour,dayofweek,mw_2,mw_7,poten_2,poten_7
2015-01-08 00:00:00,-0.802,1,0,3,7536.97,7640.14,871.329999999999,974.4999999999992
2015-01-08 01:00:00,-0.745,1,1,3,7485.64,7640.14,754.0841304347832,908.5841304347832
2015-01-08 02:00:00,-0.743,1,2,3,7443.5,7391.44,662.513260869564,610.4532608695636
2015-01-08 03:00:00,-0.902,1,3,3,7562.51,7332.57,807.2747826086979,577.3347826086974
2015-01-08 04:00:00,-0.991,1,4,3,7432.66,7002.08,801.5541304347835,370.9741304347836
2015-01-08 05:00:00,-1.124,1,5,3,7661.73,7043.26,1002.870652173914,384.4006521739148
2015-01-08 06:00:00,-1.333,1,6,3,8098.49,6836.73,1506.856739130434,245.0967391304339
2015-01-08 07:00:00,-1.376,1,7,3,8891.48,6616.56,2241.588478260869,0.0
2015-01-08 08:00:00,0.19,1,8,3,9309.86,6559.91,2440.3865217391303,0.0
2015-01-08 09:00:00,2.07,1,9,3,9278.78,6809.8,2263.351304347829,0.0
2015-01-08 10:00:00,3.37,1,10,3,9228.67,6837.15,2135.99152173913,0.0
2015-01-08 11:00:00,4.207,1,11,3,9123.08,6611.04,2005.272391304348,0.0
2015-01-08 12:00:00,4.49,1,12,3,8880.14,7135.8,1707.6476086956527,0.0
2015-01-08 13:00:00,4.268,1,13,3,8791.36,7070.55,1626.3271739130423,0.0
2015-01-08 14:00:00,3.342,1,14,3,8636.44,7079.35,1578.0519565217392,20.96195652173901
2015-01-08 15:00:00,1.849,1,15,3,8597.85,7075.43,1618.9054347826104,96.48543478261035
2015-01-08 16:00:00,1.316,1,16,3,8777.21,7322.82,1732.42347826087,278.03347826087065
2015-01-08 17:00:00,1.372,1,17,3,9267.46,7617.17,1921.923913043478,271.63391304347897
2015-01-08 18:00:00,1.511,1,18,3,9386.23,7801.2,1957.2954347826096,372.2654347826101
2015-01-08 19:00:00,1.632,1,19,3,9056.52,7706.09,1842.025652173912,491.5956521739117
2015-01-08 20:00:00,1.883,1,20,3,8572.17,7444.88,1683.20652173913,555.9165217391301
