ept,tmp,month,hour,dayofweek,mw_2,mw_7
2015-01-01 00:00:00,1.248,1,0,3,,
2015-01-01 01:00:00,1.192,1,1,3,,
2015-01-01 02:00:00,1.129,1,2,3,,
2015-01-01 03:00:00,1.04,1,3,3,,
2015-01-01 04:00:00,0.85,1,4,3,,
2015-01-01 05:00:00,0.622,1,5,3,,
2015-01-01 06:00:00,0.553,1,6,3,,
2015-01-01 07:00:00,0.96,1,7,3,,
2015-01-01 08:00:00,1.533,1,8,3,,
2015-01-01 09:00:00,2.21,1,9,3,,
2015-01-01 10:00:00,2.857,1,10,3,,
2015-01-01 11:00:00,3.266,1,11,3,,
2015-01-01 12:00:00,3.347,1,12,3,,
2015-01-01 13:00:00,3.259,1,13,3,,
2015-01-01 14:00:00,2.667,1,14,3,,
2015-01-01 15:00:00,1.948,1,15,3,,
2015-01-01 16:00:00,1.807,1,16,3,,
2015-01-01 17:00:00,1.669,1,17,3,,
2015-01-01 18:00:00,1.562,1,18,3,,
2015-01-01 19:00:00,1.4,1,19,3,,
2015-01-01 20:00:00,1.221,1,20,3,,
2015-01-01 21:00:00,1.068,1,21,3,,
2015-01-01 22:00:00,0.927,1,22,3,,
2015-01-01 23:00:00,0.745,1,23,3,,
2015-01-02 00:00:00,0.538,1,0,4,,
2015-01-02 01:00:00,0.373,1,1,4,,
2015-01-02 02:00:00,0.241,1,2,4,,
2015-01-02 03:00:00,0.03,1,3,4,,
2015-01-02 04:00:00,-0.255,1,4,4,,
2015-01-02 05:00:00,-0.442,1,5,4,,
2015-01-02 06:00:00,0.39,1,6,4,,
2015-01-02 07:00:00,1.816,1,7,4,,
2015-01-02 08:00:00,3.013,1,8,4,,
2015-01-02 09:00:00,4.088,1,9,4,,
2015-01-02 10:00:00,4.904,1,10,4,,
2015-01-02 11:00:00,5.39,1,11,4,,
2015-01-02 12:00:00,5.54,1,12,4,,
2015-01-02 13:00:00,5.271,1,13,4,,
2015-01-02 14:00:00,4.11,1,14,4,,
2015-01-02 15:00:00,2.54,1,15,4,,
2015-01-02 16:00:00,2.033,1,16,4,,
2015-01-02 17:00:00,1.662,1,17,4,,
2015-01-02 18:00:00,1.353,1,18,4,,
2015-01-02 19:00:00,1.094,1,19,4,,
2015-01-02 20:00:00,0.911,1,20,4,,
2015-01-02 21:00:00,0.893,1,21,4,,
2015-01-02 22:00:00,0.973,1,22,4,,
2015-01-02 23:00:00,1.05,1,23,4,,
2015-01-03 00:00:00,1.181,1,0,5,5226.83,
2015-01-03 01:00:00,1.329,1,1,5,5226.83,
2015-01-03 02:00:00,1.494,1,2,5,4987.34,
2015-01-03 03:00:00,1.597,1,3,5,4879.48,
2015-01-03 04:00:00,1.783,1,4,5,4909.53,
2015-01-03 05:00:00,2.117,1,5,5,4950.78,
2015-01-03 06:00:00,3.338,1,6,5,5132.31,
2015-01-03 07:00:00,5.185,1,7,5,5738.7,
2015-01-03 08:00:00,6.617,1,8,5,6471.0,
2015-01-03 09:00:00,7.846,1,9,5,7046.0,
2015-01-03 10:00:00,8.789,1,10,5,7237.59,
2015-01-03 11:00:00,9.579,1,11,5,6912.52,
2015-01-03 12:00:00,9.861,1,12,5,6268.75,
2015-01-03 13:00:00,9.459,1,13,5,6330.41,
2015-01-03 14:00:00,7.789,1,14,5,6452.48,
2015-01-03 15:00:00,6.225,1,15,5,6621.23,
2015-01-03 16:00:00,5.987,1,16,5,7120.62,
2015-01-03 17:00:00,5.824,1,17,5,7204.24,
2015-01-03 18:00:00,5.663,1,18,5,7167.5,
2015-01-03 19:00:00,5.538,1,19,5,6928.06,
2015-01-03 20:00:00,5.583,1,20,5,6494.62,
2015-01-03 21:00:00,5.506,1,21,5,6215.31,
2015-01-03 22:00:00,5.399,1,22,5,5696.3,
2015-01-03 23:00:00,5.366,1,23,5,5213.72,
2015-01-04 00:00:00,5.421,1,0,6,5132.99,
2015-01-04 01:00:00,5.477,1,1,6,4942.68,
2015-01-04 02:00:00,5.584,1,2,6,4787.06,
2015-01-04 03:00:00,5.821,1,3,6,4757.97,
2015-01-04 04:00:00,6.053,1,4,6,4934.66,
2015-01-04 05:00:00,6.343,1,5,6,5291.6,
2015-01-04 06:00:00,7.127,1,6,6,5727.2,
2015-01-04 07:00:00,8.47,1,7,6,6385.61,
2015-01-04 08:00:00,9.679,1,8,6,6911.15,
2015-01-04 09:00:00,10.672,1,9,6,7095.88,
2015-01-04 10:00:00,11.356,1,10,6,7179.54,
2015-01-04 11:00:00,11.766,1,11,6,7181.97,
2015-01-04 12:00:00,11.955,1,12,6,6933.15,
2015-01-04 13:00:00,11.582,1,13,6,7050.34,
2015-01-04 14:00:00,10.081,1,14,6,7015.88,
2015-01-04 15:00:00,8.501,1,15,6,7295.86,
2015-01-04 16:00:00,7.89,1,16,6,7897.36,
2015-01-04 17:00:00,7.349,1,17,6,7895.72,
2015-01-04 18:00:00,6.909,1,18,6,7790.29,
2015-01-04 19:00:00,6.492,1,19,6,7495.98,
2015-01-04 20:00:00,6.126,1,20,6,7027.67,
2015-01-04 21:00:00,5.744,1,21,6,6636.47,
2015-01-04 22:00:00,5.445,1,22,6,6090.96,
2015-01-04 23:00:00,5.057,1,23,6,5442.14,
2015-01-05 00:00:00,4.68,1,0,0,5406.84,
2015-01-05 01:00:00,4.391,1,1,0,5229.44,
2015-01-05 02:00:00,4.052,1,2,0,5044.1,
2015-01-05 03:00:00,3.808,1,3,0,4996.77,
2015-01-05 04:00:00,3.579,1,4,0,5191.65,
2015-01-05 05:00:00,3.405,1,5,0,5475.09,
2015-01-05 06:00:00,3.908,1,6,0,5907.55,
2015-01-05 07:00:00,4.83,1,7,0,6641.61,
2015-01-05 08:00:00,5.494,1,8,0,7012.75,
2015-01-05 09:00:00,5.842,1,9,0,7245.57,
2015-01-05 10:00:00,5.967,1,10,0,7343.98,
2015-01-05 11:00:00,5.847,1,11,0,7262.09,
2015-01-05 12:00:00,5.447,1,12,0,6996.61,
2015-01-05 13:00:00,4.866,1,13,0,7088.39,
2015-01-05 14:00:00,3.876,1,14,0,7086.37,
2015-01-05 15:00:00,2.917,1,15,0,7389.71,
2015-01-05 16:00:00,2.685,1,16,0,8092.54,
2015-01-05 17:00:00,2.485,1,17,0,8098.46,
2015-01-05 18:00:00,2.275,1,18,0,7905.61,
2015-01-05 19:00:00,2.043,1,19,0,7498.59,
2015-01-05 20:00:00,1.787,1,20,0,6986.86,
2015-01-05 21:00:00,1.559,1,21,0,6538.12,
2015-01-05 22:00:00,1.271,1,22,0,5968.61,
2015-01-05 23:00:00,1.032,1,23,0,5449.99,
2015-01-06 00:00:00,0.827,1,0,1,5384.37,
2015-01-06 01:00:00,0.68,1,1,1,5178.39,
2015-01-06 02:00:00,0.615,1,2,1,4935.51,
2015-01-06 03:00:00,0.569,1,3,1,4870.59,
2015-01-06 04:00:00,0.496,1,4,1,4952.56,
2015-01-06 05:00:00,0.471,1,5,1,5042.67,
2015-01-06 06:00:00,1.043,1,6,1,5239.72,
2015-01-06 07:00:00,2.181,1,7,1,5805.75,
2015-01-06 08:00:00,3.188,1,8,1,6441.29,
2015-01-06 09:00:00,3.803,1,9,1,6884.88,
2015-01-06 10:00:00,3.981,1,10,1,7079.63,
2015-01-06 11:00:00,3.94,1,11,1,6897.41,
2015-01-06 12:00:00,3.735,1,12,1,6454.93,
2015-01-06 13:00:00,3.296,1,13,1,6574.62,
2015-01-06 14:00:00,2.467,1,14,1,6600.45,
2015-01-06 15:00:00,1.501,1,15,1,6835.0,
2015-01-06 16:00:00,1.23,1,16,1,7401.63,
2015-01-06 17:00:00,0.961,1,17,1,7414.87,
2015-01-06 18:00:00,0.691,1,18,1,7406.55,
2015-01-06 19:00:00,0.462,1,19,1,7167.66,
2015-01-06 20:00:00,0.291,1,20,1,6688.01,
2015-01-06 21:00:00,0.147,1,21,1,6306.89,
2015-01-06 22:00:00,0.05,1,22,1,5647.76,
2015-01-06 23:00:00,0.014,1,23,1,5083.62,
2015-01-07 00:00:00,-0.034,1,0,2,5000.99,
2015-01-07 01:00:00,-0.192,1,1,2,4809.78,
2015-01-07 02:00:00,-0.356,1,2,2,4656.95,
2015-01-07 03:00:00,-0.502,1,3,2,4690.82,
2015-01-07 04:00:00,-0.67,1,4,2,5086.23,
2015-01-07 05:00:00,-0.823,1,5,2,5708.51,
2015-01-07 06:00:00,-0.247,1,6,2,6389.33,
2015-01-07 07:00:00,0.81,1,7,2,7223.59,
2015-01-07 08:00:00,1.691,1,8,2,7674.11,
2015-01-07 09:00:00,2.494,1,9,2,7842.75,
2015-01-07 10:00:00,3.143,1,10,2,7966.01,
2015-01-07 11:00:00,3.449,1,11,2,7989.03,
2015-01-07 12:00:00,3.391,1,12,2,7778.74,
2015-01-07 13:00:00,3.04,1,13,2,7876.84,
2015-01-07 14:00:00,2.075,1,14,2,7917.14,
2015-01-07 15:00:00,0.897,1,15,2,8009.2,
2015-01-07 16:00:00,0.533,1,16,2,8457.32,
2015-01-07 17:00:00,0.199,1,17,2,8464.13,
2015-01-07 18:00:00,-0.06,1,18,2,8390.48,
2015-01-07 19:00:00,-0.272,1,19,2,7897.98,
2015-01-07 20:00:00,-0.455,1,20,2,7237.17,
2015-01-07 21:00:00,-0.616,1,21,2,6776.19,
2015-01-07 22:00:00,-0.814,1,22,2,6428.52,
2015-01-07 23:00:00,-0.811,1,23,2,5636.34,
2015-01-08 00:00:00,-0.927,1,0,3,5577.53,5226.83
2015-01-08 01:00:00,-0.99,1,1,3,5342.29,5226.83
2015-01-08 02:00:00,-1.046,1,2,3,5158.07,4987.34
2015-01-08 03:00:00,-1.198,1,3,3,5151.0,4879.48
2015-01-08 04:00:00,-1.348,1,4,3,5253.96,4909.53
2015-01-08 05:00:00,-1.311,1,5,3,5513.38,4950.78
2015-01-08 06:00:00,-0.367,1,6,3,5836.38,5132.31
2015-01-08 07:00:00,1.186,1,7,3,6281.0,5738.7
2015-01-08 08:00:00,2.248,1,8,3,6652.42,6471.0
2015-01-08 09:00:00,3.223,1,9,3,7104.75,7046.0
2015-01-08 10:00:00,4.018,1,10,3,7433.61,7237.59
2015-01-08 11:00:00,4.547,1,11,3,7363.31,6912.52
2015-01-08 12:00:00,4.763,1,12,3,6822.75,6268.75
2015-01-08 13:00:00,4.641,1,13,3,6913.04,6330.41
