ept,tmp,month,hour,dayofweek,mw_2,mw_7
2015-01-01 00:00:00,1.3,1,0,3,,
2015-01-01 01:00:00,0.8,1,1,3,,
2015-01-01 02:00:00,0.6,1,2,3,,
2015-01-01 03:00:00,0.8,1,3,3,,
2015-01-01 04:00:00,0.9,1,4,3,,
2015-01-01 05:00:00,0.7,1,5,3,,
2015-01-01 06:00:00,0.3,1,6,3,,
2015-01-01 07:00:00,0.0,1,7,3,,
2015-01-01 08:00:00,0.0,1,8,3,,
2015-01-01 09:00:00,-0.1,1,9,3,,
2015-01-01 10:00:00,-0.4,1,10,3,,
2015-01-01 11:00:00,-0.5,1,11,3,,
2015-01-01 12:00:00,-0.4,1,12,3,,
2015-01-01 13:00:00,-0.3,1,13,3,,
2015-01-01 14:00:00,-0.3,1,14,3,,
2015-01-01 15:00:00,-0.1,1,15,3,,
2015-01-01 16:00:00,0.2,1,16,3,,
2015-01-01 17:00:00,0.5,1,17,3,,
2015-01-01 18:00:00,0.9,1,18,3,,
2015-01-01 19:00:00,1.3,1,19,3,,
2015-01-01 20:00:00,1.8,1,20,3,,
2015-01-01 21:00:00,1.9,1,21,3,,
2015-01-01 22:00:00,2.0,1,22,3,,
2015-01-01 23:00:00,2.0,1,23,3,,
2015-01-02 00:00:00,2.0,1,0,4,,
2015-01-02 01:00:00,2.1,1,1,4,,
2015-01-02 02:00:00,2.1,1,2,4,,
2015-01-02 03:00:00,2.1,1,3,4,,
2015-01-02 04:00:00,1.8,1,4,4,,
2015-01-02 05:00:00,1.4,1,5,4,,
2015-01-02 06:00:00,1.3,1,6,4,,
2015-01-02 07:00:00,1.5,1,7,4,,
2015-01-02 08:00:00,1.6,1,8,4,,
2015-01-02 09:00:00,1.7,1,9,4,,
2015-01-02 10:00:00,1.8,1,10,4,,
2015-01-02 11:00:00,1.8,1,11,4,,
2015-01-02 12:00:00,1.6,1,12,4,,
2015-01-02 13:00:00,1.4,1,13,4,,
2015-01-02 14:00:00,1.7,1,14,4,,
2015-01-02 15:00:00,2.0,1,15,4,,
2015-01-02 16:00:00,2.5,1,16,4,,
2015-01-02 17:00:00,2.8,1,17,4,,
2015-01-02 18:00:00,3.3,1,18,4,,
2015-01-02 19:00:00,3.3,1,19,4,,
2015-01-02 20:00:00,2.7,1,20,4,,
2015-01-02 21:00:00,2.7,1,21,4,,
2015-01-02 22:00:00,2.5,1,22,4,,
2015-01-02 23:00:00,2.2,1,23,4,,
2015-01-03 00:00:00,2.1,1,0,5,6731.301663234526,
2015-01-03 01:00:00,2.2,1,1,5,6602.935629169919,
2015-01-03 02:00:00,2.2,1,2,5,6530.663272833682,
2015-01-03 03:00:00,2.3,1,3,5,6503.367925032924,
2015-01-03 04:00:00,2.4,1,4,5,6603.22787232566,
2015-01-03 05:00:00,2.4,1,5,5,6831.09455456147,
2015-01-03 06:00:00,2.4,1,6,5,7005.667570017158,
2015-01-03 07:00:00,2.5,1,7,5,7106.925301039428,
2015-01-03 08:00:00,2.5,1,8,5,7190.772304819125,
2015-01-03 09:00:00,2.5,1,9,5,7439.083856236339,
2015-01-03 10:00:00,2.5,1,10,5,7660.510132649951,
2015-01-03 11:00:00,2.4,1,11,5,7819.212244207281,
2015-01-03 12:00:00,2.6,1,12,5,7845.8812850453,
2015-01-03 13:00:00,2.6,1,13,5,7789.898038047869,
2015-01-03 14:00:00,2.9,1,14,5,7657.86392390272,
2015-01-03 15:00:00,3.4,1,15,5,7527.252626301768,
2015-01-03 16:00:00,4.4,1,16,5,7529.644350274048,
2015-01-03 17:00:00,7.0,1,17,5,7793.170981005568,
2015-01-03 18:00:00,10.2,1,18,5,7988.466746419424,
2015-01-03 19:00:00,12.5,1,19,5,7875.49028062257,
2015-01-03 20:00:00,13.4,1,20,5,7730.627721370471,
2015-01-03 21:00:00,14.8,1,21,5,7484.477640766045,
2015-01-03 22:00:00,15.6,1,22,5,7102.441008767375,
2015-01-03 23:00:00,13.8,1,23,5,6704.87154,
2015-01-04 00:00:00,11.8,1,0,6,6372.13869774556,
2015-01-04 01:00:00,11.2,1,1,6,6161.603823358368,
2015-01-04 02:00:00,10.0,1,2,6,6084.061093506984,
2015-01-04 03:00:00,9.9,1,3,6,6085.058530515038,
2015-01-04 04:00:00,9.2,1,4,6,6212.516205729946,
