COAST: QR,COAST: GB,COAST: RF,COAST: LSTM,COAST: DNN,COAST: GRU,EAST: QR,EAST: GB,EAST: RF,EAST: LSTM,EAST: DNN,EAST: GRU,FWEST: QR,FWEST: GB,FWEST: RF,FWEST: LSTM,FWEST: DNN,FWEST: GRU,NCENT: QR,NCENT: GB,NCENT: RF,NCENT: LSTM,NCENT: DNN,NCENT: GRU,NORTH: QR,NORTH: GB,NORTH: RF,NORTH: LSTM,NORTH: DNN,NORTH: GRU,SCENT: QR,SCENT: GB,SCENT: RF,SCENT: LSTM,SCENT: DNN,SCENT: GRU,SOUTH: QR,SOUTH: GB,SOUTH: RF,SOUTH: LSTM,SOUTH: DNN,SOUTH: GRU,WEST: QR,WEST: GB,WEST: RF,WEST: LSTM,WEST: DNN,WEST: GRU
338.0400907875453,317.3928738210095,326.38701243886624,351.71576206944366,487.9744953948982,355.82912030371875,47.27989261220482,45.46562979466731,47.16216104602796,52.093050922914664,61.38099667272844,49.70999896499198,45.302387215641495,81.7053973826549,85.31874966873866,84.50957235964779,290.9070202503023,111.41192518894792,484.8712964428019,467.2178477794895,484.74831326346043,597.1493487059116,719.046328824626,569.4755559496213,24.902128035377554,24.062987227394434,25.050769035852042,26.178707567822293,34.39551447950799,26.199693110283746,235.0046858790455,223.19467947580114,230.23945452068725,250.6024152649071,325.4605780650102,250.0271424580612,100.08728309790688,93.6941476946034,97.03835747061697,106.1845813612452,164.23456801794637,112.62233640421971,33.262362747876196,31.94801718682267,33.37828028387103,35.91571959320105,52.4571517692367,36.66828036498575
