Capital LR_mape,Capital DT_mape,Capital SVR_mape,Capital LSTM_mape,Capital DNN_mape,Capital GRU_mape,Capital LR_mae,Capital DT_mae,Capital SVR_mae,Capital LSTM_mae,Capital DNN_mae,Capital GRU_mae,Central LR_mape,Central DT_mape,Central SVR_mape,Central LSTM_mape,Central DNN_mape,Central GRU_mape,Central LR_mae,Central DT_mae,Central SVR_mae,Central LSTM_mae,Central DNN_mae,Central GRU_mae,Dunwoody LR_mape,Dunwoody DT_mape,Dunwoody SVR_mape,Dunwoody LSTM_mape,Dunwoody DNN_mape,Dunwoody GRU_mape,Dunwoody LR_mae,Dunwoody DT_mae,Dunwoody SVR_mae,Dunwoody LSTM_mae,Dunwoody DNN_mae,Dunwoody GRU_mae,Genese LR_mape,Genese DT_mape,Genese SVR_mape,Genese LSTM_mape,Genese DNN_mape,Genese GRU_mape,Genese LR_mae,Genese DT_mae,Genese SVR_mae,Genese LSTM_mae,Genese DNN_mae,Genese GRU_mae,Hudson LR_mape,Hudson DT_mape,Hudson SVR_mape,Hudson LSTM_mape,Hudson DNN_mape,Hudson GRU_mape,Hudson LR_mae,Hudson DT_mae,Hudson SVR_mae,Hudson LSTM_mae,Hudson DNN_mae,Hudson GRU_mae,LongIsland LR_mape,LongIsland DT_mape,LongIsland SVR_mape,LongIsland LSTM_mape,LongIsland DNN_mape,LongIsland GRU_mape,LongIsland LR_mae,LongIsland DT_mae,LongIsland SVR_mae,LongIsland LSTM_mae,LongIsland DNN_mae,LongIsland GRU_mae,Milwood LR_mape,Milwood DT_mape,Milwood SVR_mape,Milwood LSTM_mape,Milwood DNN_mape,Milwood GRU_mape,Milwood LR_mae,Milwood DT_mae,Milwood SVR_mae,Milwood LSTM_mae,Milwood DNN_mae,Milwood GRU_mae,NYC LR_mape,NYC DT_mape,NYC SVR_mape,NYC LSTM_mape,NYC DNN_mape,NYC GRU_mape,NYC LR_mae,NYC DT_mae,NYC SVR_mae,NYC LSTM_mae,NYC DNN_mae,NYC GRU_mae
2.355742318935335,3.2064506290281893,3.2334287337427705,3.316888099949436,6.984292741322753,2.500391236282752,54.44888507978713,74.11152756846134,74.73507952126515,76.66409756491618,161.4297751410016,57.79219313782833,2.6233420620900976,3.4303503818895584,3.4334211583764227,2.734124292622237,6.2465287334954,3.4546272811725864,73.35156351918619,95.91641424365444,96.00227657163084,76.4491579721189,174.65989502122036,96.59522336486724,2.9547511296164832,3.8957969041551967,3.894275998736004,3.0208271416011674,7.08123958484889,3.098061327618643,39.46449816017572,52.03337371307029,52.01306006684949,40.347028207212134,94.57905397410046,41.37859000659284,2.9590437204535323,3.9651678093217546,3.9565018269564245,3.015891018021029,6.4932883224019395,3.007643827395665,54.92765078963898,73.60396578370305,73.44310230952665,55.9828864684966,120.53254603303684,55.82979687284976,2.9363729597190598,3.883113117536219,3.8926887200450935,2.971323265941982,7.525067067167199,2.935661277841943,63.3654575288378,83.79563587605567,84.00227258141042,64.11966762917885,162.38717771459773,63.35009979043838,3.108191696297244,4.026646970580682,4.04455485835192,3.4044532358815127,9.45662186988506,3.337116077073523,163.89553189523616,212.32585100328694,213.27013728874476,179.51745851839445,498.6494472471917,175.9667574878573,3.7359333184934727,5.253251416353677,5.25684552703764,3.9568803937957115,9.299569847813364,3.8536248924684333,23.25644390836071,32.70185425852622,32.7242278467025,24.631854769696677,57.8904670131449,23.98908211554881,2.5763269901100143,3.3729342807933693,3.3516085164373997,2.9168811836521433,6.814125081528043,2.6558733614545296,277.69644630509816,363.56094043674307,361.2622846375661,314.40401086657846,734.4790964356486,286.2705693584355
